策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_swap_corr0.7_smoke,24185129.828615453,7.061709942871818,0.2765124000762429,0.2452537844301057,0.26036016141591445,2021-09-22~2021-11-16,1.0620380574834793,0.9945307788223634,0.9522492084240993,559,0.6404293381037567,8.941877235368109,46.78175313059034,5683,561,2.2477475919074097,1.63%（同期超额 +26.02%）
