策略,期末资产,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
valuation_x0.25_w0.2_stab_rB2014,40861438.868641905,12.620479622880636,0.2312614790677643,0.2373830410974678,0.4824520646363203,2015-06-12~2016-02-29,0.47934602423578127,0.8368816715443351,0.9677102674218253,30,0.9666666666666667,36.629221557731626,1474.3,1332,666,0.234658861218084,5.77%（同期超额 +17.36%）
