策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化
trend_x2_w0.1_x1c_sma20_swap_corr0.85_tranche_sl1.1_sp_lot100_lrc_B5CONSx2c8520110501,13566281.786842,0.34505253688733667,-0.06985639729356857,1.3535278171825615,0.41234083829023416,0.10933189175763514,0.1610738255033557,149,3.522093928947333,0.10430461301770388,0.27938482634270906,0.4446998899519211,2020-12-02~2022-09-16,0.23455057078826985,0.256651913128271,0.7432096024203354,33,0.36363636363636365,13.662101789098514,217.75757575757575,311,90,0.5420846590594641,33980.88725799997,0.011326962419333324,2.53%（同期超额 +7.90%）
