策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x0.5_w0.1_sma20_liq120d3_swap_corr0.7_tranche_sl1.1_sp_lot100_ml5F5_2015-07,43226585.394999996,1.0399768323127199,0.5454401050978308,2.6109096514239334,0.24700495751795115,0.285903453266223,0.0,99,13.408861798333332,0.2727543417512017,0.2630350941240214,0.3037752141062945,2024-05-29~2024-09-11,0.8978821480009287,0.9130126902387056,0.9200205453402384,892,0.34080717488789236,8.589809824880755,35.336322869955154,4772,1390,3.5515038936597993,0.90%（同期超额 +26.38%）
