策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,基准年化
trend_x0.5_w0.1_swap_corr0.7_tranche_sl1.1_lot100_ml5SW_bypass_2002,1195248233.8697,1.081117177212681,0.11652179628517283,2.468566897149129,0.27869622110063286,0.30381696262555224,0.06130268199233716,261,397.41607795656665,0.27888993478307245,0.2505099709612847,0.3668854761039525,2010-11-10~2012-11-28,0.7601552880879165,0.9831543670702741,0.7872480627918362,1563,0.327575175943698,9.574683545835931,42.00127959053103,11203,2430,4.013295202081924,7.55%（同期超额 +20.34%）
