signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2012-05-18,2012-05-21,600309,14.0800,14.1985,14.0190,1,3,0.9656,600660,0.7263,穿越3次≥3,,51600
2012-05-21,2012-05-22,600897,13.3100,13.5700,13.5210,1,3,1.0197,600660,0.7271,穿越3次≥3,,30500
2012-05-24,2012-05-25,600897,13.4600,13.5980,13.6110,1,5,1.0312,600660,0.7221,穿越5次≥3,,30500
2012-06-04,2012-06-05,600897,13.2200,13.5420,13.5715,1,7,1.0128,002001,0.8084,穿越7次≥3,,30500
2012-06-05,2012-06-06,600897,13.4000,13.5230,13.5910,2,7,1.0266,002001,0.8345,穿越7次≥3,,30500
2012-06-06,2012-06-07,600897,13.3900,13.5145,13.5940,3,7,1.0258,002001,0.8293,穿越7次≥3,,30500
2012-06-07,2012-06-08,600897,13.2200,13.4995,13.5810,4,7,1.0128,002001,0.8105,穿越7次≥3,,30500
2012-06-08,2012-06-11,600897,13.2200,13.4840,13.5745,5,7,1.0128,002001,0.8074,穿越7次≥3,,30500
2012-06-11,2012-06-12,600897,13.3700,13.4730,13.5420,6,6,1.0243,002001,0.8166,穿越6次≥3,,30500
2012-06-12,2012-06-13,600897,13.1700,13.4590,13.5230,7,6,1.0090,002001,0.8162,穿越6次≥3,,30500
2013-08-27,2013-08-28,601398,3.9000,3.9185,3.9180,1,4,0.9903,600309,0.7431,穿越4次≥3,,200
2013-08-28,2013-08-29,601398,3.8800,3.9180,3.9180,2,4,0.9852,600309,0.7257,穿越4次≥3,,200
2013-08-29,2013-08-30,601398,3.8700,3.9160,3.9180,3,4,0.9827,000338,0.4754,穿越4次≥3,600585,200
2013-08-30,2013-09-02,601398,3.9000,3.9155,3.9170,4,4,1.0481,000338,0.4879,穿越4次≥3,,200
2013-09-02,2013-09-03,601398,3.8900,3.9140,3.9190,5,4,1.0454,000338,0.4966,穿越4次≥3,,200
2013-09-05,2013-09-06,601398,3.9100,3.9185,3.9160,1,6,1.0508,600031,0.4814,穿越6次≥3,,200
2013-09-06,2013-09-09,601398,3.9100,3.9185,3.9155,2,5,1.0508,600031,0.4808,穿越5次≥3,,200
2013-09-17,2013-09-18,601398,3.9300,3.9390,3.9265,1,7,1.0562,600031,0.5022,穿越7次≥3,,200
2013-09-18,2013-09-23,601398,3.9100,3.9385,3.9290,2,6,1.0508,600031,0.5041,穿越6次≥3,,200
2013-09-23,2013-09-24,601398,3.9100,3.9385,3.9340,3,6,1.0508,600031,0.5132,穿越6次≥3,,200
