group,arm,start,cagr,baseline_cagr,delta_cagr,roll5,delta_roll5
strict_A,PC25SSEP08,20111101,0.32358476500819977,0.42933291939613993,-0.10574815438794016,0.30674208137966064,-0.1315137338676553
strict_A,PC25SSEP08,20120501,0.3447094472572454,0.448898667159376,-0.10418921990213059,0.30470663346865856,-0.12373712929194891
strict_A,PC25SSEP08,20121101,0.36489362014492155,0.4971799987441856,-0.13228637859926407,0.3018452643156917,-0.14797232398624982
strict_A,PC25SSEP08,20130501,0.33446708940441927,0.437021650121864,-0.10255456071744473,0.26966878337726086,-0.1494254300841351
strict_A,PC25SSEP08,20131101,0.3557970187254236,0.4814036113823643,-0.12560659265694074,0.2586875856889639,-0.21209887454436616
strict_A,PC25SSEP08,20140501,0.39938873495983085,0.5144217278785495,-0.1150329929187186,0.27094279336414795,-0.1874890013906545
strict_A,PC25SSEP08,20141101,0.34950183407503865,0.4948981755848638,-0.14539634150982517,0.27007269276154044,-0.20876742684502547
strict_A,PC25SSEP08,20150501,0.32352237127134464,0.4591303356406189,-0.13560796436927425,0.2512689366540293,-0.23146977020128334
strict_A,PC25SSEP08,20151101,0.34996914544115176,0.4776687194764744,-0.12769957403532262,0.2634653348393332,-0.17739745689642672
strict_A,PC25SSEP08,20160501,0.40786211681656304,0.6224848722867689,-0.21462275547020582,0.23487686292241317,-0.26750427392111487
strict_A,PC30SSEP08,20091101,0.24876003409173397,0.3232108008631567,-0.0744507667714227,0.2646192230802591,-0.12406207438695094
strict_A,PC30SSEP08,20100501,0.2858497138209719,0.3468375831056316,-0.06098786928465971,0.3118956581061705,-0.08681320321247199
strict_A,PC30SSEP08,20101101,0.28058658017465166,0.3807199954694829,-0.10013341529483122,0.2871819570578378,-0.12779501153231365
strict_A,PC30SSEP08,20110501,0.31664738435432604,0.4009930055647246,-0.08434562121039857,0.32057248123652915,-0.09111778015875727
strict_A,PC30SSEP08,20111101,0.3239796265105417,0.42933291939613993,-0.10535329288559825,0.31234415688513706,-0.12591165836217888
strict_A,PC30SSEP08,20120501,0.34857186608432666,0.448898667159376,-0.10032680107504932,0.32194439259588825,-0.10649937016471922
strict_A,PC30SSEP08,20121101,0.39462877902533,0.4971799987441856,-0.10255121971885561,0.3377267396010657,-0.11209084870087582
strict_A,PC30SSEP08,20130501,0.35250816402916074,0.437021650121864,-0.08451348609270326,0.2990802543685105,-0.12001395909288548
strict_A,PC30SSEP08,20131101,0.36986943397810546,0.4814036113823643,-0.11153417740425886,0.29063813291835716,-0.18014832731497288
strict_A,PC30SSEP08,20140501,0.41361799175462943,0.5144217278785495,-0.10080373612392002,0.29093482948361316,-0.1674969652711893
strict_A,PC30SSEP08,20141101,0.3699363947933867,0.4948981755848638,-0.12496178079147713,0.2796116033857179,-0.19922851622084803
strict_A,PC30SSEP08,20150501,0.3452244534354514,0.4591303356406189,-0.11390588220516751,0.26716915083820103,-0.21556955601711159
strict_A,PC30SSEP08,20151101,0.3785161074035954,0.4776687194764744,-0.09915261207287895,0.28126232604086954,-0.1596004656948904
strict_A,PC30SSEP08,20160501,0.4539306681947195,0.6224848722867689,-0.16855420409204935,0.2632989337995224,-0.23908220304400563
strict_A,PC60SSEP08,20091101,0.3258849206195116,0.3232108008631567,0.002674119756354898,0.39983914799966147,0.011157850532451441
strict_A,PC60SSEP08,20100501,0.33800182155434366,0.3468375831056316,-0.008835761551287957,0.3936834649039731,-0.00502539641466937
strict_A,PC60SSEP08,20101101,0.38536949466090853,0.3807199954694829,0.0046494991914256545,0.4151251116320933,0.00014814304194188388
strict_A,PC60SSEP08,20110501,0.39823539469115676,0.4009930055647246,-0.0027576108735678506,0.4122803045976313,0.0005900432023449032
strict_A,PC60SSEP08,20111101,0.41713244988971265,0.42933291939613993,-0.01220046950642728,0.43615434387644014,-0.002101471370875796
strict_A,PC60SSEP08,20120501,0.4314812241311923,0.448898667159376,-0.01741744302818371,0.4413240784734014,0.01288031571279391
strict_A,PC60SSEP08,20121101,0.4971799987441856,0.4971799987441856,0.0,0.4498175883019415,0.0
strict_A,PC60SSEP08,20130501,0.437021650121864,0.437021650121864,0.0,0.41909421346139597,0.0
strict_A,PC60SSEP08,20131101,0.4661611310276732,0.4814036113823643,-0.015242480354691113,0.44179433491956566,-0.028992125313764383
strict_A,PC60SSEP08,20140501,0.5287256456485918,0.5144217278785495,0.014303917770042363,0.4557151064531384,-0.0027166883016640497
strict_A,PC60SSEP08,20141101,0.4948981755848638,0.4948981755848638,0.0,0.4788401196065659,0.0
strict_A,PC60SSEP08,20150501,0.4591303356406189,0.4591303356406189,0.0,0.4827387068553126,0.0
strict_A,PC60SSEP08,20151101,0.4776687194764744,0.4776687194764744,0.0,0.44086279173575993,0.0
strict_A,PC60SSEP08,20160501,0.6224848722867689,0.6224848722867689,0.0,0.502381136843528,0.0
strict_U,BASE,20091101,0.31181696017428173,0.31181696017428173,0.0,0.39408556459426625,0.0
strict_U,BASE,20100501,0.34325826024313555,0.34325826024313555,0.0,0.409147353104931,0.0
strict_U,BASE,20101101,0.35542754644866403,0.35542754644866403,0.0,0.39324282073871575,0.0
strict_U,BASE,20110501,0.35205545330315013,0.35205545330315013,0.0,0.3647729757199829,0.0
strict_U,BASE,20111101,0.40866771621870823,0.40866771621870823,0.0,0.4285504308984367,0.0
strict_U,BASE,20120501,0.40612385797329575,0.40612385797329575,0.0,0.3736122674847171,0.0
strict_U,BASE,20121101,0.45472581512554777,0.45472581512554777,0.0,0.39948708195876304,0.0
strict_U,BASE,20130501,0.41846251497236175,0.41846251497236175,0.0,0.38459915257738175,0.0
strict_U,BASE,20131101,0.43851624013044277,0.43851624013044277,0.0,0.3869648302613111,0.0
strict_U,BASE,20140501,0.49313832646985545,0.49313832646985545,0.0,0.4033589906853601,0.0
strict_U,BASE,20141101,0.44932688447424196,0.44932688447424196,0.0,0.3476932884032471,0.0
strict_U,BASE,20150501,0.42148434421877456,0.42148434421877456,0.0,0.37556103687910847,0.0
strict_U,BASE,20151101,0.46187897809178735,0.46187897809178735,0.0,0.36044186593102534,0.0
strict_U,BASE,20160501,0.5417466219986864,0.5417466219986864,0.0,0.3427179004710299,0.0
strict_U,PC25SSEP08,20091101,0.26996714492401264,0.31181696017428173,-0.041849815250269096,0.2597586110586352,-0.13432695353563107
strict_U,PC25SSEP08,20100501,0.26778136899388594,0.34325826024313555,-0.07547689124924961,0.26373210646177525,-0.14541524664315575
strict_U,PC25SSEP08,20101101,0.28690757638277686,0.35542754644866403,-0.06851997006588717,0.2728419442244203,-0.12040087651429543
strict_U,PC25SSEP08,20110501,0.28880015889708277,0.35205545330315013,-0.06325529440606736,0.2498459583065773,-0.11492701741340561
strict_U,PC25SSEP08,20111101,0.31218876083617,0.40866771621870823,-0.09647895538253826,0.28933092729190846,-0.13921950360652824
strict_U,PC25SSEP08,20120501,0.30556486242394465,0.40612385797329575,-0.1005589955493511,0.25997293413679756,-0.11363933334791954
strict_U,PC25SSEP08,20121101,0.340808122741904,0.45472581512554777,-0.1139176923836438,0.26347341176552064,-0.1360136701932424
strict_U,PC25SSEP08,20130501,0.31931768229579305,0.41846251497236175,-0.0991448326765687,0.24448560756841453,-0.14011354500896722
strict_U,PC25SSEP08,20131101,0.3321404730185895,0.43851624013044277,-0.10637576711185326,0.23023097435696283,-0.1567338559043483
strict_U,PC25SSEP08,20140501,0.3694438166085079,0.49313832646985545,-0.12369450986134756,0.2268961686641553,-0.17646282202120478
strict_U,PC25SSEP08,20141101,0.32256097245734305,0.44932688447424196,-0.1267659120168989,0.20469197983044274,-0.14300130857280435
strict_U,PC25SSEP08,20150501,0.31394274440178016,0.42148434421877456,-0.1075415998169944,0.2188020123421328,-0.15675902453697566
strict_U,PC25SSEP08,20151101,0.33615973680734057,0.46187897809178735,-0.12571924128444678,0.23282123027641055,-0.1276206356546148
strict_U,PC25SSEP08,20160501,0.4058126727932414,0.5417466219986864,-0.135933949205445,0.21941103153604935,-0.12330686893498055
