security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000005,2006-12-31,-0.071,,0.02,0.7725,0.767,7.81,7.98,52.4311,1532882687.47,0.0029,628.5656,,sina vFD_FinancialGuideLine,2026-08-11T16:53:59+00:00
000010,2006-12-31,0.0575,,-0.23,0.4765,0.4373,11.21,11.54,44.7669,222923099.06,-0.1135,-42.6418,,sina vFD_FinancialGuideLine,2026-08-11T16:54:36+00:00
000030,2006-12-31,0.0647,,-0.0563,-5.604,-5.604,-1.15,0,,29826570.27,-0.0003,-98.4585,,sina vFD_FinancialGuideLine,2026-08-11T16:55:29+00:00
000035,2006-12-31,0.2599,,0.2865,-11.9201,-11.69,-1.58,-1.53,3.7558,476443193.2,-0.0009,-55.8376,,sina vFD_FinancialGuideLine,2026-08-11T16:55:48+00:00
000040,2006-12-31,0.0103,,-0.046,2.3768,1.87,1.39,1.4,38.8911,2262876736.22,-0.055,21.7745,-54.967,sina vFD_FinancialGuideLine,2026-08-11T16:55:59+00:00
000048,2006-12-31,-0.318,,-0.17,-0.5777,-0.453,,0,10.4726,864429871.26,0.1036,-5.9576,-1483.4151,sina vFD_FinancialGuideLine,2026-08-11T16:56:36+00:00
000338,2006-12-31,2.2613,,,9.2185,8.88,23.36,,28.8243,7054882000,4.9876,34.215,142.2635,sina vFD_FinancialGuideLine,2026-08-11T16:57:56+00:00
000503,2006-12-31,-0.0074,,-0.0426,1.8873,1.8532,1.9586,1.8954,56.2447,1771500575.1,0.212,-21.2395,-116.1364,sina vFD_FinancialGuideLine,2026-08-11T16:59:15+00:00
000507,2006-12-31,0.3858,,0.33,2.9348,3.3538,11.26,11.81,16.8189,2073584613.62,-0.101,30.5835,414.8603,sina vFD_FinancialGuideLine,2026-08-11T16:59:35+00:00
000555,2006-12-31,-0.8676,,-0.85,-1.4245,-1.42,,0,9.3416,20390507.72,-0.0257,-87.2002,,sina vFD_FinancialGuideLine,2026-08-11T17:01:06+00:00
000558,2006-12-31,0.7914,,0.0515,2.3467,1.45,7.09,7.46,26.1425,1704562372.68,0.1862,585.5838,1447.8922,sina vFD_FinancialGuideLine,2026-08-11T17:01:19+00:00
000584,2006-12-31,-0.0408,,0.0003,1.8917,1.143,1.88,1.89,17.4671,1863285968.26,0.1946,60.8934,,sina vFD_FinancialGuideLine,2026-08-11T17:01:52+00:00
