security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000003,2001-12-31,0.0346,,-0.22,-2.9802,-2.98,,0,0.7772,1211942318.35,0.0377,-92.1229,,sina vFD_FinancialGuideLine,2026-08-11T16:53:24+00:00
000006,2001-12-31,0.522,,0.4551,5.2571,4.696,10,10.2,21.4758,4218937390.09,1.559,7.4339,-3.0136,sina vFD_FinancialGuideLine,2026-08-11T16:54:23+00:00
000014,2001-12-31,0.3543,,0.36,2.141,2.14,16.55,22.12,24.2734,693521426.7,0.7846,495.5689,,sina vFD_FinancialGuideLine,2026-08-11T16:54:50+00:00
000030,2001-12-31,-3.421,,-2.18,-3.4024,-3.37,,,12.9491,444493757.35,0.1081,-30.4993,-3553.4016,sina vFD_FinancialGuideLine,2026-08-11T16:55:21+00:00
000055,2001-12-31,-0.3766,,-0.386,2.5931,2.52,-15.32,-14.24,21.1033,1245763253.88,0.4839,-24.5708,-253.8769,sina vFD_FinancialGuideLine,2026-08-11T16:57:17+00:00
000404,2001-12-31,0.0045,,-0.04,2.4852,2.48,0.14,0.15,10.808,1145606399.77,0.0974,-5.4969,-96.4964,sina vFD_FinancialGuideLine,2026-08-11T16:58:07+00:00
000410,2001-12-31,0.0425,,0,2.7499,2.63,1.887,1.898,25.5235,3832531123.08,0.163,26.6256,-4.0776,sina vFD_FinancialGuideLine,2026-08-11T16:58:33+00:00
000412,2001-12-31,-0.88,,-0.343,0.3098,0.299,-293.39,-120.15,32.7396,588761749.02,0.0236,-86.3424,,sina vFD_FinancialGuideLine,2026-08-11T16:58:35+00:00
000418,2001-12-31,0.0782,,0.1054,5.6985,5.47,1.34,1.35,24.6786,3420626023.75,0.2641,-24.6118,-85.2228,sina vFD_FinancialGuideLine,2026-08-11T16:58:50+00:00
000430,2001-12-31,0.0929,,0,1.2416,1.14,8.34,18.4,49.6258,352486489.1,0.8365,45.927,,sina vFD_FinancialGuideLine,2026-08-11T16:59:05+00:00
000515,2001-12-31,0.0615,,,1.1442,1.14,5.37,5.5,27.04,663636447.54,0.2959,0.3181,173.3281,sina vFD_FinancialGuideLine,2026-08-11T16:59:53+00:00
000526,2001-12-31,0.1816,,0.16,2.2455,1.986,9.72,10.2,28.4776,460447775.98,0.1735,89.2663,-13.787,sina vFD_FinancialGuideLine,2026-08-11T17:00:13+00:00
000537,2001-12-31,0.159,,0.16,2.1029,2.06,8,8.06,39.2589,1473837151.63,0.2928,13.1353,-49.6086,sina vFD_FinancialGuideLine,2026-08-11T17:00:23+00:00
000542,2001-12-31,1.0857,,0.42,2.8631,1.494,7.67,7.71,31.2709,1863914316,2.1705,197.032,499.6087,sina vFD_FinancialGuideLine,2026-08-11T17:00:36+00:00
000553,2001-12-31,0.0297,,0.0329,3.3958,3.28,1.08,1.08,12.4138,1642777754.18,0.383,5.5459,-47.8945,sina vFD_FinancialGuideLine,2026-08-11T17:00:53+00:00
000555,2001-12-31,0.0467,,,1.1984,1.19,3.88,3.96,31.9615,296300838.85,-0.4102,14493.5747,695.432,sina vFD_FinancialGuideLine,2026-08-11T17:00:57+00:00
000558,2001-12-31,0.0273,,,1.4239,1.424,1.92,1.95,67.791,353535110.56,-0.1735,-31.9227,-76.049,sina vFD_FinancialGuideLine,2026-08-11T17:01:12+00:00
000611,2001-12-31,-0.3207,,-0.26,1.4958,1.42,-19.84,-18.05,20.5816,541956885.95,0.4444,-14.6895,,sina vFD_FinancialGuideLine,2026-08-11T17:03:57+00:00
000653,2001-12-31,-1.5801,,-0.2269,-4.2741,-4.27,,0,59.8432,179512013.09,0.0437,-62.8985,,sina vFD_FinancialGuideLine,2026-08-11T17:05:05+00:00
000658,2001-12-31,-3.2209,,-1.5753,-3.1034,-3.103,,0,-116.6538,59145210.74,-0.4387,-99.3448,,sina vFD_FinancialGuideLine,2026-08-11T17:05:26+00:00
000662,2001-12-31,0.236,,,1.7533,1.3932,16.44,46.06,54.8471,415016286.35,0.5788,-75.5283,,sina vFD_FinancialGuideLine,2026-08-11T17:05:57+00:00
000667,2001-12-31,0.0097,,,1.9808,1.9838,0.5604,0.5611,9.5042,615154892.43,-0.0912,12.7667,25.3798,sina vFD_FinancialGuideLine,2026-08-11T17:06:37+00:00
000670,2001-12-31,-0.0002,,,4.2416,4.021,0.2,0.31,8.2771,1994824927.51,-0.4565,-5.2407,-100.1227,sina vFD_FinancialGuideLine,2026-08-11T17:06:49+00:00
000672,2001-12-31,0.0904,,,2.517,2.37,3.24,3.55,20.7869,777657270.51,-0.3151,34.7962,-17.6847,sina vFD_FinancialGuideLine,2026-08-11T17:07:23+00:00
000676,2001-12-31,0.1188,,0.15,1.1738,1.16,9.33,11.53,50.0135,631131263.39,0.0173,13.8391,25.0773,sina vFD_FinancialGuideLine,2026-08-11T17:07:59+00:00
000692,2001-12-31,0.1863,,0.217,4.2423,4.24,4.39,4.83,28.087,2137262133.7,0.4945,-2.4872,-46.8246,sina vFD_FinancialGuideLine,2026-08-11T17:09:17+00:00
000708,2001-12-31,0.0349,,,3.45,3.45,1.01,1.02,8.8503,3750078953.53,0.7544,34.4815,14.7717,sina vFD_FinancialGuideLine,2026-08-11T17:09:51+00:00
000730,2001-12-31,-0.0038,,0,1.1076,1.03,-1.05,-1.05,47.3275,1384380656.85,-0.3284,-8.4032,-105.0721,sina vFD_FinancialGuideLine,2026-08-11T17:10:31+00:00
000739,2001-12-31,-0.1787,,-0.17,1.7819,1.7,-10.47,-9.95,7.8212,587377037.31,-0.0039,-27.8081,-446.5274,sina vFD_FinancialGuideLine,2026-08-11T17:11:14+00:00
000758,2001-12-31,-0.3683,,-0.4,2.4296,2.28,-15.89,-15.63,23.4682,1337147729.45,0.3236,-9.9241,-1085.4797,sina vFD_FinancialGuideLine,2026-08-11T17:11:43+00:00
000763,2001-12-31,0.1415,,0.143,1.9925,1.993,7.102,7.363,10.3865,2172208716,0.4061,-4.6869,69.021,sina vFD_FinancialGuideLine,2026-08-11T17:11:54+00:00
000769,2001-12-31,0.0075,,-0.13,2.6554,2.4,0.5,0.5,11.5983,666047188.76,0.0141,-31.9785,-55.9276,sina vFD_FinancialGuideLine,2026-08-11T17:12:29+00:00
000803,2001-12-31,0.0326,,0,1.462,1.46,2.22,2.24,16.8369,280935146.07,0.2,14.8631,-45.0939,sina vFD_FinancialGuideLine,2026-08-11T17:14:10+00:00
000809,2001-12-31,-0.5555,,-0.55,1.4582,1.4,-39.07,-32.72,0.4809,451256358.83,-0.0333,-7.1045,-370.9646,sina vFD_FinancialGuideLine,2026-08-11T17:15:04+00:00
000816,2001-12-31,0.2649,,0.252,4.3989,4.217,6.23,6.38,20.0483,1983759310.26,0.2036,2.8364,2.0895,sina vFD_FinancialGuideLine,2026-08-11T17:15:47+00:00
000832,2001-12-31,0.162,,,3.7355,3.53,3.84,3.81,7.4537,1548410643.26,-0.2752,-10.8506,-50.6509,sina vFD_FinancialGuideLine,2026-08-11T17:16:08+00:00
000886,2001-12-31,0.0628,,0.078,2.6721,2.66,2.36,2.37,45.3653,5839644081.66,0.1171,-0.3053,-15.0975,sina vFD_FinancialGuideLine,2026-08-11T17:17:16+00:00
000887,2001-12-31,0.1153,,,2.6483,2.55,4.4,4.61,12.6131,1615637640.58,0.3669,-19.1219,-31.7478,sina vFD_FinancialGuideLine,2026-08-11T17:17:19+00:00
000918,2001-12-31,0.1737,,0.169,4.296,3.843,4.63,4.72,30.2415,1680030254.35,0.0727,24.1774,-51.7784,sina vFD_FinancialGuideLine,2026-08-11T17:18:53+00:00
000931,2001-12-31,0.1402,,,3.4227,2.5269,4.99,5.02,26.913,9690331525.4,0.2846,21.4848,-45.0105,sina vFD_FinancialGuideLine,2026-08-11T17:19:29+00:00
000980,2001-12-31,0.0075,,-0.19,3.1349,3.1349,0.24,0.24,13.9702,998395487.07,-0.2063,-26.9465,-97.0415,sina vFD_FinancialGuideLine,2026-08-11T17:20:51+00:00
200030,2001-12-31,-3.421,,-2.18,-3.4024,-3.37,,,12.9491,444493757.35,0.1081,-30.4993,-3553.4016,sina vFD_FinancialGuideLine,2026-08-11T17:32:55+00:00
200055,2001-12-31,-0.3766,,-0.386,2.5931,2.52,-15.32,-14.24,21.1033,1245763253.88,0.4839,-24.5708,-253.8769,sina vFD_FinancialGuideLine,2026-08-11T17:33:21+00:00
200553,2001-12-31,0.0297,,0.0329,3.3958,3.28,1.08,1.08,12.4138,1642777754.18,0.383,5.5459,-47.8945,sina vFD_FinancialGuideLine,2026-08-11T17:33:50+00:00
600054,2001-12-31,0.15,,0.18,2.4468,2.41,6.3,6.3,47.0604,1059890676,0.4452,39.4064,-7.3525,sina vFD_FinancialGuideLine,2026-08-11T18:00:50+00:00
600083,2001-12-31,0.0354,,,0.0057,0.006,621.15,-30.2,23.1894,209686773.5,0.2123,130.7116,,sina vFD_FinancialGuideLine,2026-08-11T18:01:15+00:00
600097,2001-12-31,0.1033,,,1.1368,1.098,9.64,10.29,31.3254,394026083.43,0.5207,324.9784,,sina vFD_FinancialGuideLine,2026-08-11T18:02:25+00:00
600136,2001-12-31,0.2324,,,4.1837,4.03,5.91,6.06,56.5327,862604992.21,0.0495,-8.6813,22.2633,sina vFD_FinancialGuideLine,2026-08-11T18:02:56+00:00
