security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000018,2023-12-31,-1.1428,-1.1421,-1.1462,-4.8582,-4.86,,0,,826733527.78,-0.0025,,,sina vFD_FinancialGuideLine,2026-08-11T16:55:14+00:00
000040,2023-12-31,-0.12,-0.1183,-0.1359,7.4657,7.4651,-1.58,-1.57,,23807858397.85,0.2557,-50.9427,,sina vFD_FinancialGuideLine,2026-08-11T16:56:29+00:00
000159,2023-12-31,0.1679,0.1681,0.1578,5.078,5.0782,3.31,2.95,,3713021206.38,-0.0874,180.1546,-74.3331,sina vFD_FinancialGuideLine,2026-08-11T16:57:49+00:00
000511,2023-12-31,-0.2754,-0.27,-0.26,-0.5837,-0.55,,0,,1876083474.97,0.0096,-91.9491,,sina vFD_FinancialGuideLine,2026-08-11T16:59:48+00:00
000540,2023-12-31,-2.8093,-2.59,-2.04,-4.1641,-3.2077,,0,,123934638190.62,-0.0823,49.024,,sina vFD_FinancialGuideLine,2026-08-11T17:00:32+00:00
000606,2023-12-31,-0.0661,-0.0587,-0.0527,0.0487,0.0151,-390.64,-130.13,,113594414.93,-0.0337,-87.9603,-172.3647,sina vFD_FinancialGuideLine,2026-08-11T17:03:43+00:00
000701,2023-12-31,-0.9234,-1.1911,-2.2327,5.2589,3.5698,-24.32,-145.46,,16042193974.29,0.8935,-23.8938,-390.0626,sina vFD_FinancialGuideLine,2026-08-11T17:09:41+00:00
000711,2023-12-31,0.2962,0.3696,-0.4892,0.2764,0.2546,145.18,-479.49,,1315454563.76,-0.0564,-23.6855,,sina vFD_FinancialGuideLine,2026-08-11T17:10:05+00:00
000767,2023-12-31,-0.2184,-0.2542,-0.2595,3.5127,3.6133,-4.63,-11.77,,60514433347.44,-0.5116,-2.9875,,sina vFD_FinancialGuideLine,2026-08-11T17:12:25+00:00
000796,2023-12-31,0.288,0.3788,-0.2184,0.7061,0.6407,59.08,-88.99,,2357726271.68,0.2446,82.0867,,sina vFD_FinancialGuideLine,2026-08-11T17:13:40+00:00
000861,2023-12-31,-0.0715,-0.0621,-0.08,1.2557,1.2257,-5.07,-4.91,,8235302757.64,0.1459,-19.6263,,sina vFD_FinancialGuideLine,2026-08-11T17:16:56+00:00
000892,2023-12-31,-0.4174,-0.41,-0.35,1.1128,1.1425,-35.43,-30.1,,1769284149.92,0.1823,-43.6689,-5447.0045,sina vFD_FinancialGuideLine,2026-08-11T17:17:45+00:00
000939,2023-12-31,-0.3642,-0.36,-0.05,0.3548,0.35,-102.64,26.5,,9319089661.43,-0.0366,-57.7143,,sina vFD_FinancialGuideLine,2026-08-11T17:19:46+00:00
001236,2023-12-31,0.0077,0.0077,0.0045,1.8332,1.8332,0.42,0.4229,,9313077143.89,-1.6047,,-37.0735,sina vFD_FinancialGuideLine,2026-08-11T17:22:11+00:00
002058,2023-12-31,-0.0832,-0.119,-0.14,1.2971,0.9983,-11.91,-8.79,,308786691.14,-0.0476,6.0591,,sina vFD_FinancialGuideLine,2026-08-11T17:23:29+00:00
002087,2023-12-31,-0.3621,-0.3621,-0.3664,-1.021,-1.021,,,,5542824671.01,-0.5124,-29.7086,,sina vFD_FinancialGuideLine,2026-08-11T17:24:01+00:00
002123,2023-12-31,-2.2841,-2.22,-2.28,2.0373,2.0307,-112.13,-71.59,,4349652478.97,-0.4984,25.9039,,sina vFD_FinancialGuideLine,2026-08-11T17:24:27+00:00
002217,2023-12-31,-4.034,-3.85,-3.84,-1.955,-2.0911,,0,,7645050127.2,0.0847,-61.1159,,sina vFD_FinancialGuideLine,2026-08-11T17:26:26+00:00
002288,2023-12-31,-0.5899,-0.5779,-0.4549,0.8407,0.8513,-67.88,-50.71,,2508829732.04,0.2044,-60.8207,,sina vFD_FinancialGuideLine,2026-08-11T17:26:47+00:00
002295,2023-12-31,0.0954,0.0957,0.0617,5.3333,5.314,1.8,1.819,,2049190100.13,0.3408,-43.5218,-17.4151,sina vFD_FinancialGuideLine,2026-08-11T17:26:52+00:00
002310,2023-12-31,-1.9305,-1.89,-1.89,0.3947,-0.0733,,0,,36189223576.52,-0.0937,-83.1268,,sina vFD_FinancialGuideLine,2026-08-11T17:27:02+00:00
002316,2023-12-31,-0.0448,-0.0509,-0.0723,0.2135,0.1573,-32.35,-40.03,,780617924.39,0.0447,-63.5797,,sina vFD_FinancialGuideLine,2026-08-11T17:27:12+00:00
002379,2023-12-31,-0.1278,-0.1432,-0.1446,1.7854,1.7854,-7.16,-8.84,,2982041923.56,-0.1902,-23.8575,-735.7495,sina vFD_FinancialGuideLine,2026-08-11T17:27:49+00:00
002420,2023-12-31,-0.5228,-0.53,-0.55,1.2586,1.1788,-44.93,-36.76,,2285971609.79,0.2836,-16.5873,-517.6485,sina vFD_FinancialGuideLine,2026-08-11T17:28:22+00:00
002427,2023-12-31,-0.0948,-0.09,-0.11,0.9697,0.9697,-9.76,-9.3,,2504301079.77,-0.0896,5.4784,-118.0243,sina vFD_FinancialGuideLine,2026-08-11T17:28:41+00:00
002433,2023-12-31,-2.9927,-2.88,-3.23,0.5161,0.566,-509.21,-141.56,,3343704279.05,-0.1324,-43.3863,,sina vFD_FinancialGuideLine,2026-08-11T17:28:45+00:00
002512,2023-12-31,-0.2902,-0.2704,-0.09,1.0022,0.3994,-64.65,-48.84,,4418707276.21,-0.4601,12.862,,sina vFD_FinancialGuideLine,2026-08-11T17:29:57+00:00
002519,2023-12-31,0.164,0.17,0.11,2.8199,2.8185,5.89,5.96,,4462643825.55,0.5901,-13.9043,-5.6618,sina vFD_FinancialGuideLine,2026-08-11T17:30:01+00:00
002529,2023-12-31,-0.5578,-0.5578,-0.6002,1.7296,1.7296,-32.25,-27.77,,1096320377.81,-0.1109,-13.0003,,sina vFD_FinancialGuideLine,2026-08-11T17:30:12+00:00
002721,2023-12-31,0.2402,0.61,-0.64,0.7689,0.7689,32.41,-27.25,,2194060612.45,-0.0036,-17.3944,,sina vFD_FinancialGuideLine,2026-08-11T17:31:38+00:00
002726,2023-12-31,-1.3748,-1.28,-1.26,1.5354,1.3733,-103.8,-67.23,,6317538408.46,-0.5455,-17.3603,-1588.9997,sina vFD_FinancialGuideLine,2026-08-11T17:31:41+00:00
002770,2023-12-31,0.8691,0.87,0.02,0.2644,0.26,328.67,-94.71,,873728530.69,0.0271,6.4847,,sina vFD_FinancialGuideLine,2026-08-11T17:32:16+00:00
002793,2023-12-31,-0.707,-0.61,-0.59,2.3652,2.271,-26.77,-23.42,,5117407332.82,0.4293,-34.1091,,sina vFD_FinancialGuideLine,2026-08-11T17:32:30+00:00
002878,2023-12-31,0.1203,0.11,0.09,7.0007,5.9491,1.52,2.45,,2650550267.75,0.0185,-18.1874,-83.1209,sina vFD_FinancialGuideLine,2026-08-11T17:32:31+00:00
002961,2023-12-31,0.5479,0.55,0.51,6.0636,5.9737,9.17,9.42,,13823546754.91,1.0558,,-17.0317,sina vFD_FinancialGuideLine,2026-08-11T17:32:40+00:00
300010,2023-12-31,0.0128,0.017,-0.2709,0.4352,0.4657,3.28,20.2,,2957745239,0.028,-2.0285,,sina vFD_FinancialGuideLine,2026-08-11T17:34:00+00:00
300020,2023-12-31,-0.2969,-0.32,-0.33,5.3301,5.297,-5.56,-5.85,,6966180415.07,-0.3165,-27.4715,-448.6359,sina vFD_FinancialGuideLine,2026-08-11T17:34:06+00:00
300039,2023-12-31,0.3125,0.3135,0.2784,3.8555,3.8539,8.13,8.54,,4579672915.2,0.3658,42.4722,71.9751,sina vFD_FinancialGuideLine,2026-08-11T17:34:08+00:00
300044,2023-12-31,-0.2178,-0.2088,-0.265,0.821,0.8309,-25.33,-22.57,,1615626623.93,-0.0319,16.0404,,sina vFD_FinancialGuideLine,2026-08-11T17:34:13+00:00
300139,2023-12-31,-0.1232,-0.13,-0.13,3.6295,3.4957,-3.59,-3.41,,1135501449.61,0.0095,8.4388,,sina vFD_FinancialGuideLine,2026-08-11T17:35:09+00:00
300159,2023-12-31,-0.0995,-0.0901,-0.1038,0.0166,0.0227,-391.22,-150.29,,2966987480.31,-0.0393,-44.4552,-327.4579,sina vFD_FinancialGuideLine,2026-08-11T17:35:41+00:00
300197,2023-12-31,-0.5128,-0.54,-0.57,1.9686,1.7848,-28.02,-32.79,,30382954220.64,-0.0453,-49.1746,,sina vFD_FinancialGuideLine,2026-08-11T17:35:56+00:00
300280,2023-12-31,-7.4639,-7.46,-7.46,7.5093,7.5102,-99.39,-66.75,,3406119902.48,2.1061,25.3433,-794.1364,sina vFD_FinancialGuideLine,2026-08-11T17:36:52+00:00
300344,2023-12-31,-0.1979,-0.2,-0.19,0.5899,0.5899,-33.42,-28.7,,524661870.82,-0.0053,-68.3365,,sina vFD_FinancialGuideLine,2026-08-11T17:37:49+00:00
300396,2023-12-31,1.0032,1.01,0.97,7.4238,7.4237,13.51,13.84,,3320764441.14,0.8173,12.955,5.295,sina vFD_FinancialGuideLine,2026-08-11T17:38:03+00:00
300460,2023-12-31,-0.5797,-0.58,-0.65,3.1701,3.1654,-18.27,-16.75,,1782210443.43,-0.1667,0.3368,,sina vFD_FinancialGuideLine,2026-08-11T17:38:35+00:00
300472,2023-12-31,-0.7894,-0.74,-0.79,2.1217,2.2394,-32.76,-28.21,,1623850361.56,-0.2413,-58.7586,,sina vFD_FinancialGuideLine,2026-08-11T17:38:40+00:00
300506,2023-12-31,-0.5413,-0.54,-0.58,0.2085,0.2072,-261.24,-113.28,,972489914.33,0.0319,-34.0586,,sina vFD_FinancialGuideLine,2026-08-11T17:38:56+00:00
300511,2023-12-31,-0.3856,-0.38,-0.39,2.8718,3.1167,-12.1,-11.41,,4602166751.34,0.7174,10.546,,sina vFD_FinancialGuideLine,2026-08-11T17:38:59+00:00
300536,2023-12-31,-0.1223,-0.1015,-0.1167,2.056,2.0506,-4.95,-4.83,,1000631238.45,-0.0375,-81.5873,-252.0388,sina vFD_FinancialGuideLine,2026-08-11T17:39:09+00:00
300710,2023-12-31,-0.0779,-0.0998,-0.1093,6.8614,6.6237,-1.51,-1.54,,894248051.42,0.3591,-32.4945,,sina vFD_FinancialGuideLine,2026-08-11T17:39:29+00:00
300875,2023-12-31,-0.6865,-0.68,-1.12,13.3271,12.684,-5.36,-5.23,,1550874783.85,0.0049,22.2427,,sina vFD_FinancialGuideLine,2026-08-11T17:39:41+00:00
300878,2023-12-31,-0.0427,-0.06,-0.17,9.7203,9.5988,-0.58,-0.58,,2046636530.88,0.4026,-2.1966,-113.7066,sina vFD_FinancialGuideLine,2026-08-11T17:39:45+00:00
300965,2023-12-31,-2.7902,-2.7902,-2.9316,20.1464,20.1464,-13.85,-12.93,,1403414918.98,-0.7141,-144.4936,-605.5222,sina vFD_FinancialGuideLine,2026-08-11T17:39:55+00:00
301030,2023-12-31,1.4985,1.55,1.69,13.1374,12.905,11.69,13.78,,7764748271.13,-0.9054,140.1863,119.6365,sina vFD_FinancialGuideLine,2026-08-11T17:40:03+00:00
600027,2023-12-31,0.4701,0.35,0.28,8.1525,6.8204,6.48,9.34,,223036299000,1.2957,9.4505,,sina vFD_FinancialGuideLine,2026-08-11T18:00:49+00:00
600120,2023-12-31,0.0812,0.14,0.14,5.156,4.5965,3.09,3.11,,39605453036.91,0.1218,-17.8488,-70.6154,sina vFD_FinancialGuideLine,2026-08-11T18:02:45+00:00
600136,2023-12-31,1.3895,1.4,-0.22,0.1916,0.1831,763.8,,,578215365.35,-0.0005,-39.0827,,sina vFD_FinancialGuideLine,2026-08-11T18:03:32+00:00
600185,2023-12-31,-0.3897,-0.39,-0.38,2.9492,2.9529,-13.17,-12.28,,26332319980.87,2.6518,16.9463,,sina vFD_FinancialGuideLine,2026-08-11T18:05:12+00:00
600193,2023-12-31,-0.0497,-0.05,-0.048,0.6977,0.6977,-7.12,-6.88,,721267115.37,-0.0803,-50.5757,-559.9639,sina vFD_FinancialGuideLine,2026-08-11T18:06:08+00:00
600199,2023-12-31,-0.03,-0.03,-0.09,3.848,3.8297,-0.88,-0.87,,3476257231.71,0.1358,23.9237,,sina vFD_FinancialGuideLine,2026-08-11T18:06:12+00:00
600221,2023-12-31,0.0053,0.007,-0.009,0.0365,0.0535,13.46,14.75,,134034890000,0.187,156.4757,,sina vFD_FinancialGuideLine,2026-08-11T18:06:37+00:00
600225,2023-12-31,-0.0437,-0.04,-0.08,0.7169,0.6186,-5.76,-5.5,,7739688493.11,0.0963,-31.2658,-137.5344,sina vFD_FinancialGuideLine,2026-08-11T18:07:06+00:00
600234,2023-12-31,-0.6503,-0.65,-0.5985,1.7006,1.6339,-39.78,-33.18,,666389586.94,-0.1494,-41.3204,,sina vFD_FinancialGuideLine,2026-08-11T18:07:15+00:00
