security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000005,2014-03-31,-0.0095,-0.0095,,0.6732,0.6732,-1.41,-1.4,18.031,1193893687.75,0.0016,-6.0754,,sina vFD_FinancialGuideLine,2026-08-11T16:54:12+00:00
000018,2014-03-31,-0.0068,-0.01,,0.7305,0.7408,-0.91,-0.91,70.2258,170821000,0.0077,0.0902,,sina vFD_FinancialGuideLine,2026-08-11T16:54:59+00:00
000033,2014-03-31,-0.0176,-0.0176,,0.8077,0.8077,-2.18,-2.16,46.8511,552076677.68,-0.016,22.7975,,sina vFD_FinancialGuideLine,2026-08-11T16:55:44+00:00
000037,2014-03-31,-0.1066,0,,2.8793,2.5696,-3.37,-3.37,-56.9877,5434280856.76,0.4232,-22.5381,,sina vFD_FinancialGuideLine,2026-08-11T16:55:56+00:00
000040,2014-03-31,0.0072,0.01,,2.6538,2.6755,0.27,0.27,45.5246,3969851498.55,-0.3644,102.0582,-89.8611,sina vFD_FinancialGuideLine,2026-08-11T16:56:11+00:00
000048,2014-03-31,0.0065,0.0082,,1.2444,1.0389,0.79,0.8,12.8534,1435472827.88,0.2834,5.1472,49.1358,sina vFD_FinancialGuideLine,2026-08-11T16:56:50+00:00
000050,2014-03-31,0.0912,0.052,,5.8111,2.6375,1.96,1.98,19.498,7603548220.14,-0.2296,13.3954,,sina vFD_FinancialGuideLine,2026-08-11T16:57:05+00:00
000066,2014-03-31,-0.4306,-0.0692,,6.1363,1.9579,-3.54,-3.47,10.7325,37009756909.78,0.3867,-5.8332,,sina vFD_FinancialGuideLine,2026-08-11T16:57:34+00:00
000408,2014-03-31,0.0025,0.0016,,0.7847,0.7732,0.21,0.21,13.4961,512532691.09,-0.0015,-74.987,-48.841,sina vFD_FinancialGuideLine,2026-08-11T16:58:20+00:00
000504,2014-03-31,-0.0156,-0.0153,,-0.0041,-0.0119,,0,10.3622,114354984.95,-0.0339,6.972,,sina vFD_FinancialGuideLine,2026-08-11T16:59:21+00:00
000509,2014-03-31,0.0015,0.0016,,0.0874,0.1188,1.34,1.72,14.5297,711700716.49,-0.0229,-39.9624,,sina vFD_FinancialGuideLine,2026-08-11T16:59:40+00:00
000564,2014-03-31,0.054,0.0533,,3.645,3.5615,1.5,1.51,21.8821,6896696235.04,0.5168,4.5891,-7.2881,sina vFD_FinancialGuideLine,2026-08-11T17:01:31+00:00
000591,2014-03-31,0.0071,0.0278,,2.0479,1.6836,1.65,1.66,14.0174,3154032124.73,0.1598,5.8746,-25.5578,sina vFD_FinancialGuideLine,2026-08-11T17:02:19+00:00
000595,2014-03-31,-0.0274,-0.027,,1.0867,1.0867,-2.52,-2.49,7.2442,1052233635.76,-0.1424,-13.9142,,sina vFD_FinancialGuideLine,2026-08-11T17:02:37+00:00
000605,2014-03-31,0.0269,0.0399,,8.5371,4.7248,0.53,0.54,24.4997,2490289183.12,0.4518,950.0551,1207.6697,sina vFD_FinancialGuideLine,2026-08-11T17:03:23+00:00
000606,2014-03-31,-0.0227,-0.0188,,2.0378,1.9214,-0.98,-0.97,5.8494,1432484000.3,-0.0085,10.0505,-746.0923,sina vFD_FinancialGuideLine,2026-08-11T17:03:30+00:00
000615,2014-03-31,0.0016,0.002,,2.7989,2.7989,0.06,0.06,6.3218,1309445712.14,0.3258,29.7229,,sina vFD_FinancialGuideLine,2026-08-11T17:04:06+00:00
000617,2014-03-31,0.0086,0.01,,2.4803,2.4803,0.35,0.35,14.1638,2319722472.78,-0.3779,-31.1025,,sina vFD_FinancialGuideLine,2026-08-11T17:04:14+00:00
000638,2014-03-31,-0.0143,-0.0122,,1.032,0.6889,-1.77,-1.75,4.6917,1123546560.1,-0.1259,69.5443,-1550.2584,sina vFD_FinancialGuideLine,2026-08-11T17:04:53+00:00
000657,2014-03-31,-0.2045,-0.1906,,6.0404,5.3558,-3.56,-3.5,6.9655,10217268641.27,-0.1178,471.7593,,sina vFD_FinancialGuideLine,2026-08-11T17:05:17+00:00
000662,2014-03-31,-0.0337,-0.0334,,2.03,1.9219,-1.74,-1.63,17.3638,940539951.26,-0.0655,-23.033,,sina vFD_FinancialGuideLine,2026-08-11T17:06:18+00:00
000668,2014-03-31,-0.086,-0.08,,5.0027,4.4801,-1.88,-1.86,50.2397,1535106466.61,1.2257,-90.8471,-721.62,sina vFD_FinancialGuideLine,2026-08-11T17:06:41+00:00
000670,2014-03-31,-0.0312,-0.0298,,0.9329,0.7627,-3.9,-3.83,39.4515,397191763.74,-0.1208,-32.8686,,sina vFD_FinancialGuideLine,2026-08-11T17:07:09+00:00
