security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000159,2025-06-30,0.0514,0.0515,0.0559,4.2522,4.2527,1.21,1.22,,3512447178.17,-0.0838,-49.9611,17.188,sina vFD_FinancialGuideLine,2026-08-11T16:57:53+00:00
000701,2025-06-30,-0.0577,-0.175,-0.2985,5.1448,3.6669,-2.28,-26.27,,17934570761.54,0.5449,-35.0589,,sina vFD_FinancialGuideLine,2026-08-11T17:09:44+00:00
000767,2025-06-30,0.0316,0.002,-0.0003,3.3828,3.6059,1.29,0.1,,59771686887.61,0.2832,-8.5281,,sina vFD_FinancialGuideLine,2026-08-11T17:12:27+00:00
000861,2025-06-30,-0.0251,-0.02,-0.02,1.204,1.18,-1.95,-1.92,,7610570481.24,0.0669,-28.5509,-157.862,sina vFD_FinancialGuideLine,2026-08-11T17:16:59+00:00
000987,2025-06-30,0.3986,0.3093,0.3078,9.4409,6.3581,4.89,5.05,,212243257251.48,0.8578,133.8994,93.0926,sina vFD_FinancialGuideLine,2026-08-11T17:21:50+00:00
001236,2025-06-30,-0.0036,-0.0036,-0.0035,1.8491,1.8491,-0.19,-0.19,,10761175753.04,-0.8632,,-128.1676,sina vFD_FinancialGuideLine,2026-08-11T17:22:14+00:00
002217,2025-06-30,0.0019,0.0015,0.0021,0.2541,0.2497,0.61,0.61,,2536842434.28,-0.0389,26.8522,,sina vFD_FinancialGuideLine,2026-08-11T17:26:30+00:00
002313,2025-06-30,-0.1161,-0.1162,-0.1191,0.0501,0.0631,-183.96,-97.24,,3237968561.85,0.4654,-18.509,,sina vFD_FinancialGuideLine,2026-08-11T17:27:06+00:00
002519,2025-06-30,-0.0261,-0.0256,-0.032,2.0481,2.0498,-1.25,-1.24,,3351710938.22,-0.0799,-59.7255,-121.7104,sina vFD_FinancialGuideLine,2026-08-11T17:30:03+00:00
002529,2025-06-30,-0.2529,-0.2529,-0.2094,0.869,0.869,-29.1,-25.44,,878236982.26,-0.0877,98.3804,,sina vFD_FinancialGuideLine,2026-08-11T17:30:14+00:00
002670,2025-06-30,0.1081,0.1081,0.1075,5.8468,5.8457,1.85,1.87,,49134364670.98,-0.6696,-1.8136,370.5137,sina vFD_FinancialGuideLine,2026-08-11T17:31:06+00:00
002713,2025-06-30,-0.124,-0.12,-0.1,-2.4482,-2.7617,,0,,1460157900.6,-0.1364,-59.1112,,sina vFD_FinancialGuideLine,2026-08-11T17:31:26+00:00
002717,2025-06-30,-0.0723,-0.07,-0.07,0.5999,0.5144,-13.7,-12.82,,13852271413.22,0.0533,-70.6273,,sina vFD_FinancialGuideLine,2026-08-11T17:31:34+00:00
002726,2025-06-30,0.0285,0.05,0.03,1.5658,1.4256,2.29,2.61,,5791608690.72,0.1051,-1.3783,-51.6426,sina vFD_FinancialGuideLine,2026-08-11T17:31:43+00:00
002769,2025-06-30,0.0741,0.09,0.08,3.0249,3.1603,2.82,2.87,,3910509171.09,0.4266,39.7717,,sina vFD_FinancialGuideLine,2026-08-11T17:32:03+00:00
002878,2025-06-30,-0.0121,-0.02,-0.03,4.9487,4.859,-0.36,-0.37,,1901626160.69,0.3597,9.88,-110.8929,sina vFD_FinancialGuideLine,2026-08-11T17:32:34+00:00
002961,2025-06-30,0.5141,0.51,0.51,6.8939,6.7989,7.53,7.58,,18406354527.16,5.1876,,66.549,sina vFD_FinancialGuideLine,2026-08-11T17:32:42+00:00
002977,2025-06-30,-0.0548,-0.0548,-0.0567,8.8726,8.8726,-0.62,-0.6,,1177238107.56,-0.3578,-29.2596,-158.8627,sina vFD_FinancialGuideLine,2026-08-11T17:32:46+00:00
300039,2025-06-30,0.1163,0.1166,0.1122,4.0766,4.076,2.86,6.31,,4674066400.8,0.1528,-27.0754,-14.2389,sina vFD_FinancialGuideLine,2026-08-11T17:34:12+00:00
300044,2025-06-30,-0.0349,-0.0339,-0.0367,0.1199,0.1305,-25.94,-23.61,,1106679777.36,0.0424,-54.4061,,sina vFD_FinancialGuideLine,2026-08-11T17:34:18+00:00
300159,2025-06-30,-0.1178,-0.1126,-0.1008,-0.2687,-0.2904,,,,2445634865.8,-0.0417,25.777,,sina vFD_FinancialGuideLine,2026-08-11T17:35:46+00:00
300237,2025-06-30,-0.069,-0.06,-0.07,0.0897,0.0072,-883.92,-162.68,,5411083973.71,0.0169,1.4055,,sina vFD_FinancialGuideLine,2026-08-11T17:36:18+00:00
300266,2025-06-30,-0.0327,-0.0225,-0.0765,0.4648,0.0362,-62.06,-47.34,,9350965714.09,-0.0321,2.7407,,sina vFD_FinancialGuideLine,2026-08-11T17:36:38+00:00
300396,2025-06-30,-0.1038,-0.1038,-0.117,7.174,7.1739,-1.45,-1.4,,2961070551.54,-0.0309,-60.0699,-117.138,sina vFD_FinancialGuideLine,2026-08-11T17:38:07+00:00
