security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000551,1998-06-30,0.0111,,,2.1381,1.91,0.56,,13.5994,1253707305.19,,-8.2086,-89.0423,sina vFD_FinancialGuideLine,2026-08-11T17:00:45+00:00
000586,1998-06-30,0.0471,,,2.4358,2.44,1.9,,6.341,714032897.42,,73.1281,-3.8751,sina vFD_FinancialGuideLine,2026-08-11T17:02:02+00:00
000622,1998-06-30,0.1608,,,2.6025,2.296,5.6,,35.0559,346452468.71,0.0735,-11.4132,-31.2991,sina vFD_FinancialGuideLine,2026-08-11T17:04:33+00:00
000658,1998-06-30,0.0829,,,2.1959,1.98,3.93,,15.4731,768287893.37,,-37.0086,-11.1518,sina vFD_FinancialGuideLine,2026-08-11T17:05:22+00:00
000662,1998-06-30,0.0264,,,2.0972,1.66,1.28,,16.8631,499657779.13,,1.724,-68.1161,sina vFD_FinancialGuideLine,2026-08-11T17:05:54+00:00
000689,1998-06-30,0.1038,,,2.6338,2.38,3.62,,20.055,564452216.52,0.0007,178.094,96.8003,sina vFD_FinancialGuideLine,2026-08-11T17:08:59+00:00
000803,1998-06-30,0.1008,,,3.3334,3.33,3.02,,22.397,278141520.42,,8.8954,-18.699,sina vFD_FinancialGuideLine,2026-08-11T17:14:05+00:00
000809,1998-06-30,0.0595,,,1.8614,1.86,3.194,,18.9905,599330627.65,,,,sina vFD_FinancialGuideLine,2026-08-11T17:15:00+00:00
600137,1998-06-30,0.0545,,,1.9738,1.974,2.76,,25.2705,337116015.13,,,,sina vFD_FinancialGuideLine,2026-08-11T18:03:34+00:00
600647,1998-06-30,0.679,,,2.1298,1.316,43.13,,18.8478,647186116.34,1.5829,161.2945,,sina vFD_FinancialGuideLine,2026-08-11T18:14:35+00:00
600678,1998-06-30,0.0405,,,2.849,2.83,1.43,,40.4482,864654280.62,,-19.0704,-21.7132,sina vFD_FinancialGuideLine,2026-08-11T18:16:33+00:00
600703,1998-06-30,0.1559,,,3.4395,3.41,4.4,,30.0805,500840150.64,,-42.6195,18.0792,sina vFD_FinancialGuideLine,2026-08-11T18:17:51+00:00
600708,1998-06-30,-0.0065,,,1.8779,1.839,-0.589,,21.9434,1766132442.33,0.0005,-26.0635,-105.9347,sina vFD_FinancialGuideLine,2026-08-11T18:18:11+00:00
600732,1998-06-30,0.1076,,,2.3363,2.22,4.72,,17.0054,1017204781.51,,85.9636,4.9622,sina vFD_FinancialGuideLine,2026-08-11T18:19:12+00:00
600745,1998-06-30,0.2904,,,2.6149,2.29,11.3,,41.4431,535304346.23,,-17.7968,-34.049,sina vFD_FinancialGuideLine,2026-08-11T18:19:53+00:00
600755,1998-06-30,0.2707,,,2.7623,3.1,9.82,,9.1316,1606269369.09,,13.2213,8.5462,sina vFD_FinancialGuideLine,2026-08-11T18:20:26+00:00
600781,1998-06-30,0.0563,,,2.462,2.462,2.29,,9.3274,515364146.67,,18.627,-57.0279,sina vFD_FinancialGuideLine,2026-08-11T18:21:57+00:00
600888,1998-06-30,0.0249,,,2.305,2.3,1.08,,18.7336,654190041.02,-0.0648,-15.9337,127.804,sina vFD_FinancialGuideLine,2026-08-11T18:25:31+00:00
