security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000005,2006-06-30,0.0961,,0.12,1.1787,1.18,8.15,9.11,46.1134,1559309892.05,0.0298,980.3502,,sina vFD_FinancialGuideLine,2026-08-11T16:53:59+00:00
000010,2006-06-30,-0.108,,-0.01,0.4007,0.27,-41.37,-30.58,45.4149,340721207.1,0.0086,-66.2051,-420.7741,sina vFD_FinancialGuideLine,2026-08-11T16:54:36+00:00
000030,2006-06-30,-0.028,,-0.0543,-5.746,-5.75,,,,38919060.8,-0.0002,-99.0408,,sina vFD_FinancialGuideLine,2026-08-11T16:55:29+00:00
000035,2006-06-30,-0.1656,,-0.22,-12.6469,-12.65,,,-67.728,441524973.24,0.0002,-92.3804,,sina vFD_FinancialGuideLine,2026-08-11T16:55:48+00:00
000040,2006-06-30,0.0155,,0.01,2.0518,1.85,0.47,0.47,34.1983,1996301955.51,0.184,60.2641,,sina vFD_FinancialGuideLine,2026-08-11T16:55:59+00:00
000048,2006-06-30,-0.0777,,0.001,0.3339,0.17,5.44,6.01,14.7898,1049639554.64,0.04,-14.0771,-762.6371,sina vFD_FinancialGuideLine,2026-08-11T16:56:36+00:00
000338,2006-06-30,1.7907,0.84,,,,11.94,,22.0918,,2.8673,,,sina vFD_FinancialGuideLine,2026-08-11T16:57:56+00:00
000503,2006-06-30,0.0477,,-0.0278,1.9534,1.9389,2.9078,2.9288,57.072,1713007497.42,-0.0569,-6.4094,126.5452,sina vFD_FinancialGuideLine,2026-08-11T16:59:15+00:00
000507,2006-06-30,0.0525,,0.026,3.0823,3.05,1.37,1.47,22.9607,1259137721.62,-0.1534,183.138,14.1311,sina vFD_FinancialGuideLine,2026-08-11T16:59:35+00:00
000555,2006-06-30,-0.6201,,-0.62,-1.177,-1.18,,0,9.3416,57495799.51,-0.0021,-91.9629,,sina vFD_FinancialGuideLine,2026-08-11T17:01:06+00:00
000558,2006-06-30,0.0823,,0.0592,1.4368,1.3291,4.36,4.53,25.9809,709651107.6,0.1825,19.0111,173.1526,sina vFD_FinancialGuideLine,2026-08-11T17:01:19+00:00
000584,2006-06-30,-0.0286,,-0.0193,1.5509,1.14,0.98,0.9879,17.4542,1112916343.12,-0.0679,56.6812,,sina vFD_FinancialGuideLine,2026-08-11T17:01:52+00:00
000603,2006-06-30,0.013,,0.013,0.5191,0.52,2.46,2.55,8.2042,171521173.81,-0.0044,37.4832,,sina vFD_FinancialGuideLine,2026-08-11T17:03:01+00:00
000609,2006-06-30,0.1835,,0.13,3.8895,3.89,4.45,4.55,16.8347,646640410.46,-0.4322,48.9272,145.9513,sina vFD_FinancialGuideLine,2026-08-11T17:03:44+00:00
000626,2006-06-30,0.1977,,0.1019,2.3282,1.5383,8.48,8.85,6.5491,1785709643.41,-0.0179,-22.5256,2.3887,sina vFD_FinancialGuideLine,2026-08-11T17:04:39+00:00
000632,2006-06-30,-0.0002,,-0.014,1.9501,1.399,1.9,1.92,9.2515,3142753245.56,-0.2041,-17.508,-100.4092,sina vFD_FinancialGuideLine,2026-08-11T17:04:45+00:00
000633,2006-06-30,-0.0811,,-0.0786,-0.5179,-0.5116,12.45,0,-14.9787,687223466.34,0.0082,-62.2563,,sina vFD_FinancialGuideLine,2026-08-11T17:04:49+00:00
000662,2006-06-30,0.2299,,0.2245,2.7258,2.4519,9.35,10.36,40.2651,783068163.92,0.0587,2.2572,3.7462,sina vFD_FinancialGuideLine,2026-08-11T17:06:06+00:00
000670,2006-06-30,-0.2361,,-1.0294,1.241,1.04,-17.86,-15.64,3.83,1465984351.16,0.0521,-11.435,,sina vFD_FinancialGuideLine,2026-08-11T17:06:57+00:00
000672,2006-06-30,0.0023,,0,0.3002,0.3,0.76,0,13.1121,245686507.02,0.0001,8.9913,-16.7928,sina vFD_FinancialGuideLine,2026-08-11T17:07:30+00:00
