security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000003,2002-12-31,-0.7326,,0,-5.9755,-5.9755,,0,28.2462,755344206.07,0,-43.4508,-2220.2326,sina vFD_FinancialGuideLine,2026-08-11T16:53:25+00:00
000006,2002-12-31,0.3213,,0.3526,5.4733,4.873,5.51,5.56,15.683,4490880117.33,0.5561,3.056,-38.4513,sina vFD_FinancialGuideLine,2026-08-11T16:54:25+00:00
000013,2002-12-31,-1.5896,,-0.45,-6.6402,-6.91,,0,15.2913,740693152.35,0.0319,-15.1107,,sina vFD_FinancialGuideLine,2026-08-11T16:54:38+00:00
000030,2002-12-31,-1.9642,,-0.9436,-5.287,-5.288,,,83.4868,203258077.52,-0.0067,-98.6947,,sina vFD_FinancialGuideLine,2026-08-11T16:55:22+00:00
000055,2002-12-31,-0.5979,,-0.59,2.716,2.78,-21.05,-21.07,24.5502,1286478610,-0.1267,34.4123,,sina vFD_FinancialGuideLine,2026-08-11T16:57:19+00:00
000156,2002-12-31,0.0135,,0,4.9953,4.96,5.6,5.77,23.0277,729268147.34,0.2828,11.3906,-90.8671,sina vFD_FinancialGuideLine,2026-08-11T16:57:45+00:00
000404,2002-12-31,0.0175,,-0.054,2.924,2.46,0.17,0.17,9.2007,1655133995.27,0.6203,129.2225,288.5347,sina vFD_FinancialGuideLine,2026-08-11T16:58:08+00:00
000405,2002-12-31,-0.4633,,-0.191,-0.303,-0.303,,0,26.7139,382521491.33,0.0173,-15.7594,,sina vFD_FinancialGuideLine,2026-08-11T16:58:11+00:00
000410,2002-12-31,-0.0034,,-0.02,2.4108,2.29,0.56,0.56,23.0312,3971998400.59,0.2723,44.9174,-107.9854,sina vFD_FinancialGuideLine,2026-08-11T16:58:34+00:00
000412,2002-12-31,-0.6095,,-0.5795,-0.0957,-0.0957,,0,-184.1209,360333662.98,-0.025,-94.0709,,sina vFD_FinancialGuideLine,2026-08-11T16:58:38+00:00
000418,2002-12-31,-1.7276,,-1.1492,2.9646,3.3372,-34.34,-24.97,20.4114,3169627550.78,0.2371,34.1478,-2310.0016,sina vFD_FinancialGuideLine,2026-08-11T16:58:52+00:00
000430,2002-12-31,0.1059,,0.102,1.223,1.211,6.98,8.51,58.171,374046341.8,0.2129,54.4655,13.8963,sina vFD_FinancialGuideLine,2026-08-11T16:59:07+00:00
000517,2002-12-31,0.2555,,0.19,5.4972,5.36,4.57,6.25,18.687,1224251344.44,-0.4399,11.7496,-20.5445,sina vFD_FinancialGuideLine,2026-08-11T16:59:55+00:00
000526,2002-12-31,0.0809,,0.018,2.1052,2.072,4.14,4.22,96.2531,229609034.4,-0.5083,-94.4191,-55.4579,sina vFD_FinancialGuideLine,2026-08-11T17:00:15+00:00
000537,2002-12-31,-0.1096,,-0.15,1.9665,1.96,-5.23,-5.1,32.4872,1443651030.36,0.3812,-56.7962,-168.9149,sina vFD_FinancialGuideLine,2026-08-11T17:00:24+00:00
000552,2002-12-31,-0.2209,,-0.24,1.071,1.07,-20.62,-18.7,-13.062,395566090.09,-0.0052,-67.3077,-453.3879,sina vFD_FinancialGuideLine,2026-08-11T17:00:48+00:00
000553,2002-12-31,-0.3827,,-0.3269,3.0685,2.92,-12.79,-12.06,11.7368,1599615266.57,0.2104,-36.4677,-1388.2527,sina vFD_FinancialGuideLine,2026-08-11T17:00:55+00:00
000555,2002-12-31,-0.5255,,-0.511,0.6656,0.663,-78.91,-56.14,12.3157,225942948.07,-0.5006,-88.4735,-1226.1881,sina vFD_FinancialGuideLine,2026-08-11T17:01:00+00:00
000558,2002-12-31,-0.3639,,-0.3237,1.1156,1.0521,-33.96,-29.12,24.0907,471757248.58,0.2735,-93.1469,-1433.6512,sina vFD_FinancialGuideLine,2026-08-11T17:01:14+00:00
000566,2002-12-31,0.0557,,0.02,-0.6699,-0.67,,0,44.2904,356985457.49,0.1914,-5.6228,,sina vFD_FinancialGuideLine,2026-08-11T17:01:36+00:00
000571,2002-12-31,0.017,,0.0006,1.1529,1.15,1.48,1.49,33.0411,999063252.54,0.3776,-70.2544,,sina vFD_FinancialGuideLine,2026-08-11T17:01:41+00:00
000611,2002-12-31,0.175,,0.01,1.6213,1.6,10.92,11.55,33.5093,366203307.88,-0.3674,-38.5138,,sina vFD_FinancialGuideLine,2026-08-11T17:03:58+00:00
000621,2002-12-31,-1.0006,,-0.63,1.3013,1.162,-83.46,-58.88,20.9272,478074136.61,-0.4566,59.0391,,sina vFD_FinancialGuideLine,2026-08-11T17:04:25+00:00
000658,2002-12-31,-0.1926,,0,-3.296,-3.296,,0,,45250134.5,0,-100,,sina vFD_FinancialGuideLine,2026-08-11T17:05:27+00:00
000662,2002-12-31,0.3778,,0.355,2.1355,1.6951,18.47,20.2,59.2706,457473721.77,0.382,711.334,60.0577,sina vFD_FinancialGuideLine,2026-08-11T17:05:59+00:00
000670,2002-12-31,-0.5404,,-0.53,3.2895,3.08,-17.26,-15.96,10.4248,1721702816.9,-0.2287,-55.4748,,sina vFD_FinancialGuideLine,2026-08-11T17:06:51+00:00
000672,2002-12-31,-0.3597,,-0.4,1.5316,1.44,-23.86,-21.9,7.3406,397335178.34,-0.1467,-71.879,-656.7977,sina vFD_FinancialGuideLine,2026-08-11T17:07:24+00:00
000676,2002-12-31,0.1497,,0.126,1.3235,1.22,10.46,10.5,37.2405,872452270.39,0.0951,102.0107,25.9881,sina vFD_FinancialGuideLine,2026-08-11T17:08:00+00:00
000692,2002-12-31,0.0571,,0.09,4.239,4.24,1.35,1.36,15.939,1920047442.95,0.1688,5.5088,-69.3543,sina vFD_FinancialGuideLine,2026-08-11T17:09:18+00:00
000708,2002-12-31,-0.5828,,-0.54,1.782,1.782,-32.71,-28.19,13.0975,2794717810,0.5789,18.5164,-1769.8931,sina vFD_FinancialGuideLine,2026-08-11T17:09:53+00:00
000730,2002-12-31,-0.1845,,-0.2627,0.9643,0.9,-18.36,-17.55,-87.5063,1300247636.96,0.2437,-90.1265,,sina vFD_FinancialGuideLine,2026-08-11T17:10:33+00:00
000769,2002-12-31,-0.0958,,-0.1,2.4679,2.4,-3.96,-4.05,26.8938,585741363.58,-0.0493,-97.2474,-1384.0236,sina vFD_FinancialGuideLine,2026-08-11T17:12:30+00:00
000796,2002-12-31,0.1378,,0.0491,4.5257,4.271,3.2,3.25,11.9592,964590263.67,0.532,-11.3554,-32.4116,sina vFD_FinancialGuideLine,2026-08-11T17:13:10+00:00
000803,2002-12-31,0.0312,,0.03,1.5092,1.51,2.06,2.11,11.8344,275624940.09,0.0188,-23.5636,-4.2816,sina vFD_FinancialGuideLine,2026-08-11T17:14:11+00:00
000809,2002-12-31,-0.5031,,-0.49,0.9551,0.91,-54,-42.52,-3.8688,386389143.57,0.1546,-13.8409,,sina vFD_FinancialGuideLine,2026-08-11T17:15:06+00:00
000816,2002-12-31,-0.4463,,-0.4236,3.9919,3.7911,-11.3,-10.7,17.4237,2110742922.56,-0.1407,4.3361,-268.4566,sina vFD_FinancialGuideLine,2026-08-11T17:15:49+00:00
000832,2002-12-31,0.1257,,0.1,3.8611,3.63,2.73,2.77,7.0729,1853084351.56,0.4405,20.0544,-22.4399,sina vFD_FinancialGuideLine,2026-08-11T17:16:10+00:00
000886,2002-12-31,0.0244,,0.01,2.3823,2.37,0.98,0.98,35.9374,5444560232.21,0.0727,8.0124,-61.0921,sina vFD_FinancialGuideLine,2026-08-11T17:17:17+00:00
000887,2002-12-31,-0.5708,,-0.58,2.0754,1.98,-28.97,-25.13,12.3257,1669508141.39,0.6208,-1.9206,-595.0549,sina vFD_FinancialGuideLine,2026-08-11T17:17:20+00:00
000918,2002-12-31,-0.3892,,0.115,4.2306,3.423,-10.86,-10.22,35.2599,2119983551.38,0.1216,71.9072,-324.0288,sina vFD_FinancialGuideLine,2026-08-11T17:18:55+00:00
000931,2002-12-31,-0.3197,,-0.2626,3.0098,2.2552,-12.36,-11.67,34.7195,7399301604.15,-0.3707,-50.8449,-328.0471,sina vFD_FinancialGuideLine,2026-08-11T17:19:30+00:00
000980,2002-12-31,-0.5918,,-0.65,2.4869,2.49,-23.8,-21.27,7.4436,887951305.2,0.6124,5.7186,-7960.1138,sina vFD_FinancialGuideLine,2026-08-11T17:20:53+00:00
200030,2002-12-31,-1.9642,,-0.9436,-5.287,-5.288,,,83.4868,203258077.52,-0.0067,-98.6947,,sina vFD_FinancialGuideLine,2026-08-11T17:32:56+00:00
200055,2002-12-31,-0.5979,,-0.59,2.716,2.78,-21.05,-21.07,24.5502,1286478610,-0.1267,34.4123,,sina vFD_FinancialGuideLine,2026-08-11T17:33:22+00:00
200553,2002-12-31,-0.3827,,-0.3269,3.0685,2.92,-12.79,-12.06,11.7368,1599615266.57,0.2104,-36.4677,-1388.2527,sina vFD_FinancialGuideLine,2026-08-11T17:33:51+00:00
600054,2002-12-31,-0.0303,,0.1,2.4071,2.38,-1.33,-1.33,41.2015,1005827790,0.4105,19.5169,-120.2309,sina vFD_FinancialGuideLine,2026-08-11T18:00:51+00:00
600083,2002-12-31,0.0352,,0.097,0.0583,0.058,60.41,86.32,32.9054,207942955.1,-0.0352,108.3607,-0.3867,sina vFD_FinancialGuideLine,2026-08-11T18:01:17+00:00
600086,2002-12-31,0.0065,,0.0068,1.6037,1.453,0.18,0.18,42.794,809239496.32,0.0969,-69.1129,-91.6832,sina vFD_FinancialGuideLine,2026-08-11T18:01:18+00:00
600090,2002-12-31,0.1305,,0.071,1.8369,1.618,8.086,8.465,26.5269,2122240524.12,-0.0937,6.0724,-37.944,sina vFD_FinancialGuideLine,2026-08-11T18:01:24+00:00
600136,2002-12-31,-1.4896,,-1.38,2.9238,2.55,-57.29,-44.53,5.9204,767917500.06,-0.5485,-37.1291,-740.9324,sina vFD_FinancialGuideLine,2026-08-11T18:02:58+00:00
600137,2002-12-31,-10.997,,-1.192,-8.5863,-8.588,,,-27.5397,105345216.47,-0.3549,-39.8684,,sina vFD_FinancialGuideLine,2026-08-11T18:03:40+00:00
600159,2002-12-31,-2.2379,,-2.068,-0.0087,-0.027,-759.2139,,2.6427,403940779.47,-0.0745,-60.1115,,sina vFD_FinancialGuideLine,2026-08-11T18:04:27+00:00
600203,2002-12-31,-0.1173,,-0.14,2.5288,2.22,-4.69,-4.6,4.77,1804683613.53,0.0219,72.3103,-204.2131,sina vFD_FinancialGuideLine,2026-08-11T18:06:17+00:00
600358,2002-12-31,0.0907,,0.004,2.383,1.99,2.69,2.71,56.4831,576426031.6,-0.1565,-30.5186,58.834,sina vFD_FinancialGuideLine,2026-08-11T18:09:24+00:00
600385,2002-12-31,-0.9669,,-0.2,0.4221,0.32,-301.98,-120.34,12.0076,316087173.52,0.0057,-83.9218,-1342.3575,sina vFD_FinancialGuideLine,2026-08-11T18:09:53+00:00
600604,2002-12-31,0.017,,0.0115,1.1545,1.119,1.42,1.43,21.7702,1251765210.42,0.1115,-8.6728,-31.1659,sina vFD_FinancialGuideLine,2026-08-11T18:13:17+00:00
600613,2002-12-31,-0.7046,,-0.64,0.988,0.9186,-75.744,-54.46,13.8461,289514770.87,0.1083,-65.5791,,sina vFD_FinancialGuideLine,2026-08-11T18:13:47+00:00
600647,2002-12-31,0.0311,,-0.2495,-0.3266,-0.3262,,0,23.7415,88621808.97,0.3258,28.6138,,sina vFD_FinancialGuideLine,2026-08-11T18:14:41+00:00
600672,2002-12-31,-0.9089,,-0.75,0.6545,0.57,-147.87,-85.01,19.6137,1112024733.39,-0.2399,-75.7265,-1349.3229,sina vFD_FinancialGuideLine,2026-08-11T18:16:05+00:00
600696,2002-12-31,0.1282,,0.179,1.4749,1.47,8.69,9.09,53.1061,849447172.26,0.0268,20.1707,31.7145,sina vFD_FinancialGuideLine,2026-08-11T18:17:04+00:00
600703,2002-12-31,0.1413,,0.14,1.5203,1.46,10.37,10.37,11.7468,581036726.66,-0.3965,18.2586,28.6034,sina vFD_FinancialGuideLine,2026-08-11T18:17:57+00:00
600709,2002-12-31,0.028,,-0.043,-0.2274,-0.0802,,0,-66.8311,915205436.23,0.4439,-77.2559,,sina vFD_FinancialGuideLine,2026-08-11T18:18:18+00:00
600721,2002-12-31,0.0529,,-0.1114,1.8857,1.3,2.79,2.79,19.9349,586304271.96,-0.3546,477.5976,29.6542,sina vFD_FinancialGuideLine,2026-08-11T18:18:51+00:00
600745,2002-12-31,0.0257,,0.02,1.1947,1.21,2.12,1.99,31.9629,364878559.95,0.1329,77.7177,-51.5823,sina vFD_FinancialGuideLine,2026-08-11T18:19:59+00:00
600752,2002-12-31,-0.5597,,-0.4,2.2415,2.22,-25.11,-22.19,-5.5798,1226280054.73,-0.3669,-82.5154,-647.6912,sina vFD_FinancialGuideLine,2026-08-11T18:20:12+00:00
600758,2002-12-31,-0.9889,,0,0.6273,0.58,-169.29,0,11.9857,1011336698.2,0.0068,-7.71,,sina vFD_FinancialGuideLine,2026-08-11T18:20:33+00:00
600762,2002-12-31,-0.423,,-0.43,2.1683,1.76,-24.1,-21.56,34.4806,634067506.94,-0.5415,-88.887,-236.6563,sina vFD_FinancialGuideLine,2026-08-11T18:20:56+00:00
600788,2002-12-31,0.1023,,0.1,4.7461,4.71,2.16,2.18,34.5128,2375088791.22,0.2657,65.2368,-41.8624,sina vFD_FinancialGuideLine,2026-08-11T18:22:04+00:00
600799,2002-12-31,-0.2783,,-0.1866,1.6051,1.404,-21.01,-18.978,89.4,1251945457,-0.1863,-59.1973,-489.7017,sina vFD_FinancialGuideLine,2026-08-11T18:22:09+00:00
600816,2002-12-31,0.0096,,-0.05,1.0767,1.05,0.9,0.91,-22.334,1679280318.16,-0.8343,-70.711,,sina vFD_FinancialGuideLine,2026-08-11T18:22:57+00:00
600818,2002-12-31,0.1954,,0.03,0.5915,0.46,43.45,53.8,13.8132,529562194.27,0.2668,48.7817,782.7607,sina vFD_FinancialGuideLine,2026-08-11T18:23:30+00:00
600821,2002-12-31,-0.1671,,-0.17,2.0603,2.06,-8.11,-7.7,10.0985,1271569758.55,-0.0361,-14.5316,-1037.0684,sina vFD_FinancialGuideLine,2026-08-11T18:23:31+00:00
600844,2002-12-31,-0.4038,,-0.28,1.6315,1.593,-25.2,-22.53,12.429,1661207030.5,-0.2259,-56.625,-1868.6209,sina vFD_FinancialGuideLine,2026-08-11T18:24:03+00:00
