security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000018,2022-03-31,-0.0021,-0.0021,,-2.8287,-2.8288,,0,,1165629246.82,-0.0011,-79.4669,,sina vFD_FinancialGuideLine,2026-08-11T16:55:13+00:00
000040,2022-03-31,-0.0389,-0.0388,,7.7525,7.7548,-0.5,-0.5,,25998155575.98,-0.0188,16.1634,,sina vFD_FinancialGuideLine,2026-08-11T16:56:26+00:00
000511,2022-03-31,-0.0262,-0.03,,-0.0107,0.0146,-179.67,-94.65,,2385172451.68,-0.0005,-100,,sina vFD_FinancialGuideLine,2026-08-11T16:59:47+00:00
000540,2022-03-31,-0.1907,-0.1386,,1.3941,1.562,-8.85,-8.49,,157480653531.43,0.5161,-73.2541,-535.5041,sina vFD_FinancialGuideLine,2026-08-11T17:00:31+00:00
000606,2022-03-31,-0.0267,-0.0265,,-0.3104,-0.351,,0,,416877253.66,-0.0082,-86.1456,-193.5175,sina vFD_FinancialGuideLine,2026-08-11T17:03:41+00:00
000673,2022-03-31,-0.0345,-0.0316,,0.0453,-0.003,,0,,1356755766.21,-0.0011,-30.6294,,sina vFD_FinancialGuideLine,2026-08-11T17:07:41+00:00
000701,2022-03-31,0.0806,-0.0441,,6.6835,4.677,0.3,-4.46,,22044308423.74,-3.7061,20.0872,82.0336,sina vFD_FinancialGuideLine,2026-08-11T17:09:39+00:00
000711,2022-03-31,-0.0977,-0.086,,1.0235,0.8174,-10.47,-3.93,,8872429460.7,-0.001,-52.1631,,sina vFD_FinancialGuideLine,2026-08-11T17:10:04+00:00
000712,2022-03-31,-0.3152,-0.23,,5.8328,3.4052,-6.87,-6.58,,21977308461.07,-0.0888,,-1656.221,sina vFD_FinancialGuideLine,2026-08-11T17:10:12+00:00
000767,2022-03-31,0.0033,0.0009,,3.7923,3.7542,0.03,0.04,,64879790123.15,0.0758,44.5233,188.065,sina vFD_FinancialGuideLine,2026-08-11T17:12:23+00:00
000796,2022-03-31,-0.0818,-0.0786,,0.4429,0.0573,-137.07,-60.83,,3440531627.24,-0.192,-49.4031,,sina vFD_FinancialGuideLine,2026-08-11T17:13:39+00:00
000820,2022-03-31,-0.0076,-0.0043,,0.2059,0.8993,-3.37,-3.32,,278095192.71,-0.0175,,,sina vFD_FinancialGuideLine,2026-08-11T17:16:07+00:00
000892,2022-03-31,0.0114,0.0127,,1.5338,1.5416,0.82,0.82,,2487736073.45,0.0844,548.7406,-39.567,sina vFD_FinancialGuideLine,2026-08-11T17:17:43+00:00
000909,2022-03-31,0.0228,0.011,,4.3843,4.0684,0.26,0.26,,4780488482.4,-0.4702,100.8242,-25.6081,sina vFD_FinancialGuideLine,2026-08-11T17:18:34+00:00
000976,2022-03-31,0.0325,0.0314,,2.7979,2.7698,1.12,1,,7695626741.65,-0.0034,-27.4373,-21.8292,sina vFD_FinancialGuideLine,2026-08-11T17:20:39+00:00
000981,2022-03-31,0.0463,0.05,,0.6061,0.6567,9.13,12.13,,18543139729.06,-0.0829,28.9156,,sina vFD_FinancialGuideLine,2026-08-11T17:21:48+00:00
002058,2022-03-31,-0.0148,-0.016,,1.5117,1.2463,-1.25,-1.02,,347913199.25,-0.1063,112.7044,,sina vFD_FinancialGuideLine,2026-08-11T17:23:26+00:00
002087,2022-03-31,0.0127,0.0127,,5.2771,5.2771,0.24,0.24,,10329095354.13,0.0871,-26.5541,-69.2461,sina vFD_FinancialGuideLine,2026-08-11T17:24:00+00:00
002089,2022-03-31,0.0015,0.0017,,0.6945,0.7046,0.24,0.24,,1813127329.96,0.0093,4.5478,,sina vFD_FinancialGuideLine,2026-08-11T17:24:09+00:00
002123,2022-03-31,-0.0517,-0.05,,5.2214,5.1986,-0.94,-0.93,,6351395127.43,0.219,11.0771,-189.3126,sina vFD_FinancialGuideLine,2026-08-11T17:24:25+00:00
002147,2022-03-31,-0.0817,-0.08,,0.1533,0.0251,-318.28,-122.9,,8591116509.47,-0.0128,-53.4766,,sina vFD_FinancialGuideLine,2026-08-11T17:25:05+00:00
002188,2022-03-31,0.1156,0.117,,0.2954,0.2937,39.98,49.97,,257161666.01,-0.2218,2741.9318,134.2923,sina vFD_FinancialGuideLine,2026-08-11T17:25:49+00:00
002217,2022-03-31,-0.0564,-0.0638,,3.3145,2.8067,-2.27,-2.25,,27848378798.98,-0.0183,-9.6134,-250.8729,sina vFD_FinancialGuideLine,2026-08-11T17:26:24+00:00
002260,2022-03-31,-0.0322,-0.03,,0.2547,0.2505,-12.85,-12.06,,780220149.13,-0.1357,-32.2933,,sina vFD_FinancialGuideLine,2026-08-11T17:26:34+00:00
002288,2022-03-31,0.0299,0.0301,,1.8088,1.8043,1.67,1.68,,3708678108.79,0.0481,4.469,-17.5431,sina vFD_FinancialGuideLine,2026-08-11T17:26:45+00:00
002295,2022-03-31,0.0797,0.08,,5.1745,5.1745,1.54,1.55,,2648123758.36,0.591,-25.4221,-23.0387,sina vFD_FinancialGuideLine,2026-08-11T17:26:51+00:00
002310,2022-03-31,-0.1342,-0.13,,4.4005,3.8723,-3.45,-3.39,,44329551487.54,0.0012,2.3768,,sina vFD_FinancialGuideLine,2026-08-11T17:27:01+00:00
002316,2022-03-31,-0.0809,-0.0528,,0.0212,-0.1638,,0,,2067918846.19,0.1953,-56.056,,sina vFD_FinancialGuideLine,2026-08-11T17:27:10+00:00
002379,2022-03-31,0.0119,0.0119,,1.4631,1.4631,0.81,0.82,,2973077227.11,-0.0739,33.877,,sina vFD_FinancialGuideLine,2026-08-11T17:27:47+00:00
002383,2022-03-31,0.0206,0.0195,,2.2722,2.1665,0.9,0.9,,4923260578.49,-0.0324,22.8137,,sina vFD_FinancialGuideLine,2026-08-11T17:27:55+00:00
002417,2022-03-31,-0.0166,-0.01,,0.5682,0.5039,-2.97,-2.95,,224166469.04,0.0173,-85.3212,,sina vFD_FinancialGuideLine,2026-08-11T17:28:19+00:00
002420,2022-03-31,0.028,0.02,,1.6407,1.6231,1.35,1.35,,1858774848.71,0.0457,-23.0876,-56.9007,sina vFD_FinancialGuideLine,2026-08-11T17:28:20+00:00
002427,2022-03-31,-0.4036,-0.404,,-3.4967,-3.4956,,0,,4337788842.72,-0.056,10.418,,sina vFD_FinancialGuideLine,2026-08-11T17:28:39+00:00
002433,2022-03-31,-0.0538,-0.05,,5.9239,5.7324,-0.85,-0.85,,7546338017.06,0.0176,-75.3514,,sina vFD_FinancialGuideLine,2026-08-11T17:28:43+00:00
002473,2022-03-31,-0.0347,-0.0346,,0.0969,0.1116,-31.03,-26.84,,121166697.01,-0.3072,,,sina vFD_FinancialGuideLine,2026-08-11T17:29:18+00:00
002485,2022-03-31,-0.0031,-0.0043,,3.217,3.1902,-0.13,-0.13,,3357935683.14,0.145,28.5286,,sina vFD_FinancialGuideLine,2026-08-11T17:29:27+00:00
002512,2022-03-31,-0.0344,-0.0347,,1.1481,0.6676,-5.02,-4.91,,4080710759.25,-0.0359,-54.4872,,sina vFD_FinancialGuideLine,2026-08-11T17:29:56+00:00
002529,2022-03-31,0.0059,0.0059,,2.8854,2.8854,0.2,0.2,,1072491025.4,0.0212,41.7979,,sina vFD_FinancialGuideLine,2026-08-11T17:30:10+00:00
002619,2022-03-31,-0.0029,-0.0029,,0.6995,0.6803,-0.42,-0.42,,2411064891.8,0.0034,-99.3777,,sina vFD_FinancialGuideLine,2026-08-11T17:30:47+00:00
002665,2022-03-31,-0.0215,-0.0218,,2.1565,2.1458,-0.99,-0.98,,7722464466.33,0.0178,-58.0412,-1674.5432,sina vFD_FinancialGuideLine,2026-08-11T17:30:58+00:00
002668,2022-03-31,0.0638,0.0207,,1.438,0.4144,4.99,5.06,,7087792648.69,-0.032,-10.8562,-23.1527,sina vFD_FinancialGuideLine,2026-08-11T17:31:03+00:00
002711,2022-03-31,0.0022,0,,-1.873,-1.873,,,,343275502.8,-0.0183,-84.0361,-91.3337,sina vFD_FinancialGuideLine,2026-08-11T17:31:23+00:00
002721,2022-03-31,-0.1317,-0.13,,0.8129,1.0415,-12.39,-11.66,,8739090439.27,-0.0929,-45.0982,,sina vFD_FinancialGuideLine,2026-08-11T17:31:36+00:00
