cohort,arm,method,horizon,code,n,median
old_rank1_filter,BASE,stop_episode,250,601288,4,0.30590774229956774
old_rank1_filter,BASE,stop_episode,250,601328,1,0.18656703436879396
old_rank1_filter,BASE,stop_episode,250,601398,2,0.13386743201705764
old_rank1_filter,BASE,stop_episode,250,601818,3,0.11965869747813085
old_rank1_filter,BASE,stop_episode,250,601825,2,-0.008352213781840978
old_rank1_filter,BASE,stop_episode,250,601838,3,0.16389246528614887
old_rank1_filter,BASE,stop_episode,250,601916,1,0.028816041455446362
old_rank1_filter,BASE,stop_episode,250,601939,1,0.3284161829216772
old_rank1_filter,BASE,stop_episode,250,601988,2,0.29719746001381586
old_rank1_filter,BASE,stop_episode,250,603279,1,0.2119515331733388
old_rank1_filter,BASE,stop_episode,250,603529,1,0.10043381643124882
old_rank1_filter,BASE,stop_episode,750,000022,2,1.1217990044067243
old_rank1_filter,BASE,stop_episode,750,000333,2,3.1180565270789287
old_rank1_filter,BASE,stop_episode,750,000338,8,0.08189624242020288
old_rank1_filter,BASE,stop_episode,750,000568,2,2.035587333326289
old_rank1_filter,BASE,stop_episode,750,000651,1,1.4929475941679118
old_rank1_filter,BASE,stop_episode,750,000786,1,1.427391552478091
old_rank1_filter,BASE,stop_episode,750,000792,6,-0.36140664543397694
old_rank1_filter,BASE,stop_episode,750,000858,1,2.304369815837074
old_rank1_filter,BASE,stop_episode,750,000933,2,0.7032209690914997
old_rank1_filter,BASE,stop_episode,750,002001,3,0.6277431007993419
old_rank1_filter,BASE,stop_episode,750,002024,3,0.5280872793974452
old_rank1_filter,BASE,stop_episode,750,002128,8,0.18597942951188062
old_rank1_filter,BASE,stop_episode,750,002152,4,0.8989914782713844
old_rank1_filter,BASE,stop_episode,750,002304,1,1.5934739527066224
old_rank1_filter,BASE,stop_episode,750,002466,5,1.4613466070050776
old_rank1_filter,BASE,stop_episode,750,002508,2,0.7912308901394605
old_rank1_filter,BASE,stop_episode,750,002833,1,0.25152916577177087
old_rank1_filter,BASE,stop_episode,750,600000,1,-0.20808217404192353
old_rank1_filter,BASE,stop_episode,750,600009,1,1.9162990993486897
old_rank1_filter,BASE,stop_episode,750,600016,1,-0.11073595004099579
old_rank1_filter,BASE,stop_episode,750,600031,5,0.4251443834337474
old_rank1_filter,BASE,stop_episode,750,600066,2,1.4978308603228965
old_rank1_filter,BASE,stop_episode,750,600188,2,0.14033563636381052
old_rank1_filter,BASE,stop_episode,750,600271,3,1.973085485567462
old_rank1_filter,BASE,stop_episode,750,600309,5,1.0953364127068586
old_rank1_filter,BASE,stop_episode,750,600519,1,2.1240252993979043
old_rank1_filter,BASE,stop_episode,750,600566,1,0.33537793429607365
old_rank1_filter,BASE,stop_episode,750,600585,4,1.148978717757866
old_rank1_filter,BASE,stop_episode,750,600660,3,1.1657102673398336
old_rank1_filter,BASE,stop_episode,750,600690,1,0.9751125462770998
old_rank1_filter,BASE,stop_episode,750,600809,1,0.4226115160106889
old_rank1_filter,BASE,stop_episode,750,600897,4,0.7137176478338224
old_rank1_filter,BASE,stop_episode,750,600919,1,0.9075333623521871
old_rank1_filter,BASE,stop_episode,750,600938,4,1.0699195167577735
old_rank1_filter,BASE,stop_episode,750,601009,1,0.30348407370841657
old_rank1_filter,BASE,stop_episode,750,601077,2,1.2751287526617119
old_rank1_filter,BASE,stop_episode,750,601088,5,-0.22298416496992945
old_rank1_filter,BASE,stop_episode,750,601169,4,0.5382322467307364
old_rank1_filter,BASE,stop_episode,750,601225,2,0.8883411771735181
old_rank1_filter,BASE,stop_episode,750,601288,4,1.8790414614650806
old_rank1_filter,BASE,stop_episode,750,601328,1,0.809481215627575
old_rank1_filter,BASE,stop_episode,750,601398,1,0.29610203256288026
old_rank1_filter,BASE,stop_episode,750,601818,1,0.2529429033672175
old_rank1_filter,BASE,stop_episode,750,601825,2,0.9233341507875371
old_rank1_filter,BASE,stop_episode,750,601988,2,1.1190874278110354
old_rank1_filter,BOTH1,daily,250,000001,1,0.22250423133179065
old_rank1_filter,BOTH1,daily,250,000022,3,0.15116279069767447
old_rank1_filter,BOTH1,daily,250,000063,8,0.2639532012520498
old_rank1_filter,BOTH1,daily,250,000333,156,0.40260332371404417
old_rank1_filter,BOTH1,daily,250,000338,241,0.05624578554243076
old_rank1_filter,BOTH1,daily,250,000651,240,0.26259514027567854
old_rank1_filter,BOTH1,daily,250,000661,2,-0.24841781276514258
old_rank1_filter,BOTH1,daily,250,000786,3,0.5662067726053044
old_rank1_filter,BOTH1,daily,250,000792,85,-0.22703896285140468
old_rank1_filter,BOTH1,daily,250,000858,4,0.4835370756327957
old_rank1_filter,BOTH1,daily,250,000933,112,-0.024261705634038788
old_rank1_filter,BOTH1,daily,250,002001,11,-0.055137740074564956
old_rank1_filter,BOTH1,daily,250,002024,8,0.47876557018114263
old_rank1_filter,BOTH1,daily,250,002128,209,0.3457834388602734
old_rank1_filter,BOTH1,daily,250,002152,18,0.46583089899519914
old_rank1_filter,BOTH1,daily,250,002158,5,0.2630205720020069
old_rank1_filter,BOTH1,daily,250,002236,3,0.06555300162987954
old_rank1_filter,BOTH1,daily,250,002304,36,0.5901609211472585
old_rank1_filter,BOTH1,daily,250,002466,125,0.43524699599465944
old_rank1_filter,BOTH1,daily,250,002508,2,0.5804304118584597
old_rank1_filter,BOTH1,daily,250,002648,7,0.16367956962702523
old_rank1_filter,BOTH1,daily,250,300750,1,1.1909990817800011
old_rank1_filter,BOTH1,daily,250,600000,2,-0.20514864596952287
old_rank1_filter,BOTH1,daily,250,600031,4,0.13659103914738002
old_rank1_filter,BOTH1,daily,250,600036,1,0.4058307424525973
old_rank1_filter,BOTH1,daily,250,600066,66,-0.040431336357246495
old_rank1_filter,BOTH1,daily,250,600176,3,0.4180412588307847
old_rank1_filter,BOTH1,daily,250,600188,11,-0.015434791985321605
old_rank1_filter,BOTH1,daily,250,600271,8,0.4798744618421744
old_rank1_filter,BOTH1,daily,250,600309,72,0.09810936203482212
old_rank1_filter,BOTH1,daily,250,600519,11,0.4670124727205285
old_rank1_filter,BOTH1,daily,250,600566,4,-0.20365205309352669
old_rank1_filter,BOTH1,daily,250,600585,111,-0.09659721390430775
old_rank1_filter,BOTH1,daily,250,600660,11,0.09313047319938916
old_rank1_filter,BOTH1,daily,250,600690,14,0.6011463056061386
old_rank1_filter,BOTH1,daily,250,600809,1,0.2518318991984674
old_rank1_filter,BOTH1,daily,250,600897,9,0.026022158220009084
old_rank1_filter,BOTH1,daily,250,600919,3,0.19855529942747707
old_rank1_filter,BOTH1,daily,250,600938,27,0.338486259855139
old_rank1_filter,BOTH1,daily,250,601009,21,0.08606268102696779
old_rank1_filter,BOTH1,daily,250,601077,1,0.06298070537043388
old_rank1_filter,BOTH1,daily,250,601088,84,0.4742028324616018
old_rank1_filter,BOTH1,daily,250,601166,4,0.3702852461624304
old_rank1_filter,BOTH1,daily,250,601169,7,0.23400094921689596
old_rank1_filter,BOTH1,daily,250,601187,2,0.33828119837566883
old_rank1_filter,BOTH1,daily,250,601225,345,0.36921128395116853
old_rank1_filter,BOTH1,daily,250,601229,11,0.3448591785103057
old_rank1_filter,BOTH1,daily,250,601288,6,0.3359652405104948
old_rank1_filter,BOTH1,daily,250,601328,38,0.08452747137440575
old_rank1_filter,BOTH1,daily,250,601398,7,-0.02269653722756959
old_rank1_filter,BOTH1,daily,250,601818,4,0.08938702518922059
old_rank1_filter,BOTH1,daily,250,601825,36,-0.04649570339900805
old_rank1_filter,BOTH1,daily,250,601838,8,0.09302383616735299
old_rank1_filter,BOTH1,daily,250,601916,1,0.028816041455446362
old_rank1_filter,BOTH1,daily,250,601939,5,0.25508015245783877
old_rank1_filter,BOTH1,daily,250,601988,2,0.46266105363840015
old_rank1_filter,BOTH1,daily,750,000022,3,1.1500457456541628
old_rank1_filter,BOTH1,daily,750,000333,156,2.0006656449896045
old_rank1_filter,BOTH1,daily,750,000338,227,0.24478093671369172
old_rank1_filter,BOTH1,daily,750,000651,219,1.5992153563041565
old_rank1_filter,BOTH1,daily,750,000786,3,1.2241587642799336
old_rank1_filter,BOTH1,daily,750,000792,51,-0.4090894446590878
old_rank1_filter,BOTH1,daily,750,000858,4,2.562226715576733
old_rank1_filter,BOTH1,daily,750,000933,56,0.7940065292955265
old_rank1_filter,BOTH1,daily,750,002001,11,0.6277431007993419
old_rank1_filter,BOTH1,daily,750,002024,8,0.6108348501900608
old_rank1_filter,BOTH1,daily,750,002128,123,0.9402504842148078
old_rank1_filter,BOTH1,daily,750,002152,18,0.8338632219717861
old_rank1_filter,BOTH1,daily,750,002304,36,1.456992351172095
old_rank1_filter,BOTH1,daily,750,002466,87,1.5247252747252746
old_rank1_filter,BOTH1,daily,750,002508,2,0.8112791872441653
old_rank1_filter,BOTH1,daily,750,600000,2,-0.20170848784022294
old_rank1_filter,BOTH1,daily,750,600031,4,0.4411716119347072
old_rank1_filter,BOTH1,daily,750,600066,66,0.8189702536861067
old_rank1_filter,BOTH1,daily,750,600188,11,0.18932862964310027
old_rank1_filter,BOTH1,daily,750,600271,8,1.9647727491431015
old_rank1_filter,BOTH1,daily,750,600309,72,1.1602028733855434
old_rank1_filter,BOTH1,daily,750,600519,11,1.787679945829709
old_rank1_filter,BOTH1,daily,750,600566,4,0.2334886848618053
old_rank1_filter,BOTH1,daily,750,600585,111,-0.32143226659827684
old_rank1_filter,BOTH1,daily,750,600660,11,1.186901170151378
old_rank1_filter,BOTH1,daily,750,600690,14,1.0219504755600213
old_rank1_filter,BOTH1,daily,750,600809,1,0.4226115160106889
old_rank1_filter,BOTH1,daily,750,600897,9,0.5085558714083465
old_rank1_filter,BOTH1,daily,750,600938,20,1.1281599330478922
old_rank1_filter,BOTH1,daily,750,601009,19,0.25667545289626115
old_rank1_filter,BOTH1,daily,750,601077,1,1.1995287396525462
old_rank1_filter,BOTH1,daily,750,601088,78,0.35977946150769435
old_rank1_filter,BOTH1,daily,750,601169,5,0.42660333228164626
old_rank1_filter,BOTH1,daily,750,601225,273,1.5603281747715703
old_rank1_filter,BOTH1,daily,750,601288,6,2.1687720277467153
old_rank1_filter,BOTH1,daily,750,601328,38,0.9350458217781805
old_rank1_filter,BOTH1,daily,750,601398,6,0.3220113710576403
old_rank1_filter,BOTH1,daily,750,601818,2,0.26305310546931593
old_rank1_filter,BOTH1,daily,750,601825,36,0.7686723431436463
old_rank1_filter,BOTH1,daily,750,601988,2,1.117692863909504
old_rank1_filter,BOTH1,ma60_episode,250,000001,1,0.22250423133179065
old_rank1_filter,BOTH1,ma60_episode,250,000022,1,0.14362657091561926
old_rank1_filter,BOTH1,ma60_episode,250,000063,1,0.26560149598753013
old_rank1_filter,BOTH1,ma60_episode,250,000333,7,0.8809578446660125
old_rank1_filter,BOTH1,ma60_episode,250,000338,20,0.2698572219460714
old_rank1_filter,BOTH1,ma60_episode,250,000651,20,0.15394844548309616
old_rank1_filter,BOTH1,ma60_episode,250,000661,1,-0.24505677973319961
old_rank1_filter,BOTH1,ma60_episode,250,000786,1,0.5523158516476756
old_rank1_filter,BOTH1,ma60_episode,250,000792,11,-0.15894957846205782
old_rank1_filter,BOTH1,ma60_episode,250,000858,1,0.42617755913380395
old_rank1_filter,BOTH1,ma60_episode,250,000933,7,0.04978354978354971
old_rank1_filter,BOTH1,ma60_episode,250,002001,3,-0.055137740074564956
old_rank1_filter,BOTH1,ma60_episode,250,002024,3,0.5254906383938642
old_rank1_filter,BOTH1,ma60_episode,250,002128,20,0.37472997733944224
old_rank1_filter,BOTH1,ma60_episode,250,002152,3,0.2953573475596314
old_rank1_filter,BOTH1,ma60_episode,250,002158,1,0.22083122149011625
old_rank1_filter,BOTH1,ma60_episode,250,002236,1,0.06555300162987954
old_rank1_filter,BOTH1,ma60_episode,250,002304,2,0.570851392797971
old_rank1_filter,BOTH1,ma60_episode,250,002466,8,0.4757524526512761
old_rank1_filter,BOTH1,ma60_episode,250,002508,1,0.5907484901014697
old_rank1_filter,BOTH1,ma60_episode,250,002648,2,0.12580157977476758
old_rank1_filter,BOTH1,ma60_episode,250,300750,1,1.1909990817800011
old_rank1_filter,BOTH1,ma60_episode,250,600000,1,-0.21379269391027245
old_rank1_filter,BOTH1,ma60_episode,250,600031,2,0.11819606798466764
old_rank1_filter,BOTH1,ma60_episode,250,600036,1,0.4058307424525973
old_rank1_filter,BOTH1,ma60_episode,250,600066,5,0.07628609165563716
old_rank1_filter,BOTH1,ma60_episode,250,600176,2,0.2904880356881929
old_rank1_filter,BOTH1,ma60_episode,250,600188,2,-0.06226897467064685
old_rank1_filter,BOTH1,ma60_episode,250,600271,3,0.4391338151870303
old_rank1_filter,BOTH1,ma60_episode,250,600309,10,0.1069148066170782
old_rank1_filter,BOTH1,ma60_episode,250,600519,3,0.3687491852365772
old_rank1_filter,BOTH1,ma60_episode,250,600566,1,-0.16009683007510156
old_rank1_filter,BOTH1,ma60_episode,250,600585,17,0.030513615123813453
old_rank1_filter,BOTH1,ma60_episode,250,600660,3,0.09313047319938916
old_rank1_filter,BOTH1,ma60_episode,250,600690,2,0.5467163137934296
old_rank1_filter,BOTH1,ma60_episode,250,600809,1,0.2518318991984674
old_rank1_filter,BOTH1,ma60_episode,250,600897,6,0.015206196872933397
old_rank1_filter,BOTH1,ma60_episode,250,600919,1,0.20325066540850734
old_rank1_filter,BOTH1,ma60_episode,250,600938,5,0.32870981844048885
old_rank1_filter,BOTH1,ma60_episode,250,601009,4,0.16214496953925583
old_rank1_filter,BOTH1,ma60_episode,250,601077,1,0.06298070537043388
old_rank1_filter,BOTH1,ma60_episode,250,601088,19,0.38271113005720925
old_rank1_filter,BOTH1,ma60_episode,250,601166,4,0.3702852461624304
old_rank1_filter,BOTH1,ma60_episode,250,601169,3,-0.004236638294609296
old_rank1_filter,BOTH1,ma60_episode,250,601187,1,0.35042649272735016
old_rank1_filter,BOTH1,ma60_episode,250,601225,21,0.42087000389468177
old_rank1_filter,BOTH1,ma60_episode,250,601229,4,0.3293075864085788
old_rank1_filter,BOTH1,ma60_episode,250,601288,2,0.33330962921459895
old_rank1_filter,BOTH1,ma60_episode,250,601328,8,0.2740935156959464
old_rank1_filter,BOTH1,ma60_episode,250,601398,2,0.13386743201705764
old_rank1_filter,BOTH1,ma60_episode,250,601818,2,0.11346414080297351
old_rank1_filter,BOTH1,ma60_episode,250,601825,2,-0.011997516653387053
old_rank1_filter,BOTH1,ma60_episode,250,601838,3,0.16389246528614887
old_rank1_filter,BOTH1,ma60_episode,250,601916,1,0.028816041455446362
old_rank1_filter,BOTH1,ma60_episode,250,601939,1,0.3284161829216772
old_rank1_filter,BOTH1,ma60_episode,250,601988,1,0.49265853658536596
old_rank1_filter,BOTH1,ma60_episode,750,000022,1,1.395870736086176
old_rank1_filter,BOTH1,ma60_episode,750,000333,7,1.5245291824375622
old_rank1_filter,BOTH1,ma60_episode,750,000338,18,0.08808167898933839
old_rank1_filter,BOTH1,ma60_episode,750,000651,18,1.072037389159063
old_rank1_filter,BOTH1,ma60_episode,750,000786,1,1.2241587642799336
old_rank1_filter,BOTH1,ma60_episode,750,000792,7,-0.420140292375874
old_rank1_filter,BOTH1,ma60_episode,750,000858,1,2.488412378052545
old_rank1_filter,BOTH1,ma60_episode,750,000933,3,0.8722973869213417
old_rank1_filter,BOTH1,ma60_episode,750,002001,3,0.6277431007993419
old_rank1_filter,BOTH1,ma60_episode,750,002024,3,0.5280872793974452
old_rank1_filter,BOTH1,ma60_episode,750,002128,15,0.9732140042882089
old_rank1_filter,BOTH1,ma60_episode,750,002152,3,0.8251902803734186
old_rank1_filter,BOTH1,ma60_episode,750,002304,2,1.6849689784400441
old_rank1_filter,BOTH1,ma60_episode,750,002466,5,1.6948798577891444
old_rank1_filter,BOTH1,ma60_episode,750,002508,1,0.8523814190198546
old_rank1_filter,BOTH1,ma60_episode,750,600000,1,-0.20808217404192353
old_rank1_filter,BOTH1,ma60_episode,750,600031,2,0.4147913058922382
old_rank1_filter,BOTH1,ma60_episode,750,600066,5,1.1270528471063757
old_rank1_filter,BOTH1,ma60_episode,750,600188,2,0.14033563636381052
old_rank1_filter,BOTH1,ma60_episode,750,600271,3,1.973085485567462
old_rank1_filter,BOTH1,ma60_episode,750,600309,10,1.0878684096163118
old_rank1_filter,BOTH1,ma60_episode,750,600519,3,2.1240252993979043
old_rank1_filter,BOTH1,ma60_episode,750,600566,1,0.33537793429607365
old_rank1_filter,BOTH1,ma60_episode,750,600585,17,0.07407610010861299
old_rank1_filter,BOTH1,ma60_episode,750,600660,3,1.186901170151378
old_rank1_filter,BOTH1,ma60_episode,750,600690,2,0.7669737347475095
old_rank1_filter,BOTH1,ma60_episode,750,600809,1,0.4226115160106889
old_rank1_filter,BOTH1,ma60_episode,750,600897,6,0.37747336901805173
old_rank1_filter,BOTH1,ma60_episode,750,600938,3,1.1395955178794903
old_rank1_filter,BOTH1,ma60_episode,750,601009,2,0.2348480885966513
old_rank1_filter,BOTH1,ma60_episode,750,601077,1,1.1995287396525462
old_rank1_filter,BOTH1,ma60_episode,750,601088,18,0.8031354729704505
old_rank1_filter,BOTH1,ma60_episode,750,601169,2,0.5382322467307364
old_rank1_filter,BOTH1,ma60_episode,750,601225,17,1.6205993227077302
old_rank1_filter,BOTH1,ma60_episode,750,601288,2,1.8790414614650806
old_rank1_filter,BOTH1,ma60_episode,750,601328,8,0.830399659147536
old_rank1_filter,BOTH1,ma60_episode,750,601398,1,0.29610203256288026
old_rank1_filter,BOTH1,ma60_episode,750,601818,1,0.2529429033672175
old_rank1_filter,BOTH1,ma60_episode,750,601825,2,0.9089879983857813
old_rank1_filter,BOTH1,ma60_episode,750,601988,1,1.1052711313402375
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000001,1,0.22250423133179065
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000022,1,0.14362657091561926
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000063,1,0.26560149598753013
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000333,4,0.8518883119954116
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000338,8,0.3324947004820461
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000651,9,0.0811263646757705
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000661,1,-0.24505677973319961
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000786,1,0.5523158516476756
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000792,4,-0.20248614667859532
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000858,1,0.42617755913380395
old_rank1_filter,BOTH1,ma60_nonoverlap,250,000933,3,0.038374717832956984
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002001,1,-0.26184603689410346
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002024,1,-0.3783819178764498
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002128,8,0.25844675225146574
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002152,1,0.284110417331328
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002158,1,0.22083122149011625
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002236,1,0.06555300162987954
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002304,1,0.6834243324401266
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002466,4,0.12421551639040551
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002508,1,0.5907484901014697
old_rank1_filter,BOTH1,ma60_nonoverlap,250,002648,2,0.12580157977476758
old_rank1_filter,BOTH1,ma60_nonoverlap,250,300750,1,1.1909990817800011
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600000,1,-0.21379269391027245
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600031,1,0.12976640048711485
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600036,1,0.4058307424525973
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600066,3,0.4853063606824266
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600176,1,0.16293481254560116
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600188,2,-0.06226897467064685
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600271,1,0.4391338151870303
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600309,5,0.32412086304701204
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600519,2,0.43693983840130934
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600566,1,-0.16009683007510156
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600585,6,0.08605200210342723
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600660,2,0.6259495384410941
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600690,1,0.6600166131112426
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600809,1,0.2518318991984674
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600897,5,0.033451787424830126
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600919,1,0.20325066540850734
old_rank1_filter,BOTH1,ma60_nonoverlap,250,600938,2,0.18680988483484529
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601009,3,0.19249077589859542
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601077,1,0.06298070537043388
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601088,7,0.3947190250507786
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601166,1,0.4381664666685272
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601169,3,-0.004236638294609296
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601187,1,0.35042649272735016
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601225,6,0.31933881854827695
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601229,2,0.18315854218852945
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601288,1,0.300028589058001
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601328,2,0.21986141127306702
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601398,2,0.13386743201705764
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601818,2,0.11346414080297351
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601825,1,-0.0717703349282296
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601838,2,0.13496840464558535
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601916,1,0.028816041455446362
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601939,1,0.3284161829216772
old_rank1_filter,BOTH1,ma60_nonoverlap,250,601988,1,0.49265853658536596
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000022,1,1.395870736086176
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000333,2,1.8960775194024484
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000338,3,0.14578495954568482
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000651,3,1.8058268285047423
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000786,1,1.2241587642799336
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000792,2,-0.3755870938070758
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000858,1,2.488412378052545
old_rank1_filter,BOTH1,ma60_nonoverlap,750,000933,1,1.5709976294824473
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002001,1,0.396093639977541
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002024,1,0.4718779463724374
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002128,2,1.1029711399965287
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002152,1,0.8251902803734186
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002304,1,1.5934739527066224
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002466,1,1.6948798577891444
old_rank1_filter,BOTH1,ma60_nonoverlap,750,002508,1,0.8523814190198546
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600000,1,-0.20808217404192353
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600031,1,0.45144642391439116
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600066,2,0.6650811783741538
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600188,1,0.18148972288396203
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600271,1,2.1160859295595555
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600309,3,1.0953364127068586
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600519,1,2.1240252993979043
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600566,1,0.33537793429607365
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600585,3,0.62210590429431
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600660,1,1.186901170151378
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600690,1,0.9751125462770998
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600809,1,0.4226115160106889
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600897,2,0.611877734158194
old_rank1_filter,BOTH1,ma60_nonoverlap,750,600938,1,1.1395955178794903
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601009,1,0.30348407370841657
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601077,1,1.1995287396525462
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601088,3,0.08432073653501915
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601169,1,0.5790884299164267
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601225,2,1.58780086568321
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601288,1,1.9746813686625146
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601328,1,0.809481215627575
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601398,1,0.29610203256288026
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601818,1,0.2529429033672175
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601825,1,0.8844025736894576
old_rank1_filter,BOTH1,ma60_nonoverlap,750,601988,1,1.1052711313402375
old_rank1_filter,BOTH1,stop_episode,250,000001,1,0.22250423133179065
old_rank1_filter,BOTH1,stop_episode,250,000022,1,0.14362657091561926
old_rank1_filter,BOTH1,stop_episode,250,000063,1,0.26560149598753013
old_rank1_filter,BOTH1,stop_episode,250,000333,1,1.2533406713264172
old_rank1_filter,BOTH1,stop_episode,250,000338,4,-0.07200831415283482
old_rank1_filter,BOTH1,stop_episode,250,000651,1,0.4558017637083924
old_rank1_filter,BOTH1,stop_episode,250,000661,1,-0.24505677973319961
old_rank1_filter,BOTH1,stop_episode,250,000786,1,0.5523158516476756
old_rank1_filter,BOTH1,stop_episode,250,000792,8,-0.20248614667859532
old_rank1_filter,BOTH1,stop_episode,250,000858,1,0.42617755913380395
old_rank1_filter,BOTH1,stop_episode,250,000933,1,0.038374717832956984
old_rank1_filter,BOTH1,stop_episode,250,002001,3,-0.055137740074564956
old_rank1_filter,BOTH1,stop_episode,250,002024,3,0.5254906383938642
old_rank1_filter,BOTH1,stop_episode,250,002128,5,0.17806113095426235
old_rank1_filter,BOTH1,stop_episode,250,002152,3,0.2953573475596314
old_rank1_filter,BOTH1,stop_episode,250,002158,1,0.22083122149011625
old_rank1_filter,BOTH1,stop_episode,250,002236,1,0.06555300162987954
old_rank1_filter,BOTH1,stop_episode,250,002304,1,0.6834243324401266
old_rank1_filter,BOTH1,stop_episode,250,002466,4,0.6005506245890861
old_rank1_filter,BOTH1,stop_episode,250,002508,1,0.5907484901014697
old_rank1_filter,BOTH1,stop_episode,250,002648,2,0.12580157977476758
old_rank1_filter,BOTH1,stop_episode,250,300750,1,1.1909990817800011
old_rank1_filter,BOTH1,stop_episode,250,600000,1,-0.21379269391027245
old_rank1_filter,BOTH1,stop_episode,250,600031,2,0.11819606798466764
old_rank1_filter,BOTH1,stop_episode,250,600036,1,0.4058307424525973
old_rank1_filter,BOTH1,stop_episode,250,600066,2,0.2807962261690319
old_rank1_filter,BOTH1,stop_episode,250,600176,2,0.2904880356881929
old_rank1_filter,BOTH1,stop_episode,250,600188,2,-0.06226897467064685
