candidate,control,group,start,P_pp,CAGR_pp,P25_pp,DD5_pp,MDD_pp,negative_flip,min_ratio_delta,forced_delta,turnover_delta,identical_nav
NEW,CONTROL,full,2012-11-01,-2.6298739600000065,-5.024339995887939,-0.03363401808804678,-7.34399328633798,0.16293288739123168,False,-0.01974971933440739,0.0,-1.833251161367528,False
NEW,CONTROL,full,2013-05-01,-2.666172710000003,-1.9090316526192863,-0.8876432453974958,-0.19875582080480791,-1.8384227278552157,False,0.003960179184085755,0.0,-2.1421276276583177,False
NEW,CONTROL,full,2013-11-01,-8.55330935,-5.363395079995215,-7.471799056426942,-0.47524710145218085,-2.9738036778945487,False,-0.004407891553177334,0.0,-1.8344589686641637,False
NEW,CONTROL,full,2014-05-01,-12.030609960000005,-12.241923213552397,-10.46075803824471,7.457211787678664,5.096351157609913,False,-0.07412685765282623,0.0,-1.8596939064575313,False
NEW,CONTROL,full,2014-11-01,-10.733728409999998,-9.595244449566675,-8.287583755353968,-1.763478953784725,0.8522251323031305,False,0.006417670977642009,0.0,-1.9097312548212653,False
NEW,CONTROL,full,2015-05-01,-12.763805290000002,-13.57851781094479,-10.306968318210362,-0.7764363382180117,0.6735006165675017,False,0.006714129909755284,0.0,-2.102325401068126,False
NEW,CONTROL,full,2015-11-01,-4.15106797,-11.107932081455019,-3.2569865174521206,-0.7980461216461898,-0.23626286776182726,False,0.006170778006743705,0.0,-2.173007411920853,False
NEW,CONTROL,full,2016-05-01,-1.7184380600000049,-4.746266059917303,-0.48811462550719664,-1.0939112305129783,-1.0939112305129783,False,-0.006219545034510832,0.0,-1.2733062980198309,False
NEW,CONTROL,A,2009-11-01,-6.491771809999997,-6.0759368752362874,-2.1259034161206447,-2.852574352951609,3.228545369026836,False,0.021470161891714135,0.0,-0.15308852213053203,False
NEW,CONTROL,A,2010-05-01,-6.757996049999992,-6.322383992719693,-3.98304342956064,-6.978914324029095,3.228545369026836,False,0.021470161891714135,0.0,-0.14723049784461484,False
NEW,CONTROL,A,2010-11-01,-12.550034300000002,-9.394562551495156,-4.740518258364412,-6.585043156017123,-0.8822165110644598,False,-0.011501405159191513,0.0,-0.25983313246444695,False
NEW,CONTROL,A,2011-05-01,-12.52490343,-8.80812264367885,-5.91010033683208,-6.093549351480265,-2.121939895569691,False,-0.011384696766861602,0.0,-0.09898862547953513,False
NEW,CONTROL,A,2011-11-01,-13.007303510000002,-10.315308936877399,-9.84095730757657,-5.686578326273795,-1.6722193524994156,False,-0.011741856138184792,0.0,-0.5355603548932901,False
NEW,CONTROL,A,2012-05-01,-13.980748570000001,-10.178895121146736,-7.354148524006576,-6.641630214866156,-2.2525268678789456,False,0.023300218805317296,0.0,-0.2189730327203927,False
NEW,CONTROL,A,2012-11-01,-12.598268130000001,-8.83313529178582,-6.644207558345139,-8.180818677633594,-3.07746597525973,False,0.02200574840828029,0.0,-0.6217489776599967,False
NEW,CONTROL,A,2013-05-01,-15.093763500000001,-11.515590478174854,-8.689484915085387,-8.192437808251396,-2.222895167669192,False,0.021950136327977265,0.0,-0.2539172318681935,False
NEW,CONTROL,A,2013-11-01,-19.283625589999996,-13.42569812215375,-11.12958372136612,-8.203114847978954,-2.7614164092978566,False,0.02208960911776825,0.0,-0.3950803527118625,False
NEW,CONTROL,A,2014-05-01,-16.45744416,-11.97729372101113,-11.257763698483414,-11.095710839382688,-1.6613548347429452,False,0.036623694105457405,0.0,-0.4721438506152813,False
NEW,CONTROL,A,2014-11-01,-17.241469050000003,-14.354859944250453,-12.902055197211482,-11.903023650162314,-2.06157251613992,False,0.05953865493550414,0.0,-0.7372091413357387,False
NEW,CONTROL,A,2015-05-01,-15.732219510000006,-10.246874690204798,-11.981914618647615,-11.333402524457059,-3.3200398227545724,False,0.03593566797709724,0.0,-0.501738017303361,False
NEW,CONTROL,A,2015-11-01,-16.30848674,-11.670732588631294,-16.213255360255417,-5.824931486930341,-4.44955369059199,False,0.036545101813027836,0.0,-0.3390523492227864,False
NEW,CONTROL,A,2016-05-01,-18.92846197,-16.372844118907647,-19.94362612776637,0.7471509728458892,-8.112685406088039,False,0.021201571281520337,0.0,-0.30548638232362535,False
NEW,CONTROL,U,2009-11-01,-15.296826480000004,-11.490890362585082,-7.660534428499233,2.610211756809777,4.037254968077464,False,-0.005280938536895263,0.0,0.2910992122577012,False
NEW,CONTROL,U,2010-05-01,-16.55173265,-11.960549443291546,-9.226232709487348,2.610211756809777,4.037254968077464,False,-0.005280938536895263,0.0,0.30297351254234783,False
NEW,CONTROL,U,2010-11-01,-14.179101039999997,-10.709547639894335,-10.019005274293335,1.3400779323066048,3.796350319687436,False,-0.0009259740707732167,0.0,0.3836947517810385,False
NEW,CONTROL,U,2011-05-01,-14.741315830000001,-12.523725249285334,-9.208983459485353,2.784231080473043,4.630583227318363,False,-0.0135124295654927,0.0,0.2166284353684942,False
NEW,CONTROL,U,2011-11-01,-13.868686090000004,-11.00393593232556,-8.825224161394107,3.3167251389718433,4.603832830926658,False,-0.014905728694766696,0.0,0.16829116360191243,False
NEW,CONTROL,U,2012-05-01,-15.890114570000001,-11.677253052004911,-11.454838445554838,4.330960017805352,4.330960017805352,False,-0.027078178691752663,0.0,0.36651660802725416,False
NEW,CONTROL,U,2012-11-01,-19.482789469999993,-15.363880230344451,-14.076977094224974,4.3464320472190625,4.3464320472190625,False,-0.008808389552784845,0.0,-0.3082198750721359,False
NEW,CONTROL,U,2013-05-01,-19.297944389999998,-11.832761452217122,-12.720703533801547,4.59520429254755,4.59520429254755,False,-0.014134768837284817,0.0,0.0606036193158328,False
NEW,CONTROL,U,2013-11-01,-17.381932579999997,-11.901910230970358,-10.492863719137224,4.747681189468689,4.6603047824502974,False,-0.015212407238463843,0.0,0.24091126268623597,False
NEW,CONTROL,U,2014-05-01,-18.646401460000007,-13.169521005427187,-15.105266532413818,4.356190548232131,3.1048966363009356,False,-0.009574098175647361,0.0,0.4934008380393058,False
NEW,CONTROL,U,2014-11-01,-20.48082447,-13.142321236497633,-13.898817971274923,2.297485167478752,2.297485167478752,False,0.009996222872999505,0.0,-0.3673355092259589,False
NEW,CONTROL,U,2015-05-01,-20.10859391,-13.233158875106632,-13.009193577045552,4.375091961071453,3.7190261178694173,False,-0.009404396474126608,0.0,0.025255077603929088,False
NEW,CONTROL,U,2015-11-01,-17.76385516000001,-12.868316959540538,-19.500549336158677,4.688341497791903,4.688341497791903,False,-0.013366491098026012,0.0,0.32462795241964937,False
NEW,CONTROL,U,2016-05-01,-19.53557817,-15.496799964386089,-22.386990126093977,4.376458488310664,4.376458488310664,False,-0.010189801575080537,0.0,-0.09893026724569687,False
NEW_ALIGNED,CONTROL,full,2009-11-01,-1.5988014999999967,-1.2928157735681456,-1.8543689390174256,-1.159566942279211,0.7778516426788284,False,-0.020783626424103918,0.0,-0.9174103211291378,False
NEW_ALIGNED,CONTROL,full,2010-05-01,-1.4619327399999993,-1.3449236890664018,-2.666352564528629,-4.875904317489721,0.7778516426788284,False,-0.020783626424103918,0.0,-0.9184408809004871,False
NEW_ALIGNED,CONTROL,full,2010-11-01,0.6810567599999984,-1.6396654221765061,-1.5925372229871781,-4.752730183244969,-1.5427341652397675,False,-0.0038985698193230167,0.0,-1.310399336029735,False
NEW_ALIGNED,CONTROL,full,2011-05-01,-1.849516200000001,-4.043657502948084,-1.4378681154543882,-4.922235533043318,-0.05252656084382412,False,-0.0014387162178886026,0.0,-1.2967473850508844,False
NEW_ALIGNED,CONTROL,full,2011-11-01,-12.400981249999997,-9.14084470995029,-4.771667933931223,0.6729182954087642,-0.05220802350199838,False,-0.0011206805684800258,0.0,-1.3083107444183062,False
NEW_ALIGNED,CONTROL,full,2012-05-01,-1.1607653500000037,-4.532933225839697,0.5774316089445231,-4.696712379549317,0.22471160689352399,False,0.018175938240774014,0.0,-1.210575282180966,False
NEW_ALIGNED,CONTROL,full,2012-11-01,0.6386976200000005,-4.131160904254028,0.6357279582187125,-5.212436624192252,-1.7567403099914447,False,0.09251462806119592,0.0,-1.2033682712589737,False
NEW_ALIGNED,CONTROL,full,2013-05-01,-2.9771682799999977,-3.3713007343292967,-0.9061292203405014,-1.1880574729120186,0.4207531675917031,False,0.007401008736680259,0.0,-1.7255483120848396,False
NEW_ALIGNED,CONTROL,full,2013-11-01,1.0709145600000025,-1.0605230844022095,0.4025200729107947,-0.5620592983169304,-3.060615874759298,False,-0.008950473842628481,0.0,-1.3310832998742628,False
NEW_ALIGNED,CONTROL,full,2014-05-01,-0.5843822700000056,-5.133078569490457,-2.557868258529883,-0.006183913508883698,-2.1726020795516665,False,-0.009107258425676168,0.0,-1.6998967558163036,False
NEW_ALIGNED,CONTROL,full,2014-11-01,0.6060570299999957,-6.281721557735187,1.8088028292066571,-1.626243488145429,5.8042212445984624,False,0.0031304422116174013,0.0,-1.5271869348690297,False
NEW_ALIGNED,CONTROL,full,2015-05-01,-8.117793230000004,-12.504183344233045,-6.4984027376191245,-1.2715082513471865,6.22827521134337,False,0.011930842878371983,0.0,-1.6483861526209527,False
NEW_ALIGNED,CONTROL,full,2015-11-01,-4.443919759999998,-8.634854018618654,-5.152716789750023,0.09528407346228729,0.11829349860877914,False,-0.003243236596254473,0.0,-1.4023319317934932,False
NEW_ALIGNED,CONTROL,full,2016-05-01,6.443254989999997,-3.7956397522460383,5.099550215049953,-0.8397859016948117,-0.8397859016948117,False,-0.01340523249816461,0.0,-1.4987351593790814,False
NEW_ALIGNED,CONTROL,A,2009-11-01,-4.92839813,-4.836286291666458,-1.76415448300975,-1.2187894044751735,3.067926026833079,True,0.05347246746705503,0.0,-0.08925270007363029,False
NEW_ALIGNED,CONTROL,A,2010-05-01,-5.428839339999997,-5.033157228688778,-1.295062041617867,-1.2187894044751735,3.067926026833079,True,0.05347246746705503,0.0,-0.08489877204272389,False
NEW_ALIGNED,CONTROL,A,2010-11-01,-18.503448860000002,-14.129253008284826,-11.884434816370359,-4.727443593604841,-0.24169528727979728,False,-0.07249360245555514,0.0,-0.3004481067552165,False
NEW_ALIGNED,CONTROL,A,2011-05-01,-10.100012759999998,-7.645789752702559,-4.376629927769038,0.2660187180986817,-0.3053979822824626,False,0.020146031839620937,0.0,-0.1934104992320398,False
NEW_ALIGNED,CONTROL,A,2011-11-01,-12.39592331999999,-8.480753319053246,-7.74047591405207,0.6335270779458058,-0.226294892266099,False,0.020129829724092385,0.0,-0.456377314630247,False
NEW_ALIGNED,CONTROL,A,2012-05-01,-13.17068489,-9.055618452262571,-6.828927065706192,-0.25958714927515336,-0.7094114670375684,False,0.0553549693034594,0.0,-0.3403866839662415,False
NEW_ALIGNED,CONTROL,A,2012-11-01,-26.083002870000005,-16.84349001561891,-17.062055454563453,-6.3327435674249255,-2.0687914101497618,False,-0.038912796152817064,0.0,-0.7306761646968178,False
NEW_ALIGNED,CONTROL,A,2013-05-01,-28.815731080000003,-18.250750434966466,-20.855781580194677,-6.331077617909564,-1.699316396613526,False,-0.03921007377206598,0.0,-0.5768907189518178,False
NEW_ALIGNED,CONTROL,A,2013-11-01,-29.691454890000003,-18.500452819331326,-22.06320664641508,-6.339781126957201,-1.9798776309504773,False,-0.03886783361365698,0.0,-0.5588032651054302,False
NEW_ALIGNED,CONTROL,A,2014-05-01,-16.079656210000003,-11.324205586212631,-10.9424137418922,-0.9781482359058402,-0.9781482359058402,False,0.05426680019805086,0.0,-0.7808636929233579,False
NEW_ALIGNED,CONTROL,A,2014-11-01,-9.190076419999993,-10.833131150811415,-6.137672263015803,-0.6256458058039649,-0.6256458058039649,False,-0.02272572680292484,0.0,-0.28154988677291204,False
NEW_ALIGNED,CONTROL,A,2015-05-01,-27.98800868,-18.95134847937554,-28.485359826213454,-6.337917319093278,-2.1356576616456957,False,-0.038759455171031965,0.0,-0.8581562792578188,False
NEW_ALIGNED,CONTROL,A,2015-11-01,-27.215140580000003,-20.844381091967268,-30.51013099127211,-0.7999713976237222,-3.5905158639961354,False,-0.03841194035204554,0.0,-0.6074342169273592,False
NEW_ALIGNED,CONTROL,A,2016-05-01,-16.59634632,-12.786636331580702,-16.212122254557237,-3.603259620783572,-1.150656336110334,False,0.054022755461229366,0.0,-0.37823757284584847,False
NEW_ALIGNED,CONTROL,U,2009-11-01,-11.418920019999995,-8.69522293196856,-4.569557788837808,2.044705260092905,6.122261747465474,False,0.02104036086816663,0.0,-0.14087229117700062,False
NEW_ALIGNED,CONTROL,U,2010-05-01,-11.5058123,-9.053458004392079,-5.771158869474213,2.044705260092905,6.122261747465474,False,0.02104036086816663,0.0,-0.13433944739925696,False
NEW_ALIGNED,CONTROL,U,2010-11-01,-11.051604599999997,-9.699570720571348,-6.875846071908698,2.568748917346775,5.956394899203987,False,0.023372150998803187,0.0,-0.6590982893246018,False
NEW_ALIGNED,CONTROL,U,2011-05-01,-10.819666309999999,-8.667601960854142,-5.446559822344632,2.5311538410457968,6.352087569740361,False,0.017353105483245646,0.0,0.3555797239951115,False
NEW_ALIGNED,CONTROL,U,2011-11-01,-8.518076059999997,-8.05828837393161,-4.7450672365331625,7.392370682501648,6.51908462579579,False,0.014927157292330184,0.0,-0.1681290005407705,False
NEW_ALIGNED,CONTROL,U,2012-05-01,-11.852685800000007,-8.835015478818441,-9.796268855722312,6.523891748305488,6.523891748305488,False,0.014809404754688948,0.0,0.19372245543210376,False
NEW_ALIGNED,CONTROL,U,2012-11-01,-16.277694729999997,-15.14634796647718,-13.511190820682062,6.542472316697568,6.542472316697568,False,0.014489209347270826,0.0,-0.5629794944142557,False
NEW_ALIGNED,CONTROL,U,2013-05-01,-11.047038370000001,-6.275571100426469,-5.589305662330535,6.542090302005976,6.542090302005976,False,0.014486950383745478,0.0,0.02668346041000813,False
NEW_ALIGNED,CONTROL,U,2013-11-01,-12.910769909999997,-8.494143178402446,-7.1006818587477705,6.464050972363655,6.3766745653452634,False,0.015666806894977903,0.0,-0.3420280861559677,False
NEW_ALIGNED,CONTROL,U,2014-05-01,-6.947613460000001,-6.857262186180857,-3.9183967785341167,6.504119717816459,5.252825805885264,False,0.015058773834335293,0.0,-0.028347993413302852,False
NEW_ALIGNED,CONTROL,U,2014-11-01,-14.335772720000001,-11.744204619072596,-11.399355189531967,0.8394169889713532,0.8394169889713532,False,0.0365412245792307,0.0,-0.3855442724581062,False
NEW_ALIGNED,CONTROL,U,2015-05-01,-15.2470396,-10.543163607774098,-11.148269690332802,6.467899480935458,5.811833637733422,False,0.01591868223208026,0.0,-0.4097510496265979,False
NEW_ALIGNED,CONTROL,U,2015-11-01,-12.218946930000001,-9.474321666442066,-14.885479456742035,6.4626221841383895,6.4626221841383895,False,0.01607558335015491,0.0,-0.04120747680571579,False
NEW_ALIGNED,CONTROL,U,2016-05-01,-15.928680170000009,-13.858344545518264,-17.981023387059224,6.480235405726987,6.480235405726987,False,0.015506309404485608,0.0,0.22343374382252623,False
NEW,MID,full,2009-11-01,-1.4143036200000014,-3.169966214360098,-0.6744819684925574,-1.9080192667304763,0.33232597369684536,False,-0.017478537907628988,0.0,-1.0669502265252317,False
NEW,MID,full,2010-05-01,-1.5385779499999974,-3.2968138193418817,-1.4722388788730667,-5.66628491492348,0.33232597369684536,False,-0.017478537907628988,0.0,-1.0672728355499146,False
NEW,MID,full,2010-11-01,0.23538907000000275,-0.525063197510578,-1.5646503730527783,-5.0806807020787215,-1.5569582187767717,False,-0.0026029444609070307,0.0,-1.2951453920567104,False
NEW,MID,full,2011-05-01,-1.9709548799999976,-3.117754641819781,-0.6827302777940858,-7.512633264615154,-0.06803500141500107,False,-0.0014343898388247123,0.0,-1.356297768292566,False
NEW,MID,full,2011-11-01,-10.992881220000006,-8.28583844801214,-4.0411790697395755,1.337062965637259,-0.035043807901469215,False,-0.0019462724395851172,0.0,-1.119839684128471,False
NEW,MID,full,2012-05-01,1.8139331499999967,-0.9837763317059878,4.73727746985213,-4.831935780331387,0.1984996200292355,False,0.013883848376156749,0.0,-1.0503573315676116,False
NEW,MID,full,2012-11-01,-2.5123616500000057,-4.6930384491215005,0.4865280956479312,-7.34399328633798,0.16293288739123168,False,-0.01974971933440739,0.0,-1.7681006143270057,False
NEW,MID,full,2013-05-01,-2.2908139599999986,-1.181753283771303,0.18786235475807267,-0.19875582080480791,-1.8384227278552157,False,0.003960179184085755,0.0,-2.14403313841105,False
NEW,MID,full,2013-11-01,-7.491944420000002,-5.060557864011805,-6.543422743928229,-0.47524710145218085,-2.9738036778945487,False,-0.004407891553177334,0.0,-1.6397444481554215,False
NEW,MID,full,2014-05-01,-11.750243319999997,-11.054748851069252,-10.062719386903884,7.457211787678664,5.096351157609913,False,-0.07412685765282623,0.0,-1.6623644337110939,False
NEW,MID,full,2014-11-01,-10.146262779999999,-9.331467523596192,-8.2558225174032,-1.763478953784725,0.8522251323031305,False,0.006417670977642009,0.0,-1.8485420890911444,False
NEW,MID,full,2015-05-01,-12.183547019999995,-13.01529014495415,-9.879281717473765,-0.7764363382180117,0.6735006165675017,False,0.006714129909755284,0.0,-2.0136752348514815,False
NEW,MID,full,2015-11-01,-3.6360446400000024,-9.65114336788886,-2.6401313228067824,-0.7980461216461898,-0.23626286776182726,False,0.006170778006743705,0.0,-1.9914748024099165,False
NEW,MID,full,2016-05-01,-1.7184380600000049,-4.813893353623611,-0.48811462550719664,-1.0939112305129783,-1.0939112305129783,False,-0.006219545034510832,0.0,-1.264378034568094,False
NEW,MID,A,2009-11-01,-6.382394810000003,-5.743532269745133,-2.1259034161206447,-2.852574352951609,3.228545369026836,False,0.021470161891714135,0.0,-0.27342628143745884,False
NEW,MID,A,2010-05-01,-6.514727129999997,-5.976274384111768,-3.98304342956064,-6.978914324029095,3.228545369026836,False,0.021470161891714135,0.0,-0.26791311136101825,False
NEW,MID,A,2010-11-01,-10.991516350000003,-8.238372865535016,-4.740518258364412,-6.585043156017123,-0.8822165110644598,False,-0.011501405159191513,0.0,-0.04096189947499518,False
NEW,MID,A,2011-05-01,-12.6942275,-8.88271021497189,-5.91010033683208,-6.093549351480265,-2.121939895569691,False,-0.011384696766861602,0.0,-0.23191801758515052,False
NEW,MID,A,2011-11-01,-12.94152677,-10.221577756248301,-9.84095730757657,-5.686578326273795,-1.6722193524994156,False,-0.011741856138184792,0.0,-0.5156264567367748,False
NEW,MID,A,2012-05-01,-13.704944289999998,-9.80101009101122,-7.354148524006576,-6.641630214866156,-2.2525268678789456,False,0.023300218805317296,0.0,-0.19045639038942586,False
NEW,MID,A,2012-11-01,-12.597956309999997,-8.732425413892297,-6.644207558345139,-8.180818677633594,-3.07746597525973,False,0.02200574840828029,0.0,-0.5085270122394965,False
NEW,MID,A,2013-05-01,-13.670785689999999,-10.39111003953963,-8.689484915085387,-8.192437808251396,-2.222895167669192,False,0.021950136327977265,0.0,-0.018167422128108512,False
NEW,MID,A,2013-11-01,-18.36769053999999,-12.261224820765504,-11.12958372136612,-8.203114847978954,-2.7614164092978566,False,0.02208960911776825,0.0,-0.1989020668028827,False
NEW,MID,A,2014-05-01,-15.455591400000001,-10.80876749694768,-11.257763698483414,-11.095710839382688,-1.6613548347429452,False,0.036623694105457405,0.0,-0.4957292149996295,False
NEW,MID,A,2014-11-01,-16.52750553,-14.054524943815515,-12.902055197211482,-11.903023650162314,-2.06157251613992,False,0.05953865493550414,0.0,-0.7004195602758498,False
NEW,MID,A,2015-05-01,-13.249829219999992,-8.820459245116584,-11.981914618647615,-11.333402524457059,-3.3200398227545724,False,0.03593566797709724,0.0,-0.37984288753766826,False
NEW,MID,A,2015-11-01,-14.724674579999997,-10.038454455791346,-15.04906215979014,-5.824931486930341,-4.44955369059199,False,0.036545101813027836,0.0,-0.1848508511272806,False
NEW,MID,A,2016-05-01,-18.559237780000004,-16.10012625545698,-18.710538457639725,0.7471509728458892,-8.112685406088039,False,0.021201571281520337,0.0,-0.24244902993238693,False
NEW,MID,U,2009-11-01,-15.194485819999997,-11.340728126230504,-7.660534428499233,2.610211756809777,4.037254968077464,False,-0.005280938536895263,0.0,0.4072780372356508,False
NEW,MID,U,2010-05-01,-16.55173265,-11.804054610773807,-9.226232709487348,2.610211756809777,4.037254968077464,False,-0.005280938536895263,0.0,0.4191791012062511,False
NEW,MID,U,2010-11-01,-14.179101039999997,-10.62329272696909,-10.019005274293335,1.3400779323066048,3.796350319687436,False,-0.0009259740707732167,0.0,0.3404529224485229,False
NEW,MID,U,2011-05-01,-14.741315830000001,-12.400959007380319,-9.208983459485353,2.784231080473043,4.630583227318363,False,-0.0135124295654927,0.0,0.27061533054745635,False
NEW,MID,U,2011-11-01,-12.33605305,-10.17701858944491,-8.825224161394107,3.3167251389718433,4.603832830926658,False,-0.014905728694766696,0.0,0.4768862020757414,False
NEW,MID,U,2012-05-01,-15.890114570000001,-11.927087619928734,-11.454838445554838,4.330960017805352,4.330960017805352,False,-0.027078178691752663,0.0,0.30655831343606366,False
