signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2012-05-18,2012-05-21,600309,14.0800,14.1985,14.0190,1,3,0.9656,600660,0.7263,穿越3次≥2,,51600
2012-05-21,2012-05-22,600897,13.3100,13.5700,13.5210,1,3,1.0197,600660,0.7271,穿越3次≥2,,30500
2012-05-24,2012-05-25,600897,13.4600,13.5980,13.6110,1,5,1.0312,600660,0.7221,穿越5次≥2,,30500
2012-06-04,2012-06-05,600897,13.2200,13.5420,13.5715,1,7,1.0128,002001,0.8084,穿越7次≥2,,30500
2012-06-05,2012-06-06,600897,13.4000,13.5230,13.5910,2,7,1.0266,002001,0.8345,穿越7次≥2,,30500
2012-06-06,2012-06-07,600897,13.3900,13.5145,13.5940,3,7,1.0258,002001,0.8293,穿越7次≥2,,30500
2012-06-07,2012-06-08,600897,13.2200,13.4995,13.5810,4,7,1.0128,002001,0.8105,穿越7次≥2,,30500
2012-06-08,2012-06-11,600897,13.2200,13.4840,13.5745,5,7,1.0128,002001,0.8074,穿越7次≥2,,30500
2012-06-11,2012-06-12,600897,13.3700,13.4730,13.5420,6,6,1.0243,002001,0.8166,穿越6次≥2,,30500
2012-06-12,2012-06-13,600897,13.1700,13.4590,13.5230,7,6,1.0090,002001,0.8162,穿越6次≥2,,30500
2012-10-23,2012-10-24,600309,13.7000,13.7570,13.5040,1,2,0.9808,600188,0.7031,穿越2次≥2,,23700
2013-08-21,2013-08-22,600660,7.3700,7.3755,7.3425,1,2,0.6357,000933,0.4404,穿越2次≥2,,145700
2013-08-22,2013-08-23,601398,3.9100,3.9180,3.9185,1,2,0.9928,000933,0.4307,穿越2次≥2,,100
2013-08-23,2013-08-26,601398,3.8900,3.9170,3.9185,2,2,0.9877,000933,0.4329,穿越2次≥2,,100
2013-08-27,2013-08-28,601398,3.9000,3.9185,3.9180,1,4,0.9903,000933,0.4546,穿越4次≥2,,100
2013-08-29,2013-08-30,600066,17.4800,17.7265,17.6360,1,4,0.8705,000933,0.4419,穿越4次≥2,,40020
2013-08-30,2013-09-02,600066,17.3000,17.7130,17.6260,2,4,0.8616,000933,0.4300,穿越4次≥2,,40020
2013-09-18,2013-09-23,600066,18.2800,18.3905,18.1645,1,3,0.9104,000338,0.5070,穿越3次≥2,,40020
2013-09-27,2013-09-30,600066,18.3800,18.5965,18.3905,2,4,0.9154,600188,0.5498,穿越4次≥2,,40020
