group,bp,start,P_pp,CAGR_pp,P25_pp,DD5_pp,MDD_pp,negative_flip,min_ratio_delta,forced_delta
full,0,2009-11-01,-0.2249440800000002,-0.1559994714309232,-1.2892351323606999,-0.1670916993867677,1.017254899664899,False,0.00032372124852275697,0.0
full,0,2010-05-01,2.2723886400000004,3.2703568285663343,0.8522059087790357,-1.6527377529509168,-1.3674901579015297,False,-0.014704047938808529,0.0
full,0,2010-11-01,-0.6947147799999942,-0.6334634965459385,-0.06998122668087081,-0.0595859381820385,-1.9069671168477909,False,0.0011368696353284413,0.0
full,0,2011-05-01,0.4330300900000028,1.4924465044452218,1.4519660596755024,-0.5553171700468762,-2.0393145845125638,False,-0.0009431227207741255,0.0
full,0,2011-11-01,6.916593579999997,4.388342331919359,3.301766535339712,-5.46182080622658,-0.05615328462050817,False,0.002873636739701313,0.0
full,0,2012-05-01,1.049226390000002,1.1328943469926633,0.995206947675209,0.016167070565986652,-0.055578488243901436,False,-0.00038166434382236325,0.0
full,0,2012-11-01,0.4271061200000037,0.5952850520261288,0.6036572080841296,-0.06974042680858439,0.00713610549578636,False,0.0014927436892677726,0.0
full,0,2013-05-01,3.99715477,4.90789935693785,4.7257114809754475,1.601755483837719,-6.77637388000234,False,0.0249654521127598,0.0
full,0,2013-11-01,3.4209568800000034,1.4994350189192707,2.5701858017391555,-1.615063827837615,-0.005057622227622183,False,-0.000274937898576022,0.0
full,0,2014-05-01,-3.9672535700000067,-6.818129919945681,-2.4886066315759514,-2.2673574123328044,-0.04907642462620432,False,0.013221816054694635,0.0
full,0,2014-11-01,1.2721333200000018,0.03845562267767999,1.3428950113617333,-0.17661359504477225,0.018652996237089603,False,0.006318533677988514,0.0
full,0,2015-05-01,-1.403405409999997,0.18704776369027343,-0.8388557381734829,-1.6294214557907138,-0.3829238971898574,False,0.005935395094528895,0.0
full,0,2015-11-01,0.77973548000001,0.792461490558205,0.1944754848188568,-0.5482904855874438,0.4741235914299202,False,-0.0028303106319704785,0.0
full,0,2016-05-01,-0.5361683999999922,-1.1006417038642136,-1.0517353402287322,0.8482550049196624,0.8482550049196624,False,3.0743218206730205e-05,0.0
A,0,2009-11-01,-0.5681457100000009,-0.21491994975144646,-0.25080337062224345,0.455984668774434,-0.07894617360323375,False,0.05334823778061626,0.0
A,0,2010-05-01,0.004855749999999048,0.06169295881839343,-0.49689009229607617,2.0506711678033973,0.8358961351446204,False,0.020133212789431365,0.0
A,0,2010-11-01,0.4173974199999986,0.17221713886070855,0.8685684131723104,-1.3962010630766852,-0.32351965523953474,False,0.05360946392981236,0.0
A,0,2011-05-01,-0.31827428999999796,-0.1662442005409659,-0.000110831949484691,-0.07547323241791082,-0.03129022395459424,False,0.053414024377685276,0.0
A,0,2011-11-01,-0.4111701999999995,-1.0019832612602642,-0.6232512764824394,0.46898251035247807,-0.03342653589142319,False,0.05254044684154224,0.0
A,0,2012-05-01,-0.40540427999999906,-0.6443435339116066,-1.3258879317432637,1.2849688917559332,0.05298049278877892,False,0.05357771925109467,0.0
A,0,2012-11-01,1.5839426400000023,1.3890974873604023,0.20946139094748517,-0.3170105479230134,-0.048158814286691776,False,0.053411281888138706,0.0
A,0,2013-05-01,0.5666743099999982,1.4104041687990287,0.7985361033754357,-0.0012606999136077768,-0.0012606999136077768,False,-2.763514570158776e-05,0.0
A,0,2013-11-01,1.173264389999995,1.1813515646619699,1.4030735287557716,-0.0182741288662136,-0.0182741288662136,False,7.208737635688856e-05,0.0
A,0,2014-05-01,-0.0008114899999966951,0.00867809506530648,-0.2448149127902033,-0.02795914747627526,-0.02795914747627526,False,4.145344584927102e-06,0.0
A,0,2014-11-01,-0.07541018000000177,0.8714676614888672,-0.5983628445783262,0.17278602545798272,0.17278602545798272,False,-0.0011791430273355719,0.0
A,0,2015-05-01,6.423167639999994,2.2986122171554824,6.401256389842547,-0.009122209477174792,-0.009122209477174792,False,1.0227445636168397e-05,0.0
A,0,2015-11-01,-0.3504668400000077,0.2447055669600573,-0.3650239656487475,0.006629841352612242,-0.0026866367689559745,False,0.0001193577428437731,0.0
A,0,2016-05-01,5.776446120000001,4.675331146761863,7.21381102916463,-0.024922987907305405,0.08436689477907544,False,0.00036675365619842637,0.0
U,0,2009-11-01,-0.5681457100000009,-0.21491994975144646,-0.25080337062224345,0.455984668774434,-0.07894617360323375,False,0.05334823778061626,0.0
U,0,2010-05-01,0.004855749999999048,0.06169295881839343,-0.49689009229607617,2.0506711678033973,0.8358961351446204,False,0.020133212789431365,0.0
U,0,2010-11-01,0.4173974199999986,0.17221713886070855,0.8685684131723104,-1.3962010630766852,-0.32351965523953474,False,0.05360946392981236,0.0
U,0,2011-05-01,-0.31827428999999796,-0.1662442005409659,-0.000110831949484691,-0.07547323241791082,-0.03129022395459424,False,0.053414024377685276,0.0
U,0,2011-11-01,-0.4111701999999995,-1.0019832612602642,-0.6232512764824394,0.46898251035247807,-0.03342653589142319,False,0.05254044684154224,0.0
U,0,2012-05-01,-0.40540427999999906,-0.6443435339116066,-1.3258879317432637,1.2849688917559332,0.05298049278877892,False,0.05357771925109467,0.0
U,0,2012-11-01,1.5839426400000023,1.3890974873604023,0.20946139094748517,-0.3170105479230134,-0.048158814286691776,False,0.053411281888138706,0.0
U,0,2013-05-01,0.5666743099999982,1.4104041687990287,0.7985361033754357,-0.0012606999136077768,-0.0012606999136077768,False,-2.763514570158776e-05,0.0
U,0,2013-11-01,1.173264389999995,1.1813515646619699,1.4030735287557716,-0.0182741288662136,-0.0182741288662136,False,7.208737635688856e-05,0.0
U,0,2014-05-01,-0.0008114899999966951,0.00867809506530648,-0.2448149127902033,-0.02795914747627526,-0.02795914747627526,False,4.145344584927102e-06,0.0
U,0,2014-11-01,-0.07541018000000177,0.8714676614888672,-0.5983628445783262,0.17278602545798272,0.17278602545798272,False,-0.0011791430273355719,0.0
U,0,2015-05-01,6.423167639999994,2.2986122171554824,6.401256389842547,-0.009122209477174792,-0.009122209477174792,False,1.0227445636168397e-05,0.0
U,0,2015-11-01,-0.3504668400000077,0.2447055669600573,-0.3650239656487475,0.006629841352612242,-0.0026866367689559745,False,0.0001193577428437731,0.0
U,0,2016-05-01,5.776446120000001,4.675331146761863,7.21381102916463,-0.024922987907305405,0.08436689477907544,False,0.00036675365619842637,0.0
full,10,2009-11-01,4.268964800000003,5.399466604512693,8.37578557047587,-2.9173940214501703,-1.4776488727104353,False,-0.026804743402614628,0.0
full,10,2010-05-01,-1.4302210300000007,-2.655535865875125,-0.7015961980081586,2.1180418720813,0.016372767529881926,False,0.01986569497598545,0.0
full,10,2010-11-01,2.8282484200000013,2.444538166535315,1.3655206444509238,-3.0497005298038116,2.282073516707328,True,-0.00191122898096463,0.0
full,10,2011-05-01,-1.0487021700000043,-0.1179260872856025,-0.8217780949894227,-0.09421351664309352,-0.0318947881540077,False,0.0019326603954539223,0.0
full,10,2011-11-01,-1.6287144199999992,-1.0884714625471803,-0.9277644281331376,0.705750397600402,-0.6216721381934853,False,0.000317739821745322,0.0
full,10,2012-05-01,-11.411123470000001,-8.873190395243945,-8.89094898210885,1.4494711012290273,-0.019756431047868173,False,0.0013401122339002924,0.0
full,10,2012-11-01,3.749837570000003,0.7011380548304746,2.7644345947551052,-0.28689432223155675,-0.034916364218595675,False,0.0030169335195584512,0.0
full,10,2013-05-01,-2.9342749800000014,-1.1508148678325503,-2.7905506272931646,-0.6048519071388703,-0.6048519071388703,False,-0.005038116895365041,0.0
full,10,2013-11-01,-3.6399114499999996,-5.039072622873708,-1.7073828785098222,-0.25372682155880844,2.8069447951210136,False,0.00640789399134456,0.0
full,10,2014-05-01,0.44283663999999945,-0.07618640568802793,-0.05020597219382861,1.0854737955019789,-0.1795645519905742,False,0.006622787475000891,0.0
full,10,2014-11-01,-0.04996500999999709,0.28798306471022883,0.1588961210713169,0.15829407978638077,-0.14676812880567436,False,-0.0027213973217896648,0.0
full,10,2015-05-01,-0.35729764000000386,-0.36819917434627314,-0.37938748368249176,-0.05898421553568456,0.0810199532248479,False,-0.003561029647655589,0.0
full,10,2015-11-01,-1.2604567500000052,-3.7696517013322772,-0.6381406628230613,-0.9437600556146064,-0.1475708427242206,False,0.003196550242870577,0.0
full,10,2016-05-01,-2.2440442300000027,-1.822447210675926,-2.064480937255242,-1.2613715317803642,-1.2613715317803642,False,0.0013879228362503326,0.0
A,10,2009-11-01,0.26646852999999693,0.594380297066821,0.9784480572483156,-1.3335335340574517,-0.13052959620503124,False,-0.0010624765783990853,0.0
A,10,2010-05-01,0.5960472600000016,0.6496907616728942,-1.1903337329484565,-1.749023431980501,-0.843088339346354,False,-0.02095341871296519,0.0
A,10,2010-11-01,1.576265440000002,2.3991126382908234,0.7814327243122143,-1.3226234221376143,-0.7299867628388079,False,0.03377357279107707,0.0
A,10,2011-05-01,-1.1134594800000008,-0.8832233192678896,-1.6328387658158805,0.43423707438511316,-0.08021815160795809,False,0.052890858660476825,0.0
A,10,2011-11-01,0.3283418199999999,1.157791309814593,0.9107814721045049,-0.013771940810913819,-0.04334497094871104,False,0.05306298942040155,0.0
A,10,2012-05-01,-0.6549318400000004,-1.1071825490301501,-1.4988014718827491,-0.1648780513770376,-0.14589564167415414,False,-0.0010430147488469377,0.0
A,10,2012-11-01,0.6487417000000051,1.3178909370570535,0.6869924260129778,-0.5396710254618853,-0.5396710254618853,False,-0.020228556354610072,0.0
A,10,2013-05-01,6.65076764,3.465798608750159,1.578054414442831,-0.010065467282849294,-0.010065467282849294,False,6.92843183176528e-05,0.0
A,10,2013-11-01,0.4724405200000059,-0.11064168892425119,-0.042731048445276976,-0.0026668072977575896,-0.0026668072977575896,False,0.00011260381581945644,0.0
A,10,2014-05-01,-0.3135776899999998,-0.07382499710573143,0.23896222738313266,-0.4639559941826632,-0.4639559941826632,False,-0.021152842972631758,0.0
A,10,2014-11-01,-0.4575424100000003,-0.4890030016577507,-0.30992510961549424,-0.13174401991898899,-0.13174401991898899,False,-0.0009840484717960063,0.0
A,10,2015-05-01,0.7453094399999971,0.797318029679861,0.7400076504335606,-0.021617334992096726,-0.021617334992096726,False,0.00015231791310510445,0.0
A,10,2015-11-01,-0.34740858000000263,0.8969427026883192,-0.03789618689238328,0.009381642328776252,-0.0012962965699081508,False,-0.00014700163307423963,0.0
A,10,2016-05-01,-6.58548886,-4.744551595114421,-7.000621302866894,-0.011396552631715018,0.01840550636426075,False,0.00016871941396123802,0.0
U,10,2009-11-01,0.26646852999999693,0.594380297066821,0.9784480572483156,-1.3335335340574517,-0.13052959620503124,False,-0.0010624765783990853,0.0
U,10,2010-05-01,0.5960472600000016,0.6496907616728942,-1.1903337329484565,-1.749023431980501,-0.843088339346354,False,-0.02095341871296519,0.0
U,10,2010-11-01,1.576265440000002,2.3991126382908234,0.7814327243122143,-1.3226234221376143,-0.7299867628388079,False,0.03377357279107707,0.0
U,10,2011-05-01,-1.1134594800000008,-0.8832233192678896,-1.6328387658158805,0.43423707438511316,-0.08021815160795809,False,0.052890858660476825,0.0
U,10,2011-11-01,0.3283418199999999,1.157791309814593,0.9107814721045049,-0.013771940810913819,-0.04334497094871104,False,0.05306298942040155,0.0
U,10,2012-05-01,-0.6549318400000004,-1.1071825490301501,-1.4988014718827491,-0.1648780513770376,-0.14589564167415414,False,-0.0010430147488469377,0.0
U,10,2012-11-01,0.6487417000000051,1.3178909370570535,0.6869924260129778,-0.5396710254618853,-0.5396710254618853,False,-0.020228556354610072,0.0
U,10,2013-05-01,6.65076764,3.465798608750159,1.578054414442831,-0.010065467282849294,-0.010065467282849294,False,6.92843183176528e-05,0.0
U,10,2013-11-01,0.4724405200000059,-0.11064168892425119,-0.042731048445276976,-0.0026668072977575896,-0.0026668072977575896,False,0.00011260381581945644,0.0
U,10,2014-05-01,-0.3135776899999998,-0.07382499710573143,0.23896222738313266,-0.4639559941826632,-0.4639559941826632,False,-0.021152842972631758,0.0
U,10,2014-11-01,-0.4575424100000003,-0.4890030016577507,-0.30992510961549424,-0.13174401991898899,-0.13174401991898899,False,-0.0009840484717960063,0.0
U,10,2015-05-01,0.7453094399999971,0.797318029679861,0.7400076504335606,-0.021617334992096726,-0.021617334992096726,False,0.00015231791310510445,0.0
