group,bp,P_pp,CAGR_pp,DD5_pp
full,10,0.09379491000000156,-0.14645771020707077,0.19507346548710558
full,20,1.336468890000004,1.6676925939618337,-0.7161483518839828
full,30,-1.3078009800000012,-1.8025472882596705,0.613368539544723
A,10,-0.5564162500000025,-0.7961441465211605,0.3290237615263092
A,20,-1.4782332200000012,-1.8966227376640776,0.19428975930306236
A,30,-1.6925768699999955,-2.022508894566999,0.30868744289535566
