signal_date,exec_date,source_code,close,ma,ma_prev,weak_run,cross_count,hold_pv,trigger_code,trigger_pv,block_reason,next_source,shares_held
2012-03-06,2012-03-07,600585,17.1900,17.5990,17.3305,1,0,1.0467,000022,0.8726,连续1日<5,,8400
2012-03-07,2012-03-08,600585,16.8600,17.5845,17.4005,2,0,1.0266,000022,0.8653,连续2日<5,,8400
2012-03-09,2012-03-12,600585,17.4200,17.5670,17.5200,4,0,1.0607,000022,0.9016,连续4日<5,,8400
2012-05-18,2012-05-21,600309,14.0800,14.1985,14.0190,1,0,0.9656,600660,0.7263,连续1日<5,,51900
2012-05-21,2012-05-22,600897,13.3100,13.5700,13.5210,1,0,1.0197,600660,0.7271,连续1日<5,,30500
2012-05-24,2012-05-25,600897,13.4600,13.5980,13.6110,1,0,1.0312,600660,0.7221,连续1日<5,,30500
2012-06-04,2012-06-05,600897,13.2200,13.5420,13.5715,1,0,1.0128,002001,0.8084,连续1日<5,,30500
2012-06-05,2012-06-06,600897,13.4000,13.5230,13.5910,2,0,1.0266,002001,0.8345,连续2日<5,,30500
2012-06-06,2012-06-07,600897,13.3900,13.5145,13.5940,3,0,1.0258,002001,0.8293,连续3日<5,,30500
2012-06-07,2012-06-08,600897,13.2200,13.4995,13.5810,4,0,1.0128,002001,0.8105,连续4日<5,,30500
2012-10-23,2012-10-24,600309,13.7000,13.7570,13.5040,1,0,0.9808,600188,0.7031,连续1日<5,,23400
2013-08-21,2013-08-22,600660,7.3700,7.3755,7.3425,1,0,0.6357,000933,0.4404,连续1日<5,,144600
2013-08-22,2013-08-23,601398,3.9100,3.9180,3.9185,1,0,0.9928,000933,0.4307,连续1日<5,,200
2013-08-23,2013-08-26,601398,3.8900,3.9170,3.9185,2,0,0.9877,000933,0.4329,连续2日<5,,200
2013-08-27,2013-08-28,601398,3.9000,3.9185,3.9180,1,0,0.9903,000933,0.4546,连续1日<5,,200
2013-08-28,2013-08-29,601398,3.8800,3.9180,3.9180,2,0,0.9852,000933,0.4628,连续2日<5,,200
2013-08-29,2013-08-30,601398,3.8700,3.9160,3.9180,3,0,0.9827,000933,0.4419,连续3日<5,,200
2013-08-30,2013-09-02,601398,3.9000,3.9155,3.9170,4,0,1.0481,000933,0.4300,连续4日<5,,200
2013-09-02,2013-09-03,600585,15.6900,15.8340,15.6475,4,0,0.7238,000338,0.4966,连续4日<5,,500
2013-09-05,2013-09-06,600585,15.8000,15.9210,15.8155,1,0,0.7289,600031,0.4814,连续1日<5,,500
2013-09-06,2013-09-09,600585,15.8100,15.9350,15.8185,2,0,0.7293,600031,0.4808,连续2日<5,,500
2013-09-16,2013-09-17,600585,15.9800,15.9805,15.9335,1,0,0.7372,000338,0.5223,连续1日<5,,500
2013-09-17,2013-09-18,600585,15.5800,15.9530,15.9245,2,0,0.7187,000338,0.5121,连续2日<5,,500
2013-09-18,2013-09-23,600066,18.2800,18.3905,18.1645,1,0,0.9104,000338,0.5070,连续1日<5,,39820
2013-09-23,2013-09-24,600585,15.8900,15.9465,15.9815,4,0,0.7330,000338,0.5139,连续4日<5,,500
2013-09-25,2013-09-26,600585,15.6300,15.9175,15.9805,1,0,0.7210,000338,0.5042,连续1日<5,,500
2013-09-27,2013-09-30,600066,18.3800,18.5965,18.3905,2,0,0.9154,600188,0.5498,连续2日<5,,39820
2013-09-30,2013-10-08,600066,18.4000,18.6425,18.4430,3,0,0.9163,600188,0.5437,连续3日<5,,39820
2013-10-08,2013-10-09,600066,18.6200,18.7085,18.5230,4,0,0.9273,600188,0.5457,连续4日<5,600585,39820
2013-10-15,2013-10-16,601988,2.7900,2.8060,2.7690,1,0,1.0168,000338,0.5128,连续1日<5,600066,300
2013-10-16,2013-10-17,601988,2.8000,2.8035,2.7775,2,0,1.0204,600585,0.7363,连续2日<5,,400
2013-10-18,2013-10-21,601988,2.8000,2.8015,2.7925,1,0,1.0204,000338,0.5203,连续1日<5,600066,600
2013-10-22,2013-10-23,002024,12.4100,12.4655,11.5205,1,0,1.4270,000338,0.5139,连续1日<5,,14900
2013-10-23,2013-10-24,002024,11.3600,12.5205,11.7510,2,0,1.3062,000338,0.5111,连续2日<5,,14900
2013-10-24,2013-10-25,002024,11.1300,12.5445,11.9165,3,0,1.2798,000338,0.5136,连续3日<5,,14900
2013-11-25,2013-11-26,601988,2.8100,2.8115,2.8045,1,0,1.0578,600585,0.6567,连续1日<5,,1200
2013-12-04,2013-12-05,002024,9.9100,10.6615,10.6610,3,0,1.1467,000338,0.5276,连续3日<5,,14900
2013-12-05,2013-12-06,002024,9.7100,10.6140,10.6705,4,0,1.1236,000338,0.5229,连续4日<5,,14900
2014-02-25,2014-02-26,600897,14.6800,14.9970,14.7435,1,0,0.8812,002304,0.5894,连续1日<5,,14200
2014-02-26,2014-02-27,600897,14.4000,14.9955,14.8180,2,0,0.8644,002304,0.6033,连续2日<5,,14200
2014-02-27,2014-02-28,600897,14.3900,14.9925,14.8625,3,0,0.8638,002304,0.5938,连续3日<5,,14200
2014-02-28,2014-03-03,600897,14.4700,14.9860,14.9205,4,0,0.8686,002304,0.6164,连续4日<5,,14200
2014-03-05,2014-03-06,600897,14.9500,15.0630,14.9955,1,0,0.8974,002304,0.6265,连续1日<5,,6100
2014-03-06,2014-03-07,600897,14.6800,15.0740,14.9925,2,0,0.8812,002304,0.6350,连续2日<5,,6100
2014-03-07,2014-03-10,600897,14.3400,15.0645,14.9860,3,0,0.8608,002304,0.6246,连续3日<5,,6100
2014-04-15,2014-04-16,002304,52.4100,52.8710,52.7100,2,0,0.6053,601088,0.4437,连续2日<5,,8200
2014-04-16,2014-04-17,002304,52.6000,52.7510,52.8195,3,0,0.6075,601088,0.4465,连续3日<5,,8200
2014-04-21,2014-04-22,601988,2.6000,2.6060,2.5710,1,0,0.8623,000338,0.5062,连续1日<5,,900
2014-05-12,2014-05-13,000651,29.7100,29.9075,29.8275,4,0,0.7284,601088,0.4357,连续4日<5,000858,82000
2014-06-03,2014-06-04,600660,8.0800,8.0920,8.0120,1,0,0.6591,000333,0.4487,连续1日<5,,191800
2014-06-04,2014-06-05,600660,8.0500,8.0985,8.0350,2,0,0.6566,000333,0.4408,连续2日<5,,191800
2014-07-09,2014-07-10,601398,3.4200,3.4325,3.4256,1,0,0.8432,600066,0.6704,连续1日<5,,600
2014-07-10,2014-07-11,601988,2.5400,2.5675,2.5590,2,0,0.8362,600066,0.6639,连续2日<5,,200
2014-07-11,2014-07-14,601988,2.5500,2.5648,2.5633,3,0,0.8395,600066,0.6620,连续3日<5,,200
2014-07-14,2014-07-15,601988,2.5600,2.5621,2.5661,4,0,0.8427,600066,0.6804,连续4日<5,,200
