arm,buy_line,diagnostic,eligible_share,eligible_delta_pp,eligible_company_days,observations,current_value_eligible,current_value_trend_eligible,U_group,verdict,U_excellent,U_inferior_count,drawdown_gate_triggered,new_negative_starts,increased_negative_starts,engine_risk_gates_passed,full_cagr_level,full_cagr_delta_pp,full_cagr_better_starts,full_roll5_level,full_roll5_delta_pp,full_roll5_better_starts,full_roll5p25_level,full_roll5p25_delta_pp,full_roll5p25_better_starts,full_roll5dd_level,full_roll5dd_delta_pp,full_roll5dd_better_starts,full_mdd_level,full_mdd_delta_pp,full_mdd_better_starts,full_block5_level,full_block5_delta_pp,full_block5_better_starts,A_cagr_level,A_cagr_delta_pp,A_cagr_better_starts,A_roll5_level,A_roll5_delta_pp,A_roll5_better_starts,A_roll5p25_level,A_roll5p25_delta_pp,A_roll5p25_better_starts,A_roll5dd_level,A_roll5dd_delta_pp,A_roll5dd_better_starts,A_mdd_level,A_mdd_delta_pp,A_mdd_better_starts,A_block5_level,A_block5_delta_pp,A_block5_better_starts,U_cagr_level,U_cagr_delta_pp,U_cagr_better_starts,U_roll5_level,U_roll5_delta_pp,U_roll5_better_starts,U_roll5p25_level,U_roll5p25_delta_pp,U_roll5p25_better_starts,U_roll5dd_level,U_roll5dd_delta_pp,U_roll5dd_better_starts,U_mdd_level,U_mdd_delta_pp,U_mdd_better_starts,U_block5_level,U_block5_delta_pp,U_block5_better_starts
BL11800OP09,1.18,False,0.23206004741621006,5.277758649523379,117948,508265,40,23,U6,fail,False,11,True,0,2,False,0.4587692834256125,0.4247527837482612,7,0.5543535514855921,1.4973215238426096,9,0.3994234042531676,0.28870867020679425,8,0.5505004980585368,4.215971678394204,1,0.65265458329102,0.08089051867077868,7,0.6498680590508447,0.4003958595709012,7,0.4206439126631355,-6.139514048507799,0,0.41261324538477195,-6.490051519655593,0,0.3241179612631968,-6.088203328241959,0,0.4484207636800435,-4.8624356081745645,12,0.6362455156130773,0.08394319235572878,7,0.5627030732347633,-6.8530293176463974,0,0.37981085595809494,-6.288733941157343,0,0.41261324538477195,-6.006594700284273,0,0.3241179612631968,-6.088203328241959,0,0.4484207636800435,-4.8624356081745645,12,0.6362455156130773,0.08394319235572878,7,0.5067906538959874,-6.707289636175917,0
BL09500OP09,0.95,False,0.1430769382113661,-3.6205522709610167,72721,508265,20,12,U7,fail,False,7,True,0,2,False,0.47238886556560566,0.18995488794988358,9,0.5728329076717505,-0.30623972327866733,7,0.4105056833931239,0.0688386900449256,7,0.5557788092306267,3.8220235104227616,2,0.6588535146611623,-0.6887750582802832,9,0.6663401571178643,-2.101752522183431,6,0.4645604353988221,-2.715246087989809,6,0.45027764844190665,-3.581289792299036,1,0.37867348685141833,-0.02316793818269991,7,0.5447290231511821,3.0980008414107085,5,0.6118669142319995,-0.36285104883477803,7,0.5943469585003978,-4.2726303061771,0,0.45508309001596536,-1.1445414904249884,5,0.4221108575055815,-4.1366907126411885,4,0.3621972078373238,-0.2651590470885923,6,0.48473585307385275,-1.450827361811441,13,0.6016263189135471,-0.7587893164385684,10,0.5400066061356525,-3.821952708197357,3
BL11600OP09,1.16,False,0.22413898261733545,4.485652169635918,113922,508265,39,23,U6,fail,False,11,False,0,1,True,0.4529632008802692,0.17800924685570374,7,0.544463304591424,-0.243709055659469,6,0.42893899544300873,-0.7440663211419452,5,0.5309474370350197,2.4506317082822635,4,0.6710780427975489,0.21697735770005444,6,0.623395923924308,-1.1316395850991978,6,0.43741038931131304,-5.26070469101334,0,0.41097697519890763,-6.050194878102511,0,0.338302349933274,-4.948707034759037,1,0.4782353806706338,-2.4256838537273504,10,0.6487740545862397,-0.046099935987103935,7,0.5738732869069195,-5.493035603475699,0,0.3949318406980956,-5.490895863830092,0,0.4128866935508544,-5.438432525107473,0,0.338302349933274,-4.948707034759037,1,0.4782353806706338,-2.4256838537273504,10,0.6487740545862397,-0.046099935987103935,7,0.5231292391418678,-5.904042396137066,0
BL10200OP09,1.02,False,0.16999596667092953,-0.928649425004674,86403,508265,25,15,U3,fail,False,11,True,0,2,False,0.4620720229407723,0.09145630574047825,7,0.5642416812508728,-0.48293683472910853,6,0.3973293068523064,-0.17106796901890098,7,0.5524315304986522,3.576524526352265,2,0.6700283211820742,-0.5149431907523094,10,0.6696406726016529,-0.24036546624872646,7,0.4641879620658209,-0.805611727422173,5,0.46931969148565944,-3.0090781804116506,4,0.3447076818130361,-2.431663545999907,3,0.5446419263694058,4.322244280970001,5,0.6467682925449185,-0.1723097266089102,9,0.6089693656501541,-5.159811812027376,3,0.41404750753219277,-1.4108603212643955,4,0.36621612956981564,-1.8958259018812984,3,0.2789020599561832,-1.8915372674797148,3,0.503474436552088,-0.3346613255200581,10,0.6278943637153569,0.07621792406896644,6,0.5007603340952755,-2.615659147735988,2
BL09600OP09,0.96,False,0.14749392541292436,-3.1788535508051914,74966,508265,21,12,U4,fail,False,11,False,0,2,True,0.466271631768715,0.05421273592540743,7,0.552571228638518,-0.5363965317211616,7,0.4241420578561169,-1.362857503797521,6,0.4788733650085902,1.318212824121856,3,0.6714839000392417,-0.4001436358390731,9,0.6639041391933231,1.2257028591434016,7,0.45446665416694654,-1.9865933011510517,4,0.4445108471107929,-3.4206803190301116,1,0.34226657930055704,-4.646001637531294,3,0.5458523705054873,4.556534486764763,5,0.6219027478567958,-0.4849643647711621,8,0.5980068675434653,-4.4744482563858545,2,0.45446665416694654,-1.9865933011510517,4,0.4445108471107929,-3.4206803190301116,1,0.34226657930055704,-4.646001637531294,3,0.5458523705054873,4.556534486764763,5,0.6219027478567958,-0.4849643647711621,8,0.5980068675434653,-4.4744482563858545,2
BL10500OP09,1.05,False,0.18101187372728794,0.17294128063116698,92002,508265,31,18,U4,fail,False,11,False,0,1,True,0.4594844387177053,0.0010083741072808294,7,0.5313677660071524,-0.44437096953396926,5,0.4262562972866648,-0.4138972032200705,5,0.4804843775847152,0.3045225594432377,6,0.672574935900765,0.12351364014240307,2,0.6546066122076143,0.06900968558962717,7,0.48641435084381535,-1.18341779802974,6,0.5009101395215129,-1.6285347011726459,6,0.36548741575074295,-1.076734191406381,4,0.5311080988052522,-0.13030787629101925,8,0.6418072437681465,-9.870747841311811e-05,7,0.6341438574405313,-2.194387028031164,6,0.48641435084381535,-1.18341779802974,6,0.5009101395215129,-1.6285347011726459,6,0.36548741575074295,-1.076734191406381,4,0.5311080988052522,-0.13030787629101925,8,0.6418072437681465,-9.870747841311811e-05,7,0.6341438574405313,-2.194387028031164,6
BASE,1.0454,False,0.17928246092097627,0.0,91123,508265,30,18,A,pass,True,0,False,0,0,True,0.4572364093852366,0.0,0,0.5199538620061581,0.0,0,0.40994352866334094,0.0,0,0.4697761783723764,0.0,0,0.6689672533939561,0.0,0,0.6611546440962315,0.0,0,0.4891437005216345,0.0,0,0.526649672725389,0.0,0,0.3827618687625576,0.0,0,0.5011818936111451,0.0,0,0.6525676472556761,0.0,0,0.6256808214112366,0.0,0,0.4891437005216345,0.0,0,0.526649672725389,0.0,0,0.3827618687625576,0.0,0,0.5011818936111451,0.0,0,0.6525676472556761,0.0,0,0.6256808214112366,0.0,0
BL13000OP09,1.3,False,0.277310064631639,9.802760371066272,140947,508265,49,29,U3,fail,False,11,False,0,3,True,0.4734990159204201,-0.12425537111254714,7,0.5482736007831102,1.8070657924197264,8,0.43936349506333927,1.2529279768783819,10,0.5620581016283404,1.8947762552643466,3,0.6526067933448566,-1.0890451511927413,11,0.6639612544974277,-0.7704762365690399,6,0.5037257590151754,-1.0623779587721094,6,0.5016327534033413,0.5569606528230686,7,0.4038124192724931,1.4828293107205237,8,0.4507780684564641,-6.424078495162528,12,0.6446961994945271,-1.0263402032386681,10,0.646548338820711,2.816152563205976,9,0.40905611421521093,-1.627418833426908,3,0.3332937702054731,-4.692342594280541,1,0.25126446426057236,-4.087359208301288,0,0.4773508936034853,-2.6245895114017816,10,0.6257645112876533,-1.3696676113493123,8,0.5190126701057007,-2.2292148191479955,5
BL10800OP09,1.08,False,0.192787227135451,1.3504766214474717,97987,508265,34,19,U4,fail,False,9,False,0,2,True,0.40274085935582293,-0.21575787897811782,5,0.4668669291316373,-0.9837313498925915,4,0.3529933048098278,0.1508845970031758,8,0.4501955373867072,0.9553273056997158,6,0.6829555346027901,0.6757764833609514,6,0.6118909582370318,-0.4120050157381816,5,0.4885173712437062,0.045178599653672435,7,0.5084215113552241,1.902787342892076,8,0.3830163982033087,-0.1672464377983407,7,0.5459198902062159,3.179925377091941,4,0.6378373681613957,0.56248785625026,6,0.6426054690598111,2.1271067032702207,8,0.4885173712437062,0.045178599653672435,7,0.5084215113552241,1.902787342892076,8,0.3830163982033087,-0.1672464377983407,7,0.5459198902062159,3.179925377091941,4,0.6378373681613957,0.56248785625026,6,0.6426054690598111,2.1271067032702207,8
BL11400OP09,1.14,False,0.21621398286327015,3.6931521942293877,109894,508265,39,23,U4,fail,False,12,False,0,2,True,0.4704677744237423,-0.26912105245270324,6,0.5696337488360509,1.9495481547808002,8,0.4376108380890459,0.47077480592054854,7,0.5568747396449099,2.8429008548772225,3,0.654409664645015,-0.2979811837497903,7,0.6452498028485248,-0.9488243450531009,6,0.44568535842515244,-3.89198997661091,2,0.42737822119662494,-4.106356159712432,3,0.34940939097127344,-2.7714637586044533,2,0.5248503013954984,-2.7360206416898682,8,0.6554564531737737,1.3620228978884763,3,0.5845801254284508,-5.9039525220694165,2,0.44568535842515244,-3.89198997661091,2,0.42737822119662494,-4.106356159712432,3,0.34940939097127344,-2.7714637586044533,2,0.5248503013954984,-2.7360206416898682,8,0.6554564531737737,1.3620228978884763,3,0.5845801254284508,-5.9039525220694165,2
BL12500OP09,1.25,False,0.25897907587577346,7.969661495479718,131630,508265,49,29,U3,fail,False,11,False,0,3,True,0.4697244218367841,-0.34587115775451815,6,0.5602407363921734,2.054864520132038,9,0.43345545596048696,0.7018677497524384,9,0.5326682762275997,0.9175688055311937,6,0.6581318829471208,-1.1925045766636722,9,0.6511277320857545,0.7286723889459223,7,0.4824563614274976,-1.759839248298456,6,0.49688726075206047,0.6374173136449501,8,0.37970032072218884,0.485618127398757,7,0.5089970882811795,-1.9384904507719736,8,0.643630360998863,0.0834624664029393,7,0.6417821104014462,2.597421526740229,9,0.41090443866039383,-0.15694076054741934,6,0.36721996071399277,-1.0172692511985826,5,0.2858185029589946,-1.07931539574041,5,0.48860649975681536,-1.7289816861534302,14,0.6286697981924612,-0.5265108490553894,7,0.5184334505967532,-0.3339468528108569,7
BL10700OP09,1.07,False,0.18878144275132067,0.9498981830344394,95951,508265,34,19,U6,fail,False,7,False,0,2,True,0.45833242493107873,-0.4584061338806733,5,0.5515979692570002,1.0280648595093922,7,0.41332117823733394,-0.6948883560244479,6,0.46787672132592867,0.13299115704680786,6,0.6550306942246086,-0.22839839648901017,8,0.6471707057277851,-0.3074751524651864,7,0.4968821089838281,0.497707215072285,8,0.49772670763062554,1.3345839576314522,8,0.3750262994138629,-0.4264821593292889,6,0.5455481186541677,0.0836251938079069,7,0.6263253186223668,0.22116277781732419,7,0.6387724133887697,1.882646826815526,8,0.448760525520703,0.21701031119649716,7,0.49772670763062554,1.3345839576314522,8,0.3750262994138629,-0.4264821593292889,6,0.5455481186541677,0.0836251938079069,7,0.6263253186223668,0.22116277781732419,7,0.5862663267921866,1.7701837011257382,8
BL17500OP09,1.75,False,0.4333251355100194,25.40426745890431,220244,508265,89,40,U4,fail,False,9,False,0,2,True,0.4534530478795398,-0.509208419025653,6,0.5368339260267024,-0.16724424651645142,6,0.4164811131835827,-0.7781921005270753,4,0.5479878383523933,2.790559598123404,4,0.6815567159571078,-0.549049880248792,9,0.6317689659369121,-1.7335539969611014,4,0.5007951453050066,-0.21861843861724628,6,0.5279467691691089,0.7936622890906575,7,0.4159326736908262,2.218200242065016,9,0.5303409819732701,1.6503178809323338,6,0.6465580310478594,0.5375294059699831,6,0.6669001361918133,1.4049322686443155,9,0.5007951453050066,-0.21861843861724628,6,0.5279467691691089,0.7936622890906575,7,0.4159326736908262,2.218200242065016,9,0.5303409819732701,1.6503178809323338,6,0.6465580310478594,0.5375294059699831,6,0.6669001361918133,1.4049322686443155,9
BL11100OP09,1.11,False,0.20465505199059544,2.5372591069619173,104019,508265,36,21,U4,fail,False,14,False,0,1,True,0.4491575936404355,-0.5113130347153438,5,0.5640292465335506,-0.29782458462597194,7,0.43359029914801706,0.21787457116057007,8,0.49963678178204624,1.0194657340934998,5,0.6658504008041802,-0.17711644776178814,9,0.64067348423492,-1.134684052091256,4,0.44896923453604676,-3.323476321140395,0,0.45588796370157336,-6.082978249869897,1,0.35892661477477295,-2.6843890069504606,1,0.5452533821876253,3.7292696789229804,5,0.6322829245922296,0.2880878171022616,7,0.5870609097568729,-5.132965649100019,2,0.44896923453604676,-3.323476321140395,0,0.45588796370157336,-6.082978249869897,1,0.35892661477477295,-2.6843890069504606,1,0.5452533821876253,3.7292696789229804,5,0.6322829245922296,0.2880878171022616,7,0.5870609097568729,-5.132965649100019,2
BL11200OP09,1.12,False,0.20842867401847462,2.9146213097498346,105937,508265,38,23,U4,fail,False,14,False,0,2,True,0.4370276243243125,-0.6353756989719628,7,0.5563264768242572,0.5327826385770784,9,0.3752794330237753,-0.4864213089844749,7,0.5115343589188845,1.9177503944088015,3,0.6508457328177721,-0.13190486445218697,8,0.6467705413449436,-1.3552323528267685,7,0.4543299270834592,-2.845894997235965,1,0.43906566943676995,-3.986657334334509,3,0.35518376916435834,-1.47083507542779,2,0.5456310766675079,4.56016969695236,4,0.6468175726812587,0.326313249871113,7,0.601802985240784,-3.5314221618662325,4,0.4543299270834592,-2.845894997235965,1,0.43906566943676995,-3.986657334334509,3,0.35518376916435834,-1.47083507542779,2,0.5456310766675079,4.56016969695236,4,0.6468175726812587,0.326313249871113,7,0.601802985240784,-3.5314221618662325,4
BL10600OP09,1.06,False,0.18481304044150199,0.5530579520525714,93934,508265,33,19,U4,fail,False,6,False,0,3,True,0.44069785481733736,-0.6694616113565255,7,0.525275682305075,-0.545164464141501,6,0.4201997634339649,0.03560387959069544,7,0.4584860701875332,0.20856498316018102,6,0.6723713544464791,0.49411667102352563,6,0.638105257507878,-0.14082413166895402,7,0.4958881574028715,-0.020546750033623162,6,0.5254672685350456,0.2517457816242685,7,0.37610445446334784,-1.1356005258048363,4,0.5098080468273833,0.3959583951664569,5,0.645414906638325,0.7029109164794933,5,0.644628326367567,1.3555567384046285,8,0.4958881574028715,-0.020546750033623162,6,0.5254672685350456,0.2517457816242685,7,0.37610445446334784,-1.1356005258048363,4,0.5098080468273833,0.3959583951664569,5,0.645414906638325,0.7029109164794933,5,0.644628326367567,1.3555567384046285,8
BL09900OP09,0.99,False,0.15888365321239906,-2.039880770857722,80755,508265,22,13,U4,fail,False,11,True,0,2,False,0.46814997145632475,-0.6714038185213878,6,0.5715061899927093,-0.711647287034689,6,0.4099032924097209,-0.9046973958806936,6,0.5528704616426994,4.049157861607933,4,0.6746339480028134,0.5550950126867515,6,0.6656198339524078,-1.4619253721687708,5,0.4526197261376158,-4.649151114810435,3,0.4539091799725581,-5.28203927273495,1,0.3325054962837859,-5.646886468118895,3,0.5351040208246459,3.0331740614314375,5,0.6396390859562299,-0.41234372713039313,7,0.5912375547690507,-6.655952212083721,0,0.4526197261376158,-4.649151114810435,3,0.4539091799725581,-5.28203927273495,1,0.3325054962837859,-5.646886468118895,3,0.5351040208246459,3.0331740614314375,5,0.6396390859562299,-0.41234372713039313,7,0.5912375547690507,-6.655952212083721,0
BL09000OP09,0.9,False,0.12057096199817025,-5.871149892280602,61282,508265,16,9,U6,fail,False,6,False,0,2,True,0.438776394672875,-0.7515918995663617,6,0.4959982538452036,-0.3628558565082485,6,0.3832097643875919,-3.060300860805465,6,0.4511075507834257,-0.8091204384353234,9,0.6643314255504761,-3.8700254515084573,11,0.5909430787789722,-3.6171848913578994,5,0.44883299630125617,-2.6363060303216113,4,0.436514007992333,-4.970899034149268,1,0.3866400822234618,0.08193874916023747,7,0.5321446071643695,0.08874135297554098,7,0.6014093417505503,-5.061610317588094,11,0.5924755123962425,-4.120445222986318,2,0.42407380421687124,-1.3174892564686624,6,0.43715125566898594,-3.620857872662564,1,0.3866400822234618,0.08193874916023747,7,0.5321446071643695,0.08874135297554098,7,0.6014093417505503,-5.061610317588094,11,0.555286003802637,-2.10653639439054,2
BL10900OP09,1.09,False,0.19676546683324644,1.748300591227017,100009,508265,34,19,U4,fail,False,6,False,0,2,True,0.45560836996832843,-0.8106068444871717,5,0.5585628773161402,-0.6793394048753565,7,0.3842144769165434,-0.5919244753425756,7,0.47396198028615394,0.7624292022723467,5,0.6603407257185074,0.28092821944516455,6,0.6528368584931055,-1.214665047525465,5,0.5058581311985189,0.5917186224723814,8,0.5221259228965301,1.9666389694374509,7,0.3923234438111295,0.28181098853690134,8,0.5444188487825588,0.3445997933996636,7,0.6332807894442152,0.9441998955589781,6,0.6563636122366727,2.493813019259483,8,0.5058581311985189,0.5917186224723814,8,0.5221259228965301,1.9666389694374509,7,0.3923234438111295,0.28181098853690134,8,0.5444188487825588,0.3445997933996636,7,0.6332807894442152,0.9441998955589781,6,0.6563636122366727,2.493813019259483,8
BL09200OP09,0.92,False,0.1293675543269751,-4.9914906594001165,65753,508265,18,10,U3,fail,False,10,True,0,2,False,0.45184843995434487,-0.8273107626880827,7,0.5477581353349326,-0.799028461047524,6,0.4199233669819207,-0.4541508231482472,7,0.5450351246921588,3.3826519694150123,3,0.6615213542074954,-2.124837248324468,11,0.6403198780532791,-0.49391857248827775,6,0.46434704439108143,-2.139623183817052,5,0.4503166600234486,-3.306548139226162,1,0.3912684594911898,-1.3787455014785288,6,0.5451799934167354,4.379643394551069,5,0.6650973705621099,0.9285954289935894,5,0.6116315990998338,-2.897686575899605,2,0.391840874904717,-1.2872956201623986,3,0.35044198779857716,-2.3756125221694457,6,0.28469523806940356,-0.9354337953222158,5,0.5215179717021277,1.4124031148630645,5,0.6962630380945835,2.428756148413619,6,0.5206302264023807,-0.24517167676028073,6
