arm,buy_line,diagnostic,eligible_share,eligible_delta_pp,eligible_company_days,observations,current_value_eligible,current_value_trend_eligible,U_group,verdict,U_excellent,U_inferior_count,drawdown_gate_triggered,new_negative_starts,increased_negative_starts,engine_risk_gates_passed,full_cagr_level,full_cagr_delta_pp,full_cagr_better_starts,full_roll5_level,full_roll5_delta_pp,full_roll5_better_starts,full_roll5p25_level,full_roll5p25_delta_pp,full_roll5p25_better_starts,full_roll5dd_level,full_roll5dd_delta_pp,full_roll5dd_better_starts,full_mdd_level,full_mdd_delta_pp,full_mdd_better_starts,full_block5_level,full_block5_delta_pp,full_block5_better_starts,A_cagr_level,A_cagr_delta_pp,A_cagr_better_starts,A_roll5_level,A_roll5_delta_pp,A_roll5_better_starts,A_roll5p25_level,A_roll5p25_delta_pp,A_roll5p25_better_starts,A_roll5dd_level,A_roll5dd_delta_pp,A_roll5dd_better_starts,A_mdd_level,A_mdd_delta_pp,A_mdd_better_starts,A_block5_level,A_block5_delta_pp,A_block5_better_starts,U_cagr_level,U_cagr_delta_pp,U_cagr_better_starts,U_roll5_level,U_roll5_delta_pp,U_roll5_better_starts,U_roll5p25_level,U_roll5p25_delta_pp,U_roll5p25_better_starts,U_roll5dd_level,U_roll5dd_delta_pp,U_roll5dd_better_starts,U_mdd_level,U_mdd_delta_pp,U_mdd_better_starts,U_block5_level,U_block5_delta_pp,U_block5_better_starts
BL10000OP09,1.0,False,0.1625805436140596,-1.670191730691667,82634,508265,24,14,U6,fail,False,13,False,0,2,True,0.4812332531456641,1.5934806025345805,8,0.5756634293100088,2.5432015581014378,9,0.4243577026512809,-0.3520126808119195,7,0.5538578602850033,1.9792942737807406,3,0.6742969580310558,0.5347020000773361,5,0.678472052033978,1.5666912461362315,8,0.4461666845005777,-3.705985334239492,2,0.4469885587466248,-7.984655847791078,0,0.32540744242915964,-6.562259303907492,2,0.5441829103072133,4.416599839532154,5,0.6615564088833525,0.4866405106642824,4,0.5879844671506521,-6.700221839872045,0,0.4028039735573009,-3.6458380575974947,1,0.4469885587466248,-7.053445654500534,0,0.32540744242915964,-6.562259303907492,2,0.5441829103072133,4.416599839532154,5,0.6615564088833525,0.4866405106642824,4,0.5263022558383282,-6.675059332282873,0
BL15000OP09,1.5,False,0.3476355837997895,16.835312287881322,176691,508265,68,37,U6,ruling,False,4,False,0,3,True,0.45274981875467624,1.5627623679670855,8,0.5498085172810565,1.3469660429951236,7,0.41537682581046165,-0.9584975028883891,6,0.5599759737624467,2.8191019617550497,3,0.6680855146243672,-0.27793076135554373,8,0.6443732068000444,0.07236579444827029,7,0.491159933963479,-0.692355059755223,6,0.5171213153757004,1.1509002299141868,9,0.41923844349659967,2.684609937105198,10,0.527105739189418,-1.6367710037260952,8,0.6466265022788943,-1.1322521166883759,11,0.668989794381933,1.9841937489274208,9,0.44954720783727986,-0.5810342716424444,6,0.5234811695992996,1.3339422278169977,9,0.41923844349659967,2.684609937105198,10,0.527105739189418,-1.6367710037260952,8,0.6466265022788943,-1.1322521166883759,11,0.6108124992088932,0.6763252251920926,9
BL11700OP09,1.17,False,0.22809164510639135,4.8809184185415075,115931,508265,39,23,U3,fail,False,9,True,0,2,False,0.4898259058659665,1.2212144288128446,9,0.5735144156349213,3.0684844545061485,10,0.4258433109572639,1.7334234031226359,8,0.5514074796403141,4.656434385365005,2,0.6555982753211494,-0.8570905880324553,8,0.678774525365805,1.6565891327052662,8,0.42513219398545554,-5.524276324002164,1,0.41686624707128106,-7.365551419111349,1,0.32730023434165234,-4.7095746259611655,0,0.4254485533051022,-7.674164648658232,12,0.6324815554411638,0.29647785383145053,7,0.5598619277838637,-6.6656490601370795,2,0.4291226308392555,-0.9131580284491791,4,0.37178174512605566,-1.4994896919987455,6,0.289804008771009,-0.6485740606308799,7,0.47709363977989755,-2.883201715456546,13,0.6334938576178833,-0.09637326183514205,7,0.5256456889512546,-0.7080278385323269,5
BL11500OP09,1.15,False,0.22014106814358653,4.0858607222610255,111890,508265,39,23,U4,fail,False,12,True,0,2,False,0.4734702871141445,0.9113040870377342,10,0.5685718189611261,2.355809487843208,9,0.42107801969105296,1.299948273777951,8,0.5544457161958993,7.321604153328981,3,0.65876375542729,-0.8120972066583965,10,0.6689247789591442,0.5431248416076895,8,0.4512601776786228,-6.3923471514032215,2,0.4213723441568039,-6.662827941978722,2,0.34004346451959255,-4.584305107303354,2,0.45584823229178834,-6.327441872100886,10,0.6561722155415772,1.387491868963442,4,0.5732514265974105,-6.602351276034324,2,0.4512601776786228,-6.3923471514032215,2,0.4213723441568039,-6.662827941978722,2,0.34004346451959255,-4.584305107303354,2,0.45584823229178834,-6.327441872100886,10,0.6561722155415772,1.387491868963442,4,0.5732514265974105,-6.602351276034324,2
BL12000OP09,1.2,False,0.24001259185661022,6.073013093563395,121990,508265,43,25,U3,fail,False,9,True,0,2,False,0.4893381844026815,0.7306997099269408,8,0.5551642135347263,1.0688990463071368,8,0.4118630435682017,-0.3447629931775942,6,0.5539411398850381,5.40075790437805,2,0.6531032574950162,-1.1253057079058493,10,0.6512328215464271,-0.012052167505083311,7,0.4324222052066745,-4.743495767073269,0,0.4178066956626406,-6.382346316990828,0,0.3363401851174438,-4.355277725947815,0,0.46673126366775664,-4.034864636130103,12,0.6554613757457051,-0.4900984691689869,9,0.5806339799256433,-6.4080695531618606,1,0.4207371855159894,-1.2169605575433895,5,0.36659719532792734,-2.7923499997309253,6,0.27515646180478015,-1.8091656795499622,5,0.47934958347073525,-2.6969312607380393,13,0.6350575282264335,0.45091368420351885,6,0.5203600334648311,-0.5521524444251247,7
BL11000OP09,1.1,False,0.2007476414862326,2.1465180565256317,102033,508265,35,20,U4,pass,False,4,False,0,2,True,0.4647540445220246,0.6156155952758202,8,0.5592714491061296,0.7251646496826969,9,0.43758224507464205,0.18300256387115965,7,0.5271737447033521,0.3757069139725955,3,0.6833104760318471,0.3338314343356408,6,0.6295887721517588,-0.2158139538931403,7,0.48753507128739537,1.0778640502201342,11,0.5146885887443144,4.977804120549845,10,0.4016360495261282,2.0038759912633375,11,0.5448433880325858,1.9613916761315464,5,0.6279226691786672,-0.2610140637644143,7,0.6640450697994029,4.809220732088187,9,0.48753507128739537,1.0778640502201342,11,0.5146885887443144,4.977804120549845,10,0.4016360495261282,2.0038759912633375,11,0.5448433880325858,1.9613916761315464,5,0.6279226691786672,-0.2610140637644143,7,0.6640450697994029,4.809220732088187,9
BL30000OP09,3.0,False,0.723406097213068,54.41236362920918,367682,508265,135,45,U3,fail,False,12,True,0,3,False,0.4716823917813696,0.5988044244497392,7,0.5751960343516275,2.681707569642333,8,0.4259498995198393,-0.3207844901572554,6,0.54813766416553,4.127674935052977,3,0.673438139701644,0.32734698390411987,6,0.6475269717127363,-1.051734482811062,6,0.4899842037883504,0.41225529794920446,8,0.504344843345808,-0.695053517714983,7,0.402798362646941,2.5782021205247085,10,0.5302086442542446,-1.9734332600820914,9,0.6343389572911801,-0.909223501183043,9,0.6581091021701031,0.5981000034530726,9,0.40511247266042993,-2.2574484042336085,3,0.3439870745189868,-4.154350548136742,2,0.2645667969056189,-2.3289179780741076,1,0.4887090433386507,-1.8533417881491099,12,0.6652391913414937,0.5062226130784553,5,0.5117887651094388,-1.4467500955465895,3
BL09700OP09,0.97,False,0.15147019763312444,-2.781226328785183,76987,508265,22,13,U4,fail,False,12,False,0,2,True,0.4401986781606154,0.5859271649405917,8,0.540961256223228,0.11167099878088838,7,0.41582049277545396,0.9508495216151047,8,0.5447873686103033,1.4472860344124039,4,0.6801675581262829,0.2366317572858323,6,0.6477684146393312,1.2091095892689918,8,0.45330175140911244,-2.290119973455762,3,0.43425250094395085,-4.10455357328916,0,0.3447382746762636,-4.638838765567044,3,0.5451837565721893,4.383224973501953,5,0.6296641795875746,0.04507576721781148,7,0.592365382507386,-6.109155102920067,1,0.45330175140911244,-2.290119973455762,3,0.43425250094395085,-4.10455357328916,0,0.3447382746762636,-4.638838765567044,3,0.5451837565721893,4.383224973501953,5,0.6296641795875746,0.04507576721781148,7,0.592365382507386,-6.109155102920067,1
BL09100OP09,0.91,False,0.12488170540957964,-5.440075551139663,63473,508265,16,9,U6,fail,False,11,False,0,2,True,0.44823809284968585,0.5075468679863859,8,0.5295244612885515,-1.210741231269219,6,0.39619989958199753,-4.074860188229712,3,0.5229641334233952,-0.4109529539562007,8,0.663434676843374,-1.6293705927318103,10,0.6153707667024407,-3.9678636085430985,4,0.45250400012798275,-2.3115712308574454,3,0.43970990756747896,-5.34490493684372,0,0.3679304107811435,-3.676453972023952,2,0.5312663282214852,3.0083850783260093,5,0.6665379799779134,0.721743536552838,6,0.6020245319390725,-5.636803027950382,1,0.4188683621532724,-1.0843023676585184,5,0.43970990756747896,-5.34490493684372,0,0.3679304107811435,-3.676453972023952,2,0.5312663282214852,3.0083850783260093,5,0.6665379799779134,0.721743536552838,6,0.5560944122460776,-4.849402115231194,2
BL14000OP09,1.4,False,0.31281910027249565,13.353663935151939,158995,508265,59,33,U6,fail,False,4,False,0,2,True,0.4579523610514743,0.5069109073752909,8,0.5387746987503457,0.4156634804283854,7,0.42029631615604657,-0.3663534727706086,6,0.5463349945735885,2.1150670195756005,4,0.6683431986984485,-1.3440606174581482,8,0.6501974778913641,-1.2511739217060835,5,0.4775885569675914,-1.1658476309717614,5,0.4952224507892877,0.5662923322141244,7,0.40174448139241425,2.5122285127262667,10,0.45616252657356476,-4.5781589824991755,13,0.640518181666945,-1.5074740307735424,8,0.6538642168038843,1.9752414006499575,8,0.4336922971547188,-1.168406018995749,5,0.4952224507892877,0.5662923322141244,7,0.40174448139241425,2.5122285127262667,10,0.45616252657356476,-4.5781589824991755,13,0.640518181666945,-1.5074740307735424,8,0.5948531275026527,1.2183121178431677,7
