group,arm,start,end,cagr,cagr_delta_pp,mdd,mdd_delta_pp
A,BL09200OP09,2009-11-01,2026-08-28,0.3931728816718496,6.833101588352797,0.6650973705621099,-6.3285860017106454
A,BL09200OP09,2011-11-01,2026-08-28,0.45678485394783586,2.239650751508826,0.6650973705621099,1.2849093806015288
A,BL09300OP09,2009-11-01,2026-08-28,0.3565673483943146,3.172548260599295,0.6917877844577396,-3.6595446121476805
A,BL09300OP09,2011-11-01,2026-08-28,0.4134313138173151,-2.095703261543247,0.6917877844577396,3.953950770164494
A,BL09400OP09,2009-11-01,2026-08-28,0.37838132712233885,5.353946133401721,0.6478407752018327,-8.05424553773837
A,BL09400OP09,2011-11-01,2026-08-28,0.41848601017313536,-1.5902336259612238,0.6739534293293631,2.170515257326844
A,BL09500OP09,2009-11-01,2026-08-28,0.3656276346635121,4.078576887519048,0.6477214015245273,-8.06618290546891
A,BL09500OP09,2011-11-01,2026-08-28,0.45381159462070086,1.9423248187953268,0.6002667593880078,-5.198151736808687
A,BL09600OP09,2009-11-01,2026-08-28,0.3446960484265351,1.985418263821348,0.626975123660108,-10.14081069191084
A,BL09600OP09,2011-11-01,2026-08-28,0.4232404537369283,-1.1147892695819284,0.6168303720534836,-3.541790470261108
A,BL09700OP09,2009-11-01,2026-08-28,0.3529777715933655,2.813590580504388,0.6480827564260303,-8.03004741531861
A,BL09700OP09,2011-11-01,2026-08-28,0.4092907744518952,-2.5097571980852384,0.6731032904992336,2.0855013743138917
A,BL09800OP09,2009-11-01,2026-08-28,0.3435805417827513,1.8738675994429688,0.6199194097853946,-10.846382079382177
A,BL09800OP09,2011-11-01,2026-08-28,0.40694417340243216,-2.7444173030315433,0.6572207842890876,0.49725075329929425
A,BL09900OP09,2009-11-01,2026-08-28,0.3369915334224225,1.2149667634100858,0.6837616862140783,-4.46215443651381
A,BL09900OP09,2011-11-01,2026-08-28,0.4153826532277116,-1.9005693205035978,0.6239226086762306,-2.832566807986403
A,BL10000OP09,2009-11-01,2026-08-28,0.3403744287943893,1.5532563006067646,0.6421092543110689,-8.627397626814748
A,BL10000OP09,2011-11-01,2026-08-28,0.4024134137290516,-3.1974932703696,0.6655406732603157,1.3292396504221093
A,BL10100OP09,2009-11-01,2026-08-28,0.30564109260697236,-1.9200773181349273,0.6722162423320157,-5.616698824720068
A,BL10100OP09,2011-11-01,2026-08-28,0.41046097107424084,-2.3927375358506753,0.608293612297426,-4.3954664458668695
A,BL10200OP09,2009-11-01,2026-08-28,0.34839332279138113,2.3551457003059495,0.7049378669305404,-2.3445363648676
A,BL10200OP09,2011-11-01,2026-08-28,0.4458438436962189,1.1455497263471281,0.6500421790394335,-0.22060977166611373
A,BL10300OP09,2009-11-01,2026-08-28,0.34913497964479134,2.4293113856469706,0.715595653459556,-1.2787577119660387
A,BL10300OP09,2011-11-01,2026-08-28,0.3860451488578842,-4.834319757486338,0.6812554881372512,2.9007211381156583
A,BL10400OP09,2009-11-01,2026-08-28,0.3307906471263029,0.5948781337981268,0.7224688011979414,-0.5914429381274955
A,BL10400OP09,2011-11-01,2026-08-28,0.4165406608569324,-1.7847685575815175,0.6709683729749081,1.8720096218813431
A,BL10414OP09,2009-11-01,2026-08-28,0.32213810055184355,-0.2703765236478084,0.725395173025752,-0.29880575534644294
A,BL10414OP09,2011-11-01,2026-08-28,0.4190356962604156,-1.5352650172332005,0.6352430104194993,-1.7005266336595382
A,BL10500OP09,2009-11-01,2026-08-28,0.3192067251336619,-0.5635140654659754,0.7385290240090945,1.0145793429878092
A,BL10500OP09,2011-11-01,2026-08-28,0.41017647549727165,-2.4211870935475943,0.6482374597889651,-0.4010816967129571
A,BL10600OP09,2009-11-01,2026-08-28,0.3391529176594279,1.4311051871106262,0.7626688050077163,3.4285574428499888
A,BL10600OP09,2011-11-01,2026-08-28,0.43417830641365907,-0.021004001908853098,0.6487960011120977,-0.34522756439969715
A,BL10700OP09,2009-11-01,2026-08-28,0.32624528266967734,0.14034168813557013,0.7679015245339083,3.9518293954691863
A,BL10700OP09,2011-11-01,2026-08-28,0.4429390738528376,0.8550727420089999,0.6157739957049291,-3.647428105116557
A,BL10800OP09,2009-11-01,2026-08-28,0.33925176096821974,1.4409895179898102,0.77615587863686,4.777264805764359
A,BL10800OP09,2011-11-01,2026-08-28,0.42194816260899626,-1.2440183823751338,0.633004857181594,-1.9243419574500598
A,BL10900OP09,2009-11-01,2026-08-28,0.3328966848786168,0.8054819090295151,0.7844185640262179,5.603533344700152
A,BL10900OP09,2011-11-01,2026-08-28,0.4562303755778918,2.1842029145144215,0.624042063814362,-2.8206212941732645
A,BL11000OP09,2009-11-01,2026-08-28,0.3550712109616345,3.0229345173312883,0.7782424918596276,4.985926128041118
A,BL11000OP09,2011-11-01,2026-08-28,0.4468712696321455,1.2482923199397922,0.6320732806527749,-2.0174996103319742
A,BL11100OP09,2009-11-01,2026-08-28,0.30611355931777773,-1.872830647054391,0.77309374742772,4.471051684850358
A,BL11100OP09,2011-11-01,2026-08-28,0.4047910845204701,-2.9597261912277517,0.6138541334062106,-3.8394143349884002
A,BL11200OP09,2009-11-01,2026-08-28,0.30533825269538184,-1.9503613092939798,0.7775406454374874,4.9157414858270965
A,BL11200OP09,2011-11-01,2026-08-28,0.4149566951451824,-1.9431651287565188,0.6363399279555051,-1.5908348800589556
A,BL11300OP09,2009-11-01,2026-08-28,0.31081580354013627,-1.4026062248185367,0.7747055199453934,4.632228936617699
A,BL11300OP09,2011-11-01,2026-08-28,0.39236608001648876,-4.2022266416258836,0.6570435504224339,0.47952736663392503
A,BL11400OP09,2009-11-01,2026-08-28,0.2882300528195263,-3.6611812968795343,0.780177852060411,5.1794621481194625
A,BL11400OP09,2011-11-01,2026-08-28,0.3711332779536478,-6.3255068479099785,0.6572049853748163,0.49567086187216614
A,BL11500OP09,2009-11-01,2026-08-28,0.2579456232431534,-6.689624254516824,0.780996160978523,5.261293039930659
A,BL11500OP09,2011-11-01,2026-08-28,0.37205929621627143,-6.232905021647617,0.6570374280551647,0.47891512990700935
A,BL11600OP09,2009-11-01,2026-08-28,0.2944353975324594,-3.040646825586224,0.7850738274403137,5.669059686109734
A,BL11600OP09,2011-11-01,2026-08-28,0.35809450262154896,-7.629384381119864,0.6223262399260918,-2.992203683000283
A,BL11700OP09,2009-11-01,2026-08-28,0.32168957004580157,-0.31522957425200726,0.7583580688567299,2.997483827751346
A,BL11700OP09,2011-11-01,2026-08-28,0.35180687524692655,-8.258147118582105,0.6197632942659295,-3.248498249016518
A,BL11800OP09,2009-11-01,2026-08-28,0.30474483121901597,-2.009703456930567,0.7266627928672702,-0.17204377119461878
A,BL11800OP09,2011-11-01,2026-08-28,0.36016352940974694,-7.4224817023000655,0.6211698428762289,-3.1078433879865752
A,BL11900OP09,2009-11-01,2026-08-28,0.3313920780933366,0.6550212305014957,0.7320694374151683,0.36862068359518885
A,BL11900OP09,2011-11-01,2026-08-28,0.38255829329567015,-5.183005313707745,0.6271826244776566,-2.5065652278438044
A,BL12000OP09,2009-11-01,2026-08-28,0.2946925225070769,-3.0149343281244745,0.7222782026210037,-0.6105027958212661
A,BL12000OP09,2011-11-01,2026-08-28,0.3906352524894563,-4.37530939432913,0.6188288468960949,-3.3419429859999794
A,BL12500OP09,2009-11-01,2026-08-28,0.35589283087020984,3.1050965081888204,0.7283299714066274,-0.005325917258902635
A,BL12500OP09,2011-11-01,2026-08-28,0.40964260359830007,-2.4745742834447526,0.6556096064042223,0.3361329648127631
A,BL13000OP09,2009-11-01,2026-08-28,0.363764036598371,3.892217081004934,0.7155525209550293,-1.2830709624187087
A,BL13000OP09,2011-11-01,2026-08-28,0.41898121987228043,-1.5407126560467166,0.6279798241924628,-2.426845256363186
A,BL14000OP09,2009-11-01,2026-08-28,0.37953996644703913,5.46981006587175,0.653124105471097,-7.5259125108119385
A,BL14000OP09,2011-11-01,2026-08-28,0.4210493846779406,-1.3338961754806977,0.6280583501375265,-2.4189926618568114
A,BL15000OP09,2009-11-01,2026-08-28,0.37787381629425654,5.30319505059349,0.6819746344138995,-4.6408596165316895
A,BL15000OP09,2011-11-01,2026-08-28,0.42390994793769354,-1.0478398495054053,0.6495582069099516,-0.26900698461430617
A,BL17500OP09,2009-11-01,2026-08-28,0.3425017855096413,1.765991972131964,0.723318900213809,-0.5064330365407432
A,BL17500OP09,2011-11-01,2026-08-28,0.4315497552525258,-0.28385911802217834,0.6593951973818508,0.714692062575617
A,BL20000OP09,2009-11-01,2026-08-28,0.3487814545532728,2.393958876495117,0.7257939135774283,-0.2589317001788105
A,BL20000OP09,2011-11-01,2026-08-28,0.4093221104000837,-2.506623603266389,0.6519590819886518,-0.028919476744282413
A,BL30000OP09,2009-11-01,2026-08-28,0.41341470542529946,8.857283963697782,0.7329719534128623,0.4588722833645864
A,BL30000OP09,2011-11-01,2026-08-28,0.4287738621827524,-0.5614484249995222,0.6350905187495721,-1.7157758006522528
A,BLNONEOP09,2009-11-01,2026-08-28,0.3866535822684689,6.181171648014727,0.7314732324700148,0.3090001890798444
A,BLNONEOP09,2011-11-01,2026-08-28,0.3625341163975464,-7.185423003520119,0.6688289050354019,1.6580628279307286
U1,BASE,2009-11-01,2026-08-28,0.3119616586599627,0.0,0.7283832305792164,0.0
U1,BASE,2011-11-01,2026-08-28,0.39724352268208585,0.0,0.6429126181747414,0.0
U1,BL05000OP09,2009-11-01,2026-08-28,0.055996903325754355,-25.596475533420836,0.1776800891026028,-55.07031414766136
U1,BL05000OP09,2011-11-01,2026-08-28,0.06377270122330914,-33.34708214587767,0.1776800891026028,-46.523252907213866
U2,BASE,2009-11-01,2026-08-28,0.310660846687294,0.0,0.7283832305792164,0.0
U2,BASE,2011-11-01,2026-08-28,0.4036682446266544,0.0,0.6522482767560946,0.0
U2,BL06000OP09,2009-11-01,2026-08-28,0.18102589570615812,-12.963495098113587,0.4318448782414447,-29.65383523377717
U2,BL06000OP09,2011-11-01,2026-08-28,0.20778384580342935,-19.588439882322504,0.4318448782414447,-22.040339851464996
U3,BASE,2009-11-01,2026-08-28,0.33250492543901333,0.0,0.6708569872768253,0.0
U3,BASE,2011-11-01,2026-08-28,0.40585591516228736,0.0,0.6726265837279957,0.0
U3,BL07000OP09,2009-11-01,2026-08-28,0.22399287329638562,-10.851205214262771,0.49603176390963266,-17.482522336719263
U3,BL07000OP09,2011-11-01,2026-08-28,0.25776178710072206,-14.80941280615653,0.49603176390963266,-17.6594819818363
U3,BL07500OP09,2009-11-01,2026-08-28,0.28132920625588276,-5.1175719183130575,0.5575799497275704,-11.327703754925489
U3,BL07500OP09,2011-11-01,2026-08-28,0.32482141481650095,-8.10345003457864,0.5575799497275704,-11.504663400042524
U3,BL09200OP09,2009-11-01,2026-08-28,0.3309507756871697,-0.15541497518436476,0.6962630380945835,2.5406050817758152
U3,BL09200OP09,2011-11-01,2026-08-28,0.38318578966191685,-2.267012550037051,0.6962630380945835,2.363645436658779
U3,BL09800OP09,2009-11-01,2026-08-28,0.32335512701497193,-0.91497984240414,0.6786143226393514,0.7757335362526097
U3,BL09800OP09,2011-11-01,2026-08-28,0.38084999381571216,-2.50059213465752,0.6757558617940496,0.31292780660538977
U3,BL10200OP09,2009-11-01,2026-08-28,0.29769344412125087,-3.481148131776246,0.6716794860354569,0.08224987586316068
U3,BL10200OP09,2011-11-01,2026-08-28,0.38164056781969835,-2.421534734258901,0.6657409752986087,-0.6885608429387013
U3,BL11700OP09,2009-11-01,2026-08-28,0.3018427528533911,-3.0662172585622205,0.7023238327361104,3.146684545928513
U3,BL11700OP09,2011-11-01,2026-08-28,0.3471695153310326,-5.868639983125479,0.6751598942450591,0.2533310517063403
U3,BL12000OP09,2009-11-01,2026-08-28,0.31727832513150434,-1.5226600307508997,0.7016263708362718,3.0769383559446473
U3,BL12000OP09,2011-11-01,2026-08-28,0.35577491074992773,-5.008100441235963,0.6077206413430304,-6.490594238496527
U3,BL12500OP09,2009-11-01,2026-08-28,0.29857538259094474,-3.3929542848068595,0.6788400085849128,0.7983021308087479
U3,BL12500OP09,2011-11-01,2026-08-28,0.35837804173424903,-4.747787342803833,0.6578466731662935,-1.4779910561702136
U3,BL13000OP09,2009-11-01,2026-08-28,0.313250699543167,-1.9254225895846355,0.6819918991803422,1.1134911903516898
U3,BL13000OP09,2011-11-01,2026-08-28,0.32949812975442083,-7.635778540786653,0.6519839946223857,-2.064258910561001
U3,BL30000OP09,2009-11-01,2026-08-28,0.28104547462785523,-5.14594508111581,0.7557563005184496,8.489931324162425
U3,BL30000OP09,2011-11-01,2026-08-28,0.3016926550020922,-10.416326016019518,0.6836644679632069,1.1037884235211237
U3,BLNONEOP09,2009-11-01,2026-08-28,0.28254149216577806,-4.996343327323527,0.7384955085332443,6.7638521256419
U3,BLNONEOP09,2011-11-01,2026-08-28,0.32922735979812634,-7.662855536416102,0.6271545100008061,-4.547207372718953
U4,BASE,2009-11-01,2026-08-28,0.32484186578832164,0.0,0.7283832305792164,0.0
U4,BASE,2011-11-01,2026-08-28,0.4343883464327476,0.0,0.6522482767560946,0.0
U4,BL08000OP09,2009-11-01,2026-08-28,0.36419463759779847,3.9352771809476828,0.5881569073718638,-14.022632320735262
U4,BL08000OP09,2011-11-01,2026-08-28,0.42245179959646406,-1.1936546836283535,0.5881569073718638,-6.409136938423088
U4,BL09300OP09,2009-11-01,2026-08-28,0.3565673483943146,3.172548260599295,0.6917877844577396,-3.6595446121476805
U4,BL09300OP09,2011-11-01,2026-08-28,0.4134313138173151,-2.095703261543247,0.6917877844577396,3.953950770164494
U4,BL09600OP09,2009-11-01,2026-08-28,0.3446960484265351,1.985418263821348,0.626975123660108,-10.14081069191084
U4,BL09600OP09,2011-11-01,2026-08-28,0.4232404537369283,-1.1147892695819284,0.6168303720534836,-3.541790470261108
U4,BL09700OP09,2009-11-01,2026-08-28,0.3529777715933655,2.813590580504388,0.6480827564260303,-8.03004741531861
U4,BL09700OP09,2011-11-01,2026-08-28,0.4092907744518952,-2.5097571980852384,0.6731032904992336,2.0855013743138917
U4,BL09900OP09,2009-11-01,2026-08-28,0.3369915334224225,1.2149667634100858,0.6837616862140783,-4.46215443651381
U4,BL09900OP09,2011-11-01,2026-08-28,0.4153826532277116,-1.9005693205035978,0.6239226086762306,-2.832566807986403
U4,BL10300OP09,2009-11-01,2026-08-28,0.34913497964479134,2.4293113856469706,0.715595653459556,-1.2787577119660387
U4,BL10300OP09,2011-11-01,2026-08-28,0.3860451488578842,-4.834319757486338,0.6812554881372512,2.9007211381156583
