group,arm,metric,level_median,paired_delta_median,positive_starts,better_starts
full,BL09100OP09,平均仓位,1.618856744279356,-0.04571159114105561,0,14
full,BL09100OP09,年均换手,6.333646992738955,-0.1594157899357702,6,8
full,BL09100OP09,持仓数中位,6.0,-1.0,0,
full,BL09100OP09,单票权重中位,0.6531559794464993,0.004321286017188508,8,
full,BL09100OP09,单票权重P90,0.8019056258262989,-0.04340418326021783,2,
full,BL09100OP09,单票权重最大,0.9873972726939195,-0.03378102866526955,3,
full,BL09100OP09,前三权重中位,1.4507813418758135,-0.007310254008613071,5,
full,BL09100OP09,单票超60%天数占比,0.8026192565939334,-0.00170293460120724,7,
full,BL09100OP09,滚动3年年化中位,0.5021206657568085,-0.018927968299991105,5,5
full,BL09100OP09,滚动3年回撤中位,0.44408990419285,0.004229728466473459,11,3
full,BL09100OP09,滚动3年Calmar中位,1.1017743326421565,-0.016125377021876386,5,
full,BL09100OP09,滚动3年Sharpe中位,1.042926859221704,-0.011552975686162203,5,
full,BL09100OP09,滚动3年为负的窗口占比,0.006802721088435374,-0.007249802994483846,3,
