扫描标签,策略,期末资产,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年回撤中位,滚动3年年化中位,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P10,滚动5年回撤中位,滚动5年Calmar中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化波动,最大回撤,回撤区间,Calmar,Sharpe,平均仓位,周期数,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,累计手续费,手续费占初始本金,基准年化,强平次数,最低担保比例,滚动3年Sharpe中位,滚动3年年化P25,滚动5年年化P25,滚动5年年化最差,滚动5年Sharpe中位,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,前五赢家,前五赢家盈亏,前五赢家占正贡献,互不重叠5年块中位,互不重叠5年块数,前五赢家贡献,计量版本,首个净值日,末次净值日,滚动5年年化最差窗口末日,年化_交易日口径,最大回撤起日,最大回撤止日,rf覆盖率,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日
BASE20120501ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20120501ex5,576772623.3129663,0.9459880936687065,0.3978094762513575,2.4452465270545813,0.5312476504779546,0.4396148012521326,0.0,135,0.44200670575856194,0.3147365307916541,0.5312476504779546,0.8004077230535441,0.0,111,0.41854596080957185,0.35563007304802396,0.6528870177552574,0.0,51,0.43353579069897386,0.5190191177829464,-0.26024475397192703,1.5670313852296394,0.7692307692307693,13,191.25754110432212,0.44367740634309305,0.4364493083030922,0.6528870177552574,2015-06-15~2015-08-25,0.6795623044681384,0.9946634247067467,1.6146634507776139,221,0.3393665158371041,11.980369670698503,156.60180995475113,1977,542,6.1042229937648305,2164002.4117267993,0.7213341372422665,4.00%（同期超额 +40.37%）,0,1.609233367591458,1.0267161829787876,0.3159389687448688,0.36661058724313556,0.1188719498528168,0.9535722821322368,7,5.0,0.621566709006193,0.7234087630330008,0.9138605184499529,1.3935758843085193,1.618940499760935,2.339244760741723,0.6752235361984424,0.0,601225/600309/688516/600585/600660,,0.4708923376824257,0.6041615299844262,2,3.545176567358167,m2,2012-05-02,2026-08-28,2020-05-29,0.44527503528327217,2015-06-15,2015-08-25,1.0,2015-08-25,0.19216191623859258,2015-08-25,0.19216191623859258,2015-08-25
BASE20121101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20121101,816629382.0077424,1.256106769595074,0.25380176935000026,2.135343219274333,0.44050794129880566,0.5283597611160662,0.015503875968992248,129,0.5456418216939838,0.3412444407176558,0.44050794129880566,1.2386651193737814,0.0,105,0.4997664932942325,0.410537764023041,0.6825104791586842,0.0,45,0.3772027608268702,0.5931637228990225,-0.175583094951263,1.9563621634378867,0.7692307692307693,13,271.2097940025808,0.5003010251284332,0.49452600049110973,0.6825104791586842,2015-06-09~2016-02-01,0.7330305400514046,1.0116595733239662,1.6888045796476276,236,0.3898305084745763,8.254292696602548,144.63135593220338,1745,503,6.619761291879015,3678975.359462002,1.2263251198206673,5.33%（同期超额 +44.70%）,0,1.7089962838966533,1.0505606627597313,0.39141400411795013,0.46391115568190977,0.259088252227319,1.0574415647449322,7.0,5.0,0.6487090112386809,0.8950958544602633,1.0317808675261337,1.4355134314017706,1.648891405698048,2.005756877266444,0.7775461584276355,0.026503871351995237,000651/601088/002128/000933/000338,,0.5007476081619805,0.7043784958818411,2,3.9613198332957884,m2,2012-11-01,2026-08-28,2020-06-30,0.5027025795640165,2015-06-09,2016-02-01,1.0,2015-08-25,0.2393195864441014,2015-08-25,0.23931958644410145,2015-08-25
BASE20121101ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20121101ex5,873748621.587016,1.1454685639157474,0.4519309427194253,2.221978177176403,0.4554695843452099,0.4549332402415751,0.0,129,0.4696447321012087,0.35366047882657914,0.4845934906449365,1.069957382981653,0.0,105,0.45285645961408516,0.3712760580453167,0.6572153044622524,0.0,45,0.46136089291130156,0.5247087722246809,-0.25291690730761096,1.6021394646894214,0.8461538461538461,13,290.24954052900534,0.5076581123683039,0.44125457359533254,0.6572153044622524,2015-06-15~2015-08-25,0.7724380563287105,1.0881010215009532,1.6471186130688344,242,0.3140495867768595,12.314893242724784,140.26446280991735,1997,575,6.721279264680899,3674336.033320797,1.224778677773599,5.33%（同期超额 +45.44%）,0,1.572706673563558,1.0633684676801505,0.350422453300971,0.3953993445305535,0.19537343826376485,1.0522476989257636,7.0,6.0,0.6230887739339703,0.7179188160872593,1.028943617254383,1.4000446066300838,1.5609628263075765,2.309329306366767,0.6971411554496725,0.0002977963073257892,601225/600585/688516/600309/600660,,0.4689920834952095,0.5976081505117653,2,3.658927347166127,m2,2012-11-01,2026-08-28,2020-05-29,0.5101005683296855,2015-06-15,2015-08-25,1.0,2015-08-25,0.17339957803169892,2015-08-25,0.17339957803169903,2015-08-25
BASE20130501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20130501,625849977.3605804,1.2173491489357688,0.4101672122458607,1.9377681692679691,0.48867591036248204,0.5313439208749948,0.008130081300813009,123,0.5872234633195077,0.2958192561490065,0.5508270208895516,1.0662974889850028,0.0,99,0.49616565965371806,0.42211439720325483,0.6454281671661868,0.0,39,0.4030147394871473,0.6016897318800302,-0.1428352767650065,1.6479511029743152,0.8333333333333334,12,207.61665912019348,0.4931181239971951,0.4919588380210611,0.6454281671661868,2015-06-12~2015-08-25,0.764017049584738,1.0039700870614712,1.6789698951845722,249,0.36947791164658633,9.03171051945626,134.06024096385542,1902,549,6.989106888932559,2854923.042268002,0.951641014089334,5.03%（同期超额 +44.29%）,0,1.6768905462316908,1.1037177555467954,0.3776085051314333,0.4338515208606297,0.16931970127260554,1.0972257487797903,7,5,0.6371123475529294,0.8063339190743679,0.9646323005247639,1.462379533663228,1.6475205366344305,2.0239010796703423,0.7510027769207035,0.0,002128/601088/000338/000651/600309,,0.46567540718767164,0.6995873657820397,2,3.5861557383125775,m2,2013-05-02,2026-08-28,2020-04-30,0.4947180181539803,2015-06-12,2015-08-25,1.0,2015-08-25,0.2247556032077581,2015-08-25,0.22475560320775811,2015-08-25
BASE20130501ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20130501ex5,846555028.4981215,1.1911116513713105,0.450104596725532,3.2428541791968697,0.5350245470439179,0.508848929395787,0.0,123,0.5994302051571967,0.3036576900758321,0.565422882040229,1.0989957866879416,0.0,99,0.5108854395437037,0.428115396075202,0.6239827329172898,0.0,39,0.470033088206126,0.6251277813577528,-0.2420161225694808,1.7591526607761883,0.8333333333333334,12,281.18500949937385,0.5273589932880105,0.43592349165772565,0.6239827329172898,2015-06-15~2016-05-26,0.8451499784656911,1.1256380336139677,1.6216907504784297,214,0.3411214953271028,13.331014808614707,151.51869158878506,1885,548,6.31507681610157,3070684.5788136,1.0235615262712,5.03%（同期超额 +47.71%）,0,1.7003196421457907,1.1905426255819804,0.37294858417507326,0.38455267135746674,0.1402109527362274,1.2262097068126163,7,5,0.6177895581190284,0.7508304808319496,1.047165199056803,1.360795658891599,1.6174737293736248,2.1910743963686388,0.6559703795124961,0.003394014193150262,600309/601225/002466/688516/600585,,0.4864814121433314,0.6948812510661075,2,3.7931350146566576,m2,2013-05-02,2026-08-28,2020-05-29,0.5290881963201639,2015-06-15,2016-05-26,1.0,2020-03-23,0.2354378742814441,2020-03-23,0.23543787428144403,2020-03-23
BASE20131101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20131101,261686716.92513368,1.1435007097809915,0.35898283668194614,1.6285001788600488,0.4284186250808175,0.4695290373634622,0.008547008547008548,117,0.48695444398255705,0.30521415716625144,0.4284186250808175,1.13663625396268,0.0,93,0.4225840012476971,0.3303568806008015,0.6626799496313532,0.0,33,0.37669544000654864,0.4989970755199553,-0.19298328562931544,1.872111293921939,0.75,12,86.22890564171122,0.41697297508389597,0.472870894462409,0.6626799496313532,2015-06-12~2016-06-13,0.6292222592759246,0.9136875330755648,1.6737627247745899,224,0.3705357142857143,9.110442844592136,146.79464285714286,1635,464,5.658715807003579,1173655.985758,0.39121866191933335,5.45%（同期超额 +36.25%）,0,2.048288075408049,1.0126168814248429,0.3198013483764952,0.38603553646605215,0.11603735694298378,1.0163209671007554,7.0,5.0,0.6384917911530235,0.8156341440684356,1.010996871184509,1.4547631220509003,1.6277119056532048,1.8743698103684847,0.8025641025641026,0.00608974358974359,002128/601088/000338/000933/002304,,0.5926753767766502,0.5793157299194786,2,4.031428919684771,m2,2013-11-01,2026-08-28,2018-12-28,0.4181460796831389,2015-06-12,2016-06-13,1.0,2020-03-23,0.3653236497307533,2020-03-23,0.3653236497307534,2020-03-23
BASE20131101ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20131101ex5,587818413.8015797,1.246836534396033,0.4907341341575272,2.2607475165499373,0.4229942690292616,0.494511468558094,0.0,117,0.5773907333508597,0.3319928902785785,0.47861777817492723,1.2606012138590152,0.0,93,0.4853050375455328,0.39466461579007817,0.6348556991363518,0.0,33,0.4038153281858613,0.5591635100884751,-0.2557755942088499,1.6598787428568595,0.8333333333333334,12,194.93947126719323,0.5092937156190205,0.4464794757408071,0.6348556991363518,2015-06-15~2016-02-29,0.8022196482001439,1.0825146887853723,1.6394685074445434,187,0.3850267379679144,11.03222050031088,166.22459893048128,1707,492,6.034481695699892,2119483.3649324006,0.7064944549774669,5.45%（同期超额 +45.48%）,0,1.6627715847429363,1.1801176872179944,0.3896261199212647,0.398330198952896,0.182311460703098,1.2101771403103656,7.0,5.0,0.6157072192384234,0.7105953163658248,0.8598676481064269,1.3770629434157111,1.598755200018713,2.2599424129021255,0.6807692307692308,0.0,600309/688516/600585/002466/601225,,0.5046698136081539,0.6570743581964237,2,3.7188410897749833,m2,2013-11-01,2026-08-28,2018-12-28,0.5107696588398714,2015-06-15,2016-02-29,1.0,2015-08-25,0.2181728314770429,2015-08-25,0.21817283147704292,2015-08-25
BASE20140501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20140501,417370911.5141776,1.221504881539156,0.33750341891101715,1.7180714398144612,0.4348452872774168,0.5289521682532743,0.009009009009009009,111,0.5385375391343579,0.2775919465910066,0.438977400533592,1.22680014615729,0.0,87,0.44778330474905204,0.3397683766338373,0.6417326409269365,0.0,27,0.3844201439855961,0.547337977709896,-0.31705692558720155,1.8631434589913525,0.7272727272727273,11,138.12363717139255,0.4929665032489996,0.4908905072837111,0.7276177920086198,2015-06-12~2016-06-13,0.6775074890460617,1.0063809574140887,1.6733977684699715,238,0.39915966386554624,7.9241004019323285,125.42857142857143,1735,512,6.7649288628735516,1897320.1250879988,0.6324400416959997,6.55%（同期超额 +42.74%）,0,1.8825884902383458,1.052024824297784,0.35002304779179627,0.4578078189738992,0.11422903382430638,1.0701136839246432,7.0,5.0,0.6436013366330335,0.9911104588161703,1.2346128496613258,1.4486680972335124,1.6293522207652353,2.0345846898096447,0.813542361574383,0.09539693128752502,601088/002128/000933/000338/688516,,0.5924144114036525,0.6404448002006996,2,4.29552758032524,m2,2014-05-05,2026-08-28,2020-04-30,0.49412891715289775,2015-06-12,2016-06-13,1.0,2015-08-24,0.30946141084958356,2015-08-24,0.30946141084958345,2015-08-24
BASE20140501ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20140501ex5,812397891.0228156,1.221463732808254,0.46094727144668807,3.396929391742883,0.4772144016810905,0.49151727260180134,0.0,111,0.5930358022063014,0.3137748553127697,0.5633614444317616,1.061543094194687,0.0,87,0.49344377982132226,0.3808326998570126,0.5917201810845801,0.0,27,0.40234834823610854,0.5610577081615696,-0.24778339918998582,1.621128069418099,0.7272727272727273,11,269.7992970076052,0.5759327684444389,0.45382617340152576,0.6934003270781048,2015-06-15~2015-08-25,0.8305920057340348,1.1706700362284255,1.6450879754354086,186,0.3709677419354839,12.171705808795851,165.61290322580646,1781,497,5.971710599562837,2751719.731909602,0.917239910636534,6.55%（同期超额 +51.04%）,0,1.5425206470915727,1.2002195183084274,0.3756684217538864,0.4445903809977214,0.05717736974577048,1.2025576793783515,7.0,5.0,0.6063012811338766,0.8009412854975095,1.0418986987911367,1.3189627416728211,1.6241250044462197,2.3339911826076145,0.5543695797198132,0.008338892595063376,600309/002466/688516/601225/600585,,0.5050573939027122,0.6661660954627632,2,3.843661196617047,m2,2014-05-05,2026-08-28,2020-05-29,0.5773254345399805,2015-06-15,2015-08-25,1.0,2015-08-25,0.15722359862660265,2015-08-25,0.1572235986266025,2015-08-25
BASE20141101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20141101,449307328.26376975,1.318756911366413,0.5584118220331116,2.0714707936285817,0.4337108531749242,0.6140025319005034,0.0,105,0.6482658520546172,0.2900227027118514,0.5574193811260058,1.1651035551025972,0.0,81,0.5532815072521764,0.3628626182257926,0.5574193811260058,0.0,21,0.41773747811386874,0.6273593345464459,-0.4225803095102978,2.0412151269770686,0.7272727272727273,11,148.7691094212566,0.5279156947520107,0.5048416417097652,0.8022777419174354,2015-06-09~2016-05-30,0.6580211155930834,1.0402653421270371,1.64807460580743,218,0.3853211009174312,8.581540271044336,138.9908256880734,1698,504,6.976728525160046,2025620.3827216013,0.6752067942405338,5.46%（同期超额 +47.33%）,0,1.807787421443064,1.16566569168875,0.401344326536456,0.5508625047206397,0.07633621441914751,1.16557684941682,7,5.0,0.6424089889534716,0.753231715654614,0.9674371754517527,1.4477811109628587,1.6550660058273587,2.0602984006945526,0.7721739130434783,0.0,002128/000338/000933/600309/688516,,0.474075343009349,0.723631645195361,2,3.463677266097448,m2,2014-11-03,2026-08-28,2020-04-30,0.5295474153723037,2015-06-09,2016-05-30,1.0,2020-03-23,0.2808889006638421,2020-03-23,0.2808889006638421,2020-03-23
BASE20141101ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20141101ex5,560204758.6544614,1.2883922245078934,0.5327510892836916,3.45285843311155,0.48020336630285543,0.5380545444069922,0.0,105,0.6304560061882161,0.2834788691199335,0.5521871902318203,1.150929627310696,0.0,81,0.5323216732970459,0.36973762813033106,0.5521871902318203,0.0,21,0.4373213856526661,0.5727061430399613,-0.2962792237753685,1.6873397536028825,0.7272727272727273,11,185.73491955148714,0.5567072004372051,0.44499488984243496,0.7280021423527573,2015-06-15~2016-01-28,0.7647054425389997,1.1591949133554154,1.630363794577986,191,0.3507853403141361,11.83541672125108,156.2303664921466,1706,459,6.161231503184674,2038388.5095352002,0.6794628365117334,5.46%（同期超额 +50.21%）,0,1.515364214234868,1.299684395543733,0.39642397654590944,0.4890685273221558,0.07955404505799257,1.2899303271732063,7,6.0,0.6066459176703869,0.7266829848316995,0.9976780720341646,1.2921087701123617,1.596688405826408,2.049202811978412,0.5725217391304348,0.0,600309/688516/600585/601225/002466,,0.51968331068976,0.6843399701688414,2,3.7257486622333453,m2,2014-11-03,2026-08-28,2020-05-29,0.5584429227662946,2015-06-15,2016-01-28,1.0,2015-08-25,0.1421204303307432,2015-08-25,0.14212043033074317,2015-08-25
BASE20150501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20150501,288792090.9570637,1.2958904033310623,0.7529071515319734,2.097488573286786,0.4398766513382024,0.5727570873207666,0.0,99,0.6068814392070729,0.4741049729773279,0.5182142326773629,1.177819483014938,0.0,75,0.556251876738354,0.43826495930028475,0.5182142326773629,0.0,15,0.5776693468051117,0.6936723416208933,-0.16928480532164436,1.9907274032551165,0.8,10,95.26403031902123,0.4970778116275161,0.45569816249650813,0.6243354206672951,2015-06-09~2016-05-30,0.7961710887654508,1.0551972818720265,1.6128885014008885,202,0.3415841584158416,10.467675036410697,138.3960396039604,1550,445,6.635505903988639,1303104.7353408001,0.43436824511360006,-0.17%（同期超额 +49.88%）,0,1.7811519248446464,1.1313639146907175,0.4323110679469919,0.5181477147642715,0.19438246441643314,1.1423248129252204,7,6,0.6412165129718601,0.7303623596365036,0.8758145207270763,1.4366179557844012,1.60700453805262,2.0424788180407702,0.7866467735919433,0.0,002128/000338/600309/601088/688516,,0.4947529912903571,0.6836584936359548,2,3.2361021809596675,m2,2015-05-04,2026-08-28,2020-05-29,0.4985386842151751,2015-06-09,2016-05-30,1.0,2020-03-23,0.27013525243592723,2020-03-23,0.2701352524359273,2020-03-23
BASE20150501ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20150501ex5,236030804.25615075,1.138733990515226,0.5734139497018776,2.770186454370361,0.4888696511822699,0.47556496267280823,0.0,99,0.5300592451448576,0.3250616352338578,0.501242294643012,1.0574910593336289,0.0,75,0.46112929599579355,0.3903045710788591,0.501242294643012,0.0,15,0.44751284757767096,0.5692609359896261,-0.2646766087026602,1.6810877621982678,0.8,10,77.67693475205026,0.470629288674965,0.3867352935882027,0.5595350257282513,2015-06-15~2016-05-13,0.8411078253098224,1.1214719597637948,1.5314849126461418,196,0.2857142857142857,15.972956410632145,129.70408163265307,1608,435,6.145737423741933,875849.3445440007,0.2919497815146669,-0.17%（同期超额 +47.24%）,0,1.7479659468230768,1.1354132436288908,0.38715011830886636,0.37788591098515,0.12195403736389276,1.1518706389570779,7.0,5.0,0.606120530411633,0.7443000740120667,0.9157549998353657,1.3580034423621552,1.6346582388358553,1.9532366382393087,0.569811320754717,0.0,600309/688516/601225/600585/002466,,0.5562819904166552,0.6204124947892009,2,3.4243440729488994,m2,2015-05-04,2026-08-28,2020-05-29,0.47200093098616125,2015-06-15,2016-05-13,1.0,2020-03-23,0.2562784175728673,2020-03-23,0.2562784175728673,2020-03-23
BASE20151101,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20151101,464429462.5736997,1.4419922994483378,0.8226212882012706,2.098754954936703,0.4318171654891436,0.6270905783712768,0.0,93,0.6638673145067513,0.5308045724002439,0.5306690559035734,1.2845733336517287,0.0,69,0.7122894482748541,0.5748802514876121,0.5306690559035734,0.0,9,0.5922256163383225,0.7142556863730747,-0.16986419596451818,1.9527632906237038,0.8,10,153.8098208578999,0.5936193389038193,0.4619460379130014,0.5306690559035734,2020-01-03~2020-03-23,1.1186243710650514,1.1834979963159817,1.6660276501424414,203,0.3645320197044335,9.548331312860844,140.64532019704433,1522,445,6.514392849515615,2043372.396962,0.6811241323206667,2.83%（同期超额 +56.53%）,0,1.7635916973117214,1.2047874858960135,0.49042233414410896,0.5814582437782057,0.47775192556806756,1.2157738873162596,8.0,5.0,0.6421612730020955,0.7422014356649375,0.8782069226457099,1.4557511739954796,1.6565987386034973,2.137360871708406,0.8081306990881459,0.0,002128/000338/601088/600309/000651,,0.4899779880095203,0.7050463628217888,2,3.3979318373469134,m2,2015-11-02,2026-08-28,2023-01-31,0.5956165647857807,2020-01-03,2020-03-23,1.0,2020-03-23,0.2628679291348352,2020-03-23,0.26286792913483525,2020-03-23
BASE20151101ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20151101ex5,276319144.4942224,1.1225547354607048,0.5844541915591057,2.6529443165112476,0.48890156665795514,0.47468274607429195,0.0,93,0.5232401003059204,0.348643256316,0.5011214925792782,1.044138214094146,0.0,69,0.6164043684762426,0.44928491833897155,0.5011214925792782,0.0,9,0.43556092691896275,0.564302050369076,-0.26012911005024975,1.682647679605131,0.8,10,91.10638149807413,0.5189473402580713,0.3926469706608964,0.5011214925792782,2020-02-25~2020-03-23,1.0355719080956662,1.193871630104072,1.5912337800403507,190,0.3,16.279631354565645,135.7421052631579,1600,426,5.875131753758122,951178.27869,0.31705942623,2.83%（同期超额 +49.06%）,0,1.747836546877013,1.144326038949904,0.390983614388162,0.4741846229202842,0.2892600578566866,1.1620529881777952,7,5,0.6080489004665965,0.7323003798436513,0.915508402238456,1.362140587862721,1.6348617974171675,1.9514557347130013,0.5822154082023764,0.0,600309/688516/601225/002466/600585,,0.5772679308344465,0.6206437995270035,2,3.562600689345831,m2,2015-11-02,2026-08-28,2023-01-31,0.5206548322934037,2020-02-25,2020-03-23,1.0,2020-03-23,0.2562233566274805,2020-03-23,0.2562233566274805,2020-03-23
BASE20160501,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20160501,743603569.4905589,1.3724777441093565,0.7723859889032293,2.182214472231948,0.4339018504626416,0.6297694899726705,0.0,87,0.6661908081745294,0.5619968472947185,0.5545946313660128,1.2112952070504543,0.0,63,0.7038772790261334,0.6986463657929789,0.5545946313660128,0.0,3,0.7661616005155762,0.7915521187363789,-0.15094076781776378,1.8064733982437575,0.8888888888888888,9,246.86785649685297,0.7061667460063654,0.45493754587832297,0.5545946313660128,2020-01-14~2020-03-23,1.273302527770631,1.345848697827325,1.6739737506426426,172,0.38372093023255816,8.923412922459871,152.3081395348837,1493,402,7.085282265170651,3315371.191723999,1.1051237305746664,3.76%（同期超额 +66.85%）,0,1.7393528646753869,1.1985976698809435,0.4872689026743826,0.5890842721029115,0.48835228066444514,1.2193253716298407,7,6,0.6266737045725623,0.7481502353637349,0.9823508557567815,1.4373031661824855,1.6001569778961027,1.9366843146788315,0.7281785571941012,0.0,000338/600309/002128/601088/688516,,0.5523437160739373,0.6991893705580707,2,3.8855079431640305,m2,2016-05-03,2026-08-28,2023-01-31,0.7090112160356492,2020-01-14,2020-03-23,1.0,2020-03-23,0.2525955909224795,2020-03-23,0.2525955909224795,2020-03-23
BASE20160501ex5,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_BASE20160501ex5,653216585.9900762,1.535076219733661,0.9257306053037059,2.9568579179320578,0.4126872050472542,0.5340128639468129,0.0,87,0.6072530464854708,0.45024543367551706,0.4126872050472542,1.4257774974295256,0.0,63,0.680062695015889,0.6764852731707014,0.4822183743611199,0.0,3,0.6863438831812634,0.7421408685241464,-0.2548390240219255,1.6656349519978915,0.8888888888888888,9,216.73886199669207,0.6848724220753288,0.3922141268449457,0.4822183743611199,2018-07-30~2019-01-03,1.4202536827484034,1.4605389131275395,1.6255237032428738,147,0.3877551020408163,12.07062318100247,176.7074829931973,1361,376,5.950443449868147,2228433.658854801,0.742811219618267,3.76%（同期超额 +64.72%）,0,1.8806360507425564,1.2582949944205142,0.4625202208543264,0.5484596180760335,0.3809259983204314,1.2993381198523788,7,6,0.6091535301269208,0.7035717371997647,0.865253960269362,1.3598137208927707,1.5727644219191521,1.8033020819185492,0.6086090075727382,0.0,600309/600585/002466/688516/601225,,0.5986072842815456,0.6768889115530173,2,3.950594728406445,m2,2016-05-03,2026-08-28,2023-01-31,0.6876153027925134,2018-07-30,2019-01-03,1.0,2020-03-23,0.3087445072178087,2020-03-23,0.30874450721780866,2020-03-23
