group,arm,worst_roll5,worst_roll5_start,worst_roll5_window_end,worst_mdd,worst_mdd_start,worst_mdd_from,worst_mdd_to,lowest_margin_ratio,lowest_margin_ratio_start,lowest_margin_ratio_date,lowest_equity_buffer,lowest_equity_buffer_start,lowest_equity_buffer_date,forced_liquidations,forced_liquidation_starts,negative_window_starts,rf_coverage_min,end
full,BASE,-0.05122065202256021,2010-11-01,2016-06-30,0.8022777419174354,2014-11-01,2015-06-09,2016-05-30,1.6768905462316908,2013-05-01,2015-08-25,0.2247556032077581,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL05000OP09,-0.06372585377864615,2014-11-01,2020-04-30,0.5111278958396,2015-05-01,2024-05-29,2025-04-07,1.9814434260007647,2015-05-01,2024-07-24,0.34391263311320086,2015-05-01,2024-07-24,0.0,0,13,0.9845890410958904,2026-08-28
full,BL06000OP09,-0.06421106718815084,2014-11-01,2020-05-29,0.5149117300190886,2014-05-01,2015-06-09,2016-06-16,1.9340185560746894,2014-05-01,2024-09-06,0.32782444309195363,2014-05-01,2024-09-06,0.0,0,11,0.9845890410958904,2026-08-28
full,BL07000OP09,0.05502602502344889,2009-11-01,2016-05-31,0.6271862470992811,2014-05-01,2015-06-09,2016-06-16,1.82346716901577,2012-05-01,2013-06-17,0.28707243975130925,2012-05-01,2013-06-17,0.0,0,0,0.9845890410958904,2026-08-28
full,BL07500OP09,0.050256410008287844,2014-11-01,2020-06-30,0.7149740309492149,2014-11-01,2015-06-09,2016-06-30,1.7648015436883948,2015-11-01,2020-03-23,0.2633732644617763,2015-11-01,2020-03-23,0.0,0,0,0.9845890410958904,2026-08-28
full,BL08000OP09,0.013124849261607174,2014-11-01,2020-04-30,0.7739477916149143,2014-11-01,2015-06-09,2016-06-30,1.7735070893625278,2015-11-01,2020-03-23,0.26698911563568994,2015-11-01,2020-03-23,0.0,0,0,0.9845890410958904,2026-08-28
full,BL08500OP09,0.004277561367610705,2014-11-01,2020-04-30,0.7675085216494891,2014-11-01,2015-06-09,2016-05-27,1.7974993012595413,2012-11-01,2020-03-23,0.2767730151054491,2012-11-01,2020-03-23,0.0,0,0,0.9845890410958904,2026-08-28
full,BL09000OP09,-0.015772426839997022,2009-11-01,2016-05-31,0.8004089723999188,2014-11-01,2015-06-09,2016-05-16,1.6296425402918924,2012-11-01,2015-08-25,0.20227904717856024,2012-11-01,2015-08-25,0.0,0,2,0.9845890410958904,2026-08-28
full,BL09100OP09,-0.019744682321494733,2009-11-01,2016-05-31,0.8026462242803523,2014-11-01,2015-06-09,2016-05-13,1.7571938397241456,2012-11-01,2015-08-25,0.26018406699850394,2012-11-01,2015-08-25,0.0,0,2,0.9845890410958904,2026-08-28
full,BL09200OP09,-0.021743179397857304,2009-11-01,2016-02-29,0.8033824225125458,2014-11-01,2015-06-09,2016-05-13,1.6880939890269688,2012-05-01,2015-08-25,0.2299006995757798,2012-05-01,2015-08-25,0.0,0,2,0.9845890410958904,2026-08-28
full,BL09300OP09,-0.019952082583720054,2009-11-01,2016-03-31,0.7948894980237062,2014-11-01,2015-06-09,2016-05-18,1.7495106475588131,2015-11-01,2020-03-23,0.2569350739225506,2015-11-01,2020-03-23,0.0,0,2,0.9845890410958904,2026-08-28
full,BL09400OP09,-0.03848219805392328,2010-05-01,2016-06-30,0.7985679485009586,2014-11-01,2015-06-09,2016-05-18,1.7006514602079292,2009-11-01,2015-08-25,0.23558704977617445,2009-11-01,2015-08-25,0.0,0,2,0.9845890410958904,2026-08-28
full,BL09500OP09,-0.049837984403661384,2010-05-01,2016-03-31,0.7931837683908137,2014-11-01,2015-06-09,2016-05-18,1.6592649780750157,2012-05-01,2015-08-25,0.21652055748914456,2012-05-01,2015-08-25,0.0,0,3,0.9845890410958904,2026-08-28
full,BL09600OP09,-0.09991383599782777,2009-11-01,2016-03-31,0.7994470655663019,2014-11-01,2015-06-09,2016-05-18,1.6527860078666337,2012-11-01,2015-08-25,0.21344929481947825,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL09700OP09,-0.0945235532594827,2009-11-01,2016-03-31,0.7925647503555808,2014-11-01,2015-06-09,2016-05-18,1.7028535176829915,2012-05-01,2015-08-25,0.23657555597097937,2012-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL09800OP09,-0.07384532780910924,2009-11-01,2016-02-29,0.7892553495583492,2014-11-01,2015-06-09,2016-05-18,1.7066736013350077,2010-05-01,2015-08-25,0.23828434506568583,2010-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL09900OP09,-0.07493397544302571,2009-11-01,2016-02-29,0.7867298548083441,2014-11-01,2015-06-09,2016-05-18,1.697189890255719,2012-05-01,2015-08-25,0.23402796147688204,2012-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10000OP09,-0.08230563650202427,2010-05-01,2016-02-29,0.7869346807012063,2014-11-01,2015-06-09,2016-05-18,1.6735076067449755,2012-11-01,2015-08-25,0.22318847266637737,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10100OP09,-0.059970259532961645,2009-11-01,2016-02-29,0.7849218925130002,2014-11-01,2015-06-09,2016-05-18,1.6481076902394614,2012-11-01,2015-08-25,0.21121659239930068,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10200OP09,-0.05278627030819161,2009-11-01,2016-02-29,0.7921632229216536,2014-11-01,2015-06-09,2016-05-18,1.6718868810250853,2013-05-01,2015-08-25,0.22243543223275375,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10300OP09,-0.05907083526313117,2010-11-01,2016-06-30,0.7949376561243042,2014-11-01,2015-06-09,2016-05-30,1.7238212314762065,2012-11-01,2015-08-25,0.24586147550419954,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10400OP09,-0.06685015525791516,2010-11-01,2016-01-29,0.7995817090553166,2014-11-01,2015-06-09,2016-05-30,1.6806729978354091,2013-05-01,2015-08-25,0.22650033547613949,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10414OP09,-0.06435786751429107,2010-11-01,2016-01-29,0.8007978968413356,2014-11-01,2015-06-09,2016-05-30,1.6806729978354091,2013-05-01,2015-08-25,0.22650033547613949,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10500OP09,-0.0668986479854099,2010-11-01,2016-01-29,0.8035674065903962,2014-11-01,2015-06-09,2016-05-30,1.654313174902581,2012-11-01,2015-08-25,0.21417539331598787,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10600OP09,-0.08048598931287954,2010-11-01,2016-01-29,0.809885245702481,2014-11-01,2015-06-09,2016-05-13,1.6763344885726739,2013-05-01,2015-08-25,0.22449844654398682,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10700OP09,-0.048223730060944825,2009-11-01,2016-02-29,0.8053071592334679,2014-11-01,2015-06-09,2016-05-30,1.6727860149607998,2012-05-01,2015-08-25,0.2228533785114982,2012-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10800OP09,-0.05634438747428394,2009-11-01,2016-03-31,0.8074865006820208,2014-11-01,2015-06-09,2016-05-30,1.6819935322710768,2013-05-01,2015-08-25,0.22710761066678883,2013-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL10900OP09,-0.057696487709376854,2010-05-01,2016-02-29,0.8077946839707316,2014-11-01,2015-06-09,2016-05-30,1.6790704776718932,2012-05-01,2015-08-25,0.22576210034821856,2012-05-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
full,BL11000OP09,-0.0647184422925382,2010-05-01,2016-02-29,0.8070554729305239,2014-11-01,2015-06-09,2016-05-30,1.6752417188963153,2012-11-01,2015-08-25,0.2239925824814896,2012-11-01,2015-08-25,0.0,0,4,0.9845890410958904,2026-08-28
