arm,buy_line,group,exclusion_group,start,end,cagr,base_cagr,delta_pp
BL09300OP09,0.93,A,A,2016-05-01,2026-08-28,0.6257561392050746,0.6848724220753288,-5.911628287025428
BL09300OP09,0.93,U,U4,2009-11-01,2026-08-28,0.3565673483943146,0.32484186578832164,3.172548260599295
BL09300OP09,0.93,U,U4,2010-05-01,2026-08-28,0.3693293966279292,0.3577877601083479,1.1541636519581289
BL09300OP09,0.93,U,U4,2010-11-01,2026-08-28,0.38287651343302476,0.39384145779326096,-1.0964944360236206
BL09300OP09,0.93,U,U4,2011-05-01,2026-08-28,0.3976141520487817,0.4595414701476832,-6.192731809890151
BL09300OP09,0.93,U,U4,2011-11-01,2026-08-28,0.4134313138173151,0.4343883464327476,-2.095703261543247
BL09300OP09,0.93,U,U4,2012-05-01,2026-08-28,0.4509813065978856,0.44367740634309305,0.730390025479255
BL09300OP09,0.93,U,U4,2012-11-01,2026-08-28,0.4905622274209851,0.5076581123683039,-1.709588494731884
BL09300OP09,0.93,U,U4,2013-05-01,2026-08-28,0.4450872129823473,0.5273589932880105,-8.227178030566318
BL09300OP09,0.93,U,U4,2013-11-01,2026-08-28,0.4852273950185688,0.5092937156190205,-2.4066320600451663
BL09300OP09,0.93,U,U4,2014-05-01,2026-08-28,0.5296904649215968,0.5759327684444389,-4.624230352284209
BL09300OP09,0.93,U,U4,2014-11-01,2026-08-28,0.4764099164146207,0.5567072004372051,-8.02972840225844
BL09300OP09,0.93,U,U4,2015-05-01,2026-08-28,0.4653471366094788,0.470629288674965,-0.5282152065486212
BL09300OP09,0.93,U,U4,2015-11-01,2026-08-28,0.5122251866639533,0.5189473402580713,-0.6722153594117986
BL09300OP09,0.93,U,U4,2016-05-01,2026-08-28,0.6257561392050746,0.6848724220753288,-5.911628287025428
BL09400OP09,0.94,full,full,2009-11-01,2026-08-28,0.3624159015267978,0.3171902906642554,4.52256108625424
BL09400OP09,0.94,full,full,2010-05-01,2026-08-28,0.34362223914647116,0.42150631552147355,-7.788407637500239
BL09400OP09,0.94,full,full,2010-11-01,2026-08-28,0.3135251684729874,0.34762338931737813,-3.4098220844390736
BL09400OP09,0.94,full,full,2011-05-01,2026-08-28,0.38185975507571635,0.31325227361749697,6.860748145821938
BL09400OP09,0.94,full,full,2011-11-01,2026-08-28,0.340559187509919,0.3323652934000796,0.8193894109839395
BL09400OP09,0.94,full,full,2012-05-01,2026-08-28,0.3333677315690129,0.39847921911522177,-6.511148754620888
BL09400OP09,0.94,full,full,2012-11-01,2026-08-28,0.4351177835919484,0.5003010251284332,-6.51832415364848
BL09400OP09,0.94,full,full,2013-05-01,2026-08-28,0.49675255382865435,0.4931181239971951,0.36344298314592294
BL09400OP09,0.94,full,full,2013-11-01,2026-08-28,0.4447117569662433,0.41697297508389597,2.773878188234735
BL09400OP09,0.94,full,full,2014-05-01,2026-08-28,0.48954182020509696,0.4929665032489996,-0.3424683043902643
BL09400OP09,0.94,full,full,2014-11-01,2026-08-28,0.4984897873263223,0.5279156947520107,-2.9425907425688402
BL09400OP09,0.94,full,full,2015-05-01,2026-08-28,0.46056194374088766,0.4970778116275161,-3.6515867886628417
BL09400OP09,0.94,full,full,2015-11-01,2026-08-28,0.5649286934237001,0.5936193389038193,-2.8690645480119237
BL09400OP09,0.94,full,full,2016-05-01,2026-08-28,0.6490016866959294,0.7061667460063654,-5.716505931043603
BL09400OP09,0.94,A,A,2009-11-01,2026-08-28,0.37838132712233885,0.32484186578832164,5.353946133401721
BL09400OP09,0.94,A,A,2010-05-01,2026-08-28,0.37377703257850614,0.3577877601083479,1.5989272470158244
BL09400OP09,0.94,A,A,2010-11-01,2026-08-28,0.3875090657529847,0.39384145779326096,-0.6332392040276247
BL09400OP09,0.94,A,A,2011-05-01,2026-08-28,0.4024494470169271,0.4595414701476832,-5.709202313075612
BL09400OP09,0.94,A,A,2011-11-01,2026-08-28,0.41848601017313536,0.4343883464327476,-1.5902336259612238
BL09400OP09,0.94,A,A,2012-05-01,2026-08-28,0.49402229944993636,0.44367740634309305,5.034489310684331
BL09400OP09,0.94,A,A,2012-11-01,2026-08-28,0.48321266794967954,0.5076581123683039,-2.4445444418624396
BL09400OP09,0.94,A,A,2013-05-01,2026-08-28,0.4798935457155653,0.5273589932880105,-4.74654475724452
BL09400OP09,0.94,A,A,2013-11-01,2026-08-28,0.47667560378442664,0.5092937156190205,-3.2618111834593844
BL09400OP09,0.94,A,A,2014-05-01,2026-08-28,0.5098278376960641,0.5759327684444389,-6.610493074837476
BL09400OP09,0.94,A,A,2014-11-01,2026-08-28,0.4768647698714281,0.5567072004372051,-7.9842430565777
BL09400OP09,0.94,A,A,2015-05-01,2026-08-28,0.44217587989475104,0.470629288674965,-2.8453408780213962
BL09400OP09,0.94,A,A,2015-11-01,2026-08-28,0.5078476201118434,0.5189473402580713,-1.1099720146227954
BL09400OP09,0.94,A,A,2016-05-01,2026-08-28,0.610132258109376,0.6848724220753288,-7.474016396595284
BL09400OP09,0.94,U,U6,2009-11-01,2026-08-28,0.35232569774239497,0.297016684127815,5.530901361457996
BL09400OP09,0.94,U,U6,2010-05-01,2026-08-28,0.3429717282185425,0.3254120906730591,1.7559637545483398
BL09400OP09,0.94,U,U6,2010-11-01,2026-08-28,0.3554327118320131,0.36190675509102754,-0.6474043259014461
BL09400OP09,0.94,U,U6,2011-05-01,2026-08-28,0.368980200247768,0.4256749818504688,-5.669478160270081
BL09400OP09,0.94,U,U6,2011-11-01,2026-08-28,0.38351021181591816,0.39675730587595437,-1.3247094060036213
BL09400OP09,0.94,U,U6,2012-05-01,2026-08-28,0.457495035159146,0.4106576740093759,4.683736114977011
BL09400OP09,0.94,U,U6,2012-11-01,2026-08-28,0.4434346663042248,0.46767173320895816,-2.4237066904733373
BL09400OP09,0.94,U,U6,2013-05-01,2026-08-28,0.44261334175983347,0.48741248213969923,-4.4799140379865765
BL09400OP09,0.94,U,U6,2013-11-01,2026-08-28,0.4354694622984656,0.4569234398487596,-2.145397755029399
BL09400OP09,0.94,U,U6,2014-05-01,2026-08-28,0.4731335786311557,0.5281135653137616,-5.497998668260595
BL09400OP09,0.94,U,U6,2014-11-01,2026-08-28,0.43520465498589367,0.5085671679834873,-7.3362512997593665
BL09400OP09,0.94,U,U6,2015-05-01,2026-08-28,0.3978800754252054,0.4273098550923906,-2.9429779667185185
BL09400OP09,0.94,U,U6,2015-11-01,2026-08-28,0.4582730797870951,0.46632417376042645,-0.8051093973331369
BL09400OP09,0.94,U,U6,2016-05-01,2026-08-28,0.555878542288794,0.6226640041781661,-6.678546188937218
BL09500OP09,0.95,full,full,2009-11-01,2026-08-28,0.3650086146516831,0.3171902906642554,4.781832398742769
BL09500OP09,0.95,full,full,2010-05-01,2026-08-28,0.2769186209192058,0.42150631552147355,-14.458769460226772
BL09500OP09,0.95,full,full,2010-11-01,2026-08-28,0.41723059085598524,0.34762338931737813,6.960720153860711
BL09500OP09,0.95,full,full,2011-05-01,2026-08-28,0.3141224108294738,0.31325227361749697,0.0870137211976818
BL09500OP09,0.95,full,full,2011-11-01,2026-08-28,0.3341014288233368,0.3323652934000796,0.17361354232572346
BL09500OP09,0.95,full,full,2012-05-01,2026-08-28,0.4473472015413069,0.39847921911522177,4.886798242608514
BL09500OP09,0.95,full,full,2012-11-01,2026-08-28,0.5118194981353943,0.5003010251284332,1.1518473006961072
BL09500OP09,0.95,full,full,2013-05-01,2026-08-28,0.447720596746491,0.4931181239971951,-4.539752725070412
BL09500OP09,0.95,full,full,2013-11-01,2026-08-28,0.4970571343847203,0.41697297508389597,8.008415930082435
BL09500OP09,0.95,full,full,2014-05-01,2026-08-28,0.5249410689856437,0.4929665032489996,3.1974565736644145
BL09500OP09,0.95,full,full,2014-11-01,2026-08-28,0.5056168309254974,0.5279156947520107,-2.229886382651336
BL09500OP09,0.95,full,full,2015-05-01,2026-08-28,0.4991407739632565,0.4970778116275161,0.2062962335740437
BL09500OP09,0.95,full,full,2015-11-01,2026-08-28,0.547653519068994,0.5936193389038193,-4.596581983482539
BL09500OP09,0.95,full,full,2016-05-01,2026-08-28,0.6557275429380103,0.7061667460063654,-5.043920306835514
BL09500OP09,0.95,A,A,2009-11-01,2026-08-28,0.3656276346635121,0.32484186578832164,4.078576887519048
BL09500OP09,0.95,A,A,2010-05-01,2026-08-28,0.39372076744186657,0.3577877601083479,3.5933007333518674
BL09500OP09,0.95,A,A,2010-11-01,2026-08-28,0.4144536283338216,0.39384145779326096,2.0612170540560637
BL09500OP09,0.95,A,A,2011-05-01,2026-08-28,0.4305836447272804,0.4595414701476832,-2.8957825420402816
BL09500OP09,0.95,A,A,2011-11-01,2026-08-28,0.45381159462070086,0.4343883464327476,1.9423248187953268
BL09500OP09,0.95,A,A,2012-05-01,2026-08-28,0.4666838850953241,0.44367740634309305,2.300647875223105
BL09500OP09,0.95,A,A,2012-11-01,2026-08-28,0.5215226860422808,0.5076581123683039,1.3864573673976865
BL09500OP09,0.95,A,A,2013-05-01,2026-08-28,0.46709137516531807,0.5273589932880105,-6.0267618122692435
BL09500OP09,0.95,A,A,2013-11-01,2026-08-28,0.4755281683649404,0.5092937156190205,-3.3765547254080097
BL09500OP09,0.95,A,A,2014-05-01,2026-08-28,0.49298531803110945,0.5759327684444389,-8.294745041332941
BL09500OP09,0.95,A,A,2014-11-01,2026-08-28,0.46243698570232006,0.5567072004372051,-9.427021473488505
BL09500OP09,0.95,A,A,2015-05-01,2026-08-28,0.44528219233557165,0.470629288674965,-2.534709633939336
BL09500OP09,0.95,A,A,2015-11-01,2026-08-28,0.48734815765183037,0.5189473402580713,-3.159918260624095
BL09500OP09,0.95,A,A,2016-05-01,2026-08-28,0.6328247232288777,0.6848724220753288,-5.204769884645111
BL09500OP09,0.95,U,U7,2009-11-01,2026-08-28,0.3731669102343804,0.33481608440884103,3.835082582553939
BL09500OP09,0.95,U,U7,2010-05-01,2026-08-28,0.43039166371769033,0.3579343145694971,7.245734914819324
BL09500OP09,0.95,U,U7,2010-11-01,2026-08-28,0.3888231966429392,0.38739218473961,0.14310119033291713
BL09500OP09,0.95,U,U7,2011-05-01,2026-08-28,0.40382118676214485,0.43428779221855485,-3.046660545641
BL09500OP09,0.95,U,U7,2011-11-01,2026-08-28,0.4244481739325716,0.4646927860591885,-4.02446121266169
BL09500OP09,0.95,U,U7,2012-05-01,2026-08-28,0.45621969105279003,0.46692004049037794,-1.0700349437587908
BL09500OP09,0.95,U,U7,2012-11-01,2026-08-28,0.5035885792571233,0.5162148902628863,-1.2626311005762947
BL09500OP09,0.95,U,U7,2013-05-01,2026-08-28,0.4930240661197849,0.41651171547851695,7.651235064126793
BL09500OP09,0.95,U,U7,2013-11-01,2026-08-28,0.4539464889791407,0.5000721085610007,-4.612561958186001
BL09500OP09,0.95,U,U7,2014-05-01,2026-08-28,0.5426273709466003,0.5548178513175122,-1.219048037091186
BL09500OP09,0.95,U,U7,2014-11-01,2026-08-28,0.4287914303328064,0.5525190769703248,-12.372764663751834
BL09500OP09,0.95,U,U7,2015-05-01,2026-08-28,0.4610014768775683,0.4569935742332283,0.40079026443400334
BL09500OP09,0.95,U,U7,2015-11-01,2026-08-28,0.5085459308819049,0.5143723820684982,-0.5826451186593307
BL09500OP09,0.95,U,U7,2016-05-01,2026-08-28,0.5595694276069161,0.605943544081949,-4.637411647503287
BL09600OP09,0.96,full,full,2009-11-01,2026-08-28,0.29221123583960007,0.3171902906642554,-2.4979054824655345
BL09600OP09,0.96,full,full,2010-05-01,2026-08-28,0.3078876918274831,0.42150631552147355,-11.361862369399045
BL09600OP09,0.96,full,full,2010-11-01,2026-08-28,0.3970485682288196,0.34762338931737813,4.942517891144149
BL09600OP09,0.96,full,full,2011-05-01,2026-08-28,0.35546933535520586,0.31325227361749697,4.221706173770889
BL09600OP09,0.96,full,full,2011-11-01,2026-08-28,0.35324509237223567,0.3323652934000796,2.0879798972156083
BL09600OP09,0.96,full,full,2012-05-01,2026-08-28,0.4399874610300474,0.39847921911522177,4.1508241914825605
BL09600OP09,0.96,full,full,2012-11-01,2026-08-28,0.43415475282856963,0.5003010251284332,-6.614627229986358
BL09600OP09,0.96,full,full,2013-05-01,2026-08-28,0.4925558025073826,0.4931181239971951,-0.05623214898125006
BL09600OP09,0.96,full,full,2013-11-01,2026-08-28,0.49958468855872384,0.41697297508389597,8.261171347482787
BL09600OP09,0.96,full,full,2014-05-01,2026-08-28,0.5186432769633504,0.4929665032489996,2.5676773714350842
BL09600OP09,0.96,full,full,2014-11-01,2026-08-28,0.5046272704670527,0.5279156947520107,-2.328842428495803
BL09600OP09,0.96,full,full,2015-05-01,2026-08-28,0.4987243878358367,0.4970778116275161,0.16465762083206492
BL09600OP09,0.96,full,full,2015-11-01,2026-08-28,0.5145496151697468,0.5936193389038193,-7.906972373407251
BL09600OP09,0.96,full,full,2016-05-01,2026-08-28,0.6737557449550784,0.7061667460063654,-3.2411001051287025
BL09600OP09,0.96,A,A,2009-11-01,2026-08-28,0.3446960484265351,0.32484186578832164,1.985418263821348
BL09600OP09,0.96,A,A,2010-05-01,2026-08-28,0.36412120908801904,0.3577877601083479,0.6333448979671141
BL09600OP09,0.96,A,A,2010-11-01,2026-08-28,0.39442772279816163,0.39384145779326096,0.05862650049006657
BL09600OP09,0.96,A,A,2011-05-01,2026-08-28,0.409671880136006,0.4595414701476832,-4.986959001167723
BL09600OP09,0.96,A,A,2011-11-01,2026-08-28,0.4232404537369283,0.4343883464327476,-1.1147892695819284
BL09600OP09,0.96,A,A,2012-05-01,2026-08-28,0.4959355305171922,0.44367740634309305,5.225812417409914
BL09600OP09,0.96,A,A,2012-11-01,2026-08-28,0.4887647682861338,0.5076581123683039,-1.8893344082170138
BL09600OP09,0.96,A,A,2013-05-01,2026-08-28,0.4134187047289397,0.5273589932880105,-11.394028855907079
BL09600OP09,0.96,A,A,2013-11-01,2026-08-28,0.4884551936781696,0.5092937156190205,-2.0838521940850896
BL09600OP09,0.96,A,A,2014-05-01,2026-08-28,0.47497230283087033,0.5759327684444389,-10.096046561356854
BL09600OP09,0.96,A,A,2014-11-01,2026-08-28,0.46295129866089635,0.5567072004372051,-9.375590177630876
BL09600OP09,0.96,A,A,2015-05-01,2026-08-28,0.4459820096729967,0.470629288674965,-2.464727900196828
BL09600OP09,0.96,A,A,2015-11-01,2026-08-28,0.5047395049595513,0.5189473402580713,-1.4207835298519988
BL09600OP09,0.96,A,A,2016-05-01,2026-08-28,0.6077802336124447,0.6848724220753288,-7.709218846288413
BL09600OP09,0.96,U,U4,2009-11-01,2026-08-28,0.3446960484265351,0.32484186578832164,1.985418263821348
BL09600OP09,0.96,U,U4,2010-05-01,2026-08-28,0.36412120908801904,0.3577877601083479,0.6333448979671141
BL09600OP09,0.96,U,U4,2010-11-01,2026-08-28,0.39442772279816163,0.39384145779326096,0.05862650049006657
BL09600OP09,0.96,U,U4,2011-05-01,2026-08-28,0.409671880136006,0.4595414701476832,-4.986959001167723
BL09600OP09,0.96,U,U4,2011-11-01,2026-08-28,0.4232404537369283,0.4343883464327476,-1.1147892695819284
BL09600OP09,0.96,U,U4,2012-05-01,2026-08-28,0.4959355305171922,0.44367740634309305,5.225812417409914
BL09600OP09,0.96,U,U4,2012-11-01,2026-08-28,0.4887647682861338,0.5076581123683039,-1.8893344082170138
BL09600OP09,0.96,U,U4,2013-05-01,2026-08-28,0.4134187047289397,0.5273589932880105,-11.394028855907079
BL09600OP09,0.96,U,U4,2013-11-01,2026-08-28,0.4884551936781696,0.5092937156190205,-2.0838521940850896
BL09600OP09,0.96,U,U4,2014-05-01,2026-08-28,0.47497230283087033,0.5759327684444389,-10.096046561356854
BL09600OP09,0.96,U,U4,2014-11-01,2026-08-28,0.46295129866089635,0.5567072004372051,-9.375590177630876
BL09600OP09,0.96,U,U4,2015-05-01,2026-08-28,0.4459820096729967,0.470629288674965,-2.464727900196828
BL09600OP09,0.96,U,U4,2015-11-01,2026-08-28,0.5047395049595513,0.5189473402580713,-1.4207835298519988
BL09600OP09,0.96,U,U4,2016-05-01,2026-08-28,0.6077802336124447,0.6848724220753288,-7.709218846288413
BL09700OP09,0.97,full,full,2009-11-01,2026-08-28,0.2956929941843329,0.3171902906642554,-2.149729647992249
BL09700OP09,0.97,full,full,2010-05-01,2026-08-28,0.26565444099258406,0.42150631552147355,-15.585187452888949
BL09700OP09,0.97,full,full,2010-11-01,2026-08-28,0.4113336118733881,0.34762338931737813,6.371022255601
BL09700OP09,0.97,full,full,2011-05-01,2026-08-28,0.3149223515775528,0.31325227361749697,0.16700779600558047
BL09700OP09,0.97,full,full,2011-11-01,2026-08-28,0.3453036544490007,0.3323652934000796,1.2938361048921099
BL09700OP09,0.97,full,full,2012-05-01,2026-08-28,0.41810945073663097,0.39847921911522177,1.96302316214092
BL09700OP09,0.97,full,full,2012-11-01,2026-08-28,0.41685579635773684,0.5003010251284332,-8.344522877069638
BL09700OP09,0.97,full,full,2013-05-01,2026-08-28,0.4741873167430031,0.4931181239971951,-1.893080725419205
BL09700OP09,0.97,full,full,2013-11-01,2026-08-28,0.48900963627950556,0.41697297508389597,7.203666119560959
BL09700OP09,0.97,full,full,2014-05-01,2026-08-28,0.5494289881218593,0.4929665032489996,5.646248487285965
BL09700OP09,0.97,full,full,2014-11-01,2026-08-28,0.46228790558459987,0.5279156947520107,-6.5627789167410855
BL09700OP09,0.97,full,full,2015-05-01,2026-08-28,0.5136102579829134,0.4970778116275161,1.6532446355397301
BL09700OP09,0.97,full,full,2015-11-01,2026-08-28,0.5453859760643935,0.5936193389038193,-4.823336283942581
BL09700OP09,0.97,full,full,2016-05-01,2026-08-28,0.7162152113451214,0.7061667460063654,1.004846533875603
BL09700OP09,0.97,A,A,2009-11-01,2026-08-28,0.3529777715933655,0.32484186578832164,2.813590580504388
BL09700OP09,0.97,A,A,2010-05-01,2026-08-28,0.37615262535092064,0.3577877601083479,1.8364865242572748
BL09700OP09,0.97,A,A,2010-11-01,2026-08-28,0.3815015303693772,0.39384145779326096,-1.233992742388379
BL09700OP09,0.97,A,A,2011-05-01,2026-08-28,0.39617909500926207,0.4595414701476832,-6.336237513842113
BL09700OP09,0.97,A,A,2011-11-01,2026-08-28,0.4092907744518952,0.4343883464327476,-2.5097571980852384
BL09700OP09,0.97,A,A,2012-05-01,2026-08-28,0.4537879651477903,0.44367740634309305,1.0110558804697245
BL09700OP09,0.97,A,A,2012-11-01,2026-08-28,0.48881467252922617,0.5076581123683039,-1.884343983907777
BL09700OP09,0.97,A,A,2013-05-01,2026-08-28,0.43294449302769955,0.5273589932880105,-9.441450026031095
BL09700OP09,0.97,A,A,2013-11-01,2026-08-28,0.46285941873601844,0.5092937156190205,-4.643429688300205
BL09700OP09,0.97,A,A,2014-05-01,2026-08-28,0.5281973006124316,0.5759327684444389,-4.773546783200722
BL09700OP09,0.97,A,A,2014-11-01,2026-08-28,0.45608936081099993,0.5567072004372051,-10.061783962620519
BL09700OP09,0.97,A,A,2015-05-01,2026-08-28,0.4528155376704346,0.470629288674965,-1.781375100453042
BL09700OP09,0.97,A,A,2015-11-01,2026-08-28,0.49824251276980847,0.5189473402580713,-2.0704827488262856
BL09700OP09,0.97,A,A,2016-05-01,2026-08-28,0.596308284252091,0.6848724220753288,-8.85641378232378
BL09700OP09,0.97,U,U4,2009-11-01,2026-08-28,0.3529777715933655,0.32484186578832164,2.813590580504388
BL09700OP09,0.97,U,U4,2010-05-01,2026-08-28,0.37615262535092064,0.3577877601083479,1.8364865242572748
BL09700OP09,0.97,U,U4,2010-11-01,2026-08-28,0.3815015303693772,0.39384145779326096,-1.233992742388379
BL09700OP09,0.97,U,U4,2011-05-01,2026-08-28,0.39617909500926207,0.4595414701476832,-6.336237513842113
BL09700OP09,0.97,U,U4,2011-11-01,2026-08-28,0.4092907744518952,0.4343883464327476,-2.5097571980852384
BL09700OP09,0.97,U,U4,2012-05-01,2026-08-28,0.4537879651477903,0.44367740634309305,1.0110558804697245
BL09700OP09,0.97,U,U4,2012-11-01,2026-08-28,0.48881467252922617,0.5076581123683039,-1.884343983907777
BL09700OP09,0.97,U,U4,2013-05-01,2026-08-28,0.43294449302769955,0.5273589932880105,-9.441450026031095
BL09700OP09,0.97,U,U4,2013-11-01,2026-08-28,0.46285941873601844,0.5092937156190205,-4.643429688300205
BL09700OP09,0.97,U,U4,2014-05-01,2026-08-28,0.5281973006124316,0.5759327684444389,-4.773546783200722
BL09700OP09,0.97,U,U4,2014-11-01,2026-08-28,0.45608936081099993,0.5567072004372051,-10.061783962620519
BL09700OP09,0.97,U,U4,2015-05-01,2026-08-28,0.4528155376704346,0.470629288674965,-1.781375100453042
BL09700OP09,0.97,U,U4,2015-11-01,2026-08-28,0.49824251276980847,0.5189473402580713,-2.0704827488262856
BL09700OP09,0.97,U,U4,2016-05-01,2026-08-28,0.596308284252091,0.6848724220753288,-8.85641378232378
BL09800OP09,0.98,full,full,2009-11-01,2026-08-28,0.3530228659705468,0.3171902906642554,3.583257530629136
BL09800OP09,0.98,full,full,2010-05-01,2026-08-28,0.3972755889705124,0.42150631552147355,-2.4230726550961146
BL09800OP09,0.98,full,full,2010-11-01,2026-08-28,0.33039109266271205,0.34762338931737813,-1.723229665466608
BL09800OP09,0.98,full,full,2011-05-01,2026-08-28,0.406378803213028,0.31325227361749697,9.312652959553102
BL09800OP09,0.98,full,full,2011-11-01,2026-08-28,0.42700614927124625,0.3323652934000796,9.464085587116667
BL09800OP09,0.98,full,full,2012-05-01,2026-08-28,0.44257869418454976,0.39847921911522177,4.409947506932799
BL09800OP09,0.98,full,full,2012-11-01,2026-08-28,0.3768787991334557,0.5003010251284332,-12.342222599497754
BL09800OP09,0.98,full,full,2013-05-01,2026-08-28,0.42175525415993387,0.4931181239971951,-7.136286983726126
BL09800OP09,0.98,full,full,2013-11-01,2026-08-28,0.4890816064670944,0.41697297508389597,7.210863138319845
BL09800OP09,0.98,full,full,2014-05-01,2026-08-28,0.5187091284426841,0.4929665032489996,2.574262519368453
BL09800OP09,0.98,full,full,2014-11-01,2026-08-28,0.47844592295696486,0.5279156947520107,-4.946977179504586
BL09800OP09,0.98,full,full,2015-05-01,2026-08-28,0.49207575863278086,0.4970778116275161,-0.5002052994735218
BL09800OP09,0.98,full,full,2015-11-01,2026-08-28,0.5596363159477997,0.5936193389038193,-3.3983022956019626
BL09800OP09,0.98,full,full,2016-05-01,2026-08-28,0.6625596678544068,0.7061667460063654,-4.360707815195863
BL09800OP09,0.98,A,A,2009-11-01,2026-08-28,0.3435805417827513,0.32484186578832164,1.8738675994429688
BL09800OP09,0.98,A,A,2010-05-01,2026-08-28,0.34989309819329595,0.3577877601083479,-0.7894661915051948
BL09800OP09,0.98,A,A,2010-11-01,2026-08-28,0.3794523793874296,0.39384145779326096,-1.4389078405831368
BL09800OP09,0.98,A,A,2011-05-01,2026-08-28,0.3940405018677333,0.4595414701476832,-6.550096827994989
BL09800OP09,0.98,A,A,2011-11-01,2026-08-28,0.40694417340243216,0.4343883464327476,-2.7444173030315433
BL09800OP09,0.98,A,A,2012-05-01,2026-08-28,0.4535537560196983,0.44367740634309305,0.9876349676605223
BL09800OP09,0.98,A,A,2012-11-01,2026-08-28,0.4847668999570196,0.5076581123683039,-2.2891212411284334
BL09800OP09,0.98,A,A,2013-05-01,2026-08-28,0.4402254337278868,0.5273589932880105,-8.71335595601237
BL09800OP09,0.98,A,A,2013-11-01,2026-08-28,0.4482532682401399,0.5092937156190205,-6.104044737888059
BL09800OP09,0.98,A,A,2014-05-01,2026-08-28,0.5069150878713808,0.5759327684444389,-6.901768057305802
BL09800OP09,0.98,A,A,2014-11-01,2026-08-28,0.4623447090251216,0.5567072004372051,-9.436249141208354
BL09800OP09,0.98,A,A,2015-05-01,2026-08-28,0.44182495184809034,0.470629288674965,-2.8804336826874666
BL09800OP09,0.98,A,A,2015-11-01,2026-08-28,0.49583881564579246,0.5189473402580713,-2.310852461227886
BL09800OP09,0.98,A,A,2016-05-01,2026-08-28,0.6118469516553686,0.6848724220753288,-7.3025470419960214
BL09800OP09,0.98,U,U3,2009-11-01,2026-08-28,0.32335512701497193,0.33250492543901333,-0.91497984240414
BL09800OP09,0.98,U,U3,2010-05-01,2026-08-28,0.3345442057983421,0.3477661125241587,-1.322190672581658
BL09800OP09,0.98,U,U3,2010-11-01,2026-08-28,0.33248226336629605,0.3572355622456167,-2.475329887932065
BL09800OP09,0.98,U,U3,2011-05-01,2026-08-28,0.3450490015487111,0.36105605580968714,-1.600705426097604
BL09800OP09,0.98,U,U3,2011-11-01,2026-08-28,0.38084999381571216,0.40585591516228736,-2.50059213465752
BL09800OP09,0.98,U,U3,2012-05-01,2026-08-28,0.4188134825953971,0.4072689808279335,1.1544501767463577
BL09800OP09,0.98,U,U3,2012-11-01,2026-08-28,0.44571841008605206,0.45814787108601096,-1.2429460999958897
BL09800OP09,0.98,U,U3,2013-05-01,2026-08-28,0.41902512968624017,0.4401491857455042,-2.112405605926404
BL09800OP09,0.98,U,U3,2013-11-01,2026-08-28,0.4511421092764345,0.46295390875179776,-1.181179947536326
BL09800OP09,0.98,U,U3,2014-05-01,2026-08-28,0.43473061124075096,0.47417919656882623,-3.944858532807527
BL09800OP09,0.98,U,U3,2014-11-01,2026-08-28,0.46511663105135814,0.45685544475712914,0.8261186294229006
BL09800OP09,0.98,U,U3,2015-05-01,2026-08-28,0.4165779548452362,0.3640128820491295,5.256507279610667
BL09800OP09,0.98,U,U3,2015-11-01,2026-08-28,0.44581071266478056,0.4093044838323552,3.650622883242538
BL09800OP09,0.98,U,U3,2016-05-01,2026-08-28,0.5555021726760803,0.5386266671115105,1.6875505564569737
BL09900OP09,0.99,full,full,2009-11-01,2026-08-28,0.3055497814297514,0.3171902906642554,-1.1640509234503993
BL09900OP09,0.99,full,full,2010-05-01,2026-08-28,0.3845272428875577,0.42150631552147355,-3.6979072633915866
BL09900OP09,0.99,full,full,2010-11-01,2026-08-28,0.3495657797574232,0.34762338931737813,0.1942390440045072
BL09900OP09,0.99,full,full,2011-05-01,2026-08-28,0.35240913426479015,0.31325227361749697,3.915686064729318
BL09900OP09,0.99,full,full,2011-11-01,2026-08-28,0.3204608722332709,0.3323652934000796,-1.1904421166808676
BL09900OP09,0.99,full,full,2012-05-01,2026-08-28,0.4466346097175433,0.39847921911522177,4.815539060232155
BL09900OP09,0.99,full,full,2012-11-01,2026-08-28,0.36552140179162174,0.5003010251284332,-13.477962333681148
BL09900OP09,0.99,full,full,2013-05-01,2026-08-28,0.49133055686127136,0.4931181239971951,-0.17875671359237622
BL09900OP09,0.99,full,full,2013-11-01,2026-08-28,0.4896653331951062,0.41697297508389597,7.269235811121022
BL09900OP09,0.99,full,full,2014-05-01,2026-08-28,0.5379626605285113,0.4929665032489996,4.499615727951167
BL09900OP09,0.99,full,full,2014-11-01,2026-08-28,0.5113064375220395,0.5279156947520107,-1.6609257229971197
BL09900OP09,0.99,full,full,2015-05-01,2026-08-28,0.5038447403397961,0.4970778116275161,0.6766928712280018
BL09900OP09,0.99,full,full,2015-11-01,2026-08-28,0.5622071621729525,0.5936193389038193,-3.1412176730866825
BL09900OP09,0.99,full,full,2016-05-01,2026-08-28,0.6809234948419243,0.7061667460063654,-2.524325116444115
BL09900OP09,0.99,A,A,2009-11-01,2026-08-28,0.3369915334224225,0.32484186578832164,1.2149667634100858
BL09900OP09,0.99,A,A,2010-05-01,2026-08-28,0.36298416381556997,0.3577877601083479,0.5196403707222075
BL09900OP09,0.99,A,A,2010-11-01,2026-08-28,0.3458930450514315,0.39384145779326096,-4.794841274182948
BL09900OP09,0.99,A,A,2011-05-01,2026-08-28,0.3931900598709732,0.4595414701476832,-6.635141027670999
