security_code,security_name,report_date,available_at,base_path,BASE:status,BASE:intrinsic_value,BASE:reinvestment_rate,BASE:g0,BASE:roic_g_source,BASE:wc_first_period,BASE:wc_last_period,BASE:wc_start,BASE:wc_end,BASE:wc_change,BASE:wc_financing_start,BASE:wc_financing_end,BASE:wc_conflict_years,WCREP:status,WCREP:intrinsic_value,WCREP:reinvestment_rate,WCREP:g0,WCREP:roic_g_source,WCREP:wc_first_period,WCREP:wc_last_period,WCREP:wc_start,WCREP:wc_end,WCREP:wc_change,WCREP:wc_financing_start,WCREP:wc_financing_end,WCREP:wc_conflict_years,WCOP:status,WCOP:intrinsic_value,WCOP:reinvestment_rate,WCOP:g0,WCOP:roic_g_source,WCOP:wc_first_period,WCOP:wc_last_period,WCOP:wc_start,WCOP:wc_end,WCOP:wc_change,WCOP:wc_financing_start,WCOP:wc_financing_end,WCOP:wc_conflict_years,WCREP_vs_BASE,WCOP_vs_BASE,WCOP_vs_WCREP
002595,豪迈科技,2026-06-30,2026-08-29,growth,ok,27.5321,0.6510,0.2119,capital,2021-12-31,2025-12-31,4178443291.8500,8266961940.2800,4088518648.4300,455632256.4100,390665844.2300,0,ok,24.5639,0.4107,0.1337,capital,2021-12-31,2025-12-31,2628713275.0100,4978498978.3000,2349785703.2900,455632256.4100,390665844.2300,0,ok,24.4245,0.4017,0.1308,capital,2021-12-31,2025-12-31,3084345531.4200,5369164822.5300,2284819291.1100,455632256.4100,390665844.2300,0,-0.10780870329542602,-0.11287188409166038,-0.005674994605905481
002648,卫星化学,2026-06-30,2026-08-15,growth,ok,30.4947,-0.4561,0.0000,trailing,2021-12-31,2025-12-31,-4688550272.9100,-8843723210.2600,-4155172937.3500,1784831015.6900,564370415.6900,0,ok,30.4947,-0.3221,0.0000,trailing,2021-12-31,2025-12-31,-1328968910.0800,-2416281782.6400,-1087312872.5600,1784831015.6900,564370415.6900,0,ok,30.4947,-0.3754,0.0000,trailing,2021-12-31,2025-12-31,455862105.6100,-1851911366.9500,-2307773472.5600,1784831015.6900,564370415.6900,0,0.0,0.0,0.0
002690,美亚光电,2026-06-30,2026-08-26,growth,ok,7.1385,0.1553,0.0000,trailing,2021-12-31,2025-12-31,-238593655.6600,159683827.8200,398277483.4800,837720.0000,6419212.3000,0,ok,7.1385,0.0603,0.0000,trailing,2021-12-31,2025-12-31,-27813101.1800,100159744.2000,127972845.3800,837720.0000,6419212.3000,0,ok,7.1385,0.0622,0.0000,trailing,2021-12-31,2025-12-31,-26975381.1800,106578956.5000,133554337.6800,837720.0000,6419212.3000,0,0.0,0.0,0.0
002714,牧原股份,2026-06-30,2026-08-21,growth,ok,39.2927,0.8488,0.2500,capital,2021-12-31,2025-12-31,-39634791318.0800,10674308867.8000,50309100185.8800,0.0000,0.0000,0,ok,39.1125,0.4336,0.1734,capital,2021-12-31,2025-12-31,-3101429176.9000,23305353614.9400,26406782791.8400,0.0000,0.0000,0,ok,39.1125,0.4336,0.1734,capital,2021-12-31,2025-12-31,-3101429176.9000,23305353614.9400,26406782791.8400,0.0000,0.0000,0,-0.004586093600083663,-0.004586093600083663,0.0
002916,深南电路,2026-06-30,2026-08-27,growth,ok,89.4372,1.1882,0.1838,capital,2021-12-31,2025-12-31,1485047596.5000,4215159714.4300,2730112117.9300,843497798.0900,866972582.2500,0,ok,89.4372,1.1391,0.1838,capital,2021-12-31,2025-12-31,1724980224.0600,4038268969.8200,2313288745.7600,843497798.0900,866972582.2500,0,ok,89.4372,1.1419,0.1838,capital,2021-12-31,2025-12-31,2568478022.1500,4905241552.0700,2336763529.9200,843497798.0900,866972582.2500,0,0.0,0.0,0.0
002920,德赛西威,2026-06-30,2026-08-14,growth,ok,62.8025,0.9033,0.1826,capital,2021-12-31,2025-12-31,1064534169.4100,4355088439.5800,3290554270.1700,749966067.9100,2403643240.8600,0,ok,60.2493,0.7701,0.1556,capital,2021-12-31,2025-12-31,1219877904.0600,3537443934.6700,2317566030.6100,749966067.9100,2403643240.8600,0,ok,62.9973,0.9965,0.2014,capital,2021-12-31,2025-12-31,1969843971.9700,5941087175.5300,3971243203.5600,749966067.9100,2403643240.8600,0,-0.04065443254647516,0.0031017873492298342,0.04561048842061233
002938,鹏鼎控股,2026-06-30,2026-08-12,growth,ok,20.0281,-0.0398,0.0000,none,2021-12-31,2025-12-31,9600227123.4500,4029550988.7600,-5570676134.6900,0.0000,39453938.1200,0,ok,20.7147,0.1308,0.0224,capital,2021-12-31,2025-12-31,6316280967.2400,3474045508.6000,-2842235458.6400,0.0000,39453938.1200,0,ok,20.7279,0.1332,0.0228,capital,2021-12-31,2025-12-31,6316280967.2400,3513499446.7200,-2802781520.5200,0.0000,39453938.1200,0,0.03428183402319762,0.034940908024226225,0.0006372286347378076
300015,爱尔眼科,2026-06-30,2026-08-28,growth,ok,4.4037,-0.0918,0.0000,trailing,2021-12-31,2025-12-31,-143604282.7800,-986949140.1700,-843344857.3900,0.0000,0.0000,0,ok,4.4037,-0.0651,0.0000,trailing,2021-12-31,2025-12-31,-279418140.4000,-741857819.8100,-462439679.4100,0.0000,0.0000,0,ok,4.4037,-0.0651,0.0000,trailing,2021-12-31,2025-12-31,-279418140.4000,-741857819.8100,-462439679.4100,0.0000,0.0000,0,0.0,0.0,0.0
300033,同花顺,2026-06-30,2026-08-22,zero_growth,ok,44.6249,-0.1014,0.0000,,2021-12-31,2025-12-31,-1487657358.8100,-2757502106.7200,-1269844747.9100,0.0000,0.0000,0,ok,44.6249,-0.0834,0.0000,,2021-12-31,2025-12-31,-1449143626.7600,-2573465562.8800,-1124321936.1200,0.0000,0.0000,0,ok,44.6249,-0.0834,0.0000,,2021-12-31,2025-12-31,-1449143626.7600,-2573465562.8800,-1124321936.1200,0.0000,0.0000,0,0.0,0.0,0.0
300054,鼎龙股份,2026-06-30,2026-08-26,growth,ok,9.3309,1.2318,0.2029,capital,2021-12-31,2025-12-31,1462247654.0500,1904862459.8800,442614805.8300,0.0000,52338863.5900,0,ok,9.3309,1.1543,0.2029,capital,2021-12-31,2025-12-31,979917523.3200,1246020709.8700,266103186.5500,0.0000,52338863.5900,0,ok,9.3309,1.1773,0.2029,capital,2021-12-31,2025-12-31,979917523.3200,1298359573.4600,318442050.1400,0.0000,52338863.5900,0,0.0,0.0,0.0
300059,东方财富,2026-06-30,2026-08-22,zero_growth,ok,25.9638,-0.0882,0.0000,,2021-12-31,2025-12-31,2190962712.9700,-930720344.1400,-3121683057.1100,0.0000,0.0000,0,ok,25.9638,-0.0555,0.0000,,2021-12-31,2025-12-31,600715302.2600,-1252509508.2200,-1853224810.4800,0.0000,0.0000,0,ok,25.9638,-0.0555,0.0000,,2021-12-31,2025-12-31,600715302.2600,-1252509508.2200,-1853224810.4800,0.0000,0.0000,0,0.0,0.0,0.0
300124,汇川技术,2026-06-30,2026-08-29,growth,ok,19.3314,-0.0203,0.0000,trailing,2021-12-31,2025-12-31,-145936584.6500,-5732143430.5100,-5586206845.8600,2552668168.3800,3507049076.5500,0,ok,20.0074,0.1984,0.0182,capital,2021-12-31,2025-12-31,1582626146.4600,206973869.1900,-1375652277.2700,2552668168.3800,3507049076.5500,0,ok,20.1810,0.2480,0.0228,capital,2021-12-31,2025-12-31,4135294314.8400,3714022945.7400,-421271369.1000,2552668168.3800,3507049076.5500,0,0.03496901414279363,0.0439492225084579,0.008676789587852562
300274,阳光电源,2026-06-30,2026-08-29,growth,ok,76.5943,0.1356,0.0542,capital,2021-12-31,2025-12-31,-6576691433.8700,-8103143287.7000,-1526451853.8300,762715906.6200,1782439348.2100,0,ok,82.7676,0.2293,0.0917,capital,2021-12-31,2025-12-31,1655665677.9100,3799512287.2600,2143846609.3500,762715906.6200,1782439348.2100,0,ok,84.5652,0.2554,0.1021,capital,2021-12-31,2025-12-31,2418381584.5300,5581951635.4700,3163570050.9400,762715906.6200,1782439348.2100,0,0.08059738126727445,0.10406649058741979,0.021718643527177228
300308,中际旭创,2026-06-30,2026-08-22,growth,ok,88.3370,0.4236,0.1694,capital,2021-12-31,2025-12-31,5008162953.5700,8272889178.7200,3264726225.1500,47749317.8100,59766299.8700,0,ok,89.5163,0.5274,0.2110,capital,2021-12-31,2025-12-31,4322322129.1700,9723787826.9200,5401465697.7500,47749317.8100,59766299.8700,0,ok,89.5193,0.5280,0.2112,capital,2021-12-31,2025-12-31,4370071446.9800,9783554126.7900,5413482679.8100,47749317.8100,59766299.8700,0,0.013350011886299029,0.013383972740754091,3.351344950575097e-05
300316,晶盛机电,2026-06-30,2026-08-22,growth,ok,25.1280,0.9128,0.0000,none,2021-12-31,2025-12-31,-3230312263.6500,3452760992.7700,6683073256.4200,1943787375.9400,939711821.1000,0,ok,25.1280,0.7857,0.0000,none,2021-12-31,2025-12-31,-748834534.8800,4402836117.2100,5151670652.0900,1943787375.9400,939711821.1000,0,ok,25.1280,0.7024,0.0000,none,2021-12-31,2025-12-31,1194952841.0600,5342547938.3100,4147595097.2500,1943787375.9400,939711821.1000,0,0.0,0.0,0.0
300357,我武生物,2026-06-30,2026-08-28,growth,ok,8.7703,0.2717,0.0193,capital,2021-12-31,2025-12-31,439695217.1500,337435285.8600,-102259931.2900,0.0000,50969469.9900,0,ok,8.8229,0.3271,0.0232,capital,2021-12-31,2025-12-31,206656265.9900,176876814.9200,-29779451.0700,0.0000,50969469.9900,0,ok,8.8601,0.3661,0.0260,capital,2021-12-31,2025-12-31,206656265.9900,227846284.9100,21190018.9200,0.0000,50969469.9900,0,0.005997514338164089,0.010239102425230406,0.0042163007627875615
300394,天孚通信,2026-06-30,2026-08-19,growth,ok,17.8419,0.3520,0.1408,capital,2021-12-31,2025-12-31,466519291.6000,1346306705.0200,879787413.4200,72512282.4500,16802959.6900,0,ok,16.4807,0.2516,0.1006,capital,2021-12-31,2025-12-31,289296303.9200,717549103.2200,428252799.3000,72512282.4500,16802959.6900,0,ok,16.3218,0.2392,0.0957,capital,2021-12-31,2025-12-31,361808586.3700,734352062.9100,372543476.5400,72512282.4500,16802959.6900,0,-0.07629232312702128,-0.08519832529046789,-0.009641580758098844
300395,菲利华,2026-06-30,2026-08-21,growth,ok,9.8157,1.4010,0.0201,capital,2021-12-31,2025-12-31,588394094.4900,1893928291.6400,1305534197.1500,55350549.3200,89428911.5000,0,ok,9.8157,1.2049,0.0201,capital,2021-12-31,2025-12-31,431485839.2200,1371273387.3500,939787548.1300,55350549.3200,89428911.5000,0,ok,9.8157,1.2232,0.0201,capital,2021-12-31,2025-12-31,486836388.5400,1460702298.8500,973865910.3100,55350549.3200,89428911.5000,0,0.0,0.0,0.0
300408,三环集团,2026-06-30,2026-08-28,growth,ok,20.0524,0.0039,0.0003,capital,2021-12-31,2025-12-31,4108334646.9500,3806650929.0600,-301683717.8900,137021824.6500,345552116.7300,0,ok,20.1532,0.0445,0.0037,capital,2021-12-31,2025-12-31,2798718749.5100,2820266608.7300,21547859.2200,137021824.6500,345552116.7300,0,ok,20.2186,0.0707,0.0058,capital,2021-12-31,2025-12-31,2935740574.1600,3165818725.4600,230078151.3000,137021824.6500,345552116.7300,0,0.005026829706169744,0.008288284694101478,0.0032451422106662964
300415,伊之密,2026-06-30,2026-08-25,growth,ok,19.1484,0.8251,0.0710,capital,2021-12-31,2025-12-31,171454150.9100,1384767156.1100,1213313005.2000,110367261.4600,274135823.2900,0,ok,18.3685,0.6447,0.0555,capital,2021-12-31,2025-12-31,449219198.2500,1230626402.7500,781407204.5000,110367261.4600,274135823.2900,0,ok,18.6604,0.7131,0.0614,capital,2021-12-31,2025-12-31,559586459.7100,1504762226.0400,945175766.3300,110367261.4600,274135823.2900,0,-0.04072925153015383,-0.025485158028869193,0.015891335710591425
300470,中密控股,2026-06-30,2026-08-25,growth,ok,18.7697,0.2114,0.0218,capital,2021-12-31,2025-12-31,918774757.5600,1137168830.4400,218394072.8800,195994974.9100,155052817.8300,0,ok,18.6978,0.1886,0.0195,capital,2021-12-31,2025-12-31,578853672.5600,764418517.7600,185564845.2000,195994974.9100,155052817.8300,0,ok,18.6088,0.1601,0.0165,capital,2021-12-31,2025-12-31,774848647.4700,919471335.5900,144622688.1200,195994974.9100,155052817.8300,0,-0.0038306419388695057,-0.008572326675439723,-0.004759918279156006
300487,蓝晓科技,2026-06-30,2026-08-20,growth,ok,22.3231,0.2236,0.0894,capital,2021-12-31,2025-12-31,139941894.7200,774956848.3600,635014953.6400,255525264.9300,182053070.7700,0,ok,21.0897,0.1463,0.0585,capital,2021-12-31,2025-12-31,118397941.6600,516800533.4500,398402591.7900,255525264.9300,182053070.7700,0,ok,20.7249,0.1222,0.0489,capital,2021-12-31,2025-12-31,373923206.5900,698853604.2200,324930397.6300,255525264.9300,182053070.7700,0,-0.055252182716558185,-0.07159399904135166,-0.017297543350545452
300502,新易盛,2026-06-30,2026-08-25,growth,ok,54.6119,0.4229,0.1692,capital,2021-12-31,2025-12-31,1040785633.7700,4080698732.3100,3039913098.5400,135342164.2900,11558734.2800,0,ok,56.5953,0.4700,0.1880,capital,2021-12-31,2025-12-31,1215877724.4100,4914144451.7200,3698266727.3100,135342164.2900,11558734.2800,0,ok,56.2158,0.4611,0.1844,capital,2021-12-31,2025-12-31,1351219888.7000,4925703186.0000,3574483297.3000,135342164.2900,11558734.2800,0,0.03631809184445145,0.029369056927153192,-0.006705503813920988
300529,健帆生物,2026-06-30,2026-08-07,growth,ok,8.3875,0.0398,0.0000,none,2021-12-31,2025-12-31,544312596.5200,1930632.1300,-542381964.3900,0.0000,5657094.2000,0,ok,8.3875,0.1550,0.0000,none,2021-12-31,2025-12-31,297017323.3800,79554625.1100,-217462698.2700,0.0000,5657094.2000,0,ok,8.3875,0.1570,0.0000,none,2021-12-31,2025-12-31,297017323.3800,85211719.3100,-211805604.0700,0.0000,5657094.2000,0,0.0,0.0,0.0
300604,长川科技,2026-06-30,2026-08-28,growth,ok,20.8697,0.9635,0.2500,capital,2021-12-31,2025-12-31,645226122.5300,1972253486.2000,1327027363.6700,99869246.7800,103344288.0100,0,ok,20.8697,1.1618,0.2500,capital,2021-12-31,2025-12-31,711442616.9700,2521563779.8600,1810121162.8900,99869246.7800,103344288.0100,0,ok,20.8697,1.1632,0.2500,capital,2021-12-31,2025-12-31,811311863.7500,2624908067.8700,1813596204.1200,99869246.7800,103344288.0100,0,0.0,0.0,0.0
300627,华测导航,2026-06-30,2026-08-14,growth,ok,11.8458,0.5479,0.1334,capital,2021-12-31,2025-12-31,501409332.0700,1421379257.7800,919969925.7100,12541785.1200,91506687.1500,0,ok,10.4938,0.2627,0.0639,capital,2021-12-31,2025-12-31,362885633.3500,686921766.2700,324036132.9200,12541785.1200,91506687.1500,0,ok,10.6602,0.3005,0.0731,capital,2021-12-31,2025-12-31,375427418.4700,778428453.4200,403001034.9500,12541785.1200,91506687.1500,0,-0.11413327930574557,-0.10008610646811533,0.015856982218071636
300628,亿联网络,2026-06-30,2026-08-19,growth,ok,22.1532,0.2130,0.0852,capital,2021-12-31,2025-12-31,1028861417.4500,2327090602.1100,1298229184.6600,0.0000,0.0000,0,ok,21.4915,0.1763,0.0705,capital,2021-12-31,2025-12-31,784281529.0900,1735775996.0800,951494466.9900,0.0000,0.0000,0,ok,21.4915,0.1763,0.0705,capital,2021-12-31,2025-12-31,784281529.0900,1735775996.0800,951494466.9900,0.0000,0.0000,0,-0.029869273964935106,-0.029869273964935106,0.0
300661,圣邦股份,2026-06-30,2026-08-29,growth,ok,20.6138,0.6919,0.0000,none,2021-12-31,2025-12-31,-84007217.9100,1010624318.6200,1094631536.5300,0.0000,259512.4000,0,ok,20.6138,0.6378,0.0000,none,2021-12-31,2025-12-31,70278817.8600,1048703926.5500,978425108.6900,0.0000,259512.4000,0,ok,20.6138,0.6379,0.0000,none,2021-12-31,2025-12-31,70278817.8600,1048963438.9500,978684621.0900,0.0000,259512.4000,0,0.0,0.0,0.0
300685,艾德生物,2026-06-30,2026-08-25,growth,ok,11.9455,0.3855,0.1542,capital,2021-12-31,2025-12-31,783512194.1600,1222139867.0300,438627672.8700,0.0000,0.0000,0,ok,10.4640,0.1910,0.0764,capital,2021-12-31,2025-12-31,375678538.7400,591201825.0100,215523286.2700,0.0000,0.0000,0,ok,10.4640,0.1910,0.0764,capital,2021-12-31,2025-12-31,375678538.7400,591201825.0100,215523286.2700,0.0000,0.0000,0,-0.1240215980913314,-0.1240215980913314,0.0
300699,光威复材,2026-06-30,2026-08-25,growth,ok,9.4561,1.0764,0.0000,none,2021-12-31,2025-12-31,-13088924.3700,1359193768.9100,1372282693.2800,398332821.6100,444386671.1700,0,ok,9.4561,0.9095,0.0000,none,2021-12-31,2025-12-31,167582866.4400,1022485542.6900,854902676.2500,398332821.6100,444386671.1700,0,ok,9.4561,0.9244,0.0000,none,2021-12-31,2025-12-31,565915688.0500,1466872213.8600,900956525.8100,398332821.6100,444386671.1700,0,0.0,0.0,0.0
300750,宁德时代,2026-06-30,2026-07-25,growth,ok,210.9911,-0.6440,0.0000,trailing,2021-12-31,2025-12-31,-136266406700.0000,-346580628000.0000,-210314221300.0000,6486380800.0000,43205292000.0000,0,ok,210.9911,-0.1754,0.0000,trailing,2021-12-31,2025-12-31,-54293745300.0000,-160757947000.0000,-106464201700.0000,6486380800.0000,43205292000.0000,0,ok,210.9911,-0.0097,0.0000,trailing,2021-12-31,2025-12-31,-47807364500.0000,-117552655000.0000,-69745290500.0000,6486380800.0000,43205292000.0000,0,0.0,0.0,0.0
300759,康龙化成,2026-06-30,2026-08-21,growth,ok,14.9058,1.3246,0.0020,capital,2021-12-31,2025-12-31,1404328144.0400,4145571995.8200,2741243851.7800,0.0000,0.0000,0,ok,14.9058,1.1492,0.0020,capital,2021-12-31,2025-12-31,491012693.2400,2030248953.4300,1539236260.1900,0.0000,0.0000,0,ok,14.9058,1.1492,0.0020,capital,2021-12-31,2025-12-31,491012693.2400,2030248953.4300,1539236260.1900,0.0000,0.0000,0,0.0,0.0,0.0
300760,迈瑞医疗,2026-06-30,2026-08-29,growth,ok,92.4423,0.1189,0.0040,capital,2021-12-31,2025-12-31,-1831390593.0000,-303206871.0000,1528183722.0000,0.0000,0.0000,0,ok,92.3336,0.1031,0.0035,capital,2021-12-31,2025-12-31,-1340655501.0000,-471024305.0000,869631196.0000,0.0000,0.0000,0,ok,92.3336,0.1031,0.0035,capital,2021-12-31,2025-12-31,-1340655501.0000,-471024305.0000,869631196.0000,0.0000,0.0000,0,-0.001175868622913967,-0.001175868622913967,0.0
300776,帝尔激光,2026-06-30,2026-08-20,growth,ok,32.6377,0.9285,0.1000,capital,2021-12-31,2025-12-31,946619952.8300,2563717661.4000,1617097708.5700,159313955.4000,232113470.1300,0,ok,30.3573,0.5321,0.0573,capital,2021-12-31,2025-12-31,612598963.2300,1414911345.6400,802312382.4100,159313955.4000,232113470.1300,0,ok,30.5519,0.5676,0.0612,capital,2021-12-31,2025-12-31,771912918.6300,1647024815.7700,875111897.1400,159313955.4000,232113470.1300,0,-0.06987011952435385,-0.06390768957371395,0.006410319758344718
300811,铂科新材,2026-06-30,2026-08-26,growth,ok,16.1520,1.0026,0.1474,capital,2021-12-31,2025-12-31,570083294.1900,1373038224.9900,802954930.8000,78705215.8500,226573303.7400,0,ok,15.2653,0.7448,0.1098,capital,2021-12-31,2025-12-31,326092330.6400,792523033.4500,466430702.8100,78705215.8500,226573303.7400,0,ok,15.7619,0.8581,0.1265,capital,2021-12-31,2025-12-31,404797546.4900,1019096337.1900,614298790.7000,78705215.8500,226573303.7400,0,-0.054897226349678085,-0.02415180782565629,0.032531296469771265
300832,新产业,2026-06-30,2026-08-14,growth,ok,23.7080,0.3792,0.0518,capital,2021-12-31,2025-12-31,640751292.9000,2368808136.1200,1728056843.2200,0.0000,0.0000,0,ok,22.9500,0.2636,0.0360,capital,2021-12-31,2025-12-31,536006710.6700,1520148767.9500,984142057.2800,0.0000,0.0000,0,ok,22.9500,0.2636,0.0360,capital,2021-12-31,2025-12-31,536006710.6700,1520148767.9500,984142057.2800,0.0000,0.0000,0,-0.031972330015184736,-0.031972330015184736,0.0
300866,安克创新,2026-06-30,2026-08-31,growth,ok,65.7544,0.1485,0.0594,capital,2021-12-31,2025-12-31,2119614051.6900,1850158858.5000,-269455193.1900,0.0000,0.0000,0,ok,70.6211,0.2325,0.0930,capital,2021-12-31,2025-12-31,1903852112.9000,2290897070.2300,387044957.3300,0.0000,0.0000,0,ok,70.6211,0.2325,0.0930,capital,2021-12-31,2025-12-31,1903852112.9000,2290897070.2300,387044957.3300,0.0000,0.0000,0,0.07401329796941347,0.07401329796941347,0.0
300896,爱美客,2026-06-30,2026-08-21,growth,ok,64.2260,0.0689,0.0066,capital,2021-12-31,2025-12-31,38856035.2300,61816390.3000,22960355.0700,0.0000,0.0000,0,ok,64.1751,0.0651,0.0063,capital,2021-12-31,2025-12-31,-24947993.8200,-26384964.4200,-1436970.6000,0.0000,0.0000,0,ok,64.1751,0.0651,0.0063,capital,2021-12-31,2025-12-31,-24947993.8200,-26384964.4200,-1436970.6000,0.0000,0.0000,0,-0.000792513935166439,-0.000792513935166439,0.0
300910,瑞丰新材,2026-06-30,2026-08-26,growth,ok,30.6948,0.6120,0.1633,capital,2021-12-31,2025-12-31,142066515.2700,695060144.9800,552993629.7100,62198115.0700,154271237.9000,0,ok,29.4753,0.5383,0.1436,capital,2021-12-31,2025-12-31,225573966.6100,581171631.4400,355597664.8300,62198115.0700,154271237.9000,0,ok,30.0374,0.5727,0.1528,capital,2021-12-31,2025-12-31,287772081.6800,735442869.3400,447670787.6600,62198115.0700,154271237.9000,0,-0.03972985652292893,-0.02141730846918688,0.019070204544143765
301589,诺瓦星云,2026-06-30,2026-08-22,growth,ok,106.0506,0.9970,0.1496,capital,2021-12-31,2025-12-31,467513249.5000,2236944281.1400,1769431031.6400,40281132.0900,285351222.5700,0,ok,97.8946,0.7384,0.1108,capital,2021-12-31,2025-12-31,399568807.7700,1615999680.0000,1216430872.2300,40281132.0900,285351222.5700,0,ok,101.4169,0.8530,0.1280,capital,2021-12-31,2025-12-31,439849939.8600,1901350902.5700,1461500962.7100,40281132.0900,285351222.5700,0,-0.07690668416774638,-0.043693293578725645,0.035980534166338174
600007,中国国贸,2026-06-30,2026-08-31,growth,ok,14.5559,-0.4065,0.0000,trailing,2021-12-31,2025-12-31,407179619.0000,-46904440.0000,-454084059.0000,0.0000,0.0000,0,ok,14.5559,-0.3658,0.0000,trailing,2021-12-31,2025-12-31,105785561.0000,-143784543.0000,-249570104.0000,0.0000,0.0000,0,ok,14.5559,-0.3658,0.0000,trailing,2021-12-31,2025-12-31,105785561.0000,-143784543.0000,-249570104.0000,0.0000,0.0000,0,0.0,0.0,0.0
600031,三一重工,2026-06-30,2026-08-31,growth,ok,16.6152,0.0459,0.0000,none,2021-12-31,2025-12-31,-2636866000.0000,-4452665000.0000,-1815799000.0000,737778000.0000,461187000.0000,0,ok,16.6152,0.1087,0.0000,none,2021-12-31,2025-12-31,5754219000.0000,5587835000.0000,-166384000.0000,737778000.0000,461187000.0000,0,ok,16.6152,0.0981,0.0000,none,2021-12-31,2025-12-31,6491997000.0000,6049022000.0000,-442975000.0000,737778000.0000,461187000.0000,0,0.0,0.0,0.0
600036,招商银行,2026-06-30,2026-08-29,equity_fallback,ok,83.7817,,0.1146,,,,,,,,,0,ok,83.7817,,0.1146,,,,,,,,,0,ok,83.7817,,0.1146,,,,,,,,,0,0.0,0.0,0.0
600066,宇通客车,2026-06-30,2026-08-11,growth,ok,9.6490,0.3596,0.0000,none,2021-12-31,2025-12-31,-1109126128.0900,3415091748.8200,4524217876.9100,302338792.7500,212216562.5900,0,ok,9.6490,-0.0125,0.0000,none,2021-12-31,2025-12-31,1466491938.9800,1389020231.6500,-77471707.3300,302338792.7500,212216562.5900,0,ok,9.6490,-0.0198,0.0000,none,2021-12-31,2025-12-31,1768830731.7300,1601236794.2400,-167593937.4900,302338792.7500,212216562.5900,0,0.0,0.0,0.0
600085,同仁堂,2026-06-30,2026-08-31,growth,ok,15.0070,0.0561,0.0000,none,2021-12-31,2025-12-31,1746129807.6200,4784874189.7400,3038744382.1200,188189546.3300,94805198.5200,0,ok,15.0070,0.1447,0.0000,none,2021-12-31,2025-12-31,3479841595.4900,7323701724.3300,3843860128.8400,188189546.3300,94805198.5200,0,ok,15.0070,0.1344,0.0000,none,2021-12-31,2025-12-31,3668031141.8200,7418506922.8500,3750475781.0300,188189546.3300,94805198.5200,0,0.0,0.0,0.0
600132,重庆啤酒,2026-06-30,2026-08-20,growth,ok,17.7382,0.1240,0.0057,capital,2021-12-31,2025-12-31,-4916449447.5200,-4780055417.2500,136394030.2700,0.0000,0.0000,0,ok,17.7814,0.1435,0.0066,capital,2021-12-31,2025-12-31,-2813004943.1400,-2480804734.6600,332200208.4800,0.0000,0.0000,0,ok,17.7814,0.1435,0.0066,capital,2021-12-31,2025-12-31,-2813004943.1400,-2480804734.6600,332200208.4800,0.0000,0.0000,0,0.0024354218579112352,0.0024354218579112352,0.0
600160,巨化股份,2026-06-30,2026-08-26,growth,ok,12.5195,0.2117,0.0578,capital,2021-12-31,2025-12-31,-882220178.0400,-8124449524.7700,-7242229346.7300,517570087.2900,1409665870.9000,0,ok,14.4960,0.5917,0.1615,capital,2021-12-31,2025-12-31,237880595.1700,-3176778914.9100,-3414659510.0800,517570087.2900,1409665870.9000,0,ok,14.6122,0.6803,0.1857,capital,2021-12-31,2025-12-31,755450682.4600,-1767113044.0100,-2522563726.4700,517570087.2900,1409665870.9000,0,0.15787371700147768,0.16715523782898667,0.008016004415011047
600176,中国巨石,2026-06-30,2026-08-21,growth,ok,12.5922,0.2812,0.0000,none,2021-12-31,2025-12-31,-1372015078.5200,2325840495.7500,3697855574.2700,5017060615.7200,2284605771.8300,0,ok,12.5922,0.2528,0.0000,none,2021-12-31,2025-12-31,-734269457.2100,2478026992.4700,3212296449.6800,5017060615.7200,2284605771.8300,0,ok,12.5922,0.0935,0.0000,none,2021-12-31,2025-12-31,4282791158.5100,4762632764.3000,479841605.7900,5017060615.7200,2284605771.8300,0,0.0,0.0,0.0
600183,生益科技,2026-06-30,2026-08-15,growth,ok,13.0203,0.4425,0.1085,capital,2021-12-31,2025-12-31,7636390804.4000,9050523481.0500,1414132676.6500,1124733103.6400,1303159704.4000,0,ok,12.8204,0.4093,0.1003,capital,2021-12-31,2025-12-31,5623212860.6200,6736040191.7400,1112827331.1200,1124733103.6400,1303159704.4000,0,ok,12.9383,0.4290,0.1052,capital,2021-12-31,2025-12-31,6747945964.2600,8039199896.1400,1291253931.8800,1124733103.6400,1303159704.4000,0,-0.015352948856785287,-0.006297857960262054,0.009196280927272094
600276,恒瑞医药,2026-06-30,2026-08-20,growth,ok,17.4406,0.1136,0.0454,capital,2021-12-31,2025-12-31,9863967282.2100,7226648848.8300,-2637318433.3800,1170380436.1700,630721780.5400,0,ok,17.6276,0.1340,0.0536,capital,2021-12-31,2025-12-31,6403198097.5000,4218420911.3700,-2184777186.1300,1170380436.1700,630721780.5400,0,ok,17.4051,0.1096,0.0439,capital,2021-12-31,2025-12-31,7573578533.6700,4849142691.9100,-2724435841.7600,1170380436.1700,630721780.5400,0,0.010722108184351598,-0.0020354804307191054,-0.01262225146928686
600285,羚锐制药,2026-06-30,2026-08-12,growth,ok,11.0214,0.0781,0.0159,capital,2021-12-31,2025-12-31,816645892.5200,1132649973.7600,316004081.2400,29896708.3600,115708095.3100,0,ok,10.6678,0.0079,0.0016,capital,2021-12-31,2025-12-31,493369160.4800,632295096.1800,138925935.7000,29896708.3600,115708095.3100,0,ok,10.8376,0.0419,0.0085,capital,2021-12-31,2025-12-31,523265868.8400,748003191.4900,224737322.6500,29896708.3600,115708095.3100,0,-0.032083038452465185,-0.016676647249895593,0.015917058812501272
