security_code,security_name,report_date,available_at,base_path,BASE:status,BASE:intrinsic_value,BASE:reinvestment_rate,BASE:g0,BASE:roic_g_source,BASE:wc_first_period,BASE:wc_last_period,BASE:wc_start,BASE:wc_end,BASE:wc_change,BASE:wc_financing_start,BASE:wc_financing_end,BASE:wc_conflict_years,WCREP:status,WCREP:intrinsic_value,WCREP:reinvestment_rate,WCREP:g0,WCREP:roic_g_source,WCREP:wc_first_period,WCREP:wc_last_period,WCREP:wc_start,WCREP:wc_end,WCREP:wc_change,WCREP:wc_financing_start,WCREP:wc_financing_end,WCREP:wc_conflict_years,WCOP:status,WCOP:intrinsic_value,WCOP:reinvestment_rate,WCOP:g0,WCOP:roic_g_source,WCOP:wc_first_period,WCOP:wc_last_period,WCOP:wc_start,WCOP:wc_end,WCOP:wc_change,WCOP:wc_financing_start,WCOP:wc_financing_end,WCOP:wc_conflict_years,WCREP_vs_BASE,WCOP_vs_BASE,WCOP_vs_WCREP
600298,安琪酵母,2026-06-30,2026-08-15,growth,ok,28.2710,1.1596,0.0402,capital,2021-12-31,2025-12-31,1322653138.6500,3742785443.8200,2420132305.1700,253601744.8200,157558580.3700,0,ok,28.2710,1.1720,0.0402,capital,2021-12-31,2025-12-31,1676749233.8900,4170681559.7400,2493932325.8500,253601744.8200,157558580.3700,0,ok,28.2710,1.1559,0.0402,capital,2021-12-31,2025-12-31,1930350978.7100,4328240140.1100,2397889161.4000,253601744.8200,157558580.3700,0,0.0,0.0,0.0
600309,万华化学,2026-06-30,2026-08-25,growth,ok,65.8233,0.0568,0.0000,none,2021-12-31,2025-12-31,-13259386387.2800,-100973073385.3200,-87713686998.0400,6630020551.2700,2777227576.5500,0,ok,65.8233,0.7191,0.0000,none,2021-12-31,2025-12-31,-1515556418.6200,-40522127819.9400,-39006571401.3200,6630020551.2700,2777227576.5500,0,ok,65.8233,0.6667,0.0000,none,2021-12-31,2025-12-31,5114464132.6500,-37744900243.3900,-42859364376.0400,6630020551.2700,2777227576.5500,0,0.0,0.0,0.0
600406,国电南瑞,2026-06-30,2026-08-27,growth,ok,14.8790,0.4421,0.1768,capital,2021-12-31,2025-12-31,291723052.6700,11073030080.1800,10781307027.5100,4114721487.9400,3264728509.1800,0,ok,13.5938,0.3109,0.1243,capital,2021-12-31,2025-12-31,2858131521.6100,9485466788.3400,6627335266.7300,4114721487.9400,3264728509.1800,0,ok,13.3491,0.2840,0.1136,capital,2021-12-31,2025-12-31,6972853009.5500,12750195297.5200,5777342287.9700,4114721487.9400,3264728509.1800,0,-0.08637677263256938,-0.10282277034746956,-0.018000853330194633
600415,小商品城,2026-06-30,2026-08-26,growth,ok,8.9512,0.1982,0.0793,capital,2021-12-31,2025-12-31,-3429122357.4800,-7961163007.9000,-4532040650.4200,0.0000,0.0000,0,ok,9.6125,0.3052,0.1221,capital,2021-12-31,2025-12-31,-3120999459.3500,-6403078665.3000,-3282079205.9500,0.0000,0.0000,0,ok,9.6125,0.3052,0.1221,capital,2021-12-31,2025-12-31,-3120999459.3500,-6403078665.3000,-3282079205.9500,0.0000,0.0000,0,0.07387836267762982,0.07387836267762982,0.0
600426,华鲁恒升,2026-06-30,2026-08-20,growth,ok,23.0825,0.8955,0.0000,none,2021-12-31,2025-12-31,-3829411558.5600,-1901471277.6900,1927940280.8700,3785521043.4500,1932886906.3800,0,ok,23.0825,0.8655,0.0000,none,2021-12-31,2025-12-31,-1713635565.2100,-335729711.3900,1377905853.8200,3785521043.4500,1932886906.3800,0,ok,23.0825,0.7646,0.0000,none,2021-12-31,2025-12-31,2071885478.2400,1597157194.9900,-474728283.2500,3785521043.4500,1932886906.3800,0,0.0,0.0,0.0
600436,片仔癀,2026-06-30,2026-08-29,growth,ok,44.4188,0.5298,0.0000,trailing,2021-12-31,2025-12-31,2612372579.9300,6979948492.4000,4367575912.4700,8996378.1000,24084691.5700,0,ok,44.4188,0.5317,0.0000,trailing,2021-12-31,2025-12-31,2335725222.2800,6723053749.7200,4387328527.4400,8996378.1000,24084691.5700,0,ok,44.4188,0.5331,0.0000,trailing,2021-12-31,2025-12-31,2344721600.3800,6747138441.2900,4402416840.9100,8996378.1000,24084691.5700,0,0.0,0.0,0.0
600486,扬农化工,2026-06-30,2026-08-25,growth,ok,37.9224,0.2245,0.0027,capital,2021-12-31,2025-12-31,367898580.2100,-828182953.0600,-1196081533.2700,48949179.9800,954855011.6300,0,ok,37.9814,0.2930,0.0035,capital,2021-12-31,2025-12-31,795071848.9700,11861786.9500,-783210062.0200,48949179.9800,954855011.6300,0,ok,38.1111,0.4432,0.0053,capital,2021-12-31,2025-12-31,844021028.9500,966716798.5800,122695769.6300,48949179.9800,954855011.6300,0,0.0015558087040903334,0.004975950889184233,0.0034148293638465166
600519,贵州茅台,2026-06-30,2026-08-15,growth,ok,585.5146,0.1215,0.0486,capital,2021-12-31,2025-12-31,1387696784.4300,32197302329.6000,30809605545.1700,0.0000,4457064160.1600,0,ok,588.7351,0.1277,0.0511,capital,2021-12-31,2025-12-31,3397529279.9900,36202002330.9800,32804473050.9900,0.0000,4457064160.1600,0,ok,596.0038,0.1418,0.0567,capital,2021-12-31,2025-12-31,3397529279.9900,40659066491.1400,37261537211.1500,0.0000,4457064160.1600,0,0.005500289830518312,0.0179144977768273,0.012346299719517173
600563,法拉电子,2026-06-30,2026-08-22,growth,ok,50.0223,0.1058,0.0146,capital,2021-12-31,2025-12-31,525874495.5200,-194792786.0200,-720667281.5400,266449626.4200,628947499.6100,0,ok,51.5519,0.2238,0.0308,capital,2021-12-31,2025-12-31,478738394.0800,265125287.6200,-213613106.4600,266449626.4200,628947499.6100,0,ok,52.6828,0.3081,0.0425,capital,2021-12-31,2025-12-31,745188020.5000,894072787.2300,148884766.7300,266449626.4200,628947499.6100,0,0.030578362050525554,0.053186278919601815,0.021937115799805618
600570,恒生电子,2026-06-30,2026-08-26,growth,ok,6.8697,0.4038,0.0000,none,2021-12-31,2025-12-31,-3144654485.2100,-2254850752.5800,889803732.6300,0.0000,0.0000,0,ok,6.8697,0.3984,0.0000,none,2021-12-31,2025-12-31,-3404448577.5300,-2541277472.1200,863171105.4100,0.0000,0.0000,0,ok,6.8697,0.3984,0.0000,none,2021-12-31,2025-12-31,-3404448577.5300,-2541277472.1200,863171105.4100,0.0000,0.0000,0,0.0,0.0,0.0
600600,青岛啤酒,2026-06-30,2026-08-27,growth,ok,42.0269,0.2458,0.0620,capital,2021-12-31,2025-12-31,-13774940195.0000,-12438498476.0000,1336441719.0000,0.0000,0.0000,0,ok,41.9068,0.2386,0.0602,capital,2021-12-31,2025-12-31,-10601969113.0000,-9389535500.0000,1212433613.0000,0.0000,0.0000,0,ok,41.9068,0.2386,0.0602,capital,2021-12-31,2025-12-31,-10601969113.0000,-9389535500.0000,1212433613.0000,0.0000,0.0000,0,-0.0028576935248614266,-0.0028576935248614266,0.0
600660,福耀玻璃,2026-06-30,2026-08-19,growth,ok,51.9498,0.3896,0.1559,capital,2021-12-31,2025-12-31,5256041557.0000,7665968250.0000,2409926693.0000,1114012365.0000,2922909334.0000,0,ok,51.4177,0.3737,0.1495,capital,2021-12-31,2025-12-31,4054142591.0000,6013224882.0000,1959082291.0000,1114012365.0000,2922909334.0000,0,ok,52.6419,0.4378,0.1751,capital,2021-12-31,2025-12-31,5168154956.0000,8936134216.0000,3767979260.0000,1114012365.0000,2922909334.0000,0,-0.010242580337171625,0.013322476698659047,0.02380892183042027
600690,海尔智家,2026-06-30,2026-08-28,growth,ok,22.1223,0.0894,0.0120,capital,2021-12-31,2025-12-31,-54485017904.3900,-54576972070.3400,-91954165.9500,0.0000,1787975081.9200,0,ok,22.5006,0.1460,0.0195,capital,2021-12-31,2025-12-31,-15078612581.6700,-10709760220.1600,4368852361.5100,0.0000,1787975081.9200,0,ok,22.6542,0.1686,0.0226,capital,2021-12-31,2025-12-31,-15078612581.6700,-8921785138.2400,6156827443.4300,0.0000,1787975081.9200,0,0.017100391912233226,0.024043612101815937,0.00682648462707669
600750,华润江中,2026-06-30,2026-08-22,growth,ok,12.0014,0.2346,0.0505,capital,2021-12-31,2025-12-31,150867442.5600,334889285.8700,184021843.3100,485336260.7800,283695894.3900,0,ok,11.9595,0.2262,0.0487,capital,2021-12-31,2025-12-31,48380452.3200,204609486.7500,156229034.4300,485336260.7800,283695894.3900,0,ok,11.6481,0.1650,0.0355,capital,2021-12-31,2025-12-31,533716713.1000,488305381.1400,-45411331.9600,485336260.7800,283695894.3900,0,-0.003491259353075482,-0.029438232206242643,-0.026037877837702283
600803,新奥股份,2026-06-30,2026-08-29,growth,ok,16.9778,0.4563,0.0000,none,2021-12-31,2025-12-31,-23431260000.0000,-19219770000.0000,4211490000.0000,863890000.0000,792410000.0000,0,ok,16.9778,0.4274,0.0000,none,2021-12-31,2025-12-31,-17034610000.0000,-14190550000.0000,2844060000.0000,863890000.0000,792410000.0000,0,ok,16.9778,0.4259,0.0000,none,2021-12-31,2025-12-31,-16170720000.0000,-13398140000.0000,2772580000.0000,863890000.0000,792410000.0000,0,0.0,0.0,0.0
600809,山西汾酒,2026-06-30,2026-08-31,growth,ok,80.0560,0.0868,0.0218,capital,2021-12-31,2025-12-31,-6587002601.6400,-3952379053.4500,2634623548.1900,4411532296.8800,2060271766.7100,0,ok,81.5391,0.1194,0.0300,capital,2021-12-31,2025-12-31,-3776005711.0300,265025752.9500,4041031463.9800,4411532296.8800,2060271766.7100,0,ok,79.0767,0.0650,0.0163,capital,2021-12-31,2025-12-31,635526585.8500,2325297519.6600,1689770933.8100,4411532296.8800,2060271766.7100,0,0.018525781952633213,-0.012232687119016594,-0.030199008819081885
600862,中航高科,2026-06-30,2026-08-28,growth,ok,11.9983,1.1001,0.1564,capital,2021-12-31,2025-12-31,2505255309.0400,6813713108.2800,4308457799.2400,100000.0000,196073248.1200,0,ok,10.7788,0.6143,0.0961,capital,2021-12-31,2025-12-31,1591561315.2600,3945365393.5500,2353804078.2900,100000.0000,196073248.1200,0,ok,10.9235,0.6630,0.1037,capital,2021-12-31,2025-12-31,1591661315.2600,4141438641.6700,2549777326.4100,100000.0000,196073248.1200,0,-0.1016393989148463,-0.08957935707558573,0.013424499944335144
600885,宏发股份,2026-06-30,2026-07-30,growth,ok,17.0947,0.3434,0.0748,capital,2021-12-31,2025-12-31,5884166496.7100,7746043457.2500,1861876960.5400,0.0000,0.0000,0,ok,16.9158,0.3157,0.0687,capital,2021-12-31,2025-12-31,3942155182.2100,5565415060.6800,1623259878.4700,0.0000,0.0000,0,ok,16.9158,0.3157,0.0687,capital,2021-12-31,2025-12-31,3942155182.2100,5565415060.6800,1623259878.4700,0.0000,0.0000,0,-0.010465231913984963,-0.010465231913984963,0.0
600887,伊利股份,2026-06-30,2026-08-27,growth,ok,18.3802,0.1072,0.0070,capital,2021-12-31,2025-12-31,-24933759513.4700,-22973266977.9700,1960492535.5000,0.0000,140309963.9800,0,ok,18.2320,0.0672,0.0044,capital,2021-12-31,2025-12-31,-12979523346.1800,-12837755622.9900,141767723.1900,0.0000,140309963.9800,0,ok,18.2434,0.0702,0.0046,capital,2021-12-31,2025-12-31,-12979523346.1800,-12697445659.0100,282077687.1700,0.0000,140309963.9800,0,-0.008063024341410818,-0.007442791699763696,0.0006252742430892244
600900,长江电力,2026-06-30,2026-08-31,growth,ok,19.8247,-0.0636,0.0000,trailing,2021-12-31,2025-12-31,1729345172.8800,9195749412.3100,7466404239.4300,0.0000,0.0000,0,ok,19.8247,-0.0808,0.0000,trailing,2021-12-31,2025-12-31,-1345506096.3000,3412609142.1500,4758115238.4500,0.0000,0.0000,0,ok,19.8247,-0.0808,0.0000,trailing,2021-12-31,2025-12-31,-1345506096.3000,3412609142.1500,4758115238.4500,0.0000,0.0000,0,0.0,0.0,0.0
600938,中国海油,2026-06-30,2026-08-27,growth,ok,38.1757,0.2936,0.0828,capital,2021-12-31,2025-12-31,-55875000000.0000,-63496000000.0000,-7621000000.0000,0.0000,546000000.0000,0,ok,38.3776,0.3035,0.0855,capital,2021-12-31,2025-12-31,-33933000000.0000,-36290000000.0000,-2357000000.0000,0.0000,546000000.0000,0,ok,38.3987,0.3045,0.0858,capital,2021-12-31,2025-12-31,-33933000000.0000,-35744000000.0000,-1811000000.0000,0.0000,546000000.0000,0,0.0052887045948077915,0.0058414122072416585,0.0005497998832650897
600970,中材国际,2026-06-30,2026-08-26,growth,ok,14.7905,0.5189,0.0373,capital,2021-12-31,2025-12-31,-7026197376.2500,-1276805079.1900,5749392297.0600,2813287986.4400,1659483835.9100,0,ok,14.9247,0.5824,0.0419,capital,2021-12-31,2025-12-31,-1916032863.6700,4668446930.7000,6584479794.3700,2813287986.4400,1659483835.9100,0,ok,14.7396,0.4946,0.0356,capital,2021-12-31,2025-12-31,897255122.7700,6327930766.6100,5430675643.8400,2813287986.4400,1659483835.9100,0,0.009073391704134348,-0.003441398194787171,-0.012402259341896316
600989,宝丰能源,2026-06-30,2026-08-13,growth,ok,25.5243,0.9482,0.1143,capital,2021-12-31,2025-12-31,-2397962122.7600,-4811938028.3600,-2413975905.6000,380168707.7800,100532368.8100,0,ok,25.5279,0.9964,0.1201,capital,2021-12-31,2025-12-31,-1542096686.2000,-2439503241.0300,-897406554.8300,380168707.7800,100532368.8100,0,ok,25.5279,0.9875,0.1191,capital,2021-12-31,2025-12-31,-1161927978.4200,-2338970872.2200,-1177042893.8000,380168707.7800,100532368.8100,0,0.00014104206579612644,0.00014104206579612644,0.0
600993,马应龙,2026-06-30,2026-08-26,growth,ok,16.8794,0.2031,0.0245,capital,2021-12-31,2025-12-31,116452216.4600,264404457.8800,147952241.4200,73784784.0900,395985522.1500,0,ok,16.7740,0.1699,0.0205,capital,2021-12-31,2025-12-31,104190419.7200,181621785.5500,77431365.8300,73784784.0900,395985522.1500,0,ok,17.2642,0.3217,0.0388,capital,2021-12-31,2025-12-31,177975203.8100,577607307.7000,399632103.8900,73784784.0900,395985522.1500,0,-0.006244297783096542,0.022797018851380857,0.029223798736139228
601088,中国神华,2026-06-30,2026-08-29,growth,ok,28.7031,,0.0000,entity_reset_none,2025-12-31,2025-12-31,-79879000000.0000,-79879000000.0000,0.0000,2010000000.0000,2010000000.0000,0,ok,28.7031,,0.0000,entity_reset_none,2025-12-31,2025-12-31,-41986000000.0000,-41986000000.0000,0.0000,2010000000.0000,2010000000.0000,0,ok,28.7031,,0.0000,entity_reset_none,2025-12-31,2025-12-31,-39976000000.0000,-39976000000.0000,0.0000,2010000000.0000,2010000000.0000,0,0.0,0.0,0.0
601100,恒立液压,2026-06-30,2026-08-25,growth,ok,23.0485,0.4672,0.0023,capital,2021-12-31,2025-12-31,1965970704.5900,4328312455.9700,2362341751.3800,1051867544.2000,829514587.5700,0,ok,23.0287,0.3591,0.0018,capital,2021-12-31,2025-12-31,1646034498.1400,2911822710.0200,1265788211.8800,1051867544.2000,829514587.5700,0,ok,23.0247,0.3371,0.0017,capital,2021-12-31,2025-12-31,2697902042.3400,3741337297.5900,1043435255.2500,1051867544.2000,829514587.5700,0,-0.0008590580731935304,-0.0010326051586871943,-0.0001736963007030745
601138,工业富联,2026-06-30,2026-08-12,growth,ok,22.8041,0.1388,0.0204,capital,2021-12-31,2025-12-31,95396224000.0000,82613248000.0000,-12782976000.0000,0.0000,26190834000.0000,0,ok,26.4135,0.5622,0.0828,capital,2021-12-31,2025-12-31,80349111000.0000,109824526000.0000,29475415000.0000,0.0000,26190834000.0000,0,ok,28.8521,0.8247,0.1214,capital,2021-12-31,2025-12-31,80349111000.0000,136015360000.0000,55666249000.0000,0.0000,26190834000.0000,0,0.1582785551720962,0.2652154656399508,0.09232400098434512
601225,陕西煤业,2026-06-30,2026-08-28,growth,ok,21.5317,0.0171,0.0000,none,2021-12-31,2025-12-31,-41111423447.4300,-41400446958.7600,-289023511.3300,143276162.2100,94465800.5600,0,ok,21.5317,0.0459,0.0000,none,2021-12-31,2025-12-31,-28537162534.4600,-24299902535.5500,4237259998.9100,143276162.2100,94465800.5600,0,ok,21.5317,0.0456,0.0000,none,2021-12-31,2025-12-31,-28393886372.2500,-24205436734.9900,4188449637.2600,143276162.2100,94465800.5600,0,0.0,0.0,0.0
601288,农业银行,2026-06-30,2026-08-29,equity_fallback,ok,10.1577,,0.0853,,,,,,,,,0,ok,10.1577,,0.0853,,,,,,,,,0,ok,10.1577,,0.0853,,,,,,,,,0,0.0,0.0,0.0
601318,中国平安,2026-06-30,2026-08-21,equity_fallback,ok,116.7951,,0.1312,,,,,,,,,0,ok,116.7951,,0.1312,,,,,,,,,0,ok,116.7951,,0.1312,,,,,,,,,0,0.0,0.0,0.0
601398,工商银行,2026-06-30,2026-08-29,equity_fallback,ok,13.3033,,0.0835,,,,,,,,,0,ok,13.3033,,0.0835,,,,,,,,,0,ok,13.3033,,0.0835,,,,,,,,,0,0.0,0.0,0.0
601717,中创智领,2026-06-30,2026-08-31,growth,ok,30.2804,0.5734,0.1709,capital,2021-12-31,2025-12-31,717320294.6400,8698275128.2700,7980954833.6300,3520038086.0500,2040487693.3100,0,ok,27.2736,0.3628,0.1082,capital,2021-12-31,2025-12-31,1866892985.0100,6559216822.7800,4692323837.7700,3520038086.0500,2040487693.3100,0,ok,25.6873,0.2680,0.0799,capital,2021-12-31,2025-12-31,5386931071.0600,8599704516.0900,3212773445.0300,3520038086.0500,2040487693.3100,0,-0.09929855616174166,-0.15168557879024058,-0.058162472134224985
601838,成都银行,2026-06-30,2026-08-27,equity_fallback,ok,43.7429,,0.1265,,,,,,,,,0,ok,43.7429,,0.1265,,,,,,,,,0,ok,43.7429,,0.1265,,,,,,,,,0,0.0,0.0,0.0
601899,紫金矿业,2026-06-30,2026-08-22,growth,ok,26.2910,0.2701,0.0665,capital,2021-12-31,2025-12-31,3991256501.0000,-13803299438.0000,-17794555939.0000,1958255180.0000,2153525886.0000,0,ok,27.5885,0.3455,0.0851,capital,2021-12-31,2025-12-31,9382732411.0000,4276134727.0000,-5106597684.0000,1958255180.0000,2153525886.0000,0,ok,27.6090,0.3466,0.0854,capital,2021-12-31,2025-12-31,11340987591.0000,6429660613.0000,-4911326978.0000,1958255180.0000,2153525886.0000,0,0.04935148910273468,0.050131223612643216,0.0007430632328688791
601939,建设银行,2026-06-30,2026-08-29,equity_fallback,ok,18.7974,,0.0918,,,,,,,,,0,ok,18.7974,,0.0918,,,,,,,,,0,ok,18.7974,,0.0918,,,,,,,,,0,0.0,0.0,0.0
601965,中国汽研,2026-06-30,2026-08-26,growth,ok,13.4884,0.7756,0.0769,capital,2021-12-31,2025-12-31,910365093.2900,2692804482.1700,1782439388.8800,30128510.8700,18561280.9100,0,ok,12.8112,0.5260,0.0522,capital,2021-12-31,2025-12-31,401677322.3900,1250422731.4700,848745409.0800,30128510.8700,18561280.9100,0,ok,12.8031,0.5229,0.0519,capital,2021-12-31,2025-12-31,431805833.2600,1268984012.3800,837178179.1200,30128510.8700,18561280.9100,0,-0.05020610302185591,-0.0508066190207882,-0.0006322592731359267
603067,振华股份,2026-06-30,2026-08-28,growth,ok,13.0042,0.5747,0.0995,capital,2021-12-31,2025-12-31,597029624.3700,1384833800.8700,787804176.5000,239404808.2200,389014419.6200,0,ok,12.6650,0.5041,0.0873,capital,2021-12-31,2025-12-31,622612679.9400,1265422430.4600,642809750.5200,239404808.2200,389014419.6200,0,ok,13.0151,0.5769,0.0999,capital,2021-12-31,2025-12-31,862017488.1600,1654436850.0800,792419361.9200,239404808.2200,389014419.6200,0,-0.02608388059242417,0.0008381907383767651,0.027643110935649418
603129,春风动力,2026-06-30,2026-08-18,growth,ok,142.2778,-1.4600,0.0000,trailing,2021-12-31,2025-12-31,-4896265858.7800,-13776688924.1300,-8880423065.3500,2160000.0000,122360951.9500,0,ok,142.2778,-0.5269,0.0000,trailing,2021-12-31,2025-12-31,-1781891343.9500,-5926449025.7900,-4144557681.8400,2160000.0000,122360951.9500,0,ok,142.2778,-0.5032,0.0000,trailing,2021-12-31,2025-12-31,-1779731343.9500,-5804088073.8400,-4024356729.8900,2160000.0000,122360951.9500,0,0.0,0.0,0.0
603156,养元饮品,2026-06-30,2026-08-22,growth,ok,11.8122,-0.1063,0.0000,none,2021-12-31,2025-12-31,-2375365923.4900,-3139341207.3000,-763975283.8100,0.0000,0.0000,0,ok,11.8122,-0.0668,0.0000,none,2021-12-31,2025-12-31,-1630592271.0700,-2158662066.6100,-528069795.5400,0.0000,0.0000,0,ok,11.8122,-0.0668,0.0000,none,2021-12-31,2025-12-31,-1630592271.0700,-2158662066.6100,-528069795.5400,0.0000,0.0000,0,0.0,0.0,0.0
603195,公牛集团,2026-06-30,2026-08-28,growth,ok,22.5982,0.0502,0.0000,trailing,2021-12-31,2025-12-31,-2812433762.8500,-3991495229.0900,-1179061466.2400,927023.0000,19820158.5600,0,ok,22.5982,0.0931,0.0000,trailing,2021-12-31,2025-12-31,-1328423890.5600,-1843639326.6000,-515215436.0400,927023.0000,19820158.5600,0,ok,22.5982,0.0943,0.0000,trailing,2021-12-31,2025-12-31,-1327496867.5600,-1823819168.0400,-496322300.4800,927023.0000,19820158.5600,0,0.0,0.0,0.0
603259,药明康德,2026-06-30,2026-08-04,growth,ok,81.4642,0.3792,0.1517,capital,2021-12-31,2025-12-31,7351596521.9900,11574713399.7200,4223116877.7300,0.0000,0.0000,0,ok,78.9256,0.3356,0.1343,capital,2021-12-31,2025-12-31,4615052597.3100,6742910948.9500,2127858351.6400,0.0000,0.0000,0,ok,78.9256,0.3356,0.1343,capital,2021-12-31,2025-12-31,4615052597.3100,6742910948.9500,2127858351.6400,0.0000,0.0000,0,-0.031162154664257424,-0.031162154664257424,0.0
603279,景津装备,2026-06-30,2026-08-26,growth,ok,17.0682,-0.2909,0.0000,none,2021-12-31,2025-12-31,502614273.5900,-436822536.3600,-939436809.9500,118637421.6900,164817891.1900,0,ok,17.0682,-0.1999,0.0000,none,2021-12-31,2025-12-31,244297190.4300,-401674100.7600,-645971291.1900,118637421.6900,164817891.1900,0,ok,17.0682,-0.1856,0.0000,none,2021-12-31,2025-12-31,362934612.1200,-236856209.5700,-599790821.6900,118637421.6900,164817891.1900,0,0.0,0.0,0.0
603288,海天味业,2026-06-30,2026-08-27,growth,ok,13.1807,0.1030,0.0000,trailing,2021-12-31,2025-12-31,-7769198949.4800,-7955335542.2100,-186136592.7300,0.0000,0.0000,0,ok,13.1807,0.1211,0.0000,trailing,2021-12-31,2025-12-31,-5751713413.6900,-5478163050.1800,273550363.5100,0.0000,0.0000,0,ok,13.1807,0.1211,0.0000,trailing,2021-12-31,2025-12-31,-5751713413.6900,-5478163050.1800,273550363.5100,0.0000,0.0000,0,0.0,0.0,0.0
603338,浙江鼎力,2026-06-30,2026-08-28,growth,ok,45.9416,0.1949,0.0564,capital,2021-12-31,2025-12-31,720910158.6500,496247960.9500,-224662197.7000,17801753.7000,6866314.4600,0,ok,48.4777,0.2977,0.0861,capital,2021-12-31,2025-12-31,968926484.7800,1432977107.3300,464050622.5500,17801753.7000,6866314.4600,0,ok,48.4360,0.2961,0.0857,capital,2021-12-31,2025-12-31,986728238.4800,1439843421.7900,453115183.3100,17801753.7000,6866314.4600,0,0.055202692113465845,0.05429501802288117,-0.0008601893241634295
603369,今世缘,2026-06-30,2026-08-18,growth,ok,28.9339,0.6917,0.0455,capital,2021-12-31,2025-12-31,-836351073.8500,967977985.1400,1804329058.9900,21847700.0000,26377800.2800,0,ok,29.3834,0.8027,0.0528,capital,2021-12-31,2025-12-31,-305991255.7300,2794931639.9900,3100922895.7200,21847700.0000,26377800.2800,0,ok,29.3850,0.8031,0.0528,capital,2021-12-31,2025-12-31,-284143555.7300,2821309440.2700,3105452996.0000,21847700.0000,26377800.2800,0,0.015535410020771412,0.0155907084769078,5.445251400448825e-05
603501,豪威集团,2026-06-30,2026-08-25,growth,ok,40.5691,0.4897,0.0000,trailing,2021-12-31,2025-12-31,8709275675.8500,11619085814.8900,2909810139.0400,228746966.6700,219184600.1300,0,ok,40.5691,0.3448,0.0000,trailing,2021-12-31,2025-12-31,8358140997.1300,9791660338.3800,1433519341.2500,228746966.6700,219184600.1300,0,ok,40.5691,0.3439,0.0000,trailing,2021-12-31,2025-12-31,8586887963.8000,10010844938.5100,1423956974.7100,228746966.6700,219184600.1300,0,0.0,0.0,0.0
603505,金石资源,2026-06-30,2026-08-21,growth,ok,5.6206,0.7884,0.0356,capital,2021-12-31,2025-12-31,42859014.1700,-1097993314.1700,-1140852328.3400,199648670.4400,893530171.9300,0,ok,5.8649,1.4568,0.0451,capital,2021-12-31,2025-12-31,14691969.8100,-173437277.3200,-188129247.1300,199648670.4400,893530171.9300,0,ok,5.8649,1.9436,0.0451,capital,2021-12-31,2025-12-31,214340640.2500,720092894.6100,505752254.3600,199648670.4400,893530171.9300,0,0.043465110486424985,0.043465110486424985,0.0
603508,思维列控,2026-06-30,2026-08-08,growth,ok,16.4165,0.1663,0.0665,capital,2021-12-31,2025-12-31,1275011064.8900,1666167082.1300,391156017.2400,60420685.0700,69661397.4000,0,ok,15.6960,0.0824,0.0330,capital,2021-12-31,2025-12-31,726225935.7300,955279991.0300,229054055.3000,60420685.0700,69661397.4000,0,ok,15.7358,0.0872,0.0349,capital,2021-12-31,2025-12-31,786646620.8000,1024941388.4300,238294767.6300,60420685.0700,69661397.4000,0,-0.04388877044437001,-0.0414643803490391,0.0025356778797145374
603529,爱玛科技,2026-06-30,2026-08-25,growth,ok,24.8924,0.0857,0.0226,capital,2021-12-31,2025-12-31,-13552962985.0400,-19933055623.7200,-6380092638.6800,49295422.5900,29894045.8900,0,ok,30.6994,0.4547,0.1202,capital,2021-12-31,2025-12-31,-6702141703.7500,-10135565709.7400,-3433424005.9900,49295422.5900,29894045.8900,0,ok,30.6563,0.4523,0.1196,capital,2021-12-31,2025-12-31,-6652846281.1600,-10105671663.8500,-3452825382.6900,49295422.5900,29894045.8900,0,0.2332840545708732,0.23155260240073283,-0.0014039362332813887
603596,伯特利,2026-06-30,2026-08-28,growth,ok,18.1006,0.2818,0.0427,capital,2021-12-31,2025-12-31,-139210405.0600,-1053837425.6500,-914627020.5900,739456341.9200,2108214144.9900,0,ok,19.5934,0.5227,0.0793,capital,2021-12-31,2025-12-31,93758286.8400,203978092.1200,110219805.2800,739456341.9200,2108214144.9900,0,ok,21.7591,0.8444,0.1280,capital,2021-12-31,2025-12-31,833214628.7600,2312192237.1100,1478977608.3500,739456341.9200,2108214144.9900,0,0.08247240422969404,0.20212037170038566,0.11053211795808804
603606,东方电缆,2026-06-30,2026-08-05,growth,ok,17.6653,0.2681,0.0081,capital,2021-12-31,2025-12-31,2307070829.0800,1677273060.5400,-629797768.5400,60205961.7300,250212508.8700,0,ok,17.7856,0.3976,0.0120,capital,2021-12-31,2025-12-31,1687114697.2100,1601918214.7800,-85196482.4300,60205961.7300,250212508.8700,0,ok,17.8279,0.4428,0.0134,capital,2021-12-31,2025-12-31,1747320658.9400,1852130723.6500,104810064.7100,60205961.7300,250212508.8700,0,0.006809960770550294,0.00920448563002041,0.002378328535444396
603806,福斯特,2026-06-30,2026-08-20,growth,ok,9.2889,0.4214,0.0000,none,2021-12-31,2025-12-31,7474018080.5000,8935694825.5900,1461676745.0900,1384628015.0800,1085179637.6200,0,ok,9.2889,0.2299,0.0000,none,2021-12-31,2025-12-31,4897179228.3000,5279621623.9400,382442395.6400,1384628015.0800,1085179637.6200,0,ok,9.2889,0.1768,0.0000,none,2021-12-31,2025-12-31,6281807243.3800,6364801261.5600,82994018.1800,1384628015.0800,1085179637.6200,0,0.0,0.0,0.0
