group,start,arm,base,rank,security_code,base_contribution,arm_contribution,delta_contribution
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,46,600031,0.0015789999999999997,0.0009159999999999999,-0.0006629999999999997
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,47,601997,0.000568,0,-0.000568
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,48,601658,-0.003103,-0.0035789999999999997,-0.00047599999999999986
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,49,002839,0.000424,0,-0.000424
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,50,601963,-0.002161,-0.0025640000000000003,-0.00040300000000000015
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,51,000869,-0.001697,-0.001366,0.0003309999999999999
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,52,000423,0.005538,0.005284,-0.00025400000000000075
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,53,002833,0.000316,0.000549,0.00023300000000000003
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,54,000333,0.036318,0.036517,0.0001989999999999978
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,55,601916,-4.4999999999999996e-05,-0.000187,-0.00014199999999999998
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,56,002966,-0.003379,-0.003306,7.300000000000015e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,57,000568,-0.02722,-0.027272,-5.199999999999996e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,58,600016,-0.000771,-0.000719,5.199999999999996e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,59,000661,0.000474,0.00052,4.599999999999998e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,60,601818,3.6e-05,0.0,-3.6e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,61,601665,-0.004749,-0.004735,1.4000000000000123e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,62,002142,-0.001351,-0.001364,-1.299999999999999e-05
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,63,600036,-0.0030610000000000004,-0.003056,5.00000000000023e-06
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,64,603993,7e-06,2e-06,-4.9999999999999996e-06
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,65,002236,-1e-06,0,1e-06
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,66,601857,0,-1e-06,-1e-06
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,67,000022,-0.042717,-0.042717,0.0
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,68,002001,-0.026625,-0.026625,0.0
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,69,002024,0.047969,0.047969,0.0
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,70,002807,0.0,0.0,0.0
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,71,002948,0.0,0.0,0.0
full,2009-11-01,WCOPM16SEP09,WCOPM15SEP09,72,601077,0.0,0,0.0
full,2011-11-01,WCREPSEP09,BASE,1,002466,-0.18778099999999998,0.25397000000000003,0.441751
full,2011-11-01,WCREPSEP09,BASE,2,002714,0.073449,0.455183,0.381734
full,2011-11-01,WCREPSEP09,BASE,3,002128,1.0304900000000001,0.728664,-0.30182600000000015
full,2011-11-01,WCREPSEP09,BASE,4,600309,0.04563099999999999,0.334709,0.289078
full,2011-11-01,WCREPSEP09,BASE,5,000651,0.6874479999999998,0.9534549999999998,0.266007
full,2011-11-01,WCREPSEP09,BASE,6,601088,1.065887,0.8142710000000001,-0.25161599999999995
full,2011-11-01,WCREPSEP09,BASE,7,601225,0.37962999999999997,0.244017,-0.13561299999999996
full,2011-11-01,WCREPSEP09,BASE,8,002304,0.107149,0.236551,0.12940200000000002
full,2011-11-01,WCREPSEP09,BASE,9,600660,0.326366,0.22710000000000002,-0.09926599999999997
full,2011-11-01,WCREPSEP09,BASE,10,002532,0.092117,0.001615,-0.090502
full,2011-11-01,WCREPSEP09,BASE,11,000338,0.6731839999999999,0.58946,-0.08372399999999991
full,2011-11-01,WCREPSEP09,BASE,12,601169,0.077455,0.0005220000000000001,-0.076933
full,2011-11-01,WCREPSEP09,BASE,13,600585,0.39278899999999994,0.46279500000000007,0.07000600000000012
full,2011-11-01,WCREPSEP09,BASE,14,601988,0.141347,0.08221400000000001,-0.05913299999999999
full,2011-11-01,WCREPSEP09,BASE,15,300059,0.099053,0.063831,-0.035222
full,2011-11-01,WCREPSEP09,BASE,16,000792,-0.202873,-0.169829,0.03304399999999999
full,2011-11-01,WCREPSEP09,BASE,17,000568,-0.041608,-0.010154,0.031453999999999996
full,2011-11-01,WCREPSEP09,BASE,18,002648,0.080044,0.048593,-0.03145100000000001
full,2011-11-01,WCREPSEP09,BASE,19,002001,-0.007454999999999996,-0.037042,-0.029587000000000002
full,2011-11-01,WCREPSEP09,BASE,20,600938,0.030672,0.058201,0.027529
full,2011-11-01,WCREPSEP09,BASE,21,688516,0.528339,0.554442,0.026102999999999987
full,2011-11-01,WCREPSEP09,BASE,22,600897,-0.04300099999999999,-0.017478,0.02552299999999999
full,2011-11-01,WCREPSEP09,BASE,23,601166,0.07285100000000001,0.097392,0.024540999999999993
full,2011-11-01,WCREPSEP09,BASE,24,600066,-0.0073170000000000015,-0.02843,-0.021113
full,2011-11-01,WCREPSEP09,BASE,25,601328,0.340197,0.36027,0.020072999999999952
full,2011-11-01,WCREPSEP09,BASE,26,000933,0.752016,0.770232,0.01821600000000001
full,2011-11-01,WCREPSEP09,BASE,27,002024,0.013792999999999998,0.031977,0.018184
full,2011-11-01,WCREPSEP09,BASE,28,002152,-0.017509,0,0.017509
full,2011-11-01,WCREPSEP09,BASE,29,000001,0.015288000000000001,0,-0.015288000000000001
full,2011-11-01,WCREPSEP09,BASE,30,601939,0.009222999999999999,0.023639,0.014416000000000002
full,2011-11-01,WCREPSEP09,BASE,31,601998,-0.002862,0.011552,0.014414
full,2011-11-01,WCREPSEP09,BASE,32,601009,0.000626,0.011746,0.01112
full,2011-11-01,WCREPSEP09,BASE,33,600919,0.064248,0.055517,-0.008731000000000003
full,2011-11-01,WCREPSEP09,BASE,34,601825,-0.004502,0.003500999999999999,0.008003
full,2011-11-01,WCREPSEP09,BASE,35,600887,0,0.006529,0.006529
full,2011-11-01,WCREPSEP09,BASE,36,600970,-0.06285,-0.069224,-0.006373999999999991
full,2011-11-01,WCREPSEP09,BASE,37,601963,-0.008335,-0.002173,0.006162000000000001
full,2011-11-01,WCREPSEP09,BASE,38,601229,0.050457,0.056254,0.005796999999999997
full,2011-11-01,WCREPSEP09,BASE,39,601187,0.035086,0.040845,0.005759
full,2011-11-01,WCREPSEP09,BASE,40,600000,-0.005595,-0.00046,0.005135
full,2011-11-01,WCREPSEP09,BASE,41,600176,-0.005507,-0.000583,0.0049239999999999996
full,2011-11-01,WCREPSEP09,BASE,42,600031,0.0028519999999999995,-0.001088,-0.003939999999999999
full,2011-11-01,WCREPSEP09,BASE,43,600188,-0.006021,-0.002214,0.0038070000000000005
full,2011-11-01,WCREPSEP09,BASE,44,601658,0.0,-0.003321,-0.003321
full,2011-11-01,WCREPSEP09,BASE,45,600566,0,-0.002646,-0.002646
full,2011-11-01,WCREPSEP09,BASE,46,603156,0.000942,-0.001177,-0.0021190000000000002
full,2011-11-01,WCREPSEP09,BASE,47,002966,-0.005198,-0.003447,0.0017510000000000004
full,2011-11-01,WCREPSEP09,BASE,48,603369,0,-0.001561,-0.001561
full,2011-11-01,WCREPSEP09,BASE,49,000423,0,0.0014,0.0014
full,2011-11-01,WCREPSEP09,BASE,50,601665,-0.000297,0.001062,0.001359
full,2011-11-01,WCREPSEP09,BASE,51,600690,0,0.0013,0.0013
full,2011-11-01,WCREPSEP09,BASE,52,000858,-0.001462,-0.000182,0.0012799999999999999
full,2011-11-01,WCREPSEP09,BASE,53,000333,0.036804,0.037856,0.0010519999999999974
full,2011-11-01,WCREPSEP09,BASE,54,601398,-0.001691,-0.0007030000000000001,0.000988
full,2011-11-01,WCREPSEP09,BASE,55,601288,-0.0005859999999999999,-0.001529,-0.000943
full,2011-11-01,WCREPSEP09,BASE,56,002833,0.000334,-0.000568,-0.000902
full,2011-11-01,WCREPSEP09,BASE,57,601838,-0.001525,-0.002383,-0.000858
full,2011-11-01,WCREPSEP09,BASE,58,600016,-1.3000000000000001e-05,-0.000712,-0.000699
full,2011-11-01,WCREPSEP09,BASE,59,600519,0.000692,0,-0.000692
full,2011-11-01,WCREPSEP09,BASE,60,601997,0,0.000594,0.000594
full,2011-11-01,WCREPSEP09,BASE,61,601818,-0.002607,-0.0020559999999999997,0.0005510000000000003
full,2011-11-01,WCREPSEP09,BASE,62,002839,0.0,0.0005,0.0005
full,2011-11-01,WCREPSEP09,BASE,63,601916,-0.0004919999999999999,7.000000000000001e-06,0.0004989999999999999
full,2011-11-01,WCREPSEP09,BASE,64,000063,0,-0.000376,-0.000376
full,2011-11-01,WCREPSEP09,BASE,65,600036,-0.0046429999999999996,-0.0044930000000000005,0.0001499999999999991
full,2011-11-01,WCREPSEP09,BASE,66,603993,1e-06,6.1e-05,6e-05
full,2011-11-01,WCREPSEP09,BASE,67,000661,0.000451,0.000502,5.099999999999994e-05
full,2011-11-01,WCREPSEP09,BASE,68,000022,4.3e-05,0,-4.3e-05
full,2011-11-01,WCREPSEP09,BASE,69,601077,0,-3.9e-05,-3.9e-05
full,2011-11-01,WCREPSEP09,BASE,70,002142,-0.001321,-0.001335,-1.4000000000000123e-05
full,2011-11-01,WCREPSEP09,BASE,71,601857,0,-1.9999999999999995e-06,-1.9999999999999995e-06
full,2011-11-01,WCREPSEP09,BASE,72,002807,0.0,0,0.0
full,2011-11-01,WCREPSEP09,BASE,73,002948,0,0.0,0.0
full,2011-11-01,WCREPSEP09,BASE,74,600926,0.0,0,0.0
full,2011-11-01,WCOPM14SEP09,BASE,1,000933,0.752016,0.37196,-0.380056
full,2011-11-01,WCOPM14SEP09,BASE,2,688516,0.528339,0.21985,-0.308489
full,2011-11-01,WCOPM14SEP09,BASE,3,600309,0.04563099999999999,0.32157899999999995,0.27594799999999997
full,2011-11-01,WCOPM14SEP09,BASE,4,601225,0.37962999999999997,0.1336,-0.24602999999999997
full,2011-11-01,WCOPM14SEP09,BASE,5,002466,-0.18778099999999998,0.001112999999999989,0.18889399999999995
full,2011-11-01,WCOPM14SEP09,BASE,6,601088,1.065887,0.916233,-0.14965400000000006
full,2011-11-01,WCOPM14SEP09,BASE,7,000338,0.6731839999999999,0.55248,-0.12070399999999992
full,2011-11-01,WCOPM14SEP09,BASE,8,002532,0.092117,-0.006353,-0.09847
full,2011-11-01,WCOPM14SEP09,BASE,9,600938,0.030672,0.12515300000000001,0.09448100000000001
full,2011-11-01,WCOPM14SEP09,BASE,10,002128,1.0304900000000001,1.1229770000000001,0.09248699999999999
full,2011-11-01,WCOPM14SEP09,BASE,11,000792,-0.202873,-0.11775299999999998,0.08512000000000002
full,2011-11-01,WCOPM14SEP09,BASE,12,000651,0.6874479999999998,0.606758,-0.08068999999999982
full,2011-11-01,WCOPM14SEP09,BASE,13,601169,0.077455,0.004568,-0.072887
full,2011-11-01,WCOPM14SEP09,BASE,14,002648,0.080044,0.007709,-0.07233500000000001
full,2011-11-01,WCOPM14SEP09,BASE,15,002304,0.107149,0.176442,0.069293
full,2011-11-01,WCOPM14SEP09,BASE,16,601166,0.07285100000000001,0.133096,0.06024499999999998
full,2011-11-01,WCOPM14SEP09,BASE,17,002001,-0.007454999999999996,-0.037051,-0.029596000000000004
full,2011-11-01,WCOPM14SEP09,BASE,18,601988,0.141347,0.170155,0.028808
full,2011-11-01,WCOPM14SEP09,BASE,19,600066,-0.0073170000000000015,-0.033382,-0.026065
full,2011-11-01,WCOPM14SEP09,BASE,20,600897,-0.04300099999999999,-0.017016,0.02598499999999999
full,2011-11-01,WCOPM14SEP09,BASE,21,600585,0.39278899999999994,0.369321,-0.023467999999999933
full,2011-11-01,WCOPM14SEP09,BASE,22,600970,-0.06285,-0.08534,-0.022489999999999996
full,2011-11-01,WCOPM14SEP09,BASE,23,002714,0.073449,0.094018,0.020569000000000004
full,2011-11-01,WCOPM14SEP09,BASE,24,002024,0.013792999999999998,0.032263,0.01847
full,2011-11-01,WCOPM14SEP09,BASE,25,600176,-0.005507,0.010978,0.016485
full,2011-11-01,WCOPM14SEP09,BASE,26,000568,-0.041608,-0.026233,0.015375
full,2011-11-01,WCOPM14SEP09,BASE,27,000001,0.015288000000000001,0,-0.015288000000000001
full,2011-11-01,WCOPM14SEP09,BASE,28,601825,-0.004502,0.009837,0.014339000000000001
full,2011-11-01,WCOPM14SEP09,BASE,29,002152,-0.017509,-0.0063219999999999995,0.011187
full,2011-11-01,WCOPM14SEP09,BASE,30,601187,0.035086,0.023954,-0.011132
full,2011-11-01,WCOPM14SEP09,BASE,31,600919,0.064248,0.054367,-0.009881000000000001
full,2011-11-01,WCOPM14SEP09,BASE,32,601998,-0.002862,0.006581000000000002,0.009443000000000002
full,2011-11-01,WCOPM14SEP09,BASE,33,601963,-0.008335,-0.002128,0.006207000000000001
full,2011-11-01,WCOPM14SEP09,BASE,34,600887,0,0.006205,0.006205
full,2011-11-01,WCOPM14SEP09,BASE,35,601009,0.000626,0.006229999999999999,0.005604
full,2011-11-01,WCOPM14SEP09,BASE,36,600000,-0.005595,-1.1e-05,0.005584
full,2011-11-01,WCOPM14SEP09,BASE,37,000423,0,0.005285,0.005285
full,2011-11-01,WCOPM14SEP09,BASE,38,601398,-0.001691,0.003483,0.005174
full,2011-11-01,WCOPM14SEP09,BASE,39,601229,0.050457,0.055283,0.004825999999999997
full,2011-11-01,WCOPM14SEP09,BASE,40,601939,0.009222999999999999,0.00552,-0.003702999999999999
full,2011-11-01,WCOPM14SEP09,BASE,41,300059,0.099053,0.095489,-0.0035639999999999977
full,2011-11-01,WCOPM14SEP09,BASE,42,601818,-0.002607,0.000579,0.003186
full,2011-11-01,WCOPM14SEP09,BASE,43,603993,1e-06,0.003048,0.003047
full,2011-11-01,WCOPM14SEP09,BASE,44,601288,-0.0005859999999999999,-0.003067,-0.0024809999999999997
full,2011-11-01,WCOPM14SEP09,BASE,45,600031,0.0028519999999999995,0.000472,-0.0023799999999999993
full,2011-11-01,WCOPM14SEP09,BASE,46,002833,0.000334,-0.001985,-0.002319
full,2011-11-01,WCOPM14SEP09,BASE,47,002841,0,-0.002272,-0.002272
full,2011-11-01,WCOPM14SEP09,BASE,48,600660,0.326366,0.32840700000000006,0.0020410000000000705
full,2011-11-01,WCOPM14SEP09,BASE,49,603369,0,-0.002004,-0.002004
full,2011-11-01,WCOPM14SEP09,BASE,50,600036,-0.0046429999999999996,-0.002681,0.0019619999999999998
full,2011-11-01,WCOPM14SEP09,BASE,51,002966,-0.005198,-0.003362,0.0018360000000000004
full,2011-11-01,WCOPM14SEP09,BASE,52,601328,0.340197,0.341979,0.0017819999999999503
full,2011-11-01,WCOPM14SEP09,BASE,53,000858,-0.001462,-0.000102,0.0013599999999999999
full,2011-11-01,WCOPM14SEP09,BASE,54,601838,-0.001525,-0.000323,0.0012020000000000002
full,2011-11-01,WCOPM14SEP09,BASE,55,603156,0.000942,-0.00021599999999999994,-0.001158
full,2011-11-01,WCOPM14SEP09,BASE,56,600188,-0.006021,-0.007124,-0.0011029999999999998
full,2011-11-01,WCOPM14SEP09,BASE,57,600016,-1.3000000000000001e-05,-0.0010760000000000001,-0.0010630000000000001
full,2011-11-01,WCOPM14SEP09,BASE,58,000333,0.036804,0.03781,0.001006
full,2011-11-01,WCOPM14SEP09,BASE,59,600519,0.000692,0,-0.000692
full,2011-11-01,WCOPM14SEP09,BASE,60,002158,0,-0.000675,-0.000675
full,2011-11-01,WCOPM14SEP09,BASE,61,601658,0.0,-0.0005459999999999999,-0.0005459999999999999
full,2011-11-01,WCOPM14SEP09,BASE,62,601916,-0.0004919999999999999,1.1e-05,0.000503
full,2011-11-01,WCOPM14SEP09,BASE,63,601997,0,0.000355,0.000355
full,2011-11-01,WCOPM14SEP09,BASE,64,601665,-0.000297,0.0,0.000297
full,2011-11-01,WCOPM14SEP09,BASE,65,601077,0,-0.000216,-0.000216
full,2011-11-01,WCOPM14SEP09,BASE,66,000022,4.3e-05,0,-4.3e-05
full,2011-11-01,WCOPM14SEP09,BASE,67,000661,0.000451,0.000491,3.9999999999999996e-05
full,2011-11-01,WCOPM14SEP09,BASE,68,002142,-0.001321,-0.001343,-2.20000000000001e-05
full,2011-11-01,WCOPM14SEP09,BASE,69,600566,0,6.000000000000002e-06,6.000000000000002e-06
full,2011-11-01,WCOPM14SEP09,BASE,70,002807,0.0,1e-06,1e-06
full,2011-11-01,WCOPM14SEP09,BASE,71,601857,0,-8.470329472543003e-22,-8.470329472543003e-22
full,2011-11-01,WCOPM14SEP09,BASE,72,002839,0.0,0.0,0.0
full,2011-11-01,WCOPM14SEP09,BASE,73,002948,0,0.0,0.0
full,2011-11-01,WCOPM14SEP09,BASE,74,600926,0.0,0,0.0
full,2011-11-01,WCOPM15SEP09,BASE,1,601225,0.37962999999999997,0.143738,-0.23589199999999996
full,2011-11-01,WCOPM15SEP09,BASE,2,601088,1.065887,0.868665,-0.197222
full,2011-11-01,WCOPM15SEP09,BASE,3,600309,0.04563099999999999,0.189885,0.144254
full,2011-11-01,WCOPM15SEP09,BASE,4,688516,0.528339,0.389252,-0.13908700000000002
full,2011-11-01,WCOPM15SEP09,BASE,5,002128,1.0304900000000001,1.1621190000000001,0.131629
full,2011-11-01,WCOPM15SEP09,BASE,6,000338,0.6731839999999999,0.543746,-0.12943799999999994
full,2011-11-01,WCOPM15SEP09,BASE,7,000651,0.6874479999999998,0.5897079999999999,-0.09773999999999994
full,2011-11-01,WCOPM15SEP09,BASE,8,000792,-0.202873,-0.10693399999999999,0.09593900000000001
full,2011-11-01,WCOPM15SEP09,BASE,9,002466,-0.18778099999999998,-0.10918599999999999,0.07859499999999998
full,2011-11-01,WCOPM15SEP09,BASE,10,002532,0.092117,0.018778,-0.073339
full,2011-11-01,WCOPM15SEP09,BASE,11,002304,0.107149,0.176442,0.069293
full,2011-11-01,WCOPM15SEP09,BASE,12,601229,0.050457,-0.013384,-0.06384100000000001
full,2011-11-01,WCOPM15SEP09,BASE,13,002648,0.080044,0.021019,-0.05902500000000001
full,2011-11-01,WCOPM15SEP09,BASE,14,600938,0.030672,0.075273,0.044601
full,2011-11-01,WCOPM15SEP09,BASE,15,000933,0.752016,0.7184060000000001,-0.03360999999999992
full,2011-11-01,WCOPM15SEP09,BASE,16,002001,-0.007454999999999996,-0.039245999999999996,-0.031791
full,2011-11-01,WCOPM15SEP09,BASE,17,601187,0.035086,0.003803,-0.031283
full,2011-11-01,WCOPM15SEP09,BASE,18,600066,-0.0073170000000000015,-0.035976999999999995,-0.028659999999999995
full,2011-11-01,WCOPM15SEP09,BASE,19,601825,-0.004502,0.023166,0.027667999999999998
full,2011-11-01,WCOPM15SEP09,BASE,20,600585,0.39278899999999994,0.366216,-0.026572999999999958
full,2011-11-01,WCOPM15SEP09,BASE,21,600897,-0.04300099999999999,-0.017440000000000004,0.025560999999999987
full,2011-11-01,WCOPM15SEP09,BASE,22,002714,0.073449,0.095877,0.022428000000000003
full,2011-11-01,WCOPM15SEP09,BASE,23,601169,0.077455,0.096686,0.019230999999999998
full,2011-11-01,WCOPM15SEP09,BASE,24,002024,0.013792999999999998,0.032263,0.01847
full,2011-11-01,WCOPM15SEP09,BASE,25,600970,-0.06285,-0.08,-0.01715
full,2011-11-01,WCOPM15SEP09,BASE,26,000568,-0.041608,-0.026233,0.015375
full,2011-11-01,WCOPM15SEP09,BASE,27,000001,0.015288000000000001,0,-0.015288000000000001
full,2011-11-01,WCOPM15SEP09,BASE,28,601988,0.141347,0.128421,-0.012925999999999993
full,2011-11-01,WCOPM15SEP09,BASE,29,601166,0.07285100000000001,0.085671,0.012819999999999984
full,2011-11-01,WCOPM15SEP09,BASE,30,600887,0,0.011411,0.011411
full,2011-11-01,WCOPM15SEP09,BASE,31,600176,-0.005507,0.005544,0.011051
full,2011-11-01,WCOPM15SEP09,BASE,32,002152,-0.017509,-0.006781,0.010728000000000001
full,2011-11-01,WCOPM15SEP09,BASE,33,300059,0.099053,0.090491,-0.008562
full,2011-11-01,WCOPM15SEP09,BASE,34,601998,-0.002862,-0.010301,-0.007438999999999999
full,2011-11-01,WCOPM15SEP09,BASE,35,601939,0.009222999999999999,0.002525,-0.006697999999999999
full,2011-11-01,WCOPM15SEP09,BASE,36,601963,-0.008335,-0.00171,0.006625000000000001
full,2011-11-01,WCOPM15SEP09,BASE,37,601009,0.000626,0.0069359999999999995,0.00631
full,2011-11-01,WCOPM15SEP09,BASE,38,600000,-0.005595,-0.000142,0.005453
full,2011-11-01,WCOPM15SEP09,BASE,39,603993,1e-06,0.005016,0.0050149999999999995
full,2011-11-01,WCOPM15SEP09,BASE,40,601665,-0.000297,-0.003084,-0.002787
full,2011-11-01,WCOPM15SEP09,BASE,41,601818,-0.002607,1e-05,0.002617
full,2011-11-01,WCOPM15SEP09,BASE,42,600031,0.0028519999999999995,0.000472,-0.0023799999999999993
full,2011-11-01,WCOPM15SEP09,BASE,43,600660,0.326366,0.328423,0.002057000000000031
full,2011-11-01,WCOPM15SEP09,BASE,44,002966,-0.005198,-0.003305,0.0018930000000000002
full,2011-11-01,WCOPM15SEP09,BASE,45,601328,0.340197,0.341946,0.0017490000000000006
full,2011-11-01,WCOPM15SEP09,BASE,46,600036,-0.0046429999999999996,-0.003064,0.0015789999999999997
full,2011-11-01,WCOPM15SEP09,BASE,47,601288,-0.0005859999999999999,-0.002084,-0.001498
full,2011-11-01,WCOPM15SEP09,BASE,48,002833,0.000334,-0.001143,-0.001477
full,2011-11-01,WCOPM15SEP09,BASE,49,000858,-0.001462,-0.000102,0.0013599999999999999
full,2011-11-01,WCOPM15SEP09,BASE,50,600188,-0.006021,-0.007138,-0.001117
full,2011-11-01,WCOPM15SEP09,BASE,51,000333,0.036804,0.03781,0.001006
full,2011-11-01,WCOPM15SEP09,BASE,52,601838,-0.001525,-0.00081,0.0007150000000000001
full,2011-11-01,WCOPM15SEP09,BASE,53,600519,0.000692,0,-0.000692
full,2011-11-01,WCOPM15SEP09,BASE,54,600016,-1.3000000000000001e-05,-0.000579,-0.000566
full,2011-11-01,WCOPM15SEP09,BASE,55,601658,0.0,-0.000564,-0.000564
full,2011-11-01,WCOPM15SEP09,BASE,56,601916,-0.0004919999999999999,1.8999999999999998e-05,0.000511
full,2011-11-01,WCOPM15SEP09,BASE,57,603156,0.000942,0.001386,0.00044400000000000006
full,2011-11-01,WCOPM15SEP09,BASE,58,600919,0.064248,0.064522,0.00027399999999999647
full,2011-11-01,WCOPM15SEP09,BASE,59,601077,0,-8e-05,-8e-05
full,2011-11-01,WCOPM15SEP09,BASE,60,000661,0.000451,0.000397,-5.400000000000001e-05
full,2011-11-01,WCOPM15SEP09,BASE,61,601398,-0.001691,-0.001639,5.199999999999996e-05
full,2011-11-01,WCOPM15SEP09,BASE,62,000022,4.3e-05,0,-4.3e-05
full,2011-11-01,WCOPM15SEP09,BASE,63,002142,-0.001321,-0.001342,-2.1000000000000185e-05
full,2011-11-01,WCOPM15SEP09,BASE,64,600566,0,-1.5e-05,-1.5e-05
full,2011-11-01,WCOPM15SEP09,BASE,65,601857,0,-8.470329472543003e-22,-8.470329472543003e-22
full,2011-11-01,WCOPM15SEP09,BASE,66,002807,0.0,0.0,0.0
full,2011-11-01,WCOPM15SEP09,BASE,67,002839,0.0,0.0,0.0
full,2011-11-01,WCOPM15SEP09,BASE,68,600926,0.0,0,0.0
full,2011-11-01,WCOPM15SEP09,BASE,69,601997,0,0.0,0.0
full,2011-11-01,WCOPM16SEP09,BASE,1,002714,0.073449,0.524934,0.451485
full,2011-11-01,WCOPM16SEP09,BASE,2,002128,1.0304900000000001,0.75689,-0.2736000000000002
full,2011-11-01,WCOPM16SEP09,BASE,3,000651,0.6874479999999998,0.9536809999999999,0.26623300000000005
full,2011-11-01,WCOPM16SEP09,BASE,4,600309,0.04563099999999999,0.290713,0.24508200000000002
full,2011-11-01,WCOPM16SEP09,BASE,5,601088,1.065887,0.860602,-0.20528500000000005
full,2011-11-01,WCOPM16SEP09,BASE,6,002466,-0.18778099999999998,-0.02193000000000006,0.16585099999999992
full,2011-11-01,WCOPM16SEP09,BASE,7,600585,0.39278899999999994,0.5248989999999999,0.13210999999999995
full,2011-11-01,WCOPM16SEP09,BASE,8,002304,0.107149,0.23584,0.128691
full,2011-11-01,WCOPM16SEP09,BASE,9,600660,0.326366,0.22716400000000003,-0.09920199999999996
full,2011-11-01,WCOPM16SEP09,BASE,10,002532,0.092117,0.002075,-0.09004200000000001
full,2011-11-01,WCOPM16SEP09,BASE,11,601169,0.077455,-0.0038260000000000004,-0.08128099999999999
full,2011-11-01,WCOPM16SEP09,BASE,12,601229,0.050457,0.123886,0.073429
full,2011-11-01,WCOPM16SEP09,BASE,13,601225,0.37962999999999997,0.437484,0.057854000000000017
full,2011-11-01,WCOPM16SEP09,BASE,14,002648,0.080044,0.024225,-0.05581900000000001
full,2011-11-01,WCOPM16SEP09,BASE,15,000792,-0.202873,-0.15574299999999996,0.04713000000000003
full,2011-11-01,WCOPM16SEP09,BASE,16,601328,0.340197,0.38680400000000004,0.04660700000000001
full,2011-11-01,WCOPM16SEP09,BASE,17,002152,-0.017509,-0.051795999999999995,-0.034287
full,2011-11-01,WCOPM16SEP09,BASE,18,000568,-0.041608,-0.010423,0.031184999999999997
full,2011-11-01,WCOPM16SEP09,BASE,19,002001,-0.007454999999999996,-0.037051,-0.029596000000000004
full,2011-11-01,WCOPM16SEP09,BASE,20,601166,0.07285100000000001,0.100025,0.02717399999999999
full,2011-11-01,WCOPM16SEP09,BASE,21,600066,-0.0073170000000000015,-0.034139,-0.026822000000000002
full,2011-11-01,WCOPM16SEP09,BASE,22,600897,-0.04300099999999999,-0.017071000000000003,0.025929999999999988
full,2011-11-01,WCOPM16SEP09,BASE,23,688516,0.528339,0.554132,0.025792999999999955
full,2011-11-01,WCOPM16SEP09,BASE,24,601939,0.009222999999999999,0.029860000000000005,0.020637000000000006
full,2011-11-01,WCOPM16SEP09,BASE,25,002024,0.013792999999999998,0.032263,0.01847
full,2011-11-01,WCOPM16SEP09,BASE,26,600919,0.064248,0.046953999999999996,-0.017294000000000004
full,2011-11-01,WCOPM16SEP09,BASE,27,600938,0.030672,0.047722,0.01705
full,2011-11-01,WCOPM16SEP09,BASE,28,601825,-0.004502,0.012074,0.016576
full,2011-11-01,WCOPM16SEP09,BASE,29,000001,0.015288000000000001,0,-0.015288000000000001
full,2011-11-01,WCOPM16SEP09,BASE,30,000933,0.752016,0.7367649999999999,-0.015251000000000126
full,2011-11-01,WCOPM16SEP09,BASE,31,601988,0.141347,0.128355,-0.012992000000000004
full,2011-11-01,WCOPM16SEP09,BASE,32,601009,0.000626,0.013479999999999999,0.012853999999999999
full,2011-11-01,WCOPM16SEP09,BASE,33,600887,0,0.006434,0.006434
full,2011-11-01,WCOPM16SEP09,BASE,34,600970,-0.06285,-0.06923,-0.006379999999999997
full,2011-11-01,WCOPM16SEP09,BASE,35,601963,-0.008335,-0.002578,0.005757
full,2011-11-01,WCOPM16SEP09,BASE,36,000338,0.6731839999999999,0.6784120000000001,0.0052280000000002325
full,2011-11-01,WCOPM16SEP09,BASE,37,601998,-0.002862,0.0017510000000000008,0.004613000000000001
full,2011-11-01,WCOPM16SEP09,BASE,38,000423,0,0.004454,0.004454
full,2011-11-01,WCOPM16SEP09,BASE,39,600188,-0.006021,-0.002237,0.0037840000000000005
