security_code,security_name,report_date,legacy_wc,dedup_wc,operating_wc,financing_receivables,receivable_basis,payable_basis
000426,兴业银锡,2025-12-31,-2024288594.98,-980672182.61,-884839682.61,95832500.0,aggregate,aggregate
000426,兴业银锡,2024-12-31,-1617856710.4799998,-674595320.27,-674595320.27,0.0,aggregate,aggregate
000426,兴业银锡,2023-12-31,-1657628829.54,-1008790661.6199999,-1008790661.6199999,0.0,aggregate,aggregate
000426,兴业银锡,2022-12-31,-2184609525.89,-1064967150.9200001,-1064967150.9200001,0.0,aggregate,aggregate
000426,兴业银锡,2021-12-31,-1359999936.0100002,-694283581.3500001,-694283581.3500001,0.0,aggregate,aggregate
000426,兴业银锡,2020-12-31,-1473662667.08,-825048538.07,-825048538.07,0.0,aggregate,aggregate
000538,云南白药,2025-12-31,10150534402.699997,6774845300.949998,8456830884.879998,1681985583.93,aggregate,aggregate
000538,云南白药,2024-12-31,11292723358.429996,7111765430.950002,8999555211.110003,1887789780.16,aggregate,aggregate
000538,云南白药,2023-12-31,11573714322.289999,7590497258.500002,9181247069.240002,1590749810.74,aggregate,aggregate
000538,云南白药,2022-12-31,11474819800.410004,8226701796.960001,9061370028.54,834668231.58,aggregate,aggregate
000538,云南白药,2021-12-31,7829944453.029997,6754979856.999999,7913146701.389999,1158166844.39,aggregate,aggregate
000538,云南白药,2020-12-31,8383463820.060001,8117448034.8,9863341764.9,1745893730.1,aggregate,aggregate
000568,泸州老窖,2025-12-31,7262872098.36,8670217703.5,10136712677.46,1466494973.96,aggregate,aggregate
000568,泸州老窖,2024-12-31,2084054054.7199974,3917528959.1899986,5719476414.969998,1801947455.78,aggregate,aggregate
000568,泸州老窖,2023-12-31,1008357090.9899979,3348119445.2199993,9286290453.15,5938171007.93,aggregate,aggregate
000568,泸州老窖,2022-12-31,-1379012780.4599972,926713383.8000021,5510065887.170002,4583352503.37,aggregate,aggregate
000568,泸州老窖,2021-12-31,-4713485656.35,-2294759435.3699994,2462872343.270001,4757631778.64,aggregate,aggregate
000568,泸州老窖,2020-12-31,-4907670966.510001,-2183604501.5699997,1025767264.7800002,3209371766.35,aggregate,aggregate
000596,古井贡酒,2025-12-31,10035818.950000763,3731168108.4300013,4626826868.990002,895658760.56,aggregate,aggregate
000596,古井贡酒,2024-12-31,-3180271265.09,281612591.60000086,3248345399.350001,2966732807.75,aggregate,aggregate
000596,古井贡酒,2023-12-31,-4347350750.640001,-248578875.22999907,708981240.500001,957560115.73,aggregate,aggregate
000596,古井贡酒,2022-12-31,-1907075753.7000017,780039136.5099988,997458577.8299987,217419441.32,aggregate,aggregate
000596,古井贡酒,2021-12-31,-705454544.7699995,353091309.1099999,898295412.5299999,545204103.42,aggregate,aggregate
000596,古井贡酒,2020-12-31,262835935.9499998,840723297.4999998,2514234092.0099998,1673510794.51,aggregate,aggregate
000651,格力电器,2025-12-31,-74092954921.12,-32432729563.950005,-25936577690.920006,6496151873.03,aggregate,aggregate
000651,格力电器,2024-12-31,-79038008055.22998,-34299573934.12,-24698847649.35,9600726284.77,aggregate,aggregate
000651,格力电器,2023-12-31,-83707755347.76999,-35006084973.78,-24829995305.37,10176089668.41,aggregate,aggregate
000651,格力电器,2022-12-31,-94251860531.87001,-37617449275.65999,-9190138930.459988,28427310345.2,aggregate,aggregate
000651,格力电器,2021-12-31,-98250240699.41,-35472064076.7,-9860007383.629997,25612056693.07,aggregate,aggregate
000651,格力电器,2020-12-31,-74844639211.65,-30551138999.89,-9577734404.399998,20973404595.49,aggregate,aggregate
000725,京东方A,2025-12-31,10117512617.0,15932283806.0,16517956155.0,585672349.0,aggregate,aggregate
000725,京东方A,2024-12-31,13369800991.0,14806598379.0,15279135779.0,472537400.0,aggregate,aggregate
000725,京东方A,2023-12-31,16949327182.0,17105250065.0,17513784687.0,408534622.0,aggregate,aggregate
000725,京东方A,2022-12-31,12228709842.0,14518212214.0,14518212214.0,0.0,aggregate,aggregate
000725,京东方A,2021-12-31,22623834373.0,20186473980.0,20186473980.0,0.0,aggregate,aggregate
000725,京东方A,2020-12-31,222734221.0,5433305070.0,5433305070.0,0.0,aggregate,aggregate
000786,北新建材,2025-12-31,1525970538.4499998,1909931497.439999,2696400715.419999,786469217.98,aggregate,aggregate
000786,北新建材,2024-12-31,2797200987.869999,2534932842.21,3024981779.58,490048937.37,aggregate,aggregate
000786,北新建材,2023-12-31,2526444336.09,2391512697.4300013,2697508902.5600014,305996205.13,aggregate,aggregate
000786,北新建材,2022-12-31,3012987826.0599995,2683517957.5700006,2953533771.5200005,270015813.95,aggregate,aggregate
000786,北新建材,2021-12-31,2927820763.160001,2653270721.5400004,2997331006.1300006,344060284.59,aggregate,aggregate
000786,北新建材,2020-12-31,2210962644.83,1824333265.7500002,2017197025.5900002,192863759.84,aggregate,aggregate
000792,盐湖股份,2025-12-31,-402310631.1600008,49049320.05000067,82957663.93000066,33908343.88,aggregate,aggregate
000792,盐湖股份,2024-12-31,5468831047.930001,2778727301.7699995,2803699019.6499996,24971717.88,aggregate,aggregate
000792,盐湖股份,2023-12-31,9149275433.530003,4556784836.180001,4746811641.6900015,190026805.51,aggregate,aggregate
000792,盐湖股份,2022-12-31,7531568638.390001,3227636775.469999,5031108671.609999,1803471896.14,aggregate,aggregate
000792,盐湖股份,2021-12-31,4168312845.8600006,2030572022.27,2125804048.71,95232026.44,aggregate,aggregate
000792,盐湖股份,2020-12-31,-2717973753.9700007,-1557105510.9999998,83006498.37000012,1640112009.37,aggregate,aggregate
000858,五粮液,2025-12-31,-19314167804.780003,-9469919256.55,-68278480.80999947,9401640775.74,aggregate,aggregate
000858,五粮液,2024-12-31,-24073339348.65,-14627931217.760002,4938466774.349998,19566397992.11,aggregate,aggregate
000858,五粮液,2023-12-31,-18573203867.780003,-9019211720.910002,5067238844.879999,14086450565.79,aggregate,aggregate
000858,五粮液,2022-12-31,-20914227020.670002,-12935059184.480003,15969139235.959995,28904198420.44,aggregate,aggregate
000858,五粮液,2021-12-31,27908275846.109997,10260626230.64,11902135819.33,1641509588.69,aggregate,aggregate
000858,五粮液,2020-12-31,24588140703.709995,10124727417.610004,12149169434.330004,2024442016.72,aggregate,aggregate
000893,亚钾国际,2025-12-31,-2653103109.13,-1324222645.29,-1324222645.29,0.0,aggregate,aggregate
000893,亚钾国际,2024-12-31,-2859565095.67,-1507301030.96,-1507301030.96,0.0,aggregate,aggregate
000893,亚钾国际,2023-12-31,-2275113025.9699993,-1105985249.76,-1105985249.76,0.0,aggregate,aggregate
000893,亚钾国际,2022-12-31,-815988284.7300001,-359883274.66999996,-359883274.66999996,0.0,aggregate,aggregate
000893,亚钾国际,2021-12-31,-600873458.9200001,-321049382.78,-321049382.78,0.0,aggregate,aggregate
000893,亚钾国际,2020-12-31,-200858374.07999992,-86113794.39999999,-86113794.39999999,0.0,aggregate,aggregate
000895,双汇发展,2025-12-31,-1790170890.6999989,251208714.7000003,251208714.7000003,0.0,aggregate,aggregate
000895,双汇发展,2024-12-31,-1106447611.9900017,1088334810.4799986,1088334810.4799986,0.0,aggregate,aggregate
000895,双汇发展,2023-12-31,-1711982741.619999,1796126412.08,1796126412.08,0.0,aggregate,aggregate
000895,双汇发展,2022-12-31,-5537660216.6,-1855735285.6000004,-1855735285.6000004,0.0,aggregate,aggregate
000895,双汇发展,2021-12-31,-1228742785.5899982,681987383.9800005,681987383.9800005,0.0,aggregate,aggregate
000895,双汇发展,2020-12-31,-214706661.5,1217068666.96,1217068666.96,0.0,aggregate,aggregate
000975,山金国际,2025-12-31,-1777968670.36,-517199772.6,-517199772.6,0.0,aggregate,aggregate
000975,山金国际,2024-12-31,-659292965.75,115877734.24000001,115877734.24000001,0.0,aggregate,aggregate
000975,山金国际,2023-12-31,-1664688614.2399998,-189349703.65999985,-189349703.65999985,0.0,aggregate,aggregate
000975,山金国际,2022-12-31,-1836997688.2699997,-347234351.11000013,-347234351.11000013,0.0,aggregate,aggregate
000975,山金国际,2021-12-31,-2859517279.4299994,-1018237529.2300003,-1018237529.2300003,0.0,aggregate,aggregate
000975,山金国际,2020-12-31,-199051165.0,322349624.23,322349624.23,0.0,aggregate,aggregate
000999,华润三九,2025-12-31,12158737548.76,7266291992.789999,9912425440.73,2646133447.94,aggregate,aggregate
000999,华润三九,2024-12-31,8370440589.600002,4828975677.960001,7028538472.300001,2199562794.34,aggregate,aggregate
000999,华润三九,2023-12-31,8256937776.150002,5164227276.27,6920287959.6,1756060683.33,aggregate,aggregate
000999,华润三九,2022-12-31,5238360550.63,2766429224.55,4143303375.17,1376874150.62,aggregate,aggregate
000999,华润三九,2021-12-31,3130670264.1000013,1507179439.539999,3803557472.369999,2296378032.83,aggregate,aggregate
000999,华润三九,2020-12-31,3517321776.9800005,1654971898.0700002,3481819773.63,1826847875.56,aggregate,aggregate
002001,新和成,2025-12-31,6313542121.410003,4832469310.849999,5645531696.58,813062385.73,aggregate,aggregate
002001,新和成,2024-12-31,7206477094.4,5105382875.959999,5629296011.179999,523913135.22,aggregate,aggregate
002001,新和成,2023-12-31,4195250252.4799995,3876164102.3100004,4207798192.9200006,331634090.61,aggregate,aggregate
002001,新和成,2022-12-31,3803670186.580001,3757656435.8399997,4136874018.0899997,379217582.25,aggregate,aggregate
002001,新和成,2021-12-31,4368584503.000001,3394361988.3200006,3577253167.9700007,182891179.65,aggregate,aggregate
002001,新和成,2020-12-31,3188537972.089999,2886915508.7600007,3182308854.930001,295393346.17,aggregate,aggregate
002003,伟星股份,2025-12-31,457151243.6700001,422679001.43000007,492015972.08000004,69336970.65,aggregate,aggregate
002003,伟星股份,2024-12-31,371282762.22,372818167.86,516941671.25,144123503.39,aggregate,aggregate
002003,伟星股份,2023-12-31,324891700.4499998,328130050.5899999,501265627.80999994,173135577.22,aggregate,aggregate
002003,伟星股份,2022-12-31,362626359.53,340812327.1299999,385986572.7399999,45174245.61,aggregate,aggregate
002003,伟星股份,2021-12-31,436936876.26999986,373133823.40999997,426354344.47999996,53220521.07,aggregate,aggregate
002003,伟星股份,2020-12-31,345491252.29999995,257368440.9700001,365432286.8400001,108063845.87,aggregate,aggregate
002027,分众传媒,2025-12-31,5913692126.410001,2430004103.3,2559956723.2200003,129952619.92,aggregate,aggregate
002027,分众传媒,2024-12-31,3502633921.7700005,1264008413.9500003,1430334202.2900002,166325788.34,aggregate,aggregate
002027,分众传媒,2023-12-31,1867986240.3,183561834.30000004,317738935.23,134177100.93,aggregate,aggregate
002027,分众传媒,2022-12-31,1295917517.1499999,-38034888.53999999,103977967.64000002,142012856.18,aggregate,aggregate
002027,分众传媒,2021-12-31,3671013064.8200006,898146253.8000004,1014509001.7300005,116362747.93,aggregate,aggregate
002027,分众传媒,2020-12-31,5112848579.400001,1948874983.6400003,2132341184.1900003,183466200.55,aggregate,aggregate
002032,苏泊尔,2025-12-31,-3160711339.4900026,-1123515292.6299987,-849672979.1699986,273842313.46,aggregate,aggregate
002032,苏泊尔,2024-12-31,-2391135365.8099995,-641285057.0500002,-272508522.1200002,368776534.93,aggregate,aggregate
002032,苏泊尔,2023-12-31,-2139718292.0500011,-612586482.1000004,-249053716.75000036,363532765.35,aggregate,aggregate
002032,苏泊尔,2022-12-31,-2291663371.58,-552373994.7199998,-316416950.37999976,235957044.34,aggregate,aggregate
002032,苏泊尔,2021-12-31,-983895658.3199978,514229825.6100006,517542051.2300006,3312225.62,aggregate,aggregate
002032,苏泊尔,2020-12-31,-302004198.9800005,477079079.8699994,798241966.8599994,321162886.99,aggregate,aggregate
002050,三花智控,2025-12-31,6079297393.829998,5275312704.210001,5275312704.210001,0.0,aggregate,aggregate
002050,三花智控,2024-12-31,4056235022.7700005,4205159829.9100018,4205159829.9100018,0.0,aggregate,aggregate
002050,三花智控,2023-12-31,4469893043.49,4085714102.830001,4085714102.830001,0.0,aggregate,aggregate
002050,三花智控,2022-12-31,5663236369.220001,4696048297.619998,4696048297.619998,0.0,aggregate,aggregate
002050,三花智控,2021-12-31,4275266222.59,3721004786.950001,3721004786.950001,0.0,aggregate,aggregate
002050,三花智控,2020-12-31,4282894091.9900026,3121582230.59,3121582230.59,0.0,aggregate,aggregate
002179,中航光电,2025-12-31,14366273812.619999,9768884740.0,9807204906.83,38320166.83,aggregate,aggregate
002179,中航光电,2024-12-31,13210130560.429996,8362742988.809999,8384340350.4,21597361.59,aggregate,aggregate
002179,中航光电,2023-12-31,12091694835.550003,7506498132.710001,7535556058.920001,29057926.21,aggregate,aggregate
002179,中航光电,2022-12-31,9328012660.189999,6645440280.300001,6665088216.570002,19647936.27,aggregate,aggregate
002179,中航光电,2021-12-31,7533826558.750002,5469963088.7300005,5471186821.000001,1223732.27,aggregate,aggregate
002179,中航光电,2020-12-31,8080462184.66,5135193795.309999,5141566629.37,6372834.06,aggregate,aggregate
002222,福晶科技,2025-12-31,1121556796.71,678785685.45,679660647.33,874961.88,aggregate,aggregate
002222,福晶科技,2024-12-31,979260789.4699999,603551127.5699999,603803481.68,252354.11,aggregate,aggregate
002222,福晶科技,2023-12-31,773572631.5799999,474188649.91,474188649.91,0.0,aggregate,aggregate
002222,福晶科技,2022-12-31,670706294.18,413669585.52,413669585.52,0.0,aggregate,aggregate
002222,福晶科技,2021-12-31,704067812.1399999,431702973.16999996,431702973.16999996,0.0,aggregate,aggregate
002222,福晶科技,2020-12-31,538924801.92,345835390.03000003,345835390.03000003,0.0,aggregate,aggregate
002262,恩华药业,2025-12-31,2446239492.33,1531321653.04,1626689134.03,95367480.99,aggregate,aggregate
002262,恩华药业,2024-12-31,2338915272.54,1417039763.1099997,1423224900.7499998,6185137.64,aggregate,aggregate
002262,恩华药业,2023-12-31,1991210048.9899998,1233672421.75,1252440289.66,18767867.91,aggregate,aggregate
002262,恩华药业,2022-12-31,1696952843.0299997,1131853375.21,1154943872.78,23090497.57,aggregate,aggregate
002262,恩华药业,2021-12-31,1284697524.23,875232539.84,919079128.21,43846588.37,aggregate,aggregate
002262,恩华药业,2020-12-31,1114741713.3799999,694197174.71,717676012.74,23478838.03,aggregate,aggregate
002270,华明装备,2025-12-31,826879134.49,549431135.8999999,1126915740.09,577484604.19,aggregate,aggregate
002270,华明装备,2024-12-31,900770498.54,593280036.4399999,987986917.78,394706881.34,aggregate,aggregate
002270,华明装备,2023-12-31,870735548.1700001,597072444.25,1171122126.78,574049682.53,aggregate,aggregate
002270,华明装备,2022-12-31,1227415005.79,745540271.6699998,1194940472.59,449400200.92,aggregate,aggregate
002270,华明装备,2021-12-31,1405501129.13,905911657.7100002,1216321952.9500003,310410295.24,aggregate,aggregate
002270,华明装备,2020-12-31,1741871820.4200006,1100939489.4700003,1354019489.9900002,253080000.52,aggregate,aggregate
002287,奇正藏药,2025-12-31,-201287960.83000004,-133486034.41000009,631511072.6899999,764997107.1,aggregate,aggregate
002287,奇正藏药,2024-12-31,-420836627.82,-279901598.68999994,568505565.37,848407164.06,aggregate,aggregate
002287,奇正藏药,2023-12-31,-530213703.79999995,-339783318.03,189270687.8,529054005.83,aggregate,aggregate
002287,奇正藏药,2022-12-31,-158135596.01,-167309213.96999994,555437056.6500001,722746270.62,aggregate,aggregate
002287,奇正藏药,2021-12-31,-457700468.88,-304174537.09,271954281.84,576128818.93,aggregate,aggregate
002287,奇正藏药,2020-12-31,-180146881.29999995,-140549477.78000003,871099634.19,1011649111.97,aggregate,aggregate
002311,海大集团,2025-12-31,-6237216997.890003,288460926.94000053,288460926.94000053,0.0,aggregate,aggregate
002311,海大集团,2024-12-31,-9513801983.830002,-1188248705.0300007,-1188248705.0300007,0.0,aggregate,aggregate
002311,海大集团,2023-12-31,-10334906240.600002,-1763032039.9300022,-1763032039.9300022,0.0,aggregate,aggregate
002311,海大集团,2022-12-31,-2701475852.949993,4183002616.540001,4183002616.540001,0.0,aggregate,aggregate
002311,海大集团,2021-12-31,1847351422.6900005,5002915514.820001,5002915514.820001,0.0,aggregate,aggregate
002311,海大集团,2020-12-31,4163889300.2800016,5139304144.5199995,5139304144.5199995,0.0,aggregate,aggregate
002352,顺丰控股,2025-12-31,206253000.0,-567871000.0,-323137000.0,244734000.0,aggregate,aggregate
002352,顺丰控股,2024-12-31,-1627098000.0,-2213207000.0,-2042294000.0,170913000.0,aggregate,aggregate
002352,顺丰控股,2023-12-31,-1398479000.0,-1844612000.0,-1744634000.0,99978000.0,aggregate,aggregate
002352,顺丰控股,2022-12-31,-1297637000.0,-2346263000.0,-2282953000.0,63310000.0,aggregate,aggregate
002352,顺丰控股,2021-12-31,9951755000.0,2660417000.0,2660417000.0,0.0,aggregate,aggregate
002352,顺丰控股,2020-12-31,-109226000.0,-1639827000.0,-1639827000.0,0.0,aggregate,aggregate
002371,北方华创,2025-12-31,10911413204.420006,17164703349.429995,17647192579.969994,482489230.54,aggregate,aggregate
002371,北方华创,2024-12-31,6693243518.780003,11903879808.220003,12393159710.750004,489279902.53,aggregate,aggregate
002371,北方华创,2023-12-31,2887454166.6100006,6033208287.459998,7035773669.719998,1002565382.26,aggregate,aggregate
002371,北方华创,2022-12-31,3719869603.9399986,5268233309.659997,5669338356.499997,401105046.84,aggregate,aggregate
002371,北方华创,2021-12-31,1743399716.9699993,2529127908.8600006,2772723303.680001,243595394.82,aggregate,aggregate
002371,北方华创,2020-12-31,1256852405.0699997,1645427026.0600004,1749253497.9700005,103826471.91,aggregate,aggregate
002409,雅克科技,2025-12-31,3113367084.62,2480408214.96,2523449756.29,43041541.33,aggregate,aggregate
002409,雅克科技,2024-12-31,2035036762.08,1781341383.7500005,1802515400.1700006,21174016.42,aggregate,aggregate
002409,雅克科技,2023-12-31,1922723937.5499997,1375403663.0599995,1402895424.4099994,27491761.35,aggregate,aggregate
002409,雅克科技,2022-12-31,1459506454.7999997,1032527671.21,1091387283.42,58859612.21,aggregate,aggregate
002409,雅克科技,2021-12-31,1189144878.1500006,920023239.6800002,1012264214.1500002,92240974.47,aggregate,aggregate
002409,雅克科技,2020-12-31,889487394.36,649197812.6400001,769430303.0300001,120232490.39,aggregate,aggregate
002463,沪电股份,2025-12-31,1229572567.0,2351984451.0,2410131489.0,58147038.0,aggregate,aggregate
002463,沪电股份,2024-12-31,1448471695.0,1641608514.0,1715056672.0,73448158.0,aggregate,aggregate
002463,沪电股份,2023-12-31,1493495665.0,1423813149.0,1424896881.0,1083732.0,aggregate,aggregate
002463,沪电股份,2022-12-31,2121216162.0,1792436462.0,1838985358.0,46548896.0,aggregate,aggregate
002463,沪电股份,2021-12-31,1547384429.0,1530954297.0,1574085980.0,43131683.0,aggregate,aggregate
002463,沪电股份,2020-12-31,1905044630.0,1521018674.0,1619100185.0,98081511.0,aggregate,aggregate
002466,天齐锂业,2025-12-31,1387087826.5600004,1749148011.0,2377221030.21,628073019.21,aggregate,aggregate
002466,天齐锂业,2024-12-31,270806085.52000046,1081377388.1299999,2559079873.6099997,1477702485.48,aggregate,aggregate
002466,天齐锂业,2023-12-31,4329512434.76,2467971258.6299996,2548668542.39,80697283.76,aggregate,aggregate
002466,天齐锂业,2022-12-31,8118955421.919998,2937157527.2400017,5532445131.730001,2595287604.49,aggregate,aggregate
002466,天齐锂业,2021-12-31,-118354796.42000055,-181140735.6999998,1833262273.7600002,2014403009.46,aggregate,aggregate
002466,天齐锂业,2020-12-31,-329147977.71000004,17977722.0,148502376.32999998,130524654.33,aggregate,aggregate
002475,立讯精密,2025-12-31,-33895013041.900024,1157008879.7399902,2420248864.29999,1263239984.56,aggregate,aggregate
002475,立讯精密,2024-12-31,-38531157433.07999,-5475701014.739998,-4369416822.449998,1106284192.29,aggregate,aggregate
002475,立讯精密,2023-12-31,-18621668844.299988,4013877113.029999,4601462122.849998,587585009.82,aggregate,aggregate
002475,立讯精密,2022-12-31,-12378210828.11,10930205062.070007,10930205062.070007,0.0,aggregate,aggregate
002475,立讯精密,2021-12-31,-9116977354.70996,4602666323.0,4602666323.0,0.0,aggregate,aggregate
002475,立讯精密,2020-12-31,-6552201830.170006,2527563943.2299995,2527563943.2299995,0.0,aggregate,aggregate
002532,天山铝业,2025-12-31,-2544913261.549999,1979097872.1500015,2091934871.6200016,112836999.47,aggregate,aggregate
002532,天山铝业,2024-12-31,-7765924650.669998,216781313.1399994,283584869.7499994,66803556.61,aggregate,aggregate
002532,天山铝业,2023-12-31,-511656059.0600014,4697956786.4,4755693600.49,57736814.09,aggregate,aggregate
002532,天山铝业,2022-12-31,-12898772988.190002,-447616754.65999985,-419488726.2499998,28128028.41,aggregate,aggregate
002532,天山铝业,2021-12-31,-12922587255.939999,-1354653259.6499996,-1312922397.9899995,41730861.66,aggregate,aggregate
002532,天山铝业,2020-12-31,-17549629644.620003,-5343564034.710003,-5336182150.3600025,7381884.35,aggregate,aggregate
002594,比亚迪,2025-12-31,-278005077000.0,-105803504000.0,-100319378000.0,5484126000.0,aggregate,aggregate
002594,比亚迪,2024-12-31,-317705756000.0,-135977324000.0,-125527358000.0,10449966000.0,aggregate,aggregate
002594,比亚迪,2023-12-31,-240371414000.0,-103754302000.0,-98189378000.0,5564924000.0,aggregate,aggregate
002594,比亚迪,2022-12-31,-160870682000.0,-55933447000.0,-43039163000.0,12894284000.0,aggregate,aggregate
002594,比亚迪,2021-12-31,-57157715000.0,-12917369000.0,-4174243000.0,8743126000.0,aggregate,aggregate
002594,比亚迪,2020-12-31,1195641000.0,11887518000.0,20749858000.0,8862340000.0,aggregate,aggregate
002595,豪迈科技,2025-12-31,8266961940.280002,4978498978.299999,5369164822.529999,390665844.23,aggregate,aggregate
002595,豪迈科技,2024-12-31,6904757132.459999,4325356724.69,4551321935.29,225965210.6,aggregate,aggregate
002595,豪迈科技,2023-12-31,5658785435.41,3383364211.05,3649086209.19,265721998.14,aggregate,aggregate
002595,豪迈科技,2022-12-31,5363197257.55,3265513526.3999996,3561191744.24,295678217.84,aggregate,aggregate
002595,豪迈科技,2021-12-31,4178443291.8500004,2628713275.0099998,3084345531.4199996,455632256.41,aggregate,aggregate
002595,豪迈科技,2020-12-31,3340859147.44,1990248828.4899998,2710889189.2599998,720640360.77,aggregate,aggregate
002690,美亚光电,2025-12-31,159683827.81999993,100159744.19999999,106578956.49999999,6419212.3,aggregate,aggregate
002690,美亚光电,2024-12-31,425385697.8000001,259505408.54999995,266968303.71999994,7462895.17,aggregate,aggregate
002690,美亚光电,2023-12-31,628572192.0899999,422709488.34999996,428009195.34999996,5299707.0,aggregate,aggregate
002690,美亚光电,2022-12-31,315452970.20000005,308787653.1000001,312253653.1000001,3466000.0,aggregate,aggregate
002690,美亚光电,2021-12-31,-238593655.6600001,-27813101.179999948,-26975381.179999948,837720.0,aggregate,aggregate
002690,美亚光电,2020-12-31,-128726065.31999993,10528360.210000038,11724335.210000038,1195975.0,aggregate,aggregate
002714,牧原股份,2025-12-31,10674308867.799995,23305353614.940002,23305353614.940002,0.0,aggregate,aggregate
002714,牧原股份,2024-12-31,61191843.97000122,20393848767.140003,20393848767.140003,0.0,aggregate,aggregate
002714,牧原股份,2023-12-31,-10861590557.420006,14818420077.469997,14818420077.469997,0.0,aggregate,aggregate
002714,牧原股份,2022-12-31,-18408438373.270004,9698227704.070004,9698227704.070004,0.0,aggregate,aggregate
002714,牧原股份,2021-12-31,-39634791318.08001,-3101429176.9000015,-3101429176.9000015,0.0,aggregate,aggregate
002714,牧原股份,2020-12-31,-11710174790.630005,4836649550.9,4836649550.9,0.0,aggregate,aggregate
002916,深南电路,2025-12-31,4215159714.430002,4038268969.8199997,4905241552.07,866972582.25,aggregate,aggregate
002916,深南电路,2024-12-31,2478403842.24,2510516042.2599993,3275228278.069999,764712235.81,aggregate,aggregate
002916,深南电路,2023-12-31,2246679202.1400003,2120966515.1,2680707891.67,559741376.57,aggregate,aggregate
002916,深南电路,2022-12-31,2213388451.7199993,2007182744.8199987,2637034255.469999,629851510.65,aggregate,aggregate
002916,深南电路,2021-12-31,1485047596.499999,1724980224.06,2568478022.15,843497798.09,aggregate,aggregate
002916,深南电路,2020-12-31,1553226523.0899992,1651088573.1599994,2144266129.7099993,493177556.55,aggregate,aggregate
300015,爱尔眼科,2025-12-31,-986949140.1699991,-741857819.81,-741857819.81,0.0,aggregate,aggregate
300015,爱尔眼科,2024-12-31,-401077352.6699991,-353693904.7099998,-353693904.7099998,0.0,aggregate,aggregate
300015,爱尔眼科,2023-12-31,-283175733.90999985,-310644337.23,-310644337.23,0.0,aggregate,aggregate
300015,爱尔眼科,2022-12-31,-62036132.73000002,-179414582.40000033,-179414582.40000033,0.0,aggregate,aggregate
300015,爱尔眼科,2021-12-31,-143604282.77999973,-279418140.39999986,-279418140.39999986,0.0,aggregate,aggregate
300015,爱尔眼科,2020-12-31,-396259446.8899994,-358666132.8699999,-358666132.8699999,0.0,aggregate,aggregate
300033,同花顺,2025-12-31,-2757502106.72,-2573465562.88,-2573465562.88,0.0,aggregate,aggregate
300033,同花顺,2024-12-31,-2142982333.7100003,-2022119175.5000002,-2022119175.5000002,0.0,aggregate,aggregate
300033,同花顺,2023-12-31,-1665943843.71,-1554887816.69,-1554887816.69,0.0,aggregate,aggregate
300033,同花顺,2022-12-31,-1504658771.6400003,-1432253973.4800003,-1432253973.4800003,0.0,aggregate,aggregate
300033,同花顺,2021-12-31,-1487657358.81,-1449143626.76,-1449143626.76,0.0,aggregate,aggregate
300033,同花顺,2020-12-31,-1226076037.8000002,-1225985925.6599998,-1225985925.6599998,0.0,aggregate,aggregate
300054,鼎龙股份,2025-12-31,1904862459.88,1246020709.87,1298359573.4599998,52338863.59,aggregate,aggregate
300054,鼎龙股份,2024-12-31,1888976682.2399993,1175213986.2400002,1175213986.2400002,0.0,aggregate,aggregate
300054,鼎龙股份,2023-12-31,1541352790.6100001,967355109.6099999,967355109.6099999,0.0,aggregate,aggregate
300054,鼎龙股份,2022-12-31,1546862760.23,993928411.54,993928411.54,0.0,aggregate,aggregate
300054,鼎龙股份,2021-12-31,1462247654.0499997,979917523.3200002,979917523.3200002,0.0,aggregate,aggregate
300054,鼎龙股份,2020-12-31,958821971.06,655884601.36,655884601.36,0.0,aggregate,aggregate
300059,东方财富,2025-12-31,-930720344.1399996,-1252509508.2199998,-1252509508.2199998,0.0,aggregate,aggregate
300059,东方财富,2024-12-31,-257674011.62000012,-748275177.7600001,-748275177.7600001,0.0,aggregate,aggregate
300059,东方财富,2023-12-31,219596462.12000012,-362596353.59999996,-362596353.59999996,0.0,aggregate,aggregate
300059,东方财富,2022-12-31,522832412.31999993,-226351456.57,-226351456.57,0.0,aggregate,aggregate
300059,东方财富,2021-12-31,2190962712.97,600715302.2599999,600715302.2599999,0.0,aggregate,aggregate
300059,东方财富,2020-12-31,272310645.0700002,-242664304.39999986,-242664304.39999986,0.0,aggregate,aggregate
300124,汇川技术,2025-12-31,-5732143430.51001,206973869.18999863,3714022945.739999,3507049076.55,aggregate,aggregate
300124,汇川技术,2024-12-31,-734152620.6999893,2045011916.579998,4420176281.779998,2375164365.2,aggregate,aggregate
300124,汇川技术,2023-12-31,4884863915.52,4606329995.519999,6738765032.969998,2132435037.45,aggregate,aggregate
300124,汇川技术,2022-12-31,1877966798.920002,2943239180.3899994,4469927207.869999,1526688027.48,aggregate,aggregate
300124,汇川技术,2021-12-31,-145936584.65000153,1582626146.460002,4135294314.840002,2552668168.38,aggregate,aggregate
300124,汇川技术,2020-12-31,268483274.4699993,906586240.75,3087524418.74,2180938177.99,aggregate,aggregate
300274,阳光电源,2025-12-31,-8103143287.700012,3799512287.2599945,5581951635.469995,1782439348.21,aggregate,aggregate
300274,阳光电源,2024-12-31,594386547.1300049,8865673871.339996,10032682772.359997,1167008901.02,aggregate,aggregate
300274,阳光电源,2023-12-31,77687013.10999298,6772371905.830002,7545062086.280002,772690180.45,aggregate,aggregate
