security_code,security_name,first_sig,n_sig,peak_revenue
600653,申华控股,2011,2,131.5
002637,赞宇科技,2011,5,131.3
600828,茂业商业,2011,14,131.1
002603,以岭药业,2011,14,125.3
002588,史丹利,2011,10,122.8
000552,甘肃能化,2011,8,122.6
601908,京运通,2011,4,122.0
002281,光迅科技,2011,7,119.3
002534,西子洁能,2011,7,117.2
601801,皖新传媒,2011,14,116.9
002572,索菲亚,2011,15,116.7
002097,山河智能,2011,2,114.1
002607,中公教育,2011,10,112.0
002595,豪迈科技,2011,15,110.8
601100,恒立液压,2011,9,109.4
600477,杭萧钢构,2011,8,108.2
600436,片仔癀,2011,15,107.9
000917,电广传媒,2011,6,105.1
600469,风神股份,2011,4,102.3
300146,汤臣倍健,2011,14,94.1
000791,甘肃能源,2011,10,90.7
002641,公元股份,2011,11,88.8
600683,京投发展,2011,5,88.6
000997,新大陆,2011,11,87.6
002574,明牌珠宝,2011,4,85.6
600329,达仁堂,2011,15,82.5
000796,凯撒旅业,2011,8,81.8
002252,上海莱士,2011,12,81.8
600198,大唐电信,2011,5,79.8
002223,鱼跃医疗,2011,15,79.7
002614,奥佳华,2011,5,79.3
002208,合肥城建,2011,7,79.0
601010,ST文峰,2011,9,78.0
300026,红日药业,2011,15,76.7
002543,万和电气,2011,15,75.3
002597,金禾实业,2011,15,72.5
002557,洽洽食品,2011,15,71.3
300138,晨光生物,2011,6,69.9
002583,海能达,2011,10,69.3
300012,华测检测,2011,15,66.2
002410,广联达,2011,15,65.9
002570,贝因美,2011,10,61.2
002612,朗姿股份,2011,15,60.0
002636,金安国纪,2011,6,58.9
000970,中科三环,2011,6,57.0
300171,东富龙,2011,12,56.4
600563,法拉电子,2011,15,53.3
601116,三江购物,2011,4,51.2
300158,振东制药,2011,10,50.9
002545,东方铁塔,2011,2,48.8
002628,成都路桥,2011,3,42.7
002127,南极电商,2011,7,41.7
600268,国电南自,2011,2,41.5
300203,聚光科技,2011,11,41.0
000516,国际医学,2011,7,40.6
300251,光线传媒,2011,9,40.4
002647,仁东控股,2011,3,40.0
600366,宁波韵升,2011,2,39.4
300005,探路者,2011,10,38.1
002479,富春环保,2011,4,37.3
002014,永新股份,2011,9,37.2
600621,华鑫股份,2011,10,36.5
002292,奥飞娱乐,2011,9,36.4
002226,江南化工,2011,9,36.3
002626,金达威,2011,12,36.2
601222,林洋能源,2011,7,35.9
002458,益生股份,2011,4,35.8
300071,福石控股,2011,4,34.5
300119,瑞普生物,2011,15,34.0
300144,宋城演艺,2011,12,32.1
601566,九牧王,2011,14,31.8
002630,*ST华西,2011,2,31.4
000880,潍柴重机,2011,2,30.8
002268,电科网安,2011,4,30.7
002617,露笑科技,2011,1,28.7
300267,尔康制药,2011,6,28.3
601011,宝泰隆,2011,1,28.2
000669,ST金鸿,2011,3,27.1
002376,新北洋,2011,9,26.4
000665,湖北广电,2011,7,26.1
002063,远光软件,2011,15,25.9
600561,江西长运,2011,3,24.8
600503,华丽家族,2011,4,23.5
002561,徐家汇,2011,7,21.9
002038,双鹭药业,2011,13,21.7
600693,东百集团,2011,7,21.3
000935,四川双马,2011,8,20.3
002535,林州重机,2011,3,20.2
300240,飞力达,2011,2,20.2
300257,开山股份,2011,4,20.0
300128,锦富技术,2011,2,19.6
002585,双星新材,2011,1,19.6
002313,日海智能,2011,2,19.3
002181,粤传媒,2011,3,18.8
002550,千红制药,2011,13,18.7
002565,顺灏股份,2011,3,18.6
002538,ST司特,2011,2,18.5
601599,浙文影业,2011,1,17.9
002586,ST围海,2011,3,16.2
000561,烽火电子,2011,9,16.0
601218,吉鑫科技,2011,1,15.8
002345,潮宏基,2011,2,15.3
002620,*ST瑞和,2011,3,15.1
000882,华联股份,2011,8,15.0
300020,ST银江,2011,2,14.9
002548,金新农,2011,1,14.9
601518,吉林高速,2011,14,14.8
002369,卓翼科技,2011,2,14.7
002564,天沃科技,2011,1,14.7
002646,天佑德酒,2011,13,14.4
600882,妙可蓝多,2011,2,13.6
601199,江南水务,2011,13,13.6
002593,日上集团,2011,1,12.9
002584,西陇科学,2011,1,12.8
601208,东材科技,2011,1,12.6
601616,广电电气,2011,1,12.2
002544,普天科技,2011,1,12.1
002616,长青集团,2011,1,11.9
300224,正海磁材,2011,1,11.7
300195,长荣股份,2011,5,11.1
002566,益盛药业,2011,15,10.3
002516,旷达科技,2011,1,10.2
002510,天汽模,2011,1,10.1
002590,万安科技,2011,1,10.0
002177,御银股份,2011,4,9.7
601519,大智慧,2011,8,9.2
000514,渝开发,2011,4,9.0
002033,丽江股份,2011,12,8.6
600283,钱江水利,2011,3,8.2
601798,蓝科高新,2011,1,7.5
000716,黑芝麻,2011,1,6.4
600107,*ST尔雅,2011,2,6.2
002623,亚玛顿,2011,1,5.8
601800,中国交建,2012,14,7719.4
600057,厦门象屿,2012,14,5381.5
600248,陕建股份,2012,14,1893.7
600803,新奥股份,2012,14,1541.7
601238,广汽集团,2012,13,1297.1
000921,海信家电,2012,14,927.5
000950,重药控股,2012,11,824.5
600332,白云山,2012,14,776.6
000498,山东路桥,2012,14,730.2
601231,环旭电子,2012,14,685.2
600745,*ST闻泰,2012,9,612.1
002456,欧菲光,2012,10,519.7
000830,鲁西化工,2012,14,317.9
600498,烽火通信,2012,14,311.3
000543,皖能电力,2012,13,300.9
603128,华贸物流,2012,11,246.7
002701,奥瑞金,2012,14,240.2
600863,华能蒙电,2012,13,238.6
000049,德赛电池,2012,14,224.0
002683,广东宏大,2012,8,203.7
603766,隆鑫通用,2012,14,191.4
600284,浦东建设,2012,6,188.6
300115,长盈精密,2012,11,188.2
002668,TCL智家,2012,10,185.3
300316,晶盛机电,2012,9,179.8
600885,宏发股份,2012,14,172.0
002042,华孚时尚,2012,8,167.1
002102,ST能特,2012,5,159.4
300068,ST南都,2012,4,146.7
600757,长江传媒,2012,12,138.4
600223,福瑞达,2012,12,136.2
601360,三六零,2012,11,131.3
000981,山子高科,2012,6,127.0
601038,一拖股份,2012,6,125.6
002030,达安基因,2012,12,120.5
600987,航民股份,2012,14,114.7
601000,唐山港,2012,14,112.1
600850,电科数字,2012,14,107.4
002697,红旗连锁,2012,12,101.3
600566,济川药业,2012,14,96.5
600778,友好集团,2012,4,96.0
600422,昆药集团,2012,13,84.3
000672,上峰材料,2012,12,83.1
601388,怡球资源,2012,8,82.8
300197,节能铁汉,2012,6,81.9
601608,中信重工,2012,4,72.4
300284,苏交科,2012,11,70.3
603123,翠微股份,2012,4,68.7
600551,时代出版,2012,5,67.7
000863,三湘印象,2012,6,67.0
300100,双林股份,2012,5,66.9
000639,ST西王,2012,4,58.5
002662,峰璟股份,2012,6,56.9
000426,兴业银锡,2012,10,55.6
002436,兴森科技,2012,5,53.6
300133,华策影视,2012,5,52.5
300142,沃森生物,2012,12,50.9
601339,百隆东方,2012,4,50.2
601965,中国汽研,2012,9,49.7
300182,捷成股份,2012,7,49.5
600064,南京高科,2012,7,49.3
000026,飞亚达,2012,8,45.7
002439,启明星辰,2012,12,45.1
600230,沧州大化,2012,3,44.3
002653,海思科,2012,14,43.9
300145,南方泵业,2012,8,43.6
000419,通程控股,2012,3,43.5
002491,通鼎互联,2012,7,43.3
600336,澳柯玛,2012,5,43.1
000582,北部湾港,2012,5,42.9
002037,保利联合,2012,4,39.1
600285,羚锐制药,2012,14,38.5
002273,水晶光电,2012,3,38.1
601515,衢州东峰,2012,11,38.1
002324,普利特,2012,5,36.7
002635,安洁科技,2012,4,35.5
300271,华宇软件,2012,8,35.1
002672,东江环保,2012,7,34.6
603001,奥康国际,2012,6,34.6
603366,日出东方,2012,3,33.6
002663,普邦股份,2012,3,31.6
300024,机器人,2012,4,30.9
002692,远程股份,2012,3,30.5
300255,常山药业,2012,11,29.7
002698,博实股份,2012,10,28.6
300043,星辉娱乐,2012,8,28.2
603399,永杉锂业,2012,1,25.8
002507,涪陵榨菜,2012,13,25.5
000566,海南海药,2012,8,24.7
002690,美亚光电,2012,14,24.3
601929,吉视传媒,2012,7,22.1
603000,人民网,2012,13,21.8
600513,联环药业,2012,13,21.7
300307,慈星股份,2012,5,21.2
300228,富瑞特装,2012,3,20.5
002689,ST远智,2012,4,19.6
600052,东望时代,2012,2,19.2
002661,克明食品,2012,4,18.2
002528,*ST英飞,2012,4,18.1
002674,兴业科技,2012,2,17.8
002694,*ST顾地,2012,2,17.6
002682,龙洲股份,2012,1,17.4
002650,ST加加,2012,2,16.8
002670,国盛证券,2012,4,16.7
300110,华仁药业,2012,12,16.4
002666,德联集团,2012,2,16.3
002656,摩登大道,2012,7,15.7
002448,中原内配,2012,3,15.0
002687,乔治白,2012,14,14.9
300079,数码视讯,2012,12,14.7
300337,银邦股份,2012,1,14.1
300204,舒泰神,2012,8,14.0
300105,龙源技术,2012,2,13.8
002652,扬子新材,2012,1,13.4
603167,渤海轮渡,2012,2,11.7
002696,百洋股份,2012,1,11.7
002657,中科金财,2012,3,11.0
002676,顺威股份,2012,1,11.0
002627,三峡旅游,2012,1,10.8
002651,利君股份,2012,10,10.7
300214,日科化学,2012,1,10.5
002453,华软科技,2012,1,10.4
002298,中电鑫龙,2012,3,9.4
002425,凯撒文化,2012,8,9.3
002546,新联电子,2012,4,7.8
300205,*ST天喻,2012,1,7.6
300047,天源迪科,2012,1,6.7
600084,*ST尼雅,2012,3,6.2
000563,陕国投A,2012,1,5.8
002554,惠博普,2012,1,5.1
000333,美的集团,2013,13,4585.0
000301,东方盛虹,2013,12,1404.4
600023,浙能电力,2013,11,959.8
600699,均胜电子,2013,12,617.0
300014,亿纬锂能,2013,10,614.7
600180,*ST瑞茂,2013,12,558.7
600893,航发动力,2013,13,478.8
002340,格林美,2013,10,371.2
600737,中粮糖业,2013,12,331.1
000521,长虹美菱,2013,12,304.1
600038,中直股份,2013,13,297.7
600372,中航机载,2013,7,290.1
600073,光明肉业,2013,12,249.9
600398,海澜之家,2013,13,219.7
000065,北方国际,2013,13,214.9
300244,迪安诊断,2013,12,202.8
600120,浙江东方,2013,13,198.8
601377,兴业证券,2013,11,189.7
600726,华电能源,2013,4,181.5
000657,中钨高新,2013,6,176.4
000975,山金国际,2013,10,171.0
000400,许继电气,2013,13,170.9
600967,内蒙一机,2013,11,143.5
000810,创维数字,2013,11,120.1
601901,方正证券,2013,3,109.1
600587,新华医疗,2013,7,102.8
600648,外高桥,2013,3,102.2
002624,完美世界,2013,12,102.2
000719,中原传媒,2013,13,98.6
603008,ST喜临门,2013,7,88.2
600280,中央商场,2013,7,84.5
002335,科华数据,2013,3,81.4
600081,东风科技,2013,9,78.6
002047,宝鹰股份,2013,7,71.6
002245,蔚蓝锂芯,2013,10,67.6
600814,杭州解百,2013,11,66.5
002649,博彦科技,2013,4,64.8
002035,华帝股份,2013,13,63.7
300017,网宿科技,2013,7,63.4
600894,广日股份,2013,7,61.2
600261,阳光照明,2013,10,56.2
000793,ST华闻,2013,5,45.5
600643,爱建集团,2013,8,43.8
002020,京新药业,2013,13,41.6
000811,冰轮环境,2013,8,40.4
002664,信质集团,2013,4,37.2
002174,游族网络,2013,8,35.8
002358,森源电气,2013,4,35.5
000156,华数传媒,2013,6,34.4
002219,新里程,2013,5,34.0
000753,漳州发展,2013,2,33.9
300083,创世纪,2013,1,32.8
002681,奋达科技,2013,5,32.1
002537,海联金汇,2013,1,31.2
600386,北巴传媒,2013,3,31.1
000973,佛塑科技,2013,1,30.2
000908,石药景峰,2013,6,26.4
600613,神奇制药,2013,12,23.9
002383,合众思壮,2013,6,23.0
600805,悦达投资,2013,2,22.8
300010,ST豆神,2013,8,21.6
002315,焦点科技,2013,12,19.2
002104,恒宝股份,2013,5,18.2
300177,中海达,2013,8,18.0
300049,福瑞医科,2013,13,16.0
002658,雪迪龙,2013,13,15.1
002642,荣联科技,2013,2,15.0
002261,拓维信息,2013,7,14.9
300254,仟源医药,2013,10,11.4
300258,精锻科技,2013,3,11.3
002412,汉森制药,2013,13,10.4
002467,二六三,2013,10,10.1
300183,东软载波,2013,10,10.1
600790,轻纺城,2013,12,9.8
002360,ST同德,2013,9,9.6
600238,ST椰岛,2013,1,9.1
300157,新锦动力,2013,3,8.4
600187,*ST国中,2013,2,7.2
300155,安居宝,2013,2,6.4
002390,信邦制药,2013,1,5.7
002512,ST达华,2013,1,5.6
603993,洛阳钼业,2014,10,2130.3
601225,陕西煤业,2014,11,1841.4
000977,浪潮信息,2014,12,1647.8
601012,隆基绿能,2014,9,1295.0
300226,上海钢联,2014,11,1225.7
000938,紫光股份,2014,12,967.5
600985,淮北矿业,2014,12,735.9
600981,苏豪汇鸿,2014,10,553.2
002221,东华能源,2014,11,489.4
002074,国轩高科,2014,12,450.7
000553,安道麦A,2014,8,373.8
603609,禾丰股份,2014,11,357.6
002736,国信证券,2014,12,291.4
603288,海天味业,2014,12,288.7
002180,奔图科技,2014,10,264.1
000928,中钢国际,2014,9,263.8
002726,ST龙大,2014,7,241.0
000905,厦门港务,2014,12,236.1
000600,建投能源,2014,11,235.2
601015,陕西黑猫,2014,4,232.0
603806,福斯特,2014,12,225.9
002640,跨境通,2014,5,215.3
603368,柳药集团,2014,12,211.8
600682,南京新百,2014,10,191.3
000902,新洋丰,2014,12,180.5
002727,一心堂,2014,12,180.0
600061,国投资本,2014,12,178.5
002555,三七互娱,2014,12,174.4
600617,国新能源,2014,9,172.0
002705,新宝股份,2014,12,168.2
000767,晋控电力,2014,7,166.7
002721,金一文化,2014,5,153.2
603019,中科曙光,2014,12,149.6
002027,分众传媒,2014,12,148.4
600483,福能股份,2014,11,146.9
002707,众信旅游,2014,6,126.8
600988,赤峰黄金,2014,10,126.4
002716,湖南白银,2014,7,124.4
000739,普洛药业,2014,12,120.2
603369,今世缘,2014,12,115.5
600273,嘉化能源,2014,12,115.0
600848,上海临港,2014,11,112.8
600780,通宝能源,2014,6,112.6
001896,豫能控股,2014,6,112.3
002044,美年健康,2014,8,108.9
603606,东方电缆,2014,8,108.4
600665,天地源,2014,5,105.5
601226,华电科工,2014,4,104.3
600917,重庆燃气,2014,9,103.1
000957,中通客车,2014,6,92.6
300296,利亚德,2014,6,90.5
300408,三环集团,2014,12,90.1
002717,*ST岭南,2014,6,88.4
600629,华建集团,2014,7,86.1
000852,石化机械,2014,1,81.4
603699,纽威股份,2014,11,77.7
600396,华电辽能,2014,3,77.4
603100,川仪股份,2014,11,75.9
300347,泰格医药,2014,11,73.8
000700,模塑科技,2014,5,71.1
300376,易事特,2014,8,65.0
603018,华设集团,2014,12,58.4
002737,葵花药业,2014,11,57.0
600816,建元信托,2014,4,55.9
300355,蒙草生态,2014,5,55.8
603456,九洲药业,2014,6,55.2
002517,恺英网络,2014,11,53.2
601016,节能风电,2014,12,52.4
603889,新澳股份,2014,7,50.5
300298,三诺生物,2014,12,46.6
603518,锦泓集团,2014,11,45.4
601969,海南矿业,2014,4,44.2
002713,东易日盛,2014,6,42.0
002712,思美传媒,2014,4,41.9
300389,艾比森,2014,6,41.6
000421,南京公用,2014,3,40.4
603111,康尼机电,2014,6,39.7
000541,佛山照明,2014,6,38.0
002195,岩山科技,2014,9,37.7
000558,天府文旅,2014,1,37.2
600217,中再资环,2014,10,37.0
600509,天富能源,2014,2,35.6
600654,中安科,2014,3,34.3
600759,ST洲际,2014,9,33.3
603328,依顿电子,2014,4,33.3
002731,*ST萃华,2014,1,33.1
002568,百润股份,2014,11,32.6
603188,亚邦股份,2014,5,32.4
300349,金卡智能,2014,8,31.7
300130,新国都,2014,3,31.5
000838,*ST发展,2014,2,30.5
300181,佐力药业,2014,12,30.4
002582,好想你,2014,2,30.0
000712,锦龙股份,2014,3,29.3
300009,安科生物,2014,12,28.7
300369,绿盟科技,2014,9,26.3
300212,*ST易录,2014,3,25.9
300188,国投智能,2014,9,25.4
002366,融发核电,2014,4,24.7
300166,东方国信,2014,8,24.7
002270,华明装备,2014,12,24.3
300378,鼎捷数智,2014,12,24.3
002733,雄韬股份,2014,2,24.2
600661,昂立教育,2014,6,23.9
300206,理邦仪器,2014,12,23.2
002724,海洋王,2014,11,21.1
600381,*ST春天,2014,3,20.6
300113,顺网科技,2014,11,19.8
300315,掌趣科技,2014,9,18.5
601579,会稽山,2014,12,18.2
300341,麦克奥迪,2014,11,17.9
300406,九强生物,2014,12,17.4
002609,捷顺科技,2014,10,16.4
002117,东港股份,2014,4,15.5
603126,中材节能,2014,1,15.2
603005,晶方科技,2014,6,14.7
600318,新力金融,2014,5,13.4
600965,*ST福成,2014,2,13.4
002671,龙泉股份,2014,1,12.9
002296,辉煌科技,2014,11,12.7
002581,*ST未名,2014,5,12.6
300148,天舟文化,2014,5,12.4
300170,汉得信息,2014,2,12.2
300075,数字政通,2014,2,12.1
603166,福达股份,2014,1,12.0
300011,鼎汉技术,2014,2,11.4
300405,科隆股份,2014,1,11.4
600730,*ST高科,2014,1,11.1
300375,鹏翎股份,2014,1,11.0
300386,飞天诚信,2014,2,10.8
300164,通源石油,2014,1,10.2
300217,东方电热,2014,1,10.2
300358,楚天科技,2014,3,10.1
603168,莎普爱思,2014,8,9.8
000790,华神科技,2014,8,9.5
002023,海特高新,2014,4,9.1
600794,保税科技,2014,2,9.0
002364,中恒电气,2014,3,8.9
300222,科大智能,2014,2,8.6
600080,ST金花,2014,10,7.6
600770,综艺股份,2014,1,7.1
300289,利德曼,2014,7,6.8
002198,ST嘉应,2014,6,6.6
000609,*ST中迪,2014,2,6.2
002428,云南锗业,2014,1,5.6
002577,雷柏科技,2014,1,5.2
300234,开尔新材,2014,1,5.1
002352,顺丰控股,2015,11,3082.3
600346,恒力石化,2015,11,2364.0
001979,招商蛇口,2015,11,1830.0
601155,新城控股,2015,11,1682.3
002714,牧原股份,2015,10,1441.4
300498,温氏股份,2015,9,1056.5
600339,中油工程,2015,11,996.5
002761,浙江建投,2015,9,985.4
601985,中国核电,2015,11,820.8
600233,圆通速递,2015,11,752.8
300433,蓝思科技,2015,11,744.1
601211,国泰海通,2015,11,631.1
600482,中国动力,2015,11,578.0
002120,韵达股份,2015,11,514.7
002758,浙农股份,2015,7,471.2
000078,ST海王,2015,6,414.9
002466,天齐锂业,2015,8,405.0
000617,中油资本,2015,11,390.2
600584,长电科技,2015,10,388.7
000050,深天马A,2015,8,362.3
000166,申万宏源,2015,11,343.1
002462,嘉事堂,2015,11,300.0
601689,拓普集团,2015,11,295.8
603899,晨光股份,2015,11,250.6
603939,益丰药房,2015,11,244.3
600958,东方证券,2015,11,243.7
603997,继峰股份,2015,8,227.8
603885,吉祥航空,2015,8,225.0
603883,老百姓,2015,11,224.4
000035,中国天楹,2015,5,218.7
600691,潞化科技,2015,6,217.7
601021,春秋航空,2015,9,214.6
300476,胜宏科技,2015,11,192.9
002745,木林森,2015,10,189.7
600879,航天电子,2015,11,187.3
000966,长源电力,2015,8,173.9
300450,先导智能,2015,11,166.3
600390,五矿资本,2015,8,163.4
002739,儒意电影,2015,7,162.9
300059,东方财富,2015,9,160.7
002756,永兴材料,2015,10,155.8
600649,城投控股,2015,6,144.6
000404,长虹华意,2015,8,132.0
600203,福日电子,2015,5,130.3
300088,长信科技,2015,11,115.7
603118,共进股份,2015,5,109.7
603108,润达医疗,2015,9,104.9
600179,安通控股,2015,6,100.6
603355,莱克电气,2015,11,99.4
600545,卓郎智能,2015,5,92.2
002130,沃尔核材,2015,7,84.5
603026,石大胜华,2015,8,83.2
000408,藏格矿业,2015,10,81.9
002049,紫光国微,2015,8,75.8
603198,迎驾贡酒,2015,11,73.4
603568,伟明环保,2015,11,71.7
300363,博腾股份,2015,8,70.3
603611,诺力股份,2015,10,69.8
603030,全筑股份,2015,6,69.4
603866,桃李面包,2015,11,67.6
002769,普路通,2015,5,65.1
600446,金证股份,2015,5,62.2
300415,伊之密,2015,11,60.5
300033,同花顺,2015,11,60.3
603589,口子窖,2015,11,60.1
603686,福龙马,2015,9,57.0
300496,中科创达,2015,9,54.5
300418,昆仑万维,2015,9,54.2
002019,亿帆医药,2015,10,54.0
601198,东兴证券,2015,4,53.6
600681,百川能源,2015,10,52.2
002558,巨人网络,2015,11,50.5
603600,永艺股份,2015,11,48.8
000688,国城矿业,2015,6,48.1
603678,火炬电子,2015,8,47.3
002414,高德红外,2015,10,46.2
002706,良信股份,2015,10,45.9
002773,康弘药业,2015,10,45.9
603818,曲美家居,2015,4,42.8
603618,杭电股份,2015,3,41.6
603223,恒通股份,2015,3,40.9
300463,迈克生物,2015,10,39.8
603989,艾华集团,2015,11,39.7
000519,中兵红箭,2015,2,39.2
300324,旋极信息,2015,4,38.6
600562,国睿科技,2015,9,36.1
600167,联美控股,2015,10,36.0
603968,醋化股份,2015,4,35.9
000998,隆平高科,2015,4,35.8
000547,航天发展,2015,2,35.2
600864,哈投股份,2015,1,34.5
002053,云南能投,2015,8,34.5
603567,珍宝岛,2015,8,34.1
603898,好莱客,2015,7,33.7
000813,德展健康,2015,6,32.9
603116,红蜻蜓,2015,4,32.5
000008,神州高铁,2015,5,32.2
300253,卫宁健康,2015,10,31.6
600824,益民集团,2015,8,31.5
300439,美康生物,2015,7,31.4
002354,天娱数科,2015,4,31.0
002763,汇洁股份,2015,11,30.0
603025,大豪科技,2015,11,30.0
002099,海翔药业,2015,6,29.4
603808,歌力思,2015,10,29.2
600763,通策医疗,2015,11,29.1
300194,福安药业,2015,8,27.8
300294,博雅生物,2015,11,27.6
000403,派林生物,2015,11,26.5
002279,久其软件,2015,4,25.9
002775,文科股份,2015,3,25.7
000931,中关村,2015,9,25.3
601368,绿城水务,2015,5,25.0
600338,西藏珠峰,2015,10,24.7
603169,兰石重装,2015,1,24.7
002786,银宝山新,2015,1,24.0
600076,康欣新材,2015,3,22.9
600715,文投控股,2015,3,22.8
603020,爱普股份,2015,2,22.8
300287,飞利信,2015,3,22.2
002677,浙江美大,2015,10,21.6
300477,ST合纵,2015,3,21.1
300458,全志科技,2015,3,20.7
002749,国光股份,2015,11,20.6
002752,昇兴股份,2015,1,20.4
300360,炬华科技,2015,5,20.3
603669,灵康药业,2015,6,16.7
600645,中源协和,2015,10,15.9
000892,欢瑞世纪,2015,4,15.7
603698,航天工程,2015,1,15.5
300493,润欣科技,2015,2,15.4
603508,思维列控,2015,9,15.2
300381,溢多利,2015,3,15.0
300485,赛升药业,2015,8,14.3
300137,先河环保,2015,7,13.7
600666,奥瑞德,2015,2,13.1
300471,厚普股份,2015,2,13.0
300078,思创智联,2015,4,12.9
300199,翰宇药业,2015,5,12.5
002732,燕塘乳业,2015,3,12.4
300396,ST迪瑞,2015,10,12.2
300101,振芯科技,2015,7,11.8
603936,博敏电子,2015,1,11.3
000920,沃顿科技,2015,4,11.1
300248,新开普,2015,11,10.7
002728,特一药业,2015,11,10.7
601188,龙江交通,2015,4,10.4
000681,视觉中国,2015,11,9.9
603306,华懋科技,2015,4,9.9
300050,世纪鼎利,2015,5,9.8
300351,永贵电器,2015,2,9.6
002224,三力士,2015,2,9.3
300030,阳普医疗,2015,6,9.2
300163,先锋新材,2015,2,7.6
300007,汉威科技,2015,1,7.5
300368,汇金股份,2015,2,6.8
000430,张家界,2015,1,6.7
000557,西部创业,2015,2,6.6
300295,*ST三六五,2015,4,6.4
300085,银之杰,2015,1,6.2
002719,ST麦趣,2015,3,5.8
300370,安控科技,2015,1,5.5
600751,海航科技,2016,5,3364.7
600710,苏美达,2016,10,1686.8
601127,赛力斯,2016,6,1650.5
000034,神州数码,2016,10,1437.5
601611,中国核建,2016,10,1135.4
600919,江苏银行,2016,10,879.4
601229,上海银行,2016,10,562.3
600459,贵研铂业,2016,10,556.8
002600,领益智造,2016,9,514.3
002061,浙江交科,2016,10,477.7
600760,中航沈飞,2016,10,462.5
600711,盛屯矿业,2016,9,452.4
600926,杭州银行,2016,10,388.0
600567,山鹰国际,2016,7,330.3
000564,供销大集,2016,3,277.9
601966,玲珑轮胎,2016,10,246.4
002768,国恩股份,2016,10,212.5
002788,鹭燕医药,2016,10,212.5
603816,顾家家居,2016,10,200.6
603708,家家悦,2016,9,182.6
603298,杭叉集团,2016,10,177.4
002831,裕同科技,2016,10,172.4
601997,贵阳银行,2016,10,160.8
603858,步长制药,2016,8,160.1
000860,顺鑫农业,2016,6,155.1
300413,芒果超媒,2016,9,153.6
002812,恩捷股份,2016,9,136.3
300432,富临精工,2016,3,134.8
603737,三棵树,2016,9,125.3
600312,平高电气,2016,7,125.2
600515,海南机场,2016,5,124.3
002407,多氟多,2016,4,123.6
601811,新华文轩,2016,10,123.3
300393,中来股份,2016,5,122.6
601128,常熟银行,2016,10,116.2
000158,常山北明,2016,3,112.5
600416,湘电股份,2016,1,109.8
601163,三角轮胎,2016,7,104.2
002373,千方科技,2016,6,102.8
002821,凯莱英,2016,10,102.6
601900,南方传媒,2016,10,93.7
603986,兆易创新,2016,10,92.0
600977,中国电影,2016,4,90.7
603515,欧普照明,2016,10,88.5
002791,坚朗五金,2016,9,88.1
603338,浙江鼎力,2016,10,85.8
600389,江山股份,2016,10,83.5
300373,扬杰科技,2016,7,71.3
000881,中广核技,2016,4,70.2
002573,清新环境,2016,6,68.8
000686,东北证券,2016,3,67.8
603160,汇顶科技,2016,9,66.9
000923,河钢资源,2016,10,65.7
603313,梦百合,2016,5,65.3
002815,崇达技术,2016,8,60.0
300482,万孚生物,2016,9,56.8
000544,中原环保,2016,5,55.4
600872,中炬高新,2016,9,55.2
603569,长久物流,2016,5,54.8
603929,亚翔集成,2016,6,53.8
600826,兰生股份,2016,4,53.7
600990,四创电子,2016,4,52.5
603218,日月股份,2016,8,51.1
002643,万润股份,2016,7,50.8
603868,飞科电器,2016,10,50.6
002822,ST中装,2016,4,48.6
600908,无锡银行,2016,9,48.2
603031,安孚科技,2016,5,47.7
603556,海兴电力,2016,8,47.7
603658,安图生物,2016,10,44.7
603777,来伊份,2016,7,43.8
002832,比音勒芬,2016,10,43.1
000055,方大集团,2016,6,42.0
002807,江阴银行,2016,5,41.2
603010,万盛股份,2016,5,41.1
002675,东诚药业,2016,10,39.1
300209,行云科技,2016,2,38.7
000750,国海证券,2016,1,38.4
601500,通用股份,2016,2,37.7
603101,汇嘉时代,2016,3,36.6
603421,鼎信通讯,2016,8,36.3
300558,贝达药业,2016,10,36.1
600452,涪陵电力,2016,9,35.6
300098,高新兴,2016,2,35.6
300409,道氏技术,2016,3,35.4
603878,武进不锈,2016,2,35.2
600996,贵广网络,2016,4,34.2
002673,西部证券,2016,2,34.1
603098,森特股份,2016,5,33.6
300567,精测电子,2016,9,33.5
603027,千禾味业,2016,8,32.1
603585,苏利股份,2016,6,31.5
600211,西藏药业,2016,10,31.3
603012,创力集团,2016,9,31.2
600552,凯盛科技,2016,1,31.1
603869,ST智知,2016,3,30.3
603919,金徽酒,2016,10,30.2
300568,星源材质,2016,6,30.1
600936,北投科技,2016,1,28.0
300031,宝通科技,2016,6,27.6
300459,汤姆猫,2016,6,27.3
002833,弘亚数控,2016,9,26.9
300529,健帆生物,2016,10,26.8
603727,博迈科,2016,1,26.8
603060,国检集团,2016,9,26.6
603886,元祖股份,2016,10,26.6
603660,苏州科达,2016,6,26.1
002403,爱仕达,2016,1,25.5
002356,鹏飞绿能,2016,2,24.1
300523,辰安科技,2016,5,24.0
600053,*ST九鼎,2016,4,22.0
000899,赣能股份,2016,1,21.8
600368,五洲交通,2016,10,21.5
002789,*ST建艺,2016,1,21.3
300528,幸福蓝海,2016,3,21.2
000766,通化金马,2016,8,20.9
603608,天创时尚,2016,5,20.9
601020,华钰矿业,2016,7,20.7
300339,润和软件,2016,3,20.4
600305,恒顺醋业,2016,5,20.2
603823,百合花,2016,5,20.1
300061,旗天科技,2016,3,19.9
300036,超图软件,2016,8,19.8
603900,莱绅通灵,2016,6,19.6
300451,创业慧康,2016,8,19.0
002380,科远智慧,2016,7,18.7
000607,华媒控股,2016,2,18.3
