security_code,security_name,worth_from,worth_to,rule,reason
002102,ST能特,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600052,东望时代,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002637,赞宇科技,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002694,*ST顾地,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002682,龙洲股份,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002616,长青集团,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002584,西陇科学,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002593,日上集团,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002554,惠博普,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002538,ST司特,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300195,长荣股份,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002516,旷达科技,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002042,华孚时尚,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601339,百隆东方,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600987,航民股份,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600261,阳光照明,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600223,福瑞达,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601965,中国汽研,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002037,保利联合,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002683,广东宏大,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
603766,隆鑫通用,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002701,奥瑞金,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000049,德赛电池,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601231,环旭电子,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600745,*ST闻泰,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601377,兴业证券,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002736,国信证券,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601901,方正证券,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002670,国盛证券,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000563,陕国投A,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600643,爱建集团,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600061,国投资本,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600064,南京高科,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600120,浙江东方,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600648,外高桥,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600848,上海临港,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600665,天地源,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000753,漳州发展,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600790,轻纺城,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000793,ST华闻,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000917,电广传媒,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002555,三七互娱,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
603369,今世缘,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002707,众信旅游,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000981,山子高科,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600503,华丽家族,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000863,三湘印象,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002662,峰璟股份,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
601515,衢州东峰,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000669,ST金鸿,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600107,*ST尔雅,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002630,*ST华西,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002376,新北洋,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300240,飞力达,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002689,ST远智,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
000973,佛塑科技,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002537,海联金汇,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600386,北巴传媒,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300083,创世纪,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002681,奋达科技,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300157,新锦动力,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600187,*ST国中,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300155,安居宝,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002512,ST达华,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002360,ST同德,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002658,雪迪龙,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
002642,荣联科技,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
300003,乐普医疗,0,0,防3,业务属中游或同质化，强市场地位不转化为超额回报
600803,新奥股份,0,0,锚9,燃气分销与LNG受价格管制
603366,日出东方,0,0,防3,太阳能热水器品牌壁垒浅
601226,华电科工,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600917,重庆燃气,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
000957,中通客车,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300296,利亚德,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300408,三环集团,2014,9999,§5.4.1-4,电子陶瓷材料与工艺积累毛利54%，MLCC与陶瓷基板
002717,*ST岭南,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600629,华建集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000852,石化机械,0,0,防4,资源三要素不全或属周期商品
603699,纽威股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600396,华电辽能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603100,川仪股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300347,泰格医药,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000700,模塑科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300376,易事特,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603018,华设集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002737,葵花药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600816,建元信托,0,0,防6,受管制定价或成本加成
300355,蒙草生态,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603456,九洲药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002517,恺英网络,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601016,节能风电,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
603889,新澳股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300298,三诺生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603518,锦泓集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601969,海南矿业,0,0,防4,资源三要素不全或属周期商品
002713,东易日盛,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002712,思美传媒,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
300389,艾比森,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000421,南京公用,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603111,康尼机电,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000541,佛山照明,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002195,岩山科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000558,天府文旅,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600217,中再资环,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600509,天富能源,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
600654,中安科,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600759,ST洲际,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603328,依顿电子,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002731,*ST萃华,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002568,百润股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603188,亚邦股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300349,金卡智能,0,0,防4,资源三要素不全或属周期商品
300130,新国都,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000838,*ST发展,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300181,佐力药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002582,好想你,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000712,锦龙股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300009,安科生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300369,绿盟科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300212,*ST易录,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300188,国投智能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002366,融发核电,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
300166,东方国信,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002270,华明装备,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300378,鼎捷数智,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002733,雄韬股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600661,昂立教育,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300206,理邦仪器,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002724,海洋王,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600381,*ST春天,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300113,顺网科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300315,掌趣科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601579,会稽山,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300341,麦克奥迪,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300406,九强生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002609,捷顺科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002117,东港股份,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
603126,中材节能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603005,晶方科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600318,新力金融,0,0,防6,受管制定价或成本加成
600965,*ST福成,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002671,龙泉股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002296,辉煌科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002581,*ST未名,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300148,天舟文化,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300170,汉得信息,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300075,数字政通,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603166,福达股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300011,鼎汉技术,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300405,科隆股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600730,*ST高科,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300375,鹏翎股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300386,飞天诚信,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300164,通源石油,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300217,东方电热,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300358,楚天科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603168,莎普爱思,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000790,华神科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002023,海特高新,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600794,保税科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002364,中恒电气,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300222,科大智能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600080,ST金花,0,0,防4,资源三要素不全或属周期商品
600770,综艺股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300289,利德曼,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002198,ST嘉应,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000609,*ST中迪,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002428,云南锗业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002577,雷柏科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300234,开尔新材,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002352,顺丰控股,2017,9999,§5.4.1-4,2017年借壳上市，时效件直营网络+自有航空机队，资本复制门槛极高
600346,恒力石化,0,0,防4,资源三要素不全或属周期商品
001979,招商蛇口,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601155,新城控股,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002714,牧原股份,2019,9999,判例6,判例6所述纯商品行业唯一豁免：成本低于行业2-3元/kg+规模第一+深亏周期唯一未失血
300498,温氏股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600339,中油工程,0,0,锚8,工程施工与装饰的垫资应收模式，结构性破损
002761,浙江建投,0,0,锚8,工程施工与装饰的垫资应收模式，结构性破损
601985,中国核电,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
600233,圆通速递,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300433,蓝思科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601211,国泰海通,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600482,中国动力,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002120,韵达股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002758,浙农股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000078,ST海王,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002466,天齐锂业,2016,9999,锚12,控股格林布什全球最优质锂辉石矿，稀缺+低成本+规模三要素齐备
000617,中油资本,0,0,防6,受管制定价或成本加成
600584,长电科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000050,深天马A,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000166,申万宏源,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002462,嘉事堂,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601689,拓普集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603899,晨光股份,2015,2022,§5.4.1-4,书写工具份额第一，八万家零售终端网络；2023年后人口与电商冲击文具零售
603939,益丰药房,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600958,东方证券,0,0,防6,受管制定价或成本加成
603997,继峰股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603885,吉祥航空,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
603883,老百姓,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000035,中国天楹,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600691,潞化科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601021,春秋航空,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
300476,胜宏科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002745,木林森,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600879,航天电子,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000966,长源电力,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
300450,先导智能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600390,五矿资本,0,0,防6,受管制定价或成本加成
002739,儒意电影,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300059,东方财富,2016,9999,§5.4.1-4,互联网券商+天天基金双牌照，流量入口与用户资产沉淀
002756,永兴材料,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600649,城投控股,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000404,长虹华意,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600203,福日电子,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300088,长信科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603118,共进股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603108,润达医疗,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600179,安通控股,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603355,莱克电气,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600545,卓郎智能,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002130,沃尔核材,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603026,石大胜华,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000408,藏格矿业,0,0,防4,资源三要素不全或属周期商品
002049,紫光国微,2019,9999,锚12,特种集成电路军用FPGA近垄断，军工资质与型号锁定
603198,迎驾贡酒,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603568,伟明环保,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
300363,博腾股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603611,诺力股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603030,全筑股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603866,桃李面包,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002769,普路通,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600446,金证股份,0,0,防4,资源三要素不全或属周期商品
300415,伊之密,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300033,同花顺,2016,9999,§5.4.1-4,金融信息服务毛利92%，流量与牌照双壁垒
603589,口子窖,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603686,福龙马,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300496,中科创达,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300418,昆仑万维,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002019,亿帆医药,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601198,东兴证券,0,0,防6,受管制定价或成本加成
600681,百川能源,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
002558,巨人网络,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603600,永艺股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000688,国城矿业,0,0,防4,资源三要素不全或属周期商品
603678,火炬电子,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002414,高德红外,2020,9999,锚12,红外探测器芯片自主全链条，军品资质+民品放量
002706,良信股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002773,康弘药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603818,曲美家居,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603618,杭电股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603223,恒通股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300463,迈克生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603989,艾华集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000519,中兵红箭,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300324,旋极信息,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600562,国睿科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600167,联美控股,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603968,醋化股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000998,隆平高科,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000547,航天发展,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600864,哈投股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002053,云南能投,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603567,珍宝岛,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603898,好莱客,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000813,德展健康,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603116,红蜻蜓,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000008,神州高铁,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300253,卫宁健康,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600824,益民集团,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300439,美康生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002354,天娱数科,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002763,汇洁股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603025,大豪科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002099,海翔药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603808,歌力思,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600763,通策医疗,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300194,福安药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300294,博雅生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000403,派林生物,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002279,久其软件,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002775,文科股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000931,中关村,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601368,绿城水务,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
600338,西藏珠峰,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603169,兰石重装,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002786,银宝山新,0,0,防4,资源三要素不全或属周期商品
600076,康欣新材,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600715,文投控股,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603020,爱普股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300287,飞利信,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002677,浙江美大,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300477,ST合纵,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300458,全志科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002749,国光股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002752,昇兴股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300360,炬华科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603669,灵康药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600645,中源协和,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000892,欢瑞世纪,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603698,航天工程,0,0,锚8,工程施工与装饰的垫资应收模式，结构性破损
300493,润欣科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603508,思维列控,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300381,溢多利,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300485,赛升药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300137,先河环保,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
600666,奥瑞德,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300471,厚普股份,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300078,思创智联,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300199,翰宇药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002732,燕塘乳业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300396,ST迪瑞,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300101,振芯科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603936,博敏电子,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000920,沃顿科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300248,新开普,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002728,特一药业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601188,龙江交通,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
000681,视觉中国,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
603306,华懋科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300050,世纪鼎利,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300351,永贵电器,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
002224,三力士,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300030,阳普医疗,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300163,先锋新材,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300007,汉威科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300368,汇金股份,0,0,防4,资源三要素不全或属周期商品
000430,张家界,0,0,锚9,受管制或特许经营，护城河不转化为超额回报
000557,西部创业,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300295,*ST三六五,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300085,银之杰,0,0,防4,资源三要素不全或属周期商品
002719,ST麦趣,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
300370,安控科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600751,海航科技,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
600710,苏美达,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
601127,赛力斯,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
000034,神州数码,0,0,防3,业务属中游、代工或同质化，强市场地位不转化为超额回报
