effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2010-05-01,2011-04-30,2009,000568,泸州老窖,,
2010-05-01,2011-04-30,2009,000651,格力电器,,
2010-05-01,2011-04-30,2009,000661,长春高新,,
2010-05-01,2011-04-30,2009,000786,北新建材,,
2010-05-01,2011-04-30,2009,000858,五粮液,,
2010-05-01,2011-04-30,2009,000869,张裕A,,
2010-05-01,2011-04-30,2009,000895,双汇发展,,
2010-05-01,2011-04-30,2009,002001,新和成,,
2010-05-01,2011-04-30,2009,002007,华兰生物,,
2010-05-01,2011-04-30,2009,002024,ST易购,,
2010-05-01,2011-04-30,2009,002032,苏泊尔,,
2010-05-01,2011-04-30,2009,002050,三花智控,,
2010-05-01,2011-04-30,2009,002142,宁波银行,,
2010-05-01,2011-04-30,2009,002179,中航光电,,
2010-05-01,2011-04-30,2009,002262,恩华药业,,
2010-05-01,2011-04-30,2009,002304,洋河股份,,
2010-05-01,2011-04-30,2009,300015,爱尔眼科,,
2010-05-01,2011-04-30,2009,600036,招商银行,,
2010-05-01,2011-04-30,2009,600132,重庆啤酒,,
2010-05-01,2011-04-30,2009,600271,航天信息,,
2010-05-01,2011-04-30,2009,600276,恒瑞医药,,
2010-05-01,2011-04-30,2009,600309,万华化学,,
2010-05-01,2011-04-30,2009,600426,华鲁恒升,,
2010-05-01,2011-04-30,2009,600519,贵州茅台,,
2010-05-01,2011-04-30,2009,600570,恒生电子,,
2010-05-01,2011-04-30,2009,600585,海螺水泥,,
2010-05-01,2011-04-30,2009,600588,用友网络,,
2010-05-01,2011-04-30,2009,600600,青岛啤酒,,
2010-05-01,2011-04-30,2009,600660,福耀玻璃,,
2010-05-01,2011-04-30,2009,600690,海尔智家,,
2010-05-01,2011-04-30,2009,600809,山西汾酒,,
2010-05-01,2011-04-30,2009,600887,伊利股份,,
2010-05-01,2011-04-30,2009,600900,长江电力,,
2010-05-01,2011-04-30,2009,601088,中国神华,,
2010-05-01,2011-04-30,2009,601899,紫金矿业,,
2011-05-01,2012-04-30,2010,000568,泸州老窖,,
2011-05-01,2012-04-30,2010,000651,格力电器,,
2011-05-01,2012-04-30,2010,000661,长春高新,,
2011-05-01,2012-04-30,2010,000786,北新建材,,
2011-05-01,2012-04-30,2010,000858,五粮液,,
2011-05-01,2012-04-30,2010,000869,张裕A,,
2011-05-01,2012-04-30,2010,000895,双汇发展,,
2011-05-01,2012-04-30,2010,002001,新和成,,
2011-05-01,2012-04-30,2010,002007,华兰生物,,
2011-05-01,2012-04-30,2010,002024,ST易购,,
2011-05-01,2012-04-30,2010,002032,苏泊尔,,
2011-05-01,2012-04-30,2010,002050,三花智控,,
2011-05-01,2012-04-30,2010,002142,宁波银行,,
2011-05-01,2012-04-30,2010,002179,中航光电,,
2011-05-01,2012-04-30,2010,002236,大华股份,,
2011-05-01,2012-04-30,2010,002262,恩华药业,,
2011-05-01,2012-04-30,2010,002304,洋河股份,,
2011-05-01,2012-04-30,2010,002372,伟星新材,,
2011-05-01,2012-04-30,2010,002415,海康威视,,
2011-05-01,2012-04-30,2010,300015,爱尔眼科,,
