as_of_year,security_code,security_name,listed_on,years_listed,roe_avg5,roe_min5,roe_years,gross_margin,net_margin,revenue_yi,profit_yi,revenue_cagr,profit_cagr,today_class,today_in_pool
2020,300866,安克创新,2020-08-24,0,0.5361,0.2634,5,0.3927,0.0915,93.53,8.56,0.3898,0.3886,worth_attention,1
2020,605009,豪悦护理,2020-09-11,0,0.5317,0.3762,5,0.3481,0.2323,25.91,6.02,0.5365,1.2829,boundary_pending,0
2020,688189,ST南新,2020-03-26,0,0.5246,0.1025,5,0.8981,0.1243,10.29,1.28,0.3869,0.7204,boundary_pending,0
2020,605118,力鼎光电,2020-07-30,0,0.5229,0.1792,5,0.5127,0.3611,4.17,1.51,0.1491,0.1442,boundary_pending,0
2020,688093,世华科技,2020-09-30,0,0.5196,0.2545,4,0.6331,0.3919,3.29,1.29,0.1206,0.1164,boundary_pending,0
2020,688298,东方生物,2020-02-05,0,0.5144,0.2873,5,0.7924,0.5137,32.65,16.77,1.0574,1.6195,boundary_pending,0
2020,688188,柏楚电子,2019-08-08,1,0.5029,0.1591,5,0.8073,0.6492,5.71,3.71,0.4701,0.4901,worth_attention,1
2020,003021,兆威机电,2020-12-04,0,0.4656,0.2527,5,0.3384,0.2048,11.95,2.45,0.3095,0.3703,boundary_pending,0
2020,300776,帝尔激光,2019-05-17,1,0.4622,0.2292,5,0.4654,0.3480,10.72,3.73,0.9320,0.8748,worth_attention,1
2020,002925,盈趣科技,2018-01-15,2,0.4543,0.2301,5,0.3379,0.1927,53.17,10.25,0.3402,0.2315,boundary_pending,0
2020,000717,中南股份,1997-05-08,23,0.4505,0.0030,5,0.1218,0.0590,315.56,18.61,0.2259,1.0697,boundary_pending,0
2020,002027,分众传媒,2004-08-04,16,0.4504,0.1376,5,0.6324,0.3310,120.97,40.04,0.0432,-0.0261,worth_attention,1
2020,605336,*ST帅电,2020-10-19,0,0.4504,0.1927,5,0.4920,0.2721,7.14,1.94,0.1505,0.3310,boundary_pending,0
2020,605388,均瑶健康,2020-08-18,0,0.4501,0.1682,5,0.4658,0.2510,8.52,2.14,-0.0622,0.0521,boundary_pending,0
2020,603489,八方股份,2019-11-11,1,0.4495,0.1904,5,0.4327,0.2879,13.97,4.02,0.3743,0.4567,boundary_pending,0
2020,300791,仙乐健康,2019-09-25,1,0.4470,0.1248,5,0.3260,0.1245,20.67,2.57,0.2733,-0.2223,boundary_pending,0
2020,300751,迈为股份,2018-11-09,2,0.4416,0.2000,5,0.3402,0.1726,22.85,3.94,0.6040,0.3855,boundary_pending,0
2020,688686,奥普特,2020-12-31,0,0.4390,0.3743,4,0.7394,0.3801,6.42,2.44,0.2852,0.4768,boundary_pending,0
2020,688526,科前生物,2020-09-22,0,0.4378,0.2432,5,0.8278,0.5311,8.43,4.48,0.2123,0.2454,boundary_pending,0
2020,300911,亿田智能,2020-12-03,0,0.4303,0.3523,5,0.4559,0.2007,7.16,1.44,0.2121,0.4092,boundary_pending,0
2020,600309,万华化学,2001-01-05,19,0.4249,0.2220,5,0.2385,0.1367,734.33,100.41,0.2498,0.2853,worth_attention,1
2020,002841,视源股份,2017-01-19,3,0.4215,0.3146,5,0.2655,0.1110,171.29,19.02,0.2008,0.2653,boundary_pending,0
2020,600507,方大特钢,2003-09-30,17,0.4204,0.2705,5,0.2271,0.1289,166.01,21.40,0.1679,0.3390,boundary_pending,0
2020,300920,润阳科技,2020-12-25,0,0.4169,0.2825,5,0.4484,0.2924,4.34,1.27,0.6592,0.8790,boundary_pending,0
2020,300876,蒙泰高新,2020-08-24,0,0.4140,0.1861,5,0.3083,0.2166,3.70,0.80,0.0688,0.1784,boundary_pending,0
2020,600338,西藏珠峰,2000-12-27,20,0.4121,0.0129,5,0.5964,0.0226,11.33,0.26,-0.0642,-0.5546,boundary_pending,0
2020,605099,共创草坪,2020-09-30,0,0.4086,0.3380,5,0.3692,0.2221,18.50,4.11,0.1425,0.1583,boundary_pending,0
2020,300892,品渥食品,2020-09-24,0,0.4072,0.2446,5,0.2955,0.0904,15.03,1.36,0.0815,0.3712,boundary_pending,0
2020,300792,壹网壹创,2019-09-27,1,0.4043,0.2238,5,0.4783,0.2388,12.99,3.10,0.2649,0.5989,boundary_pending,0
2020,603379,三美股份,2019-04-02,1,0.3992,0.0448,5,0.1511,0.0815,27.21,2.22,0.0019,-0.1166,boundary_pending,0
2020,300677,英科医疗,2017-07-21,3,0.3940,0.1308,5,0.6903,0.5064,138.37,70.07,0.8493,2.0040,boundary_pending,0
2020,605333,沪光股份,2020-08-18,0,0.3918,0.1176,5,0.1486,0.0485,15.31,0.74,0.0471,-0.0739,boundary_pending,0
2020,603444,吉比特,2017-01-04,3,0.3914,0.2805,5,0.8600,0.3816,27.42,10.46,0.2039,0.1562,boundary_pending,0
2020,002995,天地在线,2020-08-05,0,0.3901,0.1583,5,0.0743,0.0321,32.70,1.05,0.3577,0.2187,boundary_pending,0
2020,603565,中谷物流,2020-09-25,0,0.3899,0.2755,5,0.1399,0.0978,104.19,10.19,0.2640,0.2225,boundary_pending,0
2020,605258,协和电子,2020-12-03,0,0.3883,0.1597,5,0.3176,0.1488,6.16,0.92,0.1637,0.1265,boundary_pending,0
2020,688289,圣湘生物,2020-08-28,0,0.3868,0.0148,4,0.7964,0.5494,47.63,26.17,1.7679,,boundary_pending,0
2020,688330,宏力达,2020-10-15,0,0.3847,0.1461,5,0.5410,0.3502,9.09,3.18,0.3020,0.4748,boundary_pending,0
2020,002714,牧原股份,2014-01-28,6,0.3828,0.0284,5,0.6068,0.4878,562.77,274.51,0.7800,0.8543,worth_attention,1
2020,300860,锋尚文化,2020-08-24,0,0.3826,0.1717,5,0.3837,0.2648,9.84,2.61,0.6223,0.6513,boundary_pending,0
2020,300889,爱克股份,2020-09-16,0,0.3791,0.1312,5,0.3024,0.0992,9.94,0.99,0.4007,0.4296,boundary_pending,0
2020,688051,佳华科技,2020-03-20,0,0.3790,0.1471,5,0.4364,0.2597,6.81,1.77,0.2211,0.5763,boundary_pending,0
2020,000672,上峰材料,1996-12-18,24,0.3764,0.0831,5,0.4860,0.3149,64.32,20.26,0.2187,0.9326,boundary_pending,0
2020,605318,法狮龙,2020-08-03,0,0.3753,0.1114,5,0.3099,0.1432,4.48,0.64,0.0641,0.0826,boundary_pending,0
2020,300915,海融科技,2020-12-02,0,0.3738,0.2214,5,0.5293,0.1519,5.72,0.87,0.0856,0.0902,boundary_pending,0
2020,300842,帝科股份,2020-06-18,0,0.3725,0.1327,5,0.1333,0.0519,15.82,0.82,0.5241,0.3659,boundary_pending,0
2020,003019,宸展光电,2020-11-17,0,0.3723,0.2042,5,0.2520,0.0931,11.94,1.11,-0.0061,-0.0248,boundary_pending,0
2020,688069,德林海,2020-07-22,0,0.3722,0.1593,5,0.5813,0.3923,4.91,1.93,0.7879,1.2310,boundary_pending,0
2020,300763,锦浪科技,2019-03-19,1,0.3708,0.1693,5,0.3182,0.1526,20.84,3.18,0.6434,0.8086,boundary_pending,0
2020,300921,南凌科技,2020-12-22,0,0.3678,0.3178,5,0.3768,0.1537,4.95,0.76,0.0854,0.3608,boundary_pending,0
2020,300628,亿联网络,2017-03-17,3,0.3666,0.2667,5,0.6602,0.4643,27.54,12.79,0.3141,0.3114,worth_attention,1
2020,688016,心脉医疗,2019-07-22,1,0.3662,0.1866,5,0.7910,0.4564,4.70,2.15,0.3918,0.5115,boundary_pending,0
2020,002755,奥赛康,2015-05-15,5,0.3657,0.2603,5,0.9177,0.1908,37.83,7.22,1.1460,2.5382,boundary_pending,0
2020,603353,和顺石油,2020-04-07,0,0.3608,0.1284,5,0.2067,0.0925,18.44,1.70,0.0274,0.0442,boundary_pending,0
2020,688169,石头科技,2020-02-21,0,0.3598,-0.1016,5,0.4999,0.3023,45.30,13.69,1.2302,,boundary_pending,0
2020,688228,开普云,2020-03-27,0,0.3577,0.0744,5,0.5262,0.2285,3.01,0.69,0.2991,0.5024,boundary_pending,0
2020,688390,固德威,2020-09-04,0,0.3571,0.1927,5,0.3760,0.1638,15.89,2.60,0.3908,0.7013,boundary_pending,0
2020,300760,迈瑞医疗,2018-10-16,2,0.3534,0.2763,5,0.6497,0.3166,210.26,66.58,0.2352,0.4281,worth_attention,1
2020,688658,悦康药业,2020-12-24,0,0.3521,0.2917,4,0.6601,0.1019,43.39,4.42,0.1713,0.3987,boundary_pending,0
2020,605179,一鸣食品,2020-12-28,0,0.3518,0.1822,5,0.3445,0.0680,19.47,1.32,0.1162,-0.0294,boundary_pending,0
2020,003011,海象新材,2020-09-30,0,0.3513,0.0154,5,0.2975,0.1538,12.24,1.88,0.5571,0.7783,boundary_pending,0
2020,300815,玉禾田,2020-01-23,0,0.3499,0.2898,5,0.2972,0.1462,43.15,6.31,0.2923,0.5546,boundary_pending,0
2020,000895,双汇发展,1998-12-10,22,0.3462,0.2833,5,0.1589,0.0846,739.35,62.56,0.0928,0.0916,worth_attention,1
2020,605288,凯迪股份,2020-06-01,0,0.3454,0.1283,5,0.3164,0.1356,12.72,1.73,0.2251,0.0136,boundary_pending,0
2020,002901,大博医疗,2017-09-22,3,0.3390,0.2810,5,0.8587,0.3817,15.87,6.06,0.3609,0.2891,boundary_pending,0
2020,601155,新城控股,2015-12-04,5,0.3386,0.2244,5,0.2350,0.1049,1454.75,152.56,0.5102,0.4993,boundary_pending,0
2020,605178,时空科技,2020-08-21,0,0.3386,0.1011,5,0.3852,0.1481,8.96,1.33,0.1051,0.1737,garbage,0
2020,300747,锐科激光,2018-06-25,2,0.3384,0.1212,5,0.2907,0.1278,23.17,2.96,0.4508,0.3504,boundary_pending,0
2020,300903,科翔股份,2020-11-05,0,0.3377,0.1262,5,0.2109,0.0656,16.02,1.05,0.1433,0.2729,boundary_pending,0
2020,603301,振德医疗,2018-04-12,2,0.3374,0.1328,5,0.4697,0.2452,103.99,25.49,0.7804,1.3553,boundary_pending,0
2020,003028,振邦智能,2020-12-28,0,0.3374,0.2758,5,0.3038,0.1747,9.94,1.74,0.2970,0.1760,boundary_pending,0
2020,300822,贝仕达克,2020-03-13,0,0.3349,0.1814,5,0.3110,0.1909,8.86,1.69,0.2830,0.2989,boundary_pending,0
2020,002962,五方光电,2019-09-17,1,0.3347,0.0828,5,0.3665,0.2360,5.89,1.39,0.0667,0.0221,boundary_pending,0
2020,300884,狄耐克,2020-11-12,0,0.3347,0.2590,5,0.4425,0.1984,7.78,1.54,0.2826,0.3418,boundary_pending,0
2020,605003,众望布艺,2020-09-08,0,0.3345,0.2119,5,0.4194,0.2836,4.95,1.40,0.0783,0.1393,boundary_pending,0
2020,300571,平治信息,2016-12-13,4,0.3334,0.2475,5,0.2050,0.0874,24.08,2.11,0.5053,0.4440,boundary_pending,0
2020,603666,亿嘉和,2018-06-12,2,0.3315,0.2305,5,0.6057,0.3346,10.06,3.36,0.3997,0.5737,boundary_pending,0
2020,002970,锐明技术,2019-12-17,1,0.3309,0.1611,5,0.4232,0.1460,16.09,2.35,0.2860,0.4466,boundary_pending,0
2020,300816,艾可蓝,2020-02-10,0,0.3306,0.1822,5,0.3590,0.1852,6.77,1.25,0.4515,0.6462,boundary_pending,0
2020,603288,海天味业,2014-02-11,6,0.3305,0.3112,5,0.4217,0.2809,227.92,64.03,0.1630,0.2250,worth_attention,1
2020,688129,东来技术,2020-10-23,0,0.3279,0.1935,4,0.4537,0.1920,4.08,0.78,-0.0224,0.0209,boundary_pending,0
2020,603587,地素时尚,2018-06-22,2,0.3257,0.1866,5,0.7660,0.2456,25.64,6.30,0.0902,0.0479,boundary_pending,0
2020,300896,爱美客,2020-09-28,0,0.3257,0.2530,5,0.9181,0.6200,7.09,4.40,0.4983,0.6942,worth_attention,1
2020,688358,祥生医疗,2019-12-03,1,0.3254,0.0854,5,0.5858,0.2991,3.33,1.00,0.1885,0.3448,boundary_pending,0
2020,603160,汇顶科技,2016-10-17,4,0.3253,0.1972,5,0.5227,0.2481,66.87,16.59,0.2139,0.1796,boundary_pending,0
2020,605266,健之佳,2020-12-01,0,0.3250,0.3179,5,0.3369,0.0562,44.66,2.51,0.2144,0.3720,boundary_pending,0
2020,688088,虹软科技,2019-07-22,1,0.3249,0.0970,5,0.8957,0.3681,6.83,2.51,0.2720,0.3300,boundary_pending,0
2020,002415,海康威视,2010-05-28,10,0.3236,0.2772,5,0.4653,0.2108,635.03,133.86,0.1875,0.1588,worth_attention,1
2020,605007,五洲特纸,2020-11-10,0,0.3230,0.2192,5,0.1904,0.1285,26.35,3.39,0.1258,0.3455,boundary_pending,0
2020,600132,重庆啤酒,1997-10-30,23,0.3229,0.1537,5,0.4768,0.0984,109.42,10.77,0.3603,0.5618,worth_attention,1
2020,605068,明新旭腾,2020-11-23,0,0.3228,0.2608,5,0.4914,0.2728,8.08,2.21,0.1456,0.4128,boundary_pending,0
2020,003004,声迅股份,2020-11-26,0,0.3210,0.2018,5,0.4392,0.2148,3.08,0.66,0.1244,0.3428,boundary_pending,0
2020,300783,三只松鼠,2019-07-12,1,0.3210,0.1516,5,0.2390,0.0308,97.94,3.01,0.2199,0.0624,boundary_pending,0
2020,688006,杭可科技,2019-07-22,1,0.3193,0.1556,5,0.4696,0.2491,14.93,3.72,0.3812,0.4270,boundary_pending,0
2020,603868,飞科电器,2016-04-18,4,0.3165,0.2369,5,0.4124,0.1789,35.68,6.38,0.0148,0.0101,boundary_pending,0
2020,300917,特发服务,2020-12-21,0,0.3160,0.2986,5,0.2076,0.0896,11.09,0.99,0.3157,0.3516,boundary_pending,0
2020,300033,同花顺,2009-12-25,11,0.3156,0.2023,5,0.9166,0.6062,28.44,17.24,0.1317,0.0922,worth_attention,1
2020,688580,伟思医疗,2020-07-21,0,0.3153,0.1966,5,0.7363,0.3797,3.78,1.44,0.4094,0.5784,boundary_pending,0
2020,002990,盛视科技,2020-05-25,0,0.3142,0.1672,5,0.4669,0.2400,9.35,2.24,0.4037,0.4790,boundary_pending,0
2020,002968,新大正,2019-12-03,1,0.3128,0.1651,5,0.2142,0.0995,13.18,1.31,0.2068,0.4830,boundary_pending,0
2020,600519,贵州茅台,2001-08-27,19,0.3127,0.2444,5,0.9141,0.4765,979.93,466.97,0.2499,0.2928,worth_attention,1
2020,300832,新产业,2020-05-12,0,0.3113,0.2244,5,0.7718,0.4279,21.95,9.39,0.2420,0.2008,worth_attention,1
2020,002468,申通快递,2010-09-08,10,0.3108,0.0040,5,0.0337,0.0017,215.66,0.36,0.2155,-0.5881,boundary_pending,0
2020,300871,回盛生物,2020-08-24,0,0.3104,0.1937,5,0.3703,0.1931,7.77,1.50,0.3178,0.3202,boundary_pending,0
2020,300905,宝丽迪,2020-11-05,0,0.3102,0.1918,5,0.2476,0.1555,6.71,1.04,0.1098,0.1751,boundary_pending,0
2020,300752,隆利科技,2018-11-30,2,0.3073,0.0525,5,0.1242,0.0216,20.12,0.43,0.3282,-0.0717,boundary_pending,0
2020,603949,雪龙集团,2020-03-10,0,0.3072,0.1837,5,0.5257,0.2996,4.88,1.46,0.1446,0.3000,boundary_pending,0
2020,603155,新亚强,2020-09-01,0,0.3069,0.1422,5,0.4126,0.3209,4.90,1.57,0.2642,0.4513,boundary_pending,0
2020,300888,稳健医疗,2020-09-17,0,0.3068,0.1834,5,0.5955,0.3040,125.34,38.10,0.4875,0.7464,boundary_pending,0
2020,300878,维康药业,2020-08-24,0,0.3066,0.1637,5,0.7247,0.2181,6.23,1.36,0.2189,0.1385,boundary_pending,0
2020,300863,卡倍亿,2020-08-24,0,0.3055,0.1291,5,0.1100,0.0419,12.64,0.53,0.1577,0.0778,boundary_pending,0
2020,003005,竞业达,2020-09-22,0,0.3046,0.2043,5,0.5165,0.2462,6.01,1.48,0.1648,0.3612,boundary_pending,0
2020,300122,智飞生物,2010-09-28,10,0.3038,0.0130,5,0.3899,0.2173,151.90,33.01,1.4159,2.1742,boundary_pending,0
2020,002932,*ST明德,2018-07-10,2,0.3018,0.0695,5,0.7821,0.4889,9.59,4.69,0.6150,0.6742,boundary_pending,0
2020,688200,华峰测控,2020-02-18,0,0.3018,0.1122,5,0.7975,0.5011,3.97,1.99,0.3727,0.4828,worth_attention,1
2020,603408,建霖家居,2020-07-30,0,0.3015,0.2152,5,0.2693,0.0952,38.35,3.65,0.0967,0.0810,boundary_pending,0
2020,002110,三钢闽光,2007-01-26,13,0.3012,0.1315,5,0.1169,0.0525,486.36,25.56,0.3624,0.2887,boundary_pending,0
2020,002975,博杰股份,2020-02-05,0,0.3001,0.1326,5,0.5327,0.2480,13.76,3.41,0.3701,0.4458,boundary_pending,0
2020,603709,中源家居,2018-02-08,2,0.2996,0.0556,5,0.2050,0.0359,11.62,0.42,0.1839,-0.1312,boundary_pending,0
2020,688288,鸿泉技术,2019-11-06,1,0.2982,0.1006,5,0.4721,0.1936,4.56,0.88,0.3158,0.2857,boundary_pending,0
2020,603658,安图生物,2016-09-01,4,0.2981,0.2213,5,0.5975,0.2511,29.78,7.48,0.3202,0.2092,boundary_pending,0
2020,600779,水井坊,1996-12-06,24,0.2972,0.1629,5,0.8419,0.2433,30.06,7.31,0.2643,0.3430,boundary_pending,0
2020,603156,养元饮品,2018-02-12,2,0.2970,0.1313,5,0.4782,0.3564,44.27,15.78,-0.1602,-0.1289,worth_attention,1
2020,000055,方大集团,1996-04-15,24,0.2957,0.0693,5,0.1945,0.1298,30.00,3.89,-0.0809,-0.1358,boundary_pending,0
2020,300771,智莱科技,2019-04-22,1,0.2953,0.1432,5,0.4831,0.2329,10.28,2.39,0.2576,0.2816,boundary_pending,0
2020,002928,华夏航空,2018-03-02,2,0.2939,0.1307,5,0.1391,0.1328,47.32,6.29,0.1670,0.1612,boundary_pending,0
2020,605222,起帆电缆,2020-07-31,0,0.2932,0.1937,5,0.0985,0.0421,97.36,4.10,0.3231,0.1843,boundary_pending,0
2020,000651,格力电器,1996-11-18,24,0.2917,0.1888,5,0.2614,0.1301,1704.97,221.75,0.1155,0.0943,worth_attention,1
2020,300848,美瑞新材,2020-07-20,0,0.2917,0.2098,5,0.2160,0.1348,7.57,1.02,0.2265,0.3914,boundary_pending,0
2020,002980,华盛昌,2020-04-15,0,0.2915,0.0782,5,0.5552,0.3507,9.63,3.38,0.1794,0.3734,boundary_pending,0
2020,603087,甘李药业,2020-06-29,0,0.2904,0.1701,5,0.9088,0.3661,33.62,12.31,0.1737,0.1245,boundary_pending,0
2020,600566,济川药业,2001-08-22,19,0.2896,0.1989,5,0.8167,0.2072,61.65,12.77,0.0714,0.0813,boundary_pending,0
2020,605376,博迁新材,2020-12-08,0,0.2893,0.2467,5,0.4533,0.2668,5.96,1.59,0.3603,0.5688,boundary_pending,0
2020,300136,信维通信,2010-11-05,10,0.2879,0.1944,5,0.3019,0.1521,63.94,9.72,0.2759,0.1630,boundary_pending,0
2020,603983,丸美生物,2019-07-25,1,0.2877,0.1652,5,0.6620,0.2661,17.45,4.64,0.0963,0.1892,boundary_pending,0
2020,603871,嘉友国际,2018-02-06,2,0.2873,0.1810,5,0.1539,0.1098,32.81,3.60,0.3608,0.2538,boundary_pending,0
2020,688127,蓝特光学,2020-09-21,0,0.2864,0.1740,5,0.5766,0.4169,4.39,1.83,0.2735,0.6104,boundary_pending,0
2020,688178,万德斯,2020-01-14,0,0.2864,0.1215,5,0.3209,0.1585,7.98,1.26,0.5279,0.7055,boundary_pending,0
2020,603551,奥普科技,2020-01-15,0,0.2861,0.1121,5,0.4480,0.1186,15.93,1.89,0.0626,-0.0271,boundary_pending,0
2020,002833,弘亚数控,2016-12-28,4,0.2856,0.2235,5,0.3279,0.2086,16.89,3.52,0.3336,0.2277,boundary_pending,0
2020,003001,中岩大地,2020-10-13,0,0.2844,0.1392,5,0.2517,0.0895,11.29,1.01,0.4663,0.3087,boundary_pending,0
2020,300853,申昊科技,2020-07-24,0,0.2836,0.2136,5,0.5983,0.2651,6.12,1.62,0.3332,0.3658,boundary_pending,0
2020,603700,宁水集团,2019-01-22,1,0.2831,0.1896,5,0.3435,0.1717,15.90,2.73,0.1778,0.2022,boundary_pending,0
2020,603260,合盛硅业,2017-10-30,3,0.2825,0.1343,5,0.2817,0.1566,89.68,14.04,0.1832,0.2116,boundary_pending,0
2020,300839,博汇股份,2020-06-30,0,0.2823,0.0906,5,0.1715,0.0594,9.72,0.58,0.3868,-0.0461,boundary_pending,0
2020,002677,浙江美大,2012-05-25,8,0.2818,0.1850,5,0.5276,0.3070,17.71,5.44,0.2771,0.2797,boundary_pending,0
2020,688788,科思科技,2020-10-22,0,0.2818,-0.2104,4,0.6908,0.2704,6.55,1.77,1.6896,,boundary_pending,0
2020,002372,伟星新材,2010-03-18,10,0.2816,0.2615,5,0.4350,0.2336,51.05,11.93,0.1134,0.1548,worth_attention,1
2020,688335,复洁科技,2020-08-17,0,0.2800,0.1246,5,0.3554,0.1776,3.76,0.67,0.3818,0.3860,boundary_pending,0
2020,605369,拱东医疗,2020-09-16,0,0.2794,0.1887,5,0.4721,0.2723,8.30,2.26,0.2227,0.3899,boundary_pending,0
2020,300925,法本信息,2020-12-30,0,0.2792,0.2485,5,0.2843,0.0624,19.48,1.22,0.6053,0.8041,boundary_pending,0
2020,600340,*ST华幸,2003-12-30,17,0.2785,0.0727,5,0.3719,0.0362,1012.09,36.65,0.1710,-0.1331,boundary_pending,0
2020,002993,奥海科技,2020-08-17,0,0.2784,0.1229,5,0.2314,0.1117,29.45,3.29,0.3061,0.1978,boundary_pending,0
2020,300498,温氏股份,2015-11-02,5,0.2783,0.1670,5,0.1961,0.0991,749.39,74.26,0.0600,-0.1091,boundary_pending,0
2020,002508,老板电器,2010-11-23,10,0.2779,0.2239,5,0.5616,0.2043,81.29,16.61,0.0883,0.0831,boundary_pending,0
2020,002555,三七互娱,2011-03-02,9,0.2775,0.1659,5,0.8779,0.1917,144.00,27.61,0.2870,0.2674,boundary_pending,0
2020,300909,汇创达,2020-11-18,0,0.2772,0.2107,5,0.3532,0.1555,6.09,0.95,0.3632,0.4226,boundary_pending,0
2020,300529,健帆生物,2016-08-02,4,0.2771,0.2221,5,0.8524,0.4487,19.51,8.75,0.3763,0.4425,worth_attention,1
2020,300869,康泰医学,2020-08-24,0,0.2766,0.1298,5,0.5825,0.4378,14.01,6.13,0.3343,0.5603,boundary_pending,0
2020,002458,益生股份,2010-08-10,10,0.2760,-0.2313,5,0.1354,0.0525,17.51,0.92,0.0210,-0.3640,boundary_pending,0
2020,300595,欧普康视,2017-01-17,3,0.2757,0.2140,5,0.7854,0.4977,8.71,4.33,0.3874,0.3962,boundary_pending,0
2020,000048,京基智农,1994-11-01,26,0.2756,-0.2379,5,0.5665,0.2128,40.72,8.67,0.2708,2.4724,boundary_pending,0
2020,603185,弘元绿能,2018-12-28,2,0.2749,0.1139,5,0.2747,0.1765,30.11,5.31,0.7836,0.7951,boundary_pending,0
2020,300880,迦南智能,2020-09-01,0,0.2745,0.1890,5,0.2555,0.1554,5.08,0.79,0.1848,0.2760,boundary_pending,0
2020,003027,同兴科技,2020-12-18,0,0.2730,0.0981,5,0.4028,0.2007,7.68,1.54,0.5644,0.8938,boundary_pending,0
2020,002869,金溢科技,2017-05-15,3,0.2723,0.0214,5,0.6300,0.4033,15.64,6.31,0.2366,0.5089,boundary_pending,0
2020,002032,苏泊尔,2004-08-17,16,0.2718,0.2341,5,0.2642,0.0993,185.97,18.46,0.1170,0.1441,worth_attention,1
2020,300618,寒锐钴业,2017-03-06,3,0.2713,0.0076,5,0.2387,0.1484,22.54,3.35,0.3197,0.4972,boundary_pending,0
2020,300821,东岳硅材,2020-03-12,0,0.2712,0.0794,5,0.2285,0.1121,25.03,2.81,0.1028,0.4676,boundary_pending,0
2020,688699,明微电子,2020-12-18,0,0.2711,0.1949,5,0.3344,0.2080,5.25,1.09,0.1386,0.2986,boundary_pending,0
2020,300785,值得买,2019-07-15,1,0.2708,0.1863,5,0.6733,0.1724,9.10,1.57,0.4582,0.4531,boundary_pending,0
2020,002986,宇新股份,2020-06-02,0,0.2702,0.0212,5,0.0612,0.0143,22.98,0.33,0.0387,-0.3281,boundary_pending,0
2020,002016,世荣兆业,2004-07-08,16,0.2699,0.0537,5,0.6802,0.2830,29.48,8.34,0.1976,0.7277,boundary_pending,0
2020,603583,捷昌驱动,2018-09-21,2,0.2699,0.1703,5,0.3931,0.2170,18.68,4.05,0.3861,0.3313,boundary_pending,0
2020,300761,立华股份,2019-02-18,1,0.2693,0.0380,5,0.0858,0.0295,86.21,2.54,0.1350,-0.1648,boundary_pending,0
2020,603659,璞泰来,2017-11-03,3,0.2693,0.1592,5,0.3158,0.1264,52.81,6.68,0.3320,0.1721,boundary_pending,0
2020,002960,青鸟智控,2019-08-09,1,0.2686,0.1481,5,0.3919,0.1703,25.25,4.30,0.1846,0.1093,boundary_pending,0
2020,603180,金牌家居,2017-05-12,3,0.2683,0.2128,5,0.3273,0.1109,26.40,2.93,0.2450,0.3206,boundary_pending,0
2020,300418,昆仑万维,2015-01-21,5,0.2680,0.1508,5,0.7180,0.9301,54.20,50.42,0.2228,0.7550,boundary_pending,0
2020,002991,甘源食品,2020-07-31,0,0.2677,0.1953,5,0.4008,0.1529,11.72,1.79,0.1343,0.3810,boundary_pending,0
2020,300812,易天股份,2020-01-09,0,0.2675,0.0788,5,0.4111,0.1370,4.30,0.59,0.1719,0.2962,boundary_pending,0
2020,600398,海澜之家,2000-12-28,20,0.2670,0.1323,5,0.3742,0.0994,179.59,17.85,0.0138,-0.1305,boundary_pending,0
2020,002120,韵达股份,2007-03-06,13,0.2668,0.1009,5,0.0950,0.0419,335.00,14.04,0.4612,0.0451,boundary_pending,0
