date,security_code,action,shares,price,amount,pv_ratio,intrinsic_value,reason,security_name
2014-05-06,002304,买入,2600,55.700,144820,0.5792,96.382,首次建仓,
2014-05-06,600660,买入,17800,8.420,149876,0.6761,12.468,首次建仓,福耀玻璃
2014-05-06,000651,买入,5000,29.930,149650,0.7370,40.786,首次建仓,格力电器
2014-05-07,002304,买入,2700,54.080,146016,0.5779,96.382,定投加仓,
2014-05-07,600660,买入,17800,8.380,149164,0.6753,12.468,定投加仓,福耀玻璃
2014-05-07,000651,买入,5100,29.260,149226,0.7338,40.786,定投加仓,格力电器
2014-05-07,600009,买入,11200,13.290,148848,0.9216,14.399,首次建仓,
2014-05-08,002304,买入,2700,54.000,145800,0.5611,96.382,定投加仓,
2014-05-08,600660,买入,17500,8.530,149275,0.6721,12.468,定投加仓,福耀玻璃
2014-05-08,000651,买入,5100,29.210,148971,0.7174,40.786,定投加仓,格力电器
2014-05-08,600009,买入,11100,13.430,149073,0.9230,14.399,定投加仓,
2014-05-09,002304,买入,2700,54.990,148473,0.5603,96.382,定投加仓,
2014-05-09,600660,买入,17600,8.510,149776,0.6841,12.468,定投加仓,福耀玻璃
2014-05-09,000651,买入,5000,29.510,147550,0.7162,40.786,定投加仓,格力电器
2014-05-09,600009,买入,11300,13.250,149725,0.9327,14.399,定投加仓,
2014-05-12,002304,买入,2700,56.090,151443,0.5705,96.382,定投加仓,
2014-05-12,600660,买入,17500,8.660,151550,0.6825,12.468,定投加仓,福耀玻璃
2014-05-12,000651,买入,5100,29.710,151521,0.7235,40.786,定投加仓,格力电器
2014-05-12,600009,买入,11200,13.560,151872,0.9202,14.399,定投加仓,
2014-05-13,601088,买入,10600,14.440,153064,0.4357,33.925,首次建仓,中国神华
2014-05-13,000338,买入,8700,17.450,151815,0.5395,32.769,首次建仓,潍柴动力
2014-05-13,002304,买入,2600,58.140,151164,0.5820,96.382,定投加仓,
2014-05-13,600660,买入,17800,8.590,152902,0.6946,12.468,定投加仓,福耀玻璃
2014-05-13,000651,买入,5200,29.440,153088,0.7284,40.786,定投加仓,格力电器
2014-05-13,601398,买入,44300,3.460,153278,0.8378,4.154,首次建仓,工商银行
2014-05-13,601939,买入,38500,3.980,153230,0.8400,4.762,首次建仓,建设银行
2014-05-13,601988,买入,57900,2.650,153435,0.8486,3.111,首次建仓,
2014-05-13,601288,买入,63100,2.430,153333,0.8614,2.809,首次建仓,农业银行
2014-05-13,600009,买入,11000,13.880,152680,0.9418,14.399,定投加仓,
2014-05-13,600000,买入,15500,9.900,153450,0.9479,10.476,首次建仓,
2014-05-13,600036,买入,15300,9.990,152847,1.0192,9.841,首次建仓,招商银行
2014-05-14,002128,买入,20900,7.250,151525,0.4011,18.750,首次建仓,电投能源
2014-05-14,601088,买入,10400,14.510,150904,0.4256,33.925,定投加仓,中国神华
2014-05-14,000338,买入,5900,17.380,102542,0.5325,32.769,定投加仓,潍柴动力
2014-05-14,600660,买入,100,8.020,802,0.6889,12.468,定投加仓,福耀玻璃
2014-05-14,601398,买入,100,3.450,345,0.8330,4.154,定投加仓,工商银行
2014-05-19,600036,卖出,15300,9.860,150858,,,跌破建仓日MA60止损,招商银行
2014-05-19,600000,卖出,15400,9.520,146608,,,换仓·减一档：让位给600188,
2014-05-19,002128,买入,21100,6.940,146434,0.3733,18.750,定投加仓,电投能源
2014-05-19,601088,买入,5900,14.180,83662,0.4245,33.925,定投加仓,中国神华
2014-05-19,601398,买入,100,3.460,346,0.8378,4.154,定投加仓,工商银行
2014-05-20,600000,卖出,100,9.550,955,,,换仓：让位给空间更大的600188,
2014-05-20,002128,买入,2800,6.760,18928,0.3701,18.750,定投加仓,电投能源
2014-05-20,601398,买入,100,3.470,347,0.8330,4.154,定投加仓,工商银行
2014-05-20,601988,买入,100,2.650,265,0.8518,3.111,定投加仓,
2014-05-21,002128,买入,2300,7.140,16422,0.3625,18.650,定投加仓,电投能源
2014-05-21,601398,买入,100,3.490,349,0.8354,4.154,定投加仓,工商银行
2014-05-26,002128,买入,2300,6.940,15962,0.3673,18.650,定投加仓,电投能源
2014-05-26,601939,买入,100,4.020,402,0.8442,4.762,定投加仓,建设银行
2014-05-28,600009,卖出,11400,13.400,152760,,,换仓·减一档：让位给600188,
2014-05-28,002128,买入,22200,6.900,153180,0.3646,18.650,定投加仓,电投能源
2014-05-28,601088,买入,2700,14.390,38853,0.4236,33.925,定投加仓,中国神华
2014-05-28,601939,买入,100,4.060,406,0.8442,4.762,定投加仓,建设银行
2014-05-29,600009,卖出,11400,13.270,151278,,,换仓·减一档：让位给000333,
2014-05-29,002128,买入,19600,6.690,131124,0.3700,18.650,定投加仓,电投能源
2014-05-30,600009,卖出,11300,13.330,150629,,,换仓·减一档：让位给000333,
2014-05-30,002128,买入,21500,6.760,145340,0.3587,18.650,定投加仓,电投能源
2014-05-30,601939,买入,100,4.030,403,0.8505,4.762,定投加仓,建设银行
2014-06-03,600009,卖出,11400,13.200,150480,,,换仓·减一档：让位给000333,
2014-06-03,002128,买入,21400,6.770,144878,0.3625,18.650,定投加仓,电投能源
2014-06-04,600009,卖出,10300,12.900,132870,,,跌破建仓日MA60止损,
2014-06-04,600660,卖出,18300,8.050,147315,,,换仓·减一档：让位给000333（同日对冲 100 股）,福耀玻璃
2014-06-04,002128,买入,22300,6.660,148518,0.3630,18.650,定投加仓,电投能源
2014-06-04,601088,买入,6700,14.240,95408,0.4224,33.925,定投加仓,中国神华
2014-06-04,601288,买入,100,2.480,248,0.8610,2.915,定投加仓,农业银行
2014-06-05,600660,卖出,18500,8.100,149850,,,换仓·减一档：让位给000333（同日对冲 100 股）,福耀玻璃
2014-06-05,002128,买入,22600,6.680,150968,0.3571,18.650,定投加仓,电投能源
2014-06-05,601088,买入,2100,14.380,30198,0.4197,33.925,定投加仓,中国神华
2014-06-05,601939,买入,100,4.070,407,0.8136,4.941,定投加仓,建设银行
2014-06-06,002128,卖出,179000,6.560,1174240,,,跌破建仓日MA60止损,电投能源
2014-06-06,601088,买入,10300,14.330,147599,0.4239,33.925,定投加仓,中国神华
2014-06-06,000333,买入,8400,17.500,147000,0.4451,39.291,首次建仓,美的集团
2014-06-06,000338,买入,8400,17.490,146916,0.5386,32.769,定投加仓,潍柴动力
2014-06-06,000792,买入,9700,15.160,147052,0.5659,27.090,首次建仓,盐湖股份
2014-06-06,002304,买入,2700,53.950,145665,0.5733,96.382,定投加仓,
2014-06-06,600660,买入,18500,8.000,148000,0.6768,11.968,定投加仓,福耀玻璃
2014-06-06,000651,买入,5000,29.450,147250,0.7630,40.786,定投加仓,格力电器
2014-06-06,601939,买入,35800,4.050,144990,0.8237,4.941,定投加仓,建设银行
2014-06-06,601398,买入,100,3.610,361,0.8422,4.310,定投加仓,工商银行
2014-06-10,601088,买入,1600,14.380,23008,0.4227,33.925,定投加仓,中国神华
2014-06-11,601088,买入,300,14.420,4326,0.4239,33.925,定投加仓,中国神华
2014-06-11,601988,买入,100,2.740,274,0.8488,3.228,定投加仓,
2014-06-13,601088,买入,1600,14.400,23040,0.4233,33.925,定投加仓,中国神华
2014-06-13,600660,买入,100,8.170,817,0.6768,11.968,定投加仓,福耀玻璃
2014-06-13,601939,买入,100,4.160,416,0.8358,4.941,定投加仓,建设银行
2014-06-16,002304,卖出,2800,55.000,154000,,,换仓·减一档：让位给002128,
2014-06-16,002128,买入,22700,6.800,154360,0.3646,18.650,首次建仓,电投能源
2014-06-16,601088,买入,2100,14.570,30597,0.4245,33.925,定投加仓,中国神华
2014-06-16,600660,买入,100,8.340,834,0.6826,11.968,定投加仓,福耀玻璃
2014-06-17,000792,卖出,9700,15.160,147052,,,换仓：让位给空间更大的002128,盐湖股份
2014-06-17,002128,买入,200,6.600,1320,0.3646,18.650,定投加仓,电投能源
2014-06-17,601088,买入,7500,14.490,108675,0.4295,33.925,定投加仓,中国神华
2014-06-18,002128,卖出,22900,6.630,151827,,,跌破建仓日MA60止损,电投能源
2014-06-18,601088,买入,10300,14.500,149350,0.4271,33.925,定投加仓,中国神华
2014-06-18,000333,买入,500,18.330,9165,0.4716,39.291,定投加仓,美的集团
2014-06-18,601939,买入,100,4.140,414,0.8399,4.941,定投加仓,建设银行
2014-06-24,601088,买入,500,14.600,7300,0.4295,33.925,定投加仓,中国神华
2014-06-24,601288,买入,100,2.500,250,0.8575,2.915,定投加仓,农业银行
2014-06-25,601288,卖出,59100,2.510,148341,,,换仓·减一档：让位给600188,农业银行
2014-06-25,601088,买入,9000,14.590,131310,0.4304,33.925,定投加仓,中国神华
2014-06-25,600188,买入,100,7.010,701,0.5791,11.950,首次建仓,
2014-06-26,601288,卖出,4200,2.530,10626,,,换仓：让位给空间更大的000858,农业银行
2014-06-26,601088,买入,2300,14.680,33764,0.4301,33.925,定投加仓,中国神华
2014-06-26,601939,买入,100,4.110,411,0.8298,4.941,定投加仓,建设银行
2014-06-30,601088,买入,1100,14.540,15994,0.4259,33.925,定投加仓,中国神华
2014-06-30,601988,买入,100,2.550,255,0.8377,3.032,定投加仓,
2014-07-09,002304,卖出,15900,49.580,788322,,,跌破建仓日MA60止损,
2014-07-09,000651,卖出,35500,27.440,974120,,,跌破建仓日MA60止损,格力电器
2014-07-09,601088,买入,10000,14.640,146400,0.4363,33.925,定投加仓,中国神华
2014-07-09,000333,买入,7700,18.990,146223,0.4930,39.291,定投加仓,美的集团
2014-07-09,000338,买入,8300,17.660,146578,0.5438,32.769,定投加仓,潍柴动力
2014-07-09,600188,买入,22000,6.630,145860,0.5757,11.950,定投加仓,
2014-07-09,600066,买入,8300,17.460,144918,0.6601,26.043,首次建仓,宇通客车
2014-07-09,600660,买入,17400,8.410,146334,0.7085,11.968,定投加仓,福耀玻璃
2014-07-09,000858,买入,8400,17.310,145404,0.7207,24.602,首次建仓,五粮液
2014-07-09,601988,买入,57200,2.560,146432,0.8493,3.038,定投加仓,
2014-07-09,601939,买入,34900,4.200,146580,0.8526,4.949,定投加仓,建设银行
2014-07-09,601398,买入,42800,3.420,146376,0.8555,4.056,定投加仓,工商银行
2014-07-09,601288,买入,62300,2.350,146405,0.8640,2.743,首次建仓,农业银行
2014-07-09,601818,买入,35600,2.530,90068,0.9021,2.838,首次建仓,
2014-07-10,600188,卖出,22100,6.620,146302,,,跌破建仓日MA60止损,
2014-07-10,601088,买入,9900,14.710,145629,0.4315,33.925,定投加仓,中国神华
2014-07-10,000333,买入,1600,18.850,30160,0.4833,39.291,定投加仓,美的集团
2014-07-10,601988,买入,200,2.540,508,0.8427,3.038,定投加仓,
2014-07-11,601088,买入,900,14.780,13302,0.4336,33.925,定投加仓,中国神华
2014-07-11,601988,买入,100,2.550,255,0.8362,3.038,定投加仓,
2014-07-14,601088,买入,9400,13.840,130096,0.4357,33.925,定投加仓,中国神华
2014-07-14,600660,买入,100,8.680,868,0.7094,11.968,定投加仓,福耀玻璃
2014-07-15,601088,买入,500,13.800,6900,0.4192,33.015,定投加仓,中国神华
2014-07-15,601939,买入,100,3.930,393,0.8388,4.649,定投加仓,建设银行
2014-07-22,601398,卖出,44300,3.430,151949,,,换仓·减一档：让位给600585,工商银行
2014-07-22,601088,买入,11000,13.770,151470,0.4125,33.015,定投加仓,中国神华
2014-07-22,000333,买入,1200,19.310,23172,0.4892,39.291,定投加仓,美的集团
2014-07-23,002128,买入,2500,7.000,17500,0.3716,18.650,首次建仓,电投能源
2014-07-24,601988,卖出,61300,2.590,158767,,,换仓·减一档：让位给000792（同日对冲 100 股）,
2014-07-24,002128,买入,22000,7.200,158400,0.3753,18.650,定投加仓,电投能源
2014-07-24,601088,买入,5200,14.300,74360,0.4204,33.015,定投加仓,中国神华
2014-07-24,600188,买入,100,7.300,730,0.5874,11.950,首次建仓,
2014-07-25,601088,买入,6000,14.760,88560,0.4331,33.015,定投加仓,中国神华
2014-07-25,601988,买入,200,2.610,522,0.8526,3.038,定投加仓,
2014-07-28,601088,买入,2800,15.300,42840,0.4471,33.015,定投加仓,中国神华
2014-07-28,002128,买入,7400,7.560,55944,0.5119,14.436,定投加仓,电投能源
2014-07-28,601988,买入,100,2.700,270,0.8592,3.038,定投加仓,
