security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
002128,电投能源,2019-11-04,2019-11-15,11,5,1,600801.00,583810.00,0.00,-0.028281,0.040097,0.040204,7.9093,60,0.4265,1.3448,18.8753,18.2826,19.4680,跌破建仓日MA60止损
600066,宇通客车,2019-11-04,2019-12-02,28,4,1,598276.00,567692.00,0.00,-0.051120,0.074667,0.074667,14.0238,60,0.8883,0.1008,16.3793,15.8650,16.8936,跌破建仓日MA60止损
000423,东阿阿胶,2019-11-04,2020-02-03,91,4,2,590492.00,531216.00,0.00,-0.100384,0.179268,0.130672,32.0491,60,0.9243,0.0940,38.2563,37.0551,39.4575,跌破建仓日MA60止损
600016,,2019-11-04,2020-02-03,91,9,2,603002.00,560478.00,0.00,-0.070520,0.108150,0.081422,6.0097,60,0.9472,0.0540,6.5242,6.3193,6.7291,跌破建仓日MA60止损
600690,海尔智家,2019-11-04,2020-03-16,133,6,1,603031.00,520590.00,0.00,-0.136711,0.223000,0.223000,15.5910,60,0.6614,0.4905,26.2477,25.4235,27.0719,跌破建仓日MA60止损
600585,,2019-11-04,2021-07-27,631,12,3,1336849.00,1221024.00,104948.00,-0.086640,0.413571,0.332740,37.0133,60,0.6308,0.5537,68.9073,66.7436,71.0710,跌破建仓日MA60止损
000338,潍柴动力,2019-11-04,2022-04-25,903,34,10,3330759.00,3277453.80,77575.80,-0.016004,0.571292,0.496071,10.7840,60,0.5076,0.9231,25.0007,24.2157,25.7857,跌破建仓日MA60止损
002466,天齐锂业,2019-11-05,2020-03-23,139,23,1,1922174.00,1587564.00,0.00,-0.174079,0.452163,0.452163,21.2621,60,0.3212,2.0316,84.9756,82.3074,87.6438,跌破建仓日MA60止损
600309,万华化学,2019-11-06,2020-03-16,131,7,1,877647.00,776469.00,0.00,-0.115283,0.254830,0.276110,44.6210,60,0.5570,0.7959,83.8843,81.2503,86.5183,跌破建仓日MA60止损
002128,电投能源,2019-11-19,2020-01-23,65,18,1,500735.00,482376.00,0.00,-0.036664,0.100565,0.105000,8.0130,60,0.4275,1.3245,18.8753,18.2826,19.4680,跌破建仓日MA60止损
601225,陕西煤业,2019-12-25,2020-01-21,27,1,1,2589.00,2553.00,0.00,-0.013905,0.090812,0.090812,8.5572,60,0.4591,1.2084,19.0587,18.4603,19.6571,跌破建仓日MA60止损
603156,养元饮品,2020-05-12,2020-06-09,28,4,4,546354.00,538491.60,38600.00,-0.014391,0.051956,0.050942,20.0460,60,0.9048,0.1048,30.2159,29.2671,31.1647,换仓：让位给空间更大的601088
600016,,2020-05-14,2020-05-15,1,1,1,135595.00,135360.00,0.00,-0.001733,0.000000,0.000000,5.7703,60,0.7101,0.4131,8.1534,7.8974,8.4094,跌破建仓日MA60止损
000423,东阿阿胶,2020-05-14,2020-06-15,32,3,4,384342.00,395237.00,0.00,0.028347,0.129594,0.074477,29.1230,60,0.8297,0.1910,38.2563,37.0551,39.4575,换仓：让位给空间更大的002466
002128,电投能源,2020-05-15,2025-12-04,2029,66,15,5055587.00,11955810.00,1015785.00,1.364871,0.385809,0.373507,4.2462,60,0.3192,2.1445,24.7471,23.9700,25.5242,换仓·涨幅≥125%让位：让位给空间更大的600938
601088,中国神华,2020-06-09,2020-06-15,6,1,1,18656.00,17457.00,1386.00,-0.064269,0.055591,0.051405,14.7033,60,0.4446,1.2083,37.4534,36.2774,38.6294,跌破建仓日MA60止损
600000,,2020-06-09,2020-06-16,7,1,1,1068.00,1045.00,0.00,-0.021536,0.021739,0.021739,10.3195,60,0.8321,0.1940,12.7516,12.3512,13.1520,换仓：让位给空间更大的002466
002466,天齐锂业,2020-06-18,2020-09-09,83,4,1,511370.00,424083.00,0.00,-0.170692,0.369737,0.369737,19.9168,60,0.3762,1.7019,67.3851,65.2692,69.5010,跌破建仓日MA60止损
002466,天齐锂业,2020-11-16,2021-02-19,95,5,5,345657.00,743119.00,0.00,1.149874,0.287311,0.214005,21.9518,60,0.3648,1.9698,67.3851,65.2692,69.5010,涨幅≥125%清空
600000,,2021-01-18,2021-01-26,8,1,1,7056.00,6776.00,0.00,-0.039683,0.047244,0.047244,9.7035,60,0.8503,0.1574,11.6666,11.3003,12.0329,跌破建仓日MA60止损
600000,,2021-02-02,2021-03-22,48,2,1,3216.00,3225.00,0.00,0.002799,0.045579,0.090095,9.8057,60,0.9011,0.1337,11.5861,11.2223,11.9499,换仓：让位给空间更大的601088
600016,,2021-03-23,2021-03-25,2,1,1,523.00,518.00,0.00,-0.009560,0.005758,0.005758,5.1863,60,0.7449,0.3399,7.0078,6.7878,7.2278,跌破建仓日MA60止损
601328,,2021-03-29,2021-12-24,270,8,1,136644.00,137536.80,126.80,0.006534,0.076193,0.080809,4.2477,60,0.7811,0.2327,5.9661,5.7788,6.1534,换仓：让位给空间更大的600585
600585,,2021-09-02,2021-10-14,42,8,1,1225087.00,1086210.00,0.00,-0.113361,0.185298,0.195738,40.4548,60,0.3988,1.4968,108.2131,104.8152,111.6110,跌破建仓日MA60止损
600585,,2022-01-06,2022-01-14,8,4,1,421716.00,378882.00,0.00,-0.101571,0.111465,0.115264,39.0987,60,0.3789,1.5761,111.5190,108.0173,115.0207,跌破建仓日MA60止损
601169,,2022-01-06,2022-03-09,62,9,1,69085.00,67760.00,0.00,-0.019179,0.059829,0.062095,4.4320,60,0.7147,0.4054,6.2822,6.0849,6.4795,跌破建仓日MA60止损
601988,,2022-01-10,2022-03-15,64,8,1,2510.00,2424.00,0.00,-0.034263,0.053125,0.053436,3.0618,60,0.7612,0.3180,4.1253,3.9958,4.2548,跌破建仓日MA60止损
601328,,2022-01-13,2022-03-15,61,8,1,187590.00,182620.00,0.00,-0.026494,0.081836,0.075819,4.6078,60,0.7171,0.3801,6.6382,6.4298,6.8466,跌破建仓日MA60止损
600585,,2022-01-20,2022-01-28,8,1,1,264554.00,243102.00,0.00,-0.081087,0.064424,0.064424,39.4043,60,0.3850,1.6135,111.5190,108.0173,115.0207,跌破建仓日MA60止损
600585,,2022-02-08,2022-03-08,28,6,1,533348.00,491400.00,0.00,-0.078650,0.115245,0.113001,39.8235,60,0.3781,1.6571,111.5190,108.0173,115.0207,跌破建仓日MA60止损
601328,,2022-03-21,2024-11-08,963,39,9,3657858.00,6173035.50,645387.50,0.687609,0.193026,0.164612,3.6735,60,0.7366,0.3660,6.6387,6.4302,6.8472,换仓：让位给空间更大的000792
600176,中国巨石,2022-05-27,2022-07-11,45,2,1,43028.00,41013.00,0.00,-0.046830,0.128014,0.128014,15.2922,60,0.8190,0.1993,18.9493,18.3543,19.5443,跌破建仓日MA60止损
