security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
601225,陕西煤业,2019-05-17,2019-05-20,3,1,1,149131.00,147127.00,0.00,-0.013438,0.000000,0.000000,8.9815,60,0.5093,1.0008,17.8673,17.3063,18.4283,跌破建仓日MA60止损
600585,,2019-05-17,2019-05-20,3,1,1,148010.00,146072.00,0.00,-0.013094,0.000000,0.000000,38.5017,60,0.5847,0.7743,69.1099,66.9398,71.2800,跌破建仓日MA60止损
600585,,2019-05-28,2019-06-04,7,3,1,443599.00,427952.00,0.00,-0.035273,0.039708,0.036000,38.9685,60,0.5668,0.7382,69.1099,66.9398,71.2800,跌破建仓日MA60止损
000651,格力电器,2019-05-29,2019-06-13,15,10,1,1467735.00,1425306.00,0.00,-0.028908,0.049676,0.052153,51.4768,60,0.9338,0.0867,58.7917,56.9456,60.6378,跌破建仓日MA60止损
600585,,2019-06-25,2019-08-05,41,13,1,1780265.00,1614487.00,0.00,-0.093120,0.126790,0.128791,38.5267,60,0.6025,0.6792,67.4199,65.3029,69.5369,跌破建仓日MA60止损
600690,海尔智家,2019-07-05,2019-07-22,17,7,1,1012858.00,966520.00,0.00,-0.045750,0.052119,0.046128,16.7608,60,0.7945,0.2587,22.3789,21.6762,23.0816,跌破建仓日MA60止损
000338,潍柴动力,2019-07-08,2019-07-09,1,1,1,146568.00,147932.00,0.00,0.009306,0.000000,0.000000,12.2630,60,0.4972,1.1234,25.0989,24.3108,25.8870,跌破建仓日MA60止损
600309,万华化学,2019-07-08,2019-07-19,11,7,1,858468.00,834712.00,0.00,-0.027673,0.037530,0.037276,41.1382,60,0.4615,1.2504,94.2238,91.2652,97.1824,跌破建仓日MA60止损
600016,,2019-07-08,2019-08-05,28,11,3,1432007.00,1406051.00,0.00,-0.018126,0.036244,0.028422,5.9617,60,0.9224,0.1004,6.6024,6.3951,6.8097,跌破建仓日MA60止损
601225,陕西煤业,2019-07-08,2019-10-18,102,25,1,1722128.00,1650264.00,15774.00,-0.041730,0.093023,0.099661,8.6722,60,0.5194,0.9548,17.8673,17.3063,18.4283,跌破建仓日MA60止损
000338,潍柴动力,2019-07-22,2019-08-02,11,7,1,564793.00,542852.00,12656.00,-0.038848,0.051738,0.050619,11.7660,60,0.4996,1.0095,25.0989,24.3108,25.8870,跌破建仓日MA60止损
600309,万华化学,2019-07-25,2020-03-19,238,17,1,1888930.00,1744416.00,0.00,-0.076506,0.290832,0.306237,40.4247,60,0.4525,1.2072,94.2238,91.2652,97.1824,跌破建仓日MA60止损
600066,宇通客车,2019-08-30,2019-11-22,84,10,9,1232148.00,1189113.00,0.00,-0.034927,0.124041,0.126284,13.2237,60,0.9379,0.0824,15.7271,15.2333,16.2209,换仓：让位给空间更大的600690
600585,,2019-09-12,2021-07-27,684,15,2,1253646.00,1117055.00,107188.00,-0.108955,0.413571,0.378858,36.3918,60,0.6355,0.5688,66.5503,64.4606,68.6400,跌破建仓日MA60止损
002128,电投能源,2019-09-19,2019-09-23,4,1,1,68688.00,67230.00,0.00,-0.021226,0.010727,0.010727,8.3712,60,0.4818,1.0729,17.5785,17.0265,18.1305,跌破建仓日MA60止损
