策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_slip30_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_EBDS03S3020120501,185807452.43628284,m3,2012-05-02,2026-08-28,0.8942082075275126,0.3306486139261362,1.5657330265879252,0.8791674020589039,0.3847216488944728,0.37244064695786117,0.26281786777634064,0.014814814814814815,135,0.38709202323084524,0.32941051064397553,0.24371971958196315,0.08958232002737065,0.4917432975708713,0.875760844940769,0.8795267977056545,0.0,111,2017-05=0.08958232003;2017-06=0.161102914;2017-07=0.1856683313;2017-08=0.2434180734;2017-09=0.2437197196;2017-10=0.2546044418;2017-11=0.2865019714;2017-12=0.2320235488;2018-01=0.2502443353;2018-02=0.2341484977;2018-03=0.2644682059;2018-04=0.2756907377;2018-05=0.2758405465;2018-06=0.3656622761;2018-07=0.3754578457;2018-08=0.3474976445;2018-09=0.3300872522;2018-10=0.2628470928;2018-11=0.2401416933;2018-12=0.2243235145;2019-01=0.3222976219;2019-02=0.3746672542;2019-03=0.4313443328;2019-04=0.4197301547;2019-05=0.3870920232;2019-06=0.4154879173;2019-07=0.3678607538;2019-08=0.3653464359;2019-09=0.3521640751;2019-10=0.3683431126;2019-11=0.3853509464;2019-12=0.3798782755;2020-01=0.3730033505;2020-02=0.3695245429;2020-03=0.2554071155;2020-04=0.2282951796;2020-05=0.2320718553;2020-06=0.2193136997;2020-07=0.3723885553;2020-08=0.3666585927;2020-09=0.3340330427;2020-10=0.3081132921;2020-11=0.3927806034;2020-12=0.3568710869;2021-01=0.4345731834;2021-02=0.4595013914;2021-03=0.4722118496;2021-04=0.4573020621;2021-05=0.5063699301;2021-06=0.4793424664;2021-07=0.4328872316;2021-08=0.5177440112;2021-09=0.5521699432;2021-10=0.4514451513;2021-11=0.4273354535;2021-12=0.536501139;2022-01=0.4928788885;2022-02=0.5175701259;2022-03=0.522852741;2022-04=0.52331303;2022-05=0.5044568867;2022-06=0.4617833468;2022-07=0.4321315439;2022-08=0.3842067672;2022-09=0.3928684812;2022-10=0.3625993711;2022-11=0.3522072792;2022-12=0.3521559945;2023-01=0.3144106278;2023-02=0.3369241563;2023-03=0.3658090748;2023-04=0.3893053498;2023-05=0.3966724624;2023-06=0.3923848618;2023-07=0.4002194996;2023-08=0.40423524;2023-09=0.4079053884;2023-10=0.457488753;2023-11=0.4831641088;2023-12=0.4964135027;2024-01=0.4610914321;2024-02=0.4518263669;2024-03=0.4071555229;2024-04=0.4486409272;2024-05=0.5127602536;2024-06=0.4499438003;2024-07=0.4008158312;2024-08=0.3798514929;2024-09=0.430705454;2024-10=0.4215212989;2024-11=0.3773344382;2024-12=0.2913233577;2025-01=0.3219887685;2025-02=0.2977162323;2025-03=0.3901633985;2025-04=0.3294105106;2025-05=0.3644003772;2025-06=0.3903502385;2025-07=0.2945041457;2025-08=0.3636442852;2025-09=0.4465709991;2025-10=0.510237734;2025-11=0.4190447841;2025-12=0.4726512209;2026-01=0.6315279784;2026-02=0.6046628982;2026-03=0.5553197233;2026-04=0.5621901411;2026-05=0.5210830567;2026-06=0.5145613783;2026-07=0.5922182293,2017-05-31,0.5125527304572437,2,0.3684645968983571,0.29654899795466894,0.5789924292505347,0.0,51,0.39707772372180306,0.450926207221347,-0.16509022666882933,1.9203511622798861,0.7692307692307693,13,60.935817478760946,0.33389232635498844,0.3350503696227187,0.4355874171045914,0.5789924292505347,2015-06-12~2016-06-13,2015-06-12,2016-06-13,0.5766782249418853,0.8125581327982476,1.0,0,1.8227691015267642,2013-06-17,0.2867994092553407,2013-06-17,0.28679940925534075,2013-06-17,0.0,2012-05-16,0,1.6227198250861226,288,6.0,5.0,0.6430063356769347,0.78404232183989,0.9648769431949751,1.414784932304932,1.627353488209367,2.1560327061334794,0.7738780207134638,0.0,0.3159722222222222,8.341289594220228,123.54861111111111,1996,585,6.286939459571128,002128/601088/000338/000651/000933,3.6963676193083375,0.5855591243002025,1007834.4083381459,0.335944802779382,4.00%（同期超额 +29.39%）
