策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_slip30_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_EBDS03S3020111101ex5,553570448.4804435,m3,2011-11-01,2026-08-28,0.9686786779229387,0.38855447406235816,2.131041110319655,1.0535275894405358,0.4274657131345744,0.4320427320566069,0.3376855889589443,0.0070921985815602835,141,0.4425844583744767,0.3484686516272315,0.2018988397482646,0.06939556462175589,0.47855419231174,0.9359197489177437,1.0249357191005772,0.0,117,2016-11=0.08902457427;2016-12=0.06939556462;2017-01=0.1050775065;2017-02=0.1162068668;2017-03=0.1564096491;2017-04=0.1510211715;2017-05=0.1584699647;2017-06=0.2018988397;2017-07=0.2477614483;2017-08=0.2849885882;2017-09=0.2971074284;2017-10=0.3269187187;2017-11=0.3757889474;2017-12=0.3210915041;2018-01=0.3502135047;2018-02=0.3484686516;2018-03=0.3540596356;2018-04=0.3703339397;2018-05=0.3379484597;2018-06=0.3951893706;2018-07=0.4447750342;2018-08=0.425396574;2018-09=0.3675794592;2018-10=0.3080197457;2018-11=0.2768854269;2018-12=0.2631317805;2019-01=0.32344919;2019-02=0.388943187;2019-03=0.4425844584;2019-04=0.4271477143;2019-05=0.3901237443;2019-06=0.4214220429;2019-07=0.3546487468;2019-08=0.3530954834;2019-09=0.3538675048;2019-10=0.3585749599;2019-11=0.3715915777;2019-12=0.3543705197;2020-01=0.3192577656;2020-02=0.2927500609;2020-03=0.1880064138;2020-04=0.182960341;2020-05=0.1708924707;2020-06=0.1705899146;2020-07=0.2863182334;2020-08=0.3302786629;2020-09=0.3044429345;2020-10=0.2950597219;2020-11=0.3474472734;2020-12=0.3504925233;2021-01=0.5713563369;2021-02=0.590041875;2021-03=0.5408935116;2021-04=0.5669798785;2021-05=0.6120099014;2021-06=0.5738622531;2021-07=0.56658459;2021-08=0.6001059205;2021-09=0.6175886645;2021-10=0.5571658649;2021-11=0.5238176088;2021-12=0.580538841;2022-01=0.5315377092;2022-02=0.5438514894;2022-03=0.5634405438;2022-04=0.5786523462;2022-05=0.5649782357;2022-06=0.5588989466;2022-07=0.5211866827;2022-08=0.474202169;2022-09=0.4720333422;2022-10=0.4317486566;2022-11=0.4215941054;2022-12=0.4240720398;2023-01=0.3558341984;2023-02=0.3817156854;2023-03=0.4064736257;2023-04=0.4316719557;2023-05=0.4431939424;2023-06=0.4383679407;2023-07=0.4371863255;2023-08=0.4286516402;2023-09=0.4700552657;2023-10=0.565666994;2023-11=0.5852136133;2023-12=0.6227404167;2024-01=0.5979698462;2024-02=0.5556274807;2024-03=0.5533829525;2024-04=0.5708358367;2024-05=0.6205706026;2024-06=0.5969948436;2024-07=0.578260763;2024-08=0.5612820899;2024-09=0.6107585215;2024-10=0.5799232716;2024-11=0.5604015481;2024-12=0.5094750612;2025-01=0.5297958192;2025-02=0.5203249619;2025-03=0.6155751257;2025-04=0.5677001071;2025-05=0.5975434357;2025-06=0.6259667779;2025-07=0.5364189877;2025-08=0.5870501648;2025-09=0.6864619816;2025-10=0.6749506862;2025-11=0.6128654098;2025-12=0.6162132975;2026-01=0.704542242;2026-02=0.7310132943;2026-03=0.727985869;2026-04=0.7684194293;2026-05=0.6901038582;2026-06=0.669450524;2026-07=0.7114892538,2016-12-30,0.6390369218605931,2,0.4226792734286504,0.34646956203501866,0.5722461458531392,0.0,57,0.4066649564866084,0.4902442328418359,-0.26157578376710755,1.6204384446363407,0.7142857142857143,14,183.5234828268145,0.42192558250485823,0.42383630149680385,0.3858254693362825,0.5722461458531392,2015-06-15~2016-05-10,2015-06-15,2016-05-10,0.7373148522928469,1.0307011523547462,1.0,0,1.8703360876169963,2020-03-23,0.3049377549805309,2020-03-23,0.3049377549805309,2020-03-23,-5.820766091346741e-11,2019-05-10,0,1.5267689704338774,233,7.0,5.0,0.6042485577387378,0.703212238046735,0.8863911112263114,1.3031580667063616,1.5605479738871355,1.8666967471265035,0.5361205915813424,0.0,0.3218884120171674,14.729415207918516,150.11158798283262,2176,568,5.8665458127609,002466/688516/600585/601225/600309,3.3880745195434874,0.4664067550893015,1924143.9209871949,0.6413813069957316,3.82%（同期超额 +38.37%）
