策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_slip20_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_EBDS03S2020140501ex5,922661038.9080393,m3,2014-05-05,2026-08-28,1.3030752606129685,0.4611434059170645,3.6890197482359186,1.2687657925552374,0.49241341465197286,0.49566149215702326,0.37916342139527415,0.0,111,0.604653394266172,0.47166560164759574,0.27909647571214946,0.07884980160625532,0.5655501264487932,1.0691420017230238,1.2348164471583822,0.0,87,2019-05=0.3410791476;2019-06=0.3759478837;2019-07=0.3333323898;2019-08=0.3344125481;2019-09=0.333272119;2019-10=0.3299507799;2019-11=0.3304531881;2019-12=0.2871741832;2020-01=0.2922494129;2020-02=0.2519735549;2020-03=0.0959151408;2020-04=0.09178891139;2020-05=0.07884980161;2020-06=0.106520156;2020-07=0.2258117945;2020-08=0.2790964757;2020-09=0.2583908473;2020-10=0.2708166672;2020-11=0.3119045253;2020-12=0.3323138267;2021-01=0.5564589041;2021-02=0.591449937;2021-03=0.5217502236;2021-04=0.566045341;2021-05=0.6037540882;2021-06=0.6026208005;2021-07=0.6146620034;2021-08=0.6595303558;2021-09=0.6755057414;2021-10=0.626142172;2021-11=0.601246978;2021-12=0.6374169891;2022-01=0.5992562658;2022-02=0.6046533943;2022-03=0.6371209979;2022-04=0.6560929834;2022-05=0.6423410665;2022-06=0.6379589927;2022-07=0.599249889;2022-08=0.5630747576;2022-09=0.556169825;2022-10=0.5220145881;2022-11=0.51125502;2022-12=0.5197791047;2023-01=0.4419275459;2023-02=0.4716656016;2023-03=0.4979966647;2023-04=0.5241890091;2023-05=0.5347979917;2023-06=0.5300555859;2023-07=0.5300719961;2023-08=0.5205581414;2023-09=0.5654459981;2023-10=0.6675431785;2023-11=0.6870839601;2023-12=0.7284180111;2024-01=0.7013646699;2024-02=0.655341602;2024-03=0.6559466069;2024-04=0.666224127;2024-05=0.7152464766;2024-06=0.694278312;2024-07=0.6736063691;2024-08=0.6611900798;2024-09=0.7134401281;2024-10=0.683996426;2024-11=0.6581084681;2024-12=0.6059318531;2025-01=0.6116906547;2025-02=0.6290153964;2025-03=0.8065413306;2025-04=0.7648667946;2025-05=0.7834789454;2025-06=0.8004804335;2025-07=0.682810396;2025-08=0.7217077539;2025-09=0.8189380268;2025-10=0.7831966656;2025-11=0.7218241424;2025-12=0.7105365278;2026-01=0.7794964664;2026-02=0.8195614948;2026-03=0.814605505;2026-04=0.8443421282;2026-05=0.7569537213;2026-06=0.7200223032;2026-07=0.7310687926,2020-05-29,0.6728653980002726,2,0.5027855003271033,0.4069630860422482,0.5655501264487932,0.0,27,0.42629259041401335,0.5876165297379476,-0.2681620344417016,1.7103039858706834,0.8181818181818182,11,306.5536796360131,0.5923041901646724,0.5937433104622427,0.4072346885481357,0.5969679911327572,2015-06-15~2016-02-29,2015-06-15,2016-02-29,0.9921875192014312,1.2789746959967012,1.0,0,1.7005555761348201,2020-03-23,0.23554394913998625,2020-03-23,0.23554394913998622,2020-03-23,0.0,2014-05-13,0,1.5993390799274176,209,7.0,5.0,0.5999629259058565,0.7456260576524886,1.0266073677934255,1.3271012953326193,1.6042310559031356,2.190190848024444,0.5,0.0010006671114076052,0.3253588516746411,14.278507318322312,147.33014354066987,1917,531,5.917555783307149,600309/002466/688516/601225/600585,3.782752184544011,0.5099140152698827,3148443.707434439,1.0494812358114798,6.55%（同期超额 +52.68%）
