策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_slip20_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_S2020150501,334159489.5479224,m3,2015-05-04,2026-08-28,1.355167477802697,0.7140821065770698,2.068794085915464,1.1839783087677531,0.44484729090928044,0.6179221089630613,0.44137615352554516,0.0,99,0.6496724212812981,0.5710409136970842,0.4869537048826753,0.18009931601790075,0.5330374895491569,1.2363141511648108,1.1932387448810862,0.0,75,2020-05=0.180099316;2020-06=0.2541125306;2020-07=0.4215503033;2020-08=0.4110738557;2020-09=0.374145583;2020-10=0.3987345713;2020-11=0.4869537049;2020-12=0.4859714371;2021-01=0.6590017914;2021-02=0.6827701919;2021-03=0.7168530136;2021-04=0.7229377721;2021-05=0.7691286059;2021-06=0.7671047816;2021-07=0.7083892698;2021-08=0.8302128808;2021-09=0.8460134453;2021-10=0.7253223633;2021-11=0.6397476579;2021-12=0.7798398596;2022-01=0.7421790831;2022-02=0.7859622669;2022-03=0.7801566783;2022-04=0.7499706951;2022-05=0.7400172183;2022-06=0.6854108414;2022-07=0.6430166692;2022-08=0.6224154225;2022-09=0.6127495246;2022-10=0.5629704654;2022-11=0.5476897697;2022-12=0.5411029277;2023-01=0.4915608975;2023-02=0.5291386244;2023-03=0.566985498;2023-04=0.5814593234;2023-05=0.5794793999;2023-06=0.5708183774;2023-07=0.5710409137;2023-08=0.573674483;2023-09=0.5933032516;2023-10=0.6663357049;2023-11=0.6872647414;2023-12=0.7011824446;2024-01=0.6551878204;2024-02=0.6392336606;2024-03=0.5882008903;2024-04=0.6349782753;2024-05=0.709855052;2024-06=0.6496724213;2024-07=0.5927491646;2024-08=0.581970243;2024-09=0.689891164;2024-10=0.6501758916;2024-11=0.594797302;2024-12=0.514673597;2025-01=0.5644445668;2025-02=0.5857610275;2025-03=0.7506590206;2025-04=0.6545625337;2025-05=0.6723576936;2025-06=0.6726111387;2025-07=0.5473107511;2025-08=0.6264543388;2025-09=0.7325276003;2025-10=0.7371007367;2025-11=0.6364497502;2025-12=0.6570126208;2026-01=0.8019083678;2026-02=0.7836853442;2026-03=0.7255510639;2026-04=0.7283924082;2026-05=0.6647089204;2026-06=0.6473446385;2026-07=0.7102884691,2020-05-29,0.7093388694784328,2,0.5691398890031498,0.4482669788228828,0.5330374895491569,0.0,15,0.510327812984221,0.7067173838626344,-0.17116980722371267,1.9707124865392585,0.8,10,110.38649651597413,0.5165025716805185,0.5180297011823527,0.4642132036070273,0.6299106658915476,2015-06-09~2016-05-30,2015-06-09,2016-05-30,0.8199616225730734,1.0721370681471336,1.0,0,1.7653215049109965,2020-03-23,0.2635902319302778,2020-03-23,0.26359023193027775,2020-03-23,0.0,2015-05-15,0,1.6130999282625558,216,7,5,0.6421641621725203,0.7428524848390184,0.8737786156330868,1.4437463405219377,1.6524742104463008,2.1354660701195005,0.7668780305856023,0.0,0.3287037037037037,10.759543846653589,132.28703703703704,1664,461,6.806103944321659,002128/000338/600309/688516/601088,3.409495437992413,0.5036102335688031,1515026.9329040737,0.5050089776346912,-0.17%（同期超额 +51.82%）
