策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_slip10_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_EBDS03S1020131101,727492203.4502695,m3,2013-11-01,2026-08-28,1.2872519086888807,0.8091876171928306,2.0276470643681117,1.1366965266818156,0.44404806884362336,0.5633393156256936,0.457091825208942,0.0,117,0.5686019249517278,0.5195659030143494,0.457210535114297,0.27051858535173934,0.45216777865468394,1.2533179238937016,1.126776568827021,0.0,93,2018-11=0.2915566926;2018-12=0.2705185854;2019-01=0.3701415894;2019-02=0.4572105351;2019-03=0.5771040172;2019-04=0.5450920612;2019-05=0.5393666474;2019-06=0.5812760835;2019-07=0.5102129198;2019-08=0.4949348544;2019-09=0.4864333747;2019-10=0.5142704071;2019-11=0.5464296595;2019-12=0.5307574638;2020-01=0.5315727392;2020-02=0.519565903;2020-03=0.3863521838;2020-04=0.3621742096;2020-05=0.3644754383;2020-06=0.3570065387;2020-07=0.530361258;2020-08=0.5262049542;2020-09=0.4978418356;2020-10=0.505205851;2020-11=0.5861936735;2020-12=0.5999072619;2021-01=0.7632309605;2021-02=0.7764129585;2021-03=0.798141378;2021-04=0.7836106966;2021-05=0.8272835189;2021-06=0.8107306026;2021-07=0.7636440863;2021-08=0.8805203866;2021-09=0.8929255994;2021-10=0.7657786501;2021-11=0.6835515395;2021-12=0.8321091095;2022-01=0.7795408388;2022-02=0.8282989456;2022-03=0.8192220572;2022-04=0.7818357736;2022-05=0.769965452;2022-06=0.6994074861;2022-07=0.6532616466;2022-08=0.5946091488;2022-09=0.599703812;2022-10=0.5241216512;2022-11=0.5300951108;2022-12=0.5033594027;2023-01=0.4638567081;2023-02=0.4848416724;2023-03=0.5110906192;2023-04=0.5295481157;2023-05=0.536142417;2023-06=0.5305402298;2023-07=0.5298009023;2023-08=0.529725715;2023-09=0.5546447535;2023-10=0.6409851964;2023-11=0.6651740898;2023-12=0.6796916143;2024-01=0.6257567932;2024-02=0.6108480021;2024-03=0.558342925;2024-04=0.6091761731;2024-05=0.6793404849;2024-06=0.6215297746;2024-07=0.5792726906;2024-08=0.565758514;2024-09=0.6584800368;2024-10=0.6207787819;2024-11=0.5577076734;2024-12=0.4532506624;2025-01=0.4879866195;2025-02=0.491431572;2025-03=0.5966196649;2025-04=0.5164021134;2025-05=0.5349029578;2025-06=0.5565334038;2025-07=0.4477686474;2025-08=0.530376098;2025-09=0.6283412531;2025-10=0.644783732;2025-11=0.5645435982;2025-12=0.574967016;2026-01=0.6972714549;2026-02=0.6860719517;2026-03=0.6341185424;2026-04=0.6359848678;2026-05=0.5824931588;2026-06=0.568601925;2026-07=0.6356438476,2018-12-28,0.6996439669775529,2,0.5617112016363495,0.46107236246632044,0.5098359707786082,0.0,33,0.36843110330479145,0.6456808140393707,-0.19141813505843563,2.1733614427147887,0.8333333333333334,12,241.49740115008981,0.5345990728496945,0.53616041009191,0.4646942615339688,0.5098359707786082,2015-06-12~2016-02-01,2015-06-12,2016-02-01,1.0485707237040744,1.0933835219734984,1.0,0,1.8682201338719788,2020-03-23,0.3041505246463191,2020-03-23,0.3041505246463191,2020-03-23,-4.656612873077393e-10,2025-07-10,0,1.6345369889354948,240,7.0,5.0,0.6349667016263618,0.7275811113357211,0.8749150841957055,1.4542000399937611,1.6379267190604854,2.0587821929942653,0.7480769230769231,0.0,0.3875,7.91335927921361,136.84166666666667,1758,527,6.441612458412451,002128/601088/000338/000933/688516,3.6848768466140305,0.4831239898363994,3422247.346297441,1.1407491154324803,5.45%（同期超额 +48.01%）
