us_date,intel_return,first_a_date,first_a_return,after_close_1d,excess_1d,after_close_3d,excess_3d,after_close_5d,excess_5d,after_close_10d,excess_10d
2025-01-17,0.09252667451779328,2025-01-20,0.009284627092846165,0.04222590861106923,0.03341964638014949,0.042527522244005356,0.043505995825218746,0.011461318051575686,0.024181474607348763,0.06786306741064685,0.011111599700275088
2025-02-11,0.06069796802253391,2025-02-12,0.009179494421691636,-0.03400503778337527,-0.010347166991746537,0.033025468793730806,0.03848497743795287,0.012734396865379471,0.019103823616971716,0.1291631682059895,0.05000029286477026
2025-03-13,0.14603483622811297,2025-03-14,0.027052489905787347,-0.014939064342812225,-0.009703462248571437,0.006945354475167198,0.020034359710769167,-0.04272048224348057,0.0017821355575664555,0.00288297732931464,0.05960200001692373
2025-04-09,0.18753456609289443,2025-04-10,0.02938982545129054,0.07376811594202914,0.05553395087485069,0.05811594202898562,0.04659962724971489,0.04536231884057962,0.02232968928203838,0.037826086956521676,0.028229157973796104
2025-06-10,0.07812502037268176,2025-06-11,0.0028314662070663132,-0.00932973238399204,-0.005450003964981409,-0.030689909157868844,-0.020990588110342157,-0.018291185858089754,-0.005682068496305148,-0.015467714215565809,-0.03195655999636127
2025-07-08,0.07227273420854052,2025-07-09,-0.023080660835762767,-0.0022382491917434244,0.0006575037040096321,0.021263367321561644,0.0116108576690519,0.04924148221835356,0.03669321967009109,0.03133548868440683,-0.005344047995129886
2025-08-12,0.056174327788906186,2025-08-13,-0.00011163206072795084,-0.013508987384168725,-0.02145250018205047,0.017639834766104867,-0.026490791888793774,0.030255665959584732,-0.03594027402276301,0.20151836552417124,0.0214654087721855
2025-09-18,0.22771084992605384,2025-09-19,0.013341214219370068,0.03916340304974586,0.005620426110542587,0.1272393967169403,0.05805700677983339,0.10424131322389796,0.03925179540419155,0.22881426547787687,0.14845088322770228
2025-10-28,0.05032872578887715,2025-10-29,0.026448278176814055,-0.008501733045582216,0.010667596027900239,-0.13190765809953564,-0.07120478270017461,-0.159505591524426,-0.09241293976723752,-0.187168922895821,-0.11304751714502237
2025-11-28,0.10187448682685907,2025-12-01,0.01651003302006604,-0.019073796435115864,-0.006965534326853873,-0.0062468765617191835,0.0008756305607879877,0.02215558887223046,0.010759577476219029,-0.04422788605697148,-0.03354412537321083
2026-01-02,0.06720865690200695,2026-01-05,0.0847457627118644,0.04530464824120606,0.027725202669874216,0.033998115577889454,-0.0011607755647744522,0.03525439698492461,-0.04250084304212076,0.08754711055276365,0.01520093070151285
2026-01-21,0.1171745977305223,2026-01-22,0.04936415460752985,-0.047041967643722704,-0.055056764191194874,0.006686167989970793,-0.004411242614221544,-0.03414721509163632,-0.01380196231728359,0.0014924482120470817,0.07177604870526544
2026-02-24,0.05707077246874559,2026-02-25,-0.03943290092985885,-0.015655811174185907,-0.023387769937072478,-0.04959665371974897,-0.04444201454449126,-0.10415297281147295,-0.04423029239910181,-0.10720047804003585,-0.058875735771994675
2026-03-25,0.07081250192098487,2026-03-26,-0.03537885742532321,-0.013836017569546,-0.023415973354365516,-0.08572474377745243,-0.06140639447752616,-0.058491947291361535,-0.038595116045967326,0.04787701317715953,-0.011076560883267916
2026-04-16,0.05481979403690107,2026-04-17,-0.0014607263793906533,0.025799587738546625,0.007120468325604756,0.08358268501895094,0.06356934279079907,0.08458009176142056,0.06323252671805846,0.32050003324689147,0.15705773838364934
2026-05-08,0.13957302535134564,2026-05-11,0.1855822374690299,-0.03424024434352779,-0.03700114992055703,0.06373829522163721,0.06152957076001386,-0.004943133866495253,-0.00052568494324845,0.14009564763091253,0.03683777905001806
2026-06-08,0.11192899746969043,2026-06-09,0.05399249732047151,-0.02288038642430401,-0.016612580156497803,-0.04881149103851523,-0.04938129160831595,0.03292233379941534,-0.024057723180641588,0.12749459768653892,-0.06680739661545543
2026-06-30,0.06005165190407036,2026-07-01,0.01935317114148183,-0.14814580031695723,-0.07347331123398793,-0.14963549920760688,-0.0736529664565152,-0.21787638668779719,-0.15455760939522079,-0.20034865293185422,-0.08593817258250924
2026-07-21,0.08644137235407934,2026-07-22,0.015510241321107676,0.011230402946857732,0.04550150269110331,0.01999011724540667,0.04249651110729924,-0.06787655541080817,0.023683546890982177,-0.0476618301064643,0.038783182681259465
