group,tag,year,return,partial_first_year,period_start,period_end,partial_last_year,exposure_mean,cap_mean
U1,_EBDQ2020101101ex5,2018,-0.3076791762549833,False,2018-01-02,2018-12-28,False,1.2477038616289176,1.0
U1,_EBDQ2020101101ex5,2019,1.5158556056482952,False,2019-01-02,2019-12-31,False,1.6619166145212638,
U1,_EBDQ2020101101ex5,2020,0.21560848547038058,False,2020-01-02,2020-12-31,False,1.4464241914061056,1.0
U1,_EBDQ2020101101ex5,2021,0.23692784515982623,False,2021-01-04,2021-12-31,False,1.5329021062415102,1.0
U1,_EBDQ2020101101ex5,2022,0.3408185026488224,False,2022-01-04,2022-12-30,False,1.6831461464380717,
U1,_EBDQ2020101101ex5,2023,0.43170320974976906,False,2023-01-03,2023-12-29,False,1.69404896369961,
U1,_EBDQ2020101101ex5,2024,0.8830377800924349,False,2024-01-02,2024-12-31,False,1.6800132281390008,
U1,_EBDQ2020101101ex5,2025,1.0788144610108636,False,2025-01-02,2025-12-31,False,1.6822386383668806,
U1,_EBDQ2020101101ex5,2026,0.1948973805850176,False,2026-01-05,2026-08-28,True,1.5802772320545517,1.0
U1,_EBDQ2020110501ex5,2011,-0.023570209000000064,True,2011-05-04,2011-12-30,False,0.016490586889164775,
U1,_EBDQ2020110501ex5,2012,-0.1676621510491526,False,2012-01-04,2012-12-31,False,0.7238087772483526,
U1,_EBDQ2020110501ex5,2013,-0.03566990621833144,False,2013-01-04,2013-12-31,False,1.6551831016593992,
U1,_EBDQ2020110501ex5,2014,0.8528006469428384,False,2014-01-02,2014-12-31,False,1.6831666896065345,
U1,_EBDQ2020110501ex5,2015,0.2949287902599471,False,2015-01-05,2015-12-31,False,1.182351920274873,1.0
U1,_EBDQ2020110501ex5,2016,-0.2053429131507375,False,2016-01-04,2016-12-30,False,1.4345075655289208,1.0
U1,_EBDQ2020110501ex5,2017,0.6675100075853146,False,2017-01-03,2017-12-29,False,1.0391402500692817,1.0
U1,_EBDQ2020110501ex5,2018,-0.3072628250488719,False,2018-01-02,2018-12-28,False,1.237421976583022,1.0
U1,_EBDQ2020110501ex5,2019,1.5182364220595979,False,2019-01-02,2019-12-31,False,1.6619327092014995,
U1,_EBDQ2020110501ex5,2020,0.2437591441140985,False,2020-01-02,2020-12-31,False,1.4466403521757853,1.0
U1,_EBDQ2020110501ex5,2021,0.2666925331125414,False,2021-01-04,2021-12-31,False,1.5360679537615884,1.0
U1,_EBDQ2020110501ex5,2022,0.3349573399612624,False,2022-01-04,2022-12-30,False,1.6807070892019766,
U1,_EBDQ2020110501ex5,2023,0.43095063511733334,False,2023-01-03,2023-12-29,False,1.694031572143487,
U1,_EBDQ2020110501ex5,2024,0.8079719856968521,False,2024-01-02,2024-12-31,False,1.6789682538792723,
U1,_EBDQ2020110501ex5,2025,1.029903693621729,False,2025-01-02,2025-12-31,False,1.6797867906297743,
U1,_EBDQ2020110501ex5,2026,0.1816967435359571,False,2026-01-05,2026-08-28,True,1.57698666236644,1.0
U1,_EBDQ2020111101ex5,2011,-0.01584146522999985,True,2011-11-02,2011-12-30,False,0.05204392498121553,
U1,_EBDQ2020111101ex5,2012,-0.1675650880531553,False,2012-01-04,2012-12-31,False,0.7239888803618149,
U1,_EBDQ2020111101ex5,2013,-0.03398351331195493,False,2013-01-04,2013-12-31,False,1.6741605834741582,
U1,_EBDQ2020111101ex5,2014,0.8176462143890895,False,2014-01-02,2014-12-31,False,1.686076914568429,
U1,_EBDQ2020111101ex5,2015,0.4233333576727407,False,2015-01-05,2015-12-31,False,1.2788096596655087,1.0
U1,_EBDQ2020111101ex5,2016,-0.14705647993038207,False,2016-01-04,2016-12-30,False,1.5499350098021922,1.0
U1,_EBDQ2020111101ex5,2017,0.6659773766422654,False,2017-01-03,2017-12-29,False,1.0391294031133642,1.0
U1,_EBDQ2020111101ex5,2018,-0.30875592608788216,False,2018-01-02,2018-12-28,False,1.236744522809671,1.0
U1,_EBDQ2020111101ex5,2019,1.560697072363928,False,2019-01-02,2019-12-31,False,1.6666166011527537,
U1,_EBDQ2020111101ex5,2020,0.31056538819846047,False,2020-01-02,2020-12-31,False,1.4467693982711705,1.0
U1,_EBDQ2020111101ex5,2021,0.265045490997015,False,2021-01-04,2021-12-31,False,1.463523202535972,1.0
U1,_EBDQ2020111101ex5,2022,0.3064707111394891,False,2022-01-04,2022-12-30,False,1.6518368218558275,
U1,_EBDQ2020111101ex5,2023,0.44499421871875877,False,2023-01-03,2023-12-29,False,1.6953232873332553,
U1,_EBDQ2020111101ex5,2024,0.8399738068823441,False,2024-01-02,2024-12-31,False,1.6780903830736555,
U1,_EBDQ2020111101ex5,2025,0.9980269019930539,False,2025-01-02,2025-12-31,False,1.6824053738070142,
U1,_EBDQ2020111101ex5,2026,0.18373127618450869,False,2026-01-05,2026-08-28,True,1.5781329536967348,1.0
U1,_EBDQ2020120501ex5,2012,-0.04945174120488127,True,2012-05-03,2012-12-31,False,0.8073942972947393,
U1,_EBDQ2020120501ex5,2013,-0.043094716447128145,False,2013-01-04,2013-12-31,False,1.6567837241651442,
U1,_EBDQ2020120501ex5,2014,0.8332319984904939,False,2014-01-02,2014-12-31,False,1.6840997021472384,
U1,_EBDQ2020120501ex5,2015,0.3925173629043255,False,2015-01-05,2015-12-31,False,1.2793518738283827,1.0
U1,_EBDQ2020120501ex5,2016,-0.16034270559148633,False,2016-01-04,2016-12-30,False,1.4212030421814128,1.0
U1,_EBDQ2020120501ex5,2017,0.642401717357177,False,2017-01-03,2017-12-29,False,1.0239017849366412,1.0
U1,_EBDQ2020120501ex5,2018,-0.3007884352334945,False,2018-01-02,2018-12-28,False,1.2068919860795293,1.0
U1,_EBDQ2020120501ex5,2019,1.6978464528139505,False,2019-01-02,2019-12-31,False,1.665077459447726,
U1,_EBDQ2020120501ex5,2020,0.2862362795506923,False,2020-01-02,2020-12-31,False,1.4588242767231114,1.0
U1,_EBDQ2020120501ex5,2021,0.4012189397645418,False,2021-01-04,2021-12-31,False,1.3792556011516555,1.0
U1,_EBDQ2020120501ex5,2022,0.37647224078638053,False,2022-01-04,2022-12-30,False,1.6287266625821284,
U1,_EBDQ2020120501ex5,2023,0.4707415099426293,False,2023-01-03,2023-12-29,False,1.6953250077276172,
U1,_EBDQ2020120501ex5,2024,0.7737926122866225,False,2024-01-02,2024-12-31,False,1.6782332033356644,
U1,_EBDQ2020120501ex5,2025,0.940219968737046,False,2025-01-02,2025-12-31,False,1.6831163257166384,
U1,_EBDQ2020120501ex5,2026,0.25090627047557557,False,2026-01-05,2026-08-28,True,1.580804345559842,1.0
U1,_EBDQ2020121101ex5,2012,0.20866695580832206,True,2012-11-02,2012-12-31,False,1.1513084029228267,
U1,_EBDQ2020121101ex5,2013,0.0921384613816334,False,2013-01-04,2013-12-31,False,1.6594704973097574,
U1,_EBDQ2020121101ex5,2014,0.8112272811173016,False,2014-01-02,2014-12-31,False,1.6854129526553765,
U1,_EBDQ2020121101ex5,2015,0.3559692129479224,False,2015-01-05,2015-12-31,False,1.2784155044872767,1.0
U1,_EBDQ2020121101ex5,2016,-0.10234393451153379,False,2016-01-04,2016-12-30,False,1.5222977709019418,1.0
U1,_EBDQ2020121101ex5,2017,0.6293730866376412,False,2017-01-03,2017-12-29,False,1.024012054364764,1.0
U1,_EBDQ2020121101ex5,2018,-0.3016752531415162,False,2018-01-02,2018-12-28,False,1.2244477759733408,1.0
U1,_EBDQ2020121101ex5,2019,1.6026000089324102,False,2019-01-02,2019-12-31,False,1.6551023678921406,
U1,_EBDQ2020121101ex5,2020,0.27671150497825026,False,2020-01-02,2020-12-31,False,1.4595364705580378,1.0
U1,_EBDQ2020121101ex5,2021,0.48865750916582495,False,2021-01-04,2021-12-31,False,1.4710517173808646,1.0
U1,_EBDQ2020121101ex5,2022,0.4158939292525412,False,2022-01-04,2022-12-30,False,1.670175504639545,
U1,_EBDQ2020121101ex5,2023,0.3963212552079016,False,2023-01-03,2023-12-29,False,1.6939821277876421,
U1,_EBDQ2020121101ex5,2024,0.8518253230835371,False,2024-01-02,2024-12-31,False,1.6772336903358462,
U1,_EBDQ2020121101ex5,2025,0.907554901178155,False,2025-01-02,2025-12-31,False,1.682535563869854,
U1,_EBDQ2020121101ex5,2026,0.14332334948757475,False,2026-01-05,2026-08-28,True,1.5826757394803384,1.0
U1,_EBDQ2020130501ex5,2013,-0.02813422349514194,True,2013-05-03,2013-12-31,False,1.4350925078301118,
U1,_EBDQ2020130501ex5,2014,0.49480746322323643,False,2014-01-02,2014-12-31,False,1.6890676027735516,
U1,_EBDQ2020130501ex5,2015,0.26621464213910095,False,2015-01-05,2015-12-31,False,1.2776885027016742,1.0
U1,_EBDQ2020130501ex5,2016,-0.19428243184214333,False,2016-01-04,2016-12-30,False,1.381741083288386,1.0
U1,_EBDQ2020130501ex5,2017,0.6343159111479377,False,2017-01-03,2017-12-29,False,1.039060870057306,1.0
U1,_EBDQ2020130501ex5,2018,-0.3092919128985967,False,2018-01-02,2018-12-28,False,1.2555959374153092,1.0
U1,_EBDQ2020130501ex5,2019,1.084955867177337,False,2019-01-02,2019-12-31,False,1.622539792792891,
U1,_EBDQ2020130501ex5,2020,0.3507975771298373,False,2020-01-02,2020-12-31,False,1.4653310924415126,1.0
U1,_EBDQ2020130501ex5,2021,0.2957253431843878,False,2021-01-04,2021-12-31,False,1.4700299876247425,1.0
U1,_EBDQ2020130501ex5,2022,0.44679516878661385,False,2022-01-04,2022-12-30,False,1.670106699443813,
U1,_EBDQ2020130501ex5,2023,0.396242559728484,False,2023-01-03,2023-12-29,False,1.693927340033158,
U1,_EBDQ2020130501ex5,2024,0.8233323605460099,False,2024-01-02,2024-12-31,False,1.6765237198502376,
U1,_EBDQ2020130501ex5,2025,0.990388373195753,False,2025-01-02,2025-12-31,False,1.681552818369511,
U1,_EBDQ2020130501ex5,2026,0.2234326504054407,False,2026-01-05,2026-08-28,True,1.5785581816580792,1.0
U1,_EBDQ2020131101ex5,2013,0.06915468427936489,True,2013-11-04,2013-12-31,False,1.3917598794290245,
U1,_EBDQ2020131101ex5,2014,0.3756970303929441,False,2014-01-02,2014-12-31,False,1.6183085725505577,
U1,_EBDQ2020131101ex5,2015,0.21310191405021017,False,2015-01-05,2015-12-31,False,1.2919730334409534,1.0
U1,_EBDQ2020131101ex5,2016,-0.24807944444615992,False,2016-01-04,2016-12-30,False,1.4549686240368982,1.0
U1,_EBDQ2020131101ex5,2017,0.6798931167589184,False,2017-01-03,2017-12-29,False,1.0236321502927166,1.0
U1,_EBDQ2020131101ex5,2018,-0.30247679231256763,False,2018-01-02,2018-12-28,False,1.1850428704773632,1.0
U1,_EBDQ2020131101ex5,2019,1.7642278390586692,False,2019-01-02,2019-12-31,False,1.6564757485582415,
U1,_EBDQ2020131101ex5,2020,0.30228656033274426,False,2020-01-02,2020-12-31,False,1.4585866886487906,1.0
U1,_EBDQ2020131101ex5,2021,0.4500773164332348,False,2021-01-04,2021-12-31,False,1.3748655991835457,1.0
U1,_EBDQ2020131101ex5,2022,0.37460102038925336,False,2022-01-04,2022-12-30,False,1.627739699794148,
U1,_EBDQ2020131101ex5,2023,0.45402021791971414,False,2023-01-03,2023-12-29,False,1.6953167964059155,
U1,_EBDQ2020131101ex5,2024,0.7826106093709617,False,2024-01-02,2024-12-31,False,1.6773659757719568,
U1,_EBDQ2020131101ex5,2025,0.8592150225793993,False,2025-01-02,2025-12-31,False,1.6844134667679047,
U1,_EBDQ2020131101ex5,2026,0.2615161028904167,False,2026-01-05,2026-08-28,True,1.579056119330495,1.0
U1,_EBDQ2020140501ex5,2014,1.1749089203011716,True,2014-05-06,2014-12-31,False,1.6320477592203884,
U1,_EBDQ2020140501ex5,2015,0.1193078455774721,False,2015-01-05,2015-12-31,False,1.1722404800582986,1.0
U1,_EBDQ2020140501ex5,2016,-0.23455240028786384,False,2016-01-04,2016-12-30,False,1.5520729192246157,1.0
U1,_EBDQ2020140501ex5,2017,0.5516145472673979,False,2017-01-03,2017-12-29,False,1.0393334272494594,1.0
U1,_EBDQ2020140501ex5,2018,-0.33129635509969757,False,2018-01-02,2018-12-28,False,1.2954848337449503,1.0
U1,_EBDQ2020140501ex5,2019,1.6740066550871426,False,2019-01-02,2019-12-31,False,1.6694467386370737,
U1,_EBDQ2020140501ex5,2020,0.30194051291327884,False,2020-01-02,2020-12-31,False,1.4566354880587304,1.0
U1,_EBDQ2020140501ex5,2021,0.5160960741806409,False,2021-01-04,2021-12-31,False,1.4731792137762572,1.0
U1,_EBDQ2020140501ex5,2022,0.4148450355342923,False,2022-01-04,2022-12-30,False,1.6698882654042124,
U1,_EBDQ2020140501ex5,2023,0.3962447840126535,False,2023-01-03,2023-12-29,False,1.6939471496879814,
U1,_EBDQ2020140501ex5,2024,0.8900781180481141,False,2024-01-02,2024-12-31,False,1.6775822977743469,
U1,_EBDQ2020140501ex5,2025,0.9991984721081317,False,2025-01-02,2025-12-31,False,1.6816316837758922,
U1,_EBDQ2020140501ex5,2026,0.18735666314594668,False,2026-01-05,2026-08-28,True,1.5826459979027596,1.0
U1,_EBDQ2020141101ex5,2014,0.7535749578276525,True,2014-11-04,2014-12-31,False,1.6001103333327438,
U1,_EBDQ2020141101ex5,2015,-0.05749477841362416,False,2015-01-05,2015-12-31,False,1.1658212746107965,1.0
U1,_EBDQ2020141101ex5,2016,-0.10057685607858036,False,2016-01-04,2016-12-30,False,1.5537622025982445,1.0
U1,_EBDQ2020141101ex5,2017,0.6404132862808751,False,2017-01-03,2017-12-29,False,1.0388716700250282,1.0
U1,_EBDQ2020141101ex5,2018,-0.31302422599634083,False,2018-01-02,2018-12-28,False,1.2582865144022435,1.0
U1,_EBDQ2020141101ex5,2019,1.0494429177037095,False,2019-01-02,2019-12-31,False,1.6328704546580028,
U1,_EBDQ2020141101ex5,2020,0.3396350948573945,False,2020-01-02,2020-12-31,False,1.4646980149331468,1.0
U1,_EBDQ2020141101ex5,2021,0.31621898619199973,False,2021-01-04,2021-12-31,False,1.4621634229497866,1.0
U1,_EBDQ2020141101ex5,2022,0.40695615583771283,False,2022-01-04,2022-12-30,False,1.669788913950866,
U1,_EBDQ2020141101ex5,2023,0.42527235510310946,False,2023-01-03,2023-12-29,False,1.6938911817791058,
U1,_EBDQ2020141101ex5,2024,0.8721273755070089,False,2024-01-02,2024-12-31,False,1.677441891391146,
U1,_EBDQ2020141101ex5,2025,0.9938522964210721,False,2025-01-02,2025-12-31,False,1.6821170383669166,
U1,_EBDQ2020141101ex5,2026,0.18189940773834734,False,2026-01-05,2026-08-28,True,1.5804478176452545,1.0
U1,_EBDQ2020150501ex5,2015,-0.08735678099756972,True,2015-05-05,2015-12-31,False,0.5469411089858193,1.0
U1,_EBDQ2020150501ex5,2016,-0.22586905190205198,False,2016-01-04,2016-12-30,False,1.2668980251903401,1.0
U1,_EBDQ2020150501ex5,2017,0.6741282911279343,False,2017-01-03,2017-12-29,False,1.0410631795823186,1.0
U1,_EBDQ2020150501ex5,2018,-0.3044990540454773,False,2018-01-02,2018-12-28,False,1.2177917228574882,1.0
U1,_EBDQ2020150501ex5,2019,1.4982025256674452,False,2019-01-02,2019-12-31,False,1.6597792584563942,
U1,_EBDQ2020150501ex5,2020,0.3047988009328868,False,2020-01-02,2020-12-31,False,1.4459185034777973,1.0
U1,_EBDQ2020150501ex5,2021,0.26521298426676765,False,2021-01-04,2021-12-31,False,1.4631741104387896,1.0
U1,_EBDQ2020150501ex5,2022,0.3066953438818738,False,2022-01-04,2022-12-30,False,1.6518282000405713,
U1,_EBDQ2020150501ex5,2023,0.46118338939674763,False,2023-01-03,2023-12-29,False,1.6952380774463567,
U1,_EBDQ2020150501ex5,2024,0.8124765095932824,False,2024-01-02,2024-12-31,False,1.6776047291157394,
U1,_EBDQ2020150501ex5,2025,1.0113211479390705,False,2025-01-02,2025-12-31,False,1.683552863999817,
U1,_EBDQ2020150501ex5,2026,0.2261514060795129,False,2026-01-05,2026-08-28,True,1.5808973413504397,1.0
U1,_EBDQ2020151101ex5,2015,0.022907750029689478,True,2015-11-03,2015-12-31,False,1.4637140429942108,
U1,_EBDQ2020151101ex5,2016,-0.21397684937810368,False,2016-01-04,2016-12-30,False,1.2596910045973244,1.0
U1,_EBDQ2020151101ex5,2017,0.6847746200216913,False,2017-01-03,2017-12-29,False,1.0388639406111875,1.0
U1,_EBDQ2020151101ex5,2018,-0.30910844951119665,False,2018-01-02,2018-12-28,False,1.218810935183337,1.0
U1,_EBDQ2020151101ex5,2019,1.0865094936519362,False,2019-01-02,2019-12-31,False,1.6217382419192008,
U1,_EBDQ2020151101ex5,2020,0.32889792096885806,False,2020-01-02,2020-12-31,False,1.4650636974451465,1.0
U1,_EBDQ2020151101ex5,2021,0.3287006562663046,False,2021-01-04,2021-12-31,False,1.4642077167394205,1.0
U1,_EBDQ2020151101ex5,2022,0.436197758551512,False,2022-01-04,2022-12-30,False,1.6700770997082512,
U1,_EBDQ2020151101ex5,2023,0.3961806285867213,False,2023-01-03,2023-12-29,False,1.6938826250625958,
U1,_EBDQ2020151101ex5,2024,0.8877699858606076,False,2024-01-02,2024-12-31,False,1.677295841280888,
U1,_EBDQ2020151101ex5,2025,0.9954859044833568,False,2025-01-02,2025-12-31,False,1.6826948134722328,
U1,_EBDQ2020151101ex5,2026,0.1755424785991797,False,2026-01-05,2026-08-28,True,1.5807055729289692,1.0
U1,_EBDQ2020160501ex5,2016,0.3214920419429941,True,2016-05-04,2016-12-30,False,1.4769160554295149,1.0
U1,_EBDQ2020160501ex5,2017,0.6676438340237931,False,2017-01-03,2017-12-29,False,1.0236286688816165,1.0
U1,_EBDQ2020160501ex5,2018,-0.30033300965774046,False,2018-01-02,2018-12-28,False,1.192849428970336,1.0
U1,_EBDQ2020160501ex5,2019,1.683986760459348,False,2019-01-02,2019-12-31,False,1.6532626422957248,
U1,_EBDQ2020160501ex5,2020,0.298715950057552,False,2020-01-02,2020-12-31,False,1.45657726759328,1.0
U1,_EBDQ2020160501ex5,2021,0.5864216782494851,False,2021-01-04,2021-12-31,False,1.4713093208332129,1.0
U1,_EBDQ2020160501ex5,2022,0.4149474600273002,False,2022-01-04,2022-12-30,False,1.6702247640446086,
U1,_EBDQ2020160501ex5,2023,0.3962845627248426,False,2023-01-03,2023-12-29,False,1.6939458062988486,
U1,_EBDQ2020160501ex5,2024,0.8044742588508282,False,2024-01-02,2024-12-31,False,1.6773267664979188,
U1,_EBDQ2020160501ex5,2025,1.0902780579274007,False,2025-01-02,2025-12-31,False,1.6801505561932348,
U1,_EBDQ2020160501ex5,2026,0.18290594403307248,False,2026-01-05,2026-08-28,True,1.5794684746083438,1.0
U1,_EBDQ3020091101ex5,2009,0.011084441649999999,True,2009-11-03,2009-12-31,False,0.49739309704290396,
U1,_EBDQ3020091101ex5,2010,-0.03260670073200311,False,2010-01-04,2010-12-31,False,0.8312891435280358,
U1,_EBDQ3020091101ex5,2011,-0.3478893093227511,False,2011-01-04,2011-12-30,False,1.4602317865502388,
U1,_EBDQ3020091101ex5,2012,-0.1711292191754905,False,2012-01-04,2012-12-31,False,0.7235471236185801,
U1,_EBDQ3020091101ex5,2013,-0.0356291764312433,False,2013-01-04,2013-12-31,False,1.673086341764225,
U1,_EBDQ3020091101ex5,2014,0.8212239243584782,False,2014-01-02,2014-12-31,False,1.6844893192649713,
U1,_EBDQ3020091101ex5,2015,0.39809041055086425,False,2015-01-05,2015-12-31,False,1.279035559126694,1.0
U1,_EBDQ3020091101ex5,2016,-0.10700399940225969,False,2016-01-04,2016-12-30,False,1.2430715144191564,1.0
U1,_EBDQ3020091101ex5,2017,0.5962951304427622,False,2017-01-03,2017-12-29,False,0.9963417208448117,1.0
U1,_EBDQ3020091101ex5,2018,-0.30367385869226604,False,2018-01-02,2018-12-28,False,1.2431667750390492,1.0
U1,_EBDQ3020091101ex5,2019,1.687750471152206,False,2019-01-02,2019-12-31,False,1.653263888456682,
U1,_EBDQ3020091101ex5,2020,0.2662194867181149,False,2020-01-02,2020-12-31,False,1.396906069744605,1.0
U1,_EBDQ3020091101ex5,2021,0.4520841879582984,False,2021-01-04,2021-12-31,False,1.2547829284638028,1.0
U1,_EBDQ3020091101ex5,2022,0.445383151270369,False,2022-01-04,2022-12-30,False,1.6713625878289304,
U1,_EBDQ3020091101ex5,2023,0.3975941835830392,False,2023-01-03,2023-12-29,False,1.6939383792252387,
U1,_EBDQ3020091101ex5,2024,0.908186007240523,False,2024-01-02,2024-12-31,False,1.6773895831881367,
U1,_EBDQ3020091101ex5,2025,1.0407018161097406,False,2025-01-02,2025-12-31,False,1.6824085551062937,
U1,_EBDQ3020091101ex5,2026,0.15707700830848514,False,2026-01-05,2026-08-28,True,0.999443336495199,1.0
U1,_EBDQ3020100501ex5,2010,0.04245254063400439,True,2010-05-05,2010-12-31,False,0.9248258137976515,
U1,_EBDQ3020100501ex5,2011,-0.3477407285077234,False,2011-01-04,2011-12-30,False,1.4598532790775998,
U1,_EBDQ3020100501ex5,2012,-0.17106420922650112,False,2012-01-04,2012-12-31,False,0.7237952491313128,
U1,_EBDQ3020100501ex5,2013,-0.05590308268365274,False,2013-01-04,2013-12-31,False,1.6714151081163644,
U1,_EBDQ3020100501ex5,2014,0.8275297670148345,False,2014-01-02,2014-12-31,False,1.6815537935752702,
U1,_EBDQ3020100501ex5,2015,0.35187281508447765,False,2015-01-05,2015-12-31,False,1.2789938383190897,1.0
U1,_EBDQ3020100501ex5,2016,-0.09645917532715143,False,2016-01-04,2016-12-30,False,1.2461982688681674,1.0
U1,_EBDQ3020100501ex5,2017,0.583534395249425,False,2017-01-03,2017-12-29,False,0.9961691417855348,1.0
U1,_EBDQ3020100501ex5,2018,-0.30215286708142,False,2018-01-02,2018-12-28,False,1.2471344779585347,1.0
U1,_EBDQ3020100501ex5,2019,1.7067802883195107,False,2019-01-02,2019-12-31,False,1.668930285070483,
U1,_EBDQ3020100501ex5,2020,0.17869660427978173,False,2020-01-02,2020-12-31,False,1.3969120584551038,1.0
U1,_EBDQ3020100501ex5,2021,0.40717908645852985,False,2021-01-04,2021-12-31,False,1.2267268248311591,1.0
U1,_EBDQ3020100501ex5,2022,0.48194712193089173,False,2022-01-04,2022-12-30,False,1.6711341583507406,
U1,_EBDQ3020100501ex5,2023,0.4043056746185769,False,2023-01-03,2023-12-29,False,1.69388585275228,
U1,_EBDQ3020100501ex5,2024,0.8196170848940705,False,2024-01-02,2024-12-31,False,1.676393676133626,
U1,_EBDQ3020100501ex5,2025,1.053299509148967,False,2025-01-02,2025-12-31,False,1.680243040882663,
U1,_EBDQ3020100501ex5,2026,0.1505684510739269,False,2026-01-05,2026-08-28,True,0.9991777096937908,1.0
