group,arm,metric,level_median,paired_delta_median,positive_starts,better_starts
full,EBDS03,滚动5年Calmar中位,1.0874752762018032,0.029026439563405837,8,8
full,EBDS03,滚动5年Sharpe中位,1.073260597396167,0.018626220910236135,9,9
full,EBDS03,滚动5年为负的窗口占比,0.0,0.0,0,4
full,EBDS03,滚动5年窗口数,102.0,0.0,0,
full,EBDS03,互不重叠5年块中位,0.6567029748642531,0.008030959040815078,9,9
full,EBDS03,滚动10年年化中位,0.49981780537012144,0.028823556499542824,10,
full,EBDS03,滚动10年窗口数,42.0,0.0,0,
full,EBDS03,逐年收益中位,0.3699485014349519,-0.01893455375034503,5,5
full,EBDS03,逐年为正比例,0.8,0.0,6,
full,EBDS03,逐年最差,-0.15642622641259563,0.040799820144382826,13,13
full,EBDS03,完整自然年数,12.5,0.0,0,
full,EBDS03,强平次数,0.0,0.0,0,
full,EBDS03,最低担保比例,1.8729557818102311,0.0777313625526842,13,
full,EBDS03,最低股票同跌缓冲,0.30590993056614013,0.0306304386483702,13,
full,EBDS03,最低总资产冲击缓冲,0.30590993056614013,0.03063043864837023,13,
full,EBDS03,rf覆盖率,1.0,0.0,0,
full,EBDS03,年化_交易日口径,0.49122693710631105,0.025428084164198506,11,
full,EBDS03,最低担保比例日,20200323.0,0.0,3,
full,EBDS03,最低股票同跌缓冲日,20200323.0,0.0,3,
full,EBDS03,滚动5年年化最差窗口末日,20190829.0,0.0,2,
full,EBDS03,最大回撤起日,20150609.0,0.0,3,
full,EBDS03,最大回撤止日,20160530.0,0.0,5,
full,EBDS03,末次净值日,20260828.0,0.0,0,
full,EBDS04,年化,0.3830521667749033,-0.07546754505128705,1,1
full,EBDS04,最大回撤,0.580805205321324,-0.10605604950771214,0,14
full,EBDS04,Sharpe,0.9029201584629869,-0.051652649833366704,5,5
full,EBDS04,Calmar,0.6649271646342484,0.0113254476251608,9,9
full,EBDS04,平均仓位,1.5381394408309412,-0.11055321445846311,0,14
full,EBDS04,年均换手,6.354129959892987,-0.18223234550287426,5,9
full,EBDS04,持仓数中位,6.5,0.0,1,
full,EBDS04,单票权重中位,0.631342354748107,-0.012476617706239146,0,
full,EBDS04,单票权重P90,0.7559286682090676,-0.10794677540959347,0,
full,EBDS04,单票权重最大,0.9407658639252028,-0.12660510201530273,1,
full,EBDS04,前三权重中位,1.396830596385704,-0.05717239621530357,0,
full,EBDS04,单票超60%天数占比,0.6763641565258702,-0.10625759140772201,0,
full,EBDS04,滚动3年年化中位,0.39123559321665036,-0.10835664468488782,0,0
full,EBDS04,滚动3年回撤中位,0.43006960938181915,-0.015314134335430829,4,10
full,EBDS04,滚动3年Calmar中位,0.9098057164873627,-0.22269349229530105,0,
full,EBDS04,滚动3年Sharpe中位,0.9034190048458666,-0.1353771606858863,0,
full,EBDS04,滚动3年为负的窗口占比,0.011157239231966789,0.0,2,
full,EBDS04,滚动5年年化中位,0.3862413469088406,-0.1489142956054792,0,0
full,EBDS04,滚动5年年化P25,0.334221884165501,-0.07981325772489423,2,2
full,EBDS04,滚动5年年化最差,0.1378398163972091,0.01790246607845669,10,10
full,EBDS04,滚动5年回撤中位,0.4356633086404226,-0.03829809508641541,2,12
full,EBDS04,滚动5年Calmar中位,0.900972960346346,-0.22880026760537858,0,0
full,EBDS04,滚动5年Sharpe中位,0.8990464764701329,-0.15275792198373989,0,0
full,EBDS04,滚动5年为负的窗口占比,0.0,0.0,1,3
full,EBDS04,滚动5年窗口数,102.0,0.0,0,
full,EBDS04,互不重叠5年块中位,0.5189954802228784,-0.1285662386071073,0,0
full,EBDS04,滚动10年年化中位,0.37531287882733666,-0.08942407843251832,0,
full,EBDS04,滚动10年窗口数,42.0,0.0,0,
full,EBDS04,逐年收益中位,0.3622060183126343,-0.10494890166935,1,1
full,EBDS04,逐年为正比例,0.7303030303030302,0.0,1,
full,EBDS04,逐年最差,-0.26389988419617916,-0.012913691072302669,5,5
full,EBDS04,完整自然年数,12.5,0.0,0,
full,EBDS04,强平次数,0.0,0.0,0,
full,EBDS04,最低担保比例,1.8777975386613794,0.08138654648776256,12,
full,EBDS04,最低股票同跌缓冲,0.3076995509231521,0.032243712108239286,12,
full,EBDS04,最低总资产冲击缓冲,0.3076995509231521,0.032243712108239286,12,
full,EBDS04,rf覆盖率,1.0,0.0,0,
full,EBDS04,年化_交易日口径,0.38453528650962987,-0.07574717234617334,1,
full,EBDS04,最低担保比例日,20165470.0,-10103.5,2,
full,EBDS04,最低股票同跌缓冲日,20165470.0,-10103.5,2,
full,EBDS04,滚动5年年化最差窗口末日,20181228.0,0.0,3,
full,EBDS04,最大回撤起日,20150609.0,0.0,2,
full,EBDS04,最大回撤止日,20160365.5,0.0,3,
full,EBDS04,末次净值日,20260828.0,0.0,0,
full,EBDC30,年化,0.3485130995974387,-0.08541781768715873,1,1
full,EBDC30,最大回撤,0.5592283983994174,-0.10873298312703483,0,14
full,EBDC30,Sharpe,0.8486337681474946,-0.09408492035653282,2,2
full,EBDC30,Calmar,0.612084146621475,-0.03008998200927049,5,5
full,EBDC30,平均仓位,1.4949167007488176,-0.14987902824820176,0,14
full,EBDC30,年均换手,5.299853616221247,-1.404162833065421,0,14
full,EBDC30,持仓数中位,6.0,0.0,0,
full,EBDC30,单票权重中位,0.6419078658053954,-0.0050485865850578016,6,
full,EBDC30,单票权重P90,0.7779957351848494,-0.04787667939247803,0,
full,EBDC30,单票权重最大,0.9414255834484736,-0.07737150873329729,0,
full,EBDC30,前三权重中位,1.3654619427103931,-0.09093008916087741,0,
full,EBDC30,单票超60%天数占比,0.7157019961764617,-0.0696678300303139,0,
full,EBDC30,滚动3年年化中位,0.34484990047312136,-0.13323458541870603,0,0
full,EBDC30,滚动3年回撤中位,0.4627061771799316,0.016262477975993117,10,4
full,EBDC30,滚动3年Calmar中位,0.7431049146140318,-0.28739739695225475,0,
full,EBDC30,滚动3年Sharpe中位,0.8610247880286797,-0.15950443683112486,0,
full,EBDC30,滚动3年为负的窗口占比,0.0035460992907801418,-0.008338544923910778,0,
full,EBDC30,滚动5年年化中位,0.38164199929625153,-0.16373542756261084,0,0
full,EBDC30,滚动5年年化P25,0.2526252104092531,-0.12795481541381415,0,0
full,EBDC30,滚动5年年化最差,0.05454102091391366,-0.014359090073759018,6,6
full,EBDC30,滚动5年回撤中位,0.5204818665847244,0.04166351482634001,9,5
full,EBDC30,滚动5年Calmar中位,0.7306883636532082,-0.3270883717972234,0,0
full,EBDC30,滚动5年Sharpe中位,0.8669258622870315,-0.17134651425505093,0,0
full,EBDC30,滚动5年为负的窗口占比,0.0,0.0,0,3
full,EBDC30,滚动5年窗口数,102.0,0.0,0,
full,EBDC30,互不重叠5年块中位,0.47004222918349203,-0.17490977304437966,0,0
full,EBDC30,滚动10年年化中位,0.35152658080011834,-0.11744184037279881,0,
full,EBDC30,滚动10年窗口数,42.0,0.0,0,
full,EBDC30,逐年收益中位,0.3790312854059765,-0.022150120673415596,3,3
full,EBDC30,逐年为正比例,0.7386363636363636,0.0,1,
full,EBDC30,逐年最差,-0.30533233323473663,-0.10082887616449465,2,2
full,EBDC30,完整自然年数,12.5,0.0,0,
full,EBDC30,强平次数,0.0,0.0,0,
full,EBDC30,最低担保比例,1.8679974975700666,0.08140409151573946,12,
full,EBDC30,最低股票同跌缓冲,0.3040675767967019,0.03243761831564507,12,
full,EBDC30,最低总资产冲击缓冲,0.3040675767967019,0.03243761831564501,12,
full,EBDC30,rf覆盖率,1.0,0.0,0,
full,EBDC30,年化_交易日口径,0.3496997198490065,-0.0857422085821481,1,
full,EBDC30,最低担保比例日,20200323.0,0.0,3,
full,EBDC30,最低股票同跌缓冲日,20200323.0,0.0,3,
full,EBDC30,滚动5年年化最差窗口末日,20200630.0,51.0,7,
full,EBDC30,最大回撤起日,20150610.5,0.0,3,
full,EBDC30,最大回撤止日,20160613.0,205.0,7,
full,EBDC30,末次净值日,20260828.0,0.0,0,
A,BASE,年化,0.4891437005216345,0.0,0,0
A,BASE,最大回撤,0.6525676472556761,0.0,0,0
A,BASE,Sharpe,1.0853078551431627,0.0,0,0
A,BASE,Calmar,0.7685717494338551,0.0,0,0
A,BASE,平均仓位,1.6029486154089823,0.0,0,0
A,BASE,年均换手,6.094836343958129,0.0,0,0
A,BASE,持仓数中位,7.0,0.0,0,
A,BASE,单票权重中位,0.6165898973736232,0.0,0,
A,BASE,单票权重P90,0.7290107189707873,0.0,0,
A,BASE,单票权重最大,0.9286644225301521,0.0,0,
A,BASE,前三权重中位,1.3620585814768873,0.0,0,
A,BASE,单票超60%天数占比,0.6629529678453487,0.0,0,
A,BASE,滚动3年年化中位,0.4751238543735501,0.0,0,0
A,BASE,滚动3年回撤中位,0.478708883991973,0.0,0,0
A,BASE,滚动3年Calmar中位,1.1306443629879654,0.0,0,
A,BASE,滚动3年Sharpe中位,1.124624799523818,0.0,0,
A,BASE,滚动3年为负的窗口占比,0.0,0.0,0,
A,BASE,滚动5年年化中位,0.526649672725389,0.0,0,0
A,BASE,滚动5年年化P25,0.3827618687625576,0.0,0,0
A,BASE,滚动5年年化最差,0.10676258482297085,0.0,0,0
A,BASE,滚动5年回撤中位,0.5011818936111451,0.0,0,0
A,BASE,滚动5年Calmar中位,1.0508146367138873,0.0,0,0
A,BASE,滚动5年Sharpe中位,1.139460081843505,0.0,0,0
A,BASE,滚动5年为负的窗口占比,0.0,0.0,0,0
