security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
600897,,2011-11-07,2011-11-18,11,9,1,1344255.00,1297527.00,0.00,-0.034761,0.049860,0.049694,13.6617,60,0.9968,0.0083,14.1259,14.7672,13.4846,跌破建仓日MA60止损
601088,中国神华,2011-11-10,2011-11-22,12,8,1,1180912.00,1128398.00,0.00,-0.044469,0.083685,0.083830,26.1442,60,0.8455,0.2108,32.6316,34.1131,31.1501,跌破建仓日MA60止损
601088,中国神华,2012-02-03,2012-03-23,49,12,1,1607581.00,1531281.00,0.00,-0.047463,0.078592,0.075997,26.0030,60,0.8348,0.1931,32.6316,34.1131,31.1501,跌破建仓日MA60止损
600660,福耀玻璃,2012-02-03,2012-03-28,54,17,1,1755080.00,1642270.00,0.00,-0.064276,0.111965,0.107884,8.1995,60,0.7462,0.3187,11.5256,12.0489,11.0023,跌破建仓日MA60止损
000651,格力电器,2012-02-09,2015-02-02,1089,17,17,1577426.00,2884442.00,200250.00,0.828575,0.231263,0.221570,15.0045,60,0.6152,0.6256,30.6261,32.0165,29.2357,涨幅≥125%清空
000338,潍柴动力,2012-02-14,2012-03-20,35,5,1,608917.00,587400.00,0.00,-0.035337,0.084097,0.086303,33.3847,60,0.6461,0.5669,52.0208,54.3825,49.6591,跌破建仓日MA60止损
600585,,2012-02-15,2012-03-15,29,1,1,145404.00,134568.00,0.00,-0.074523,0.133117,0.133117,16.4495,60,1.0412,-0.0512,16.4229,17.1685,15.6773,跌破建仓日MA60止损
002128,电投能源,2012-02-17,2012-03-30,42,7,1,972137.00,922088.00,0.00,-0.051483,0.119493,0.133676,14.6043,60,0.7583,0.3276,19.8744,20.7767,18.9721,跌破建仓日MA60止损
600897,,2012-03-20,2012-03-30,10,6,1,597877.00,579476.00,0.00,-0.030777,0.062130,0.037845,12.6952,60,0.9614,0.0495,14.1259,14.7672,13.4846,跌破建仓日MA60止损
600188,,2012-03-23,2012-03-28,5,2,1,283175.00,266915.00,0.00,-0.057420,0.056120,0.056120,24.2383,60,1.0092,0.0221,25.2962,26.4446,24.1478,跌破建仓日MA60止损
002128,电投能源,2012-04-16,2012-06-14,59,14,1,1692521.00,1552384.00,0.00,-0.082798,0.145434,0.159712,15.2215,60,0.7844,0.2806,19.8744,20.7767,18.9721,跌破建仓日MA60止损
600897,,2012-04-24,2012-07-05,72,11,2,1328897.00,1288372.00,3050.00,-0.030495,0.071377,0.047467,12.8878,60,1.0419,-0.0542,12.9669,13.5556,12.3782,跌破建仓日MA60止损
600585,,2012-05-03,2012-05-07,4,2,1,287318.00,282898.00,0.00,-0.015384,0.012245,0.009068,17.0648,60,0.5449,0.8820,32.4826,33.9573,31.0079,跌破建仓日MA60止损
600309,万华化学,2012-05-10,2012-06-25,46,11,2,1351576.00,1292181.00,0.00,-0.043945,0.085317,0.086051,13.8583,60,1.0171,-0.0141,14.5812,15.2432,13.9192,跌破建仓日MA60止损
600660,福耀玻璃,2012-05-21,2012-06-04,14,5,2,298130.00,286364.00,0.00,-0.039466,0.050733,0.049266,8.5700,60,0.7263,0.3754,12.0757,12.6239,11.5275,跌破建仓日MA60止损
000933,神火股份,2012-05-25,2012-06-04,10,1,1,1100.00,1049.00,0.00,-0.046364,0.088619,0.088619,10.8833,60,0.9838,0.0285,11.3130,11.8266,10.7994,跌破建仓日MA60止损
000338,潍柴动力,2012-06-04,2012-06-05,1,1,1,12960.00,12724.00,0.00,-0.018210,0.000000,0.000000,32.8193,60,0.9197,0.1205,36.3046,37.9528,34.6564,跌破建仓日MA60止损
002001,新和成,2012-06-04,2012-07-04,30,12,1,1264112.00,1189187.00,3780.00,-0.059271,0.091364,0.094810,20.3067,60,0.8188,0.2370,26.7816,27.9975,25.5657,跌破建仓日MA60止损
000792,盐湖股份,2012-07-12,2012-08-24,43,14,1,1529122.00,1395450.00,0.00,-0.087417,0.121339,0.128223,32.6110,60,0.9836,-0.0084,34.6067,36.1778,33.0356,跌破建仓日MA60止损
600066,宇通客车,2012-09-03,2012-09-26,23,13,1,1361494.00,1300137.00,0.00,-0.045066,0.068172,0.082058,22.9143,60,0.6879,0.4695,33.7388,35.2705,32.2071,跌破建仓日MA60止损
600585,,2012-09-27,2013-06-17,263,12,1,1169217.00,1066410.00,18450.00,-0.087928,0.331765,0.327907,14.2650,60,0.6021,0.6090,25.2777,26.4253,24.1301,跌破建仓日MA60止损
600309,万华化学,2012-10-09,2012-11-12,34,3,2,334542.00,312498.00,0.00,-0.065893,0.083682,0.067415,13.1558,60,1.0202,-0.0253,13.9679,14.6020,13.3338,跌破建仓日MA60止损
002024,,2012-10-10,2012-11-13,34,10,1,344048.00,313404.00,0.00,-0.089069,0.112813,0.112683,6.5832,60,0.8427,0.1635,8.3189,8.6966,7.9412,跌破建仓日MA60止损
601088,中国神华,2012-10-10,2012-11-15,36,5,1,518323.00,504108.00,0.00,-0.027425,0.060348,0.056689,22.1743,60,0.6811,0.4715,33.7565,35.2890,32.2240,跌破建仓日MA60止损
600897,,2012-10-11,2012-10-15,4,2,1,187833.00,185400.00,0.00,-0.012953,0.014354,0.015314,12.4932,60,0.9534,0.0640,13.3104,13.9147,12.7061,跌破建仓日MA60止损
000338,潍柴动力,2012-10-18,2013-06-24,249,19,1,1130207.00,968012.00,0.00,-0.143509,0.368011,0.362839,18.9643,60,0.5994,0.6075,33.0831,34.5851,31.5811,跌破建仓日MA60止损
601939,建设银行,2012-10-19,2012-11-23,35,4,1,39469.00,39010.00,0.00,-0.011629,0.039352,0.048236,3.9918,60,1.0227,-0.0151,4.0971,4.2831,3.9111,换仓：让位给空间更大的600660
600660,福耀玻璃,2012-11-23,2012-11-27,4,1,1,30659.00,30272.00,0.00,-0.012623,0.018131,0.018131,7.0957,60,0.5813,0.7203,12.2658,12.8227,11.7089,跌破建仓日MA60止损
000022,,2012-12-04,2013-01-14,41,1,1,888.00,1002.00,0.00,0.128378,0.040936,0.040936,8.8022,60,0.9076,0.1092,9.8497,10.2969,9.4025,换仓：让位给空间更大的601088
600660,福耀玻璃,2012-12-05,2015-04-27,873,40,12,1526922.00,2376395.00,143600.00,0.556330,0.191886,0.184385,5.3515,60,0.5862,0.6598,12.2658,12.8227,11.7089,涨幅≥125%清空
