security_code,security_name,group,years,signals,complete,missing,signal_companies,complete_companies,median_return,mean_return,positive_fraction,max_company_fraction
600015,华夏银行,daily_top3,1,10,10,0,1,1,0.14895995506202386,0.13982217731718388,1,1.0
600016,民生银行,daily_top3,1,35,35,0,1,1,-0.13760831889081404,-0.13502904609594837,0.11428571428571428,1.0
600031,三一重工,daily_top3,1,65,64,1,1,1,0.12242895195482895,0.032492134283802376,0.65625,1.0
600036,招商银行,daily_top3,1,20,6,14,1,1,0.36110078325649897,0.283602315091716,0.8333333333333334,1.0
600066,宇通客车,daily_top3,1,184,164,20,1,1,0.19341109194028783,0.20819524002169565,0.8109756097560976,1.0
600176,中国巨石,daily_top3,1,82,82,0,1,1,-0.13128849413088728,-0.06471676779612293,0.2926829268292683,1.0
600188,兖矿能源,daily_top3,1,51,50,1,1,1,0.0661287705500323,0.1717814722908583,0.66,1.0
600309,万华化学,daily_top3,1,326,296,30,1,1,0.32386270832053954,0.43385621808042335,0.831081081081081,1.0
600426,华鲁恒升,daily_top3,1,4,4,0,1,1,0.6609738624494537,0.6661574263077416,1,1.0
600519,贵州茅台,daily_top3,1,31,31,0,1,1,0.4091134191007486,0.41984866693130934,1,1.0
600566,济川药业,daily_top3,1,20,20,0,1,1,-0.17921514926041204,-0.18393418091981834,0,1.0
600585,海螺水泥,daily_top3,1,533,532,1,1,1,0.1342888650896935,0.15123027788927984,0.6447368421052632,1.0
600660,福耀玻璃,daily_top3,1,193,191,2,1,1,0.05653799797847059,0.16072183683424884,0.6073298429319371,1.0
600690,海尔智家,daily_top3,1,16,16,0,1,1,0.5857991512164281,0.5852135371590853,1,1.0
600750,华润江中,daily_top3,1,12,12,0,1,1,0.2141055618440051,0.22001684921659254,1,1.0
600887,伊利股份,daily_top3,1,2,2,0,1,1,0.20726069013355874,0.20726069013355874,1,1.0
600897,厦门空港,daily_top3,1,106,106,0,1,1,-0.06779657965906921,0.020899970905279973,0.41509433962264153,1.0
600919,江苏银行,daily_top3,1,100,49,51,1,1,0.18947726686298627,0.25274075230861753,1,1.0
600926,杭州银行,daily_top3,1,1,0,1,1,0,,,,
600938,中国海油,daily_top3,1,217,178,39,1,1,0.4377762464866014,0.4473720953064406,0.9606741573033708,1.0
600970,中材国际,daily_top3,1,87,14,73,1,1,0.07740938260659747,0.07845079879593496,0.7857142857142857,1.0
601009,南京银行,daily_top3,1,69,67,2,1,1,0.13545080219108097,0.13953105000695573,0.9850746268656716,1.0
601077,渝农商行,daily_top3,1,25,25,0,1,1,0.19605633802816724,0.16173196469480708,0.8,1.0
601088,中国神华,daily_top3,1,631,603,28,1,1,0.26167624259005917,0.22886791501270745,0.7479270315091211,1.0
601166,兴业银行,daily_top3,1,114,102,12,1,1,0.21001512352768537,0.23497861214417978,0.9019607843137255,1.0
601169,北京银行,daily_top3,1,147,147,0,1,1,-0.007142486104617318,0.04259828661204115,0.42857142857142855,1.0
601187,厦门银行,daily_top3,1,31,31,0,1,1,0.3386266681545027,0.2920423269545583,0.967741935483871,1.0
601225,陕西煤业,daily_top3,1,273,273,0,1,1,0.35628325536549466,0.3724315555257212,0.8241758241758241,1.0
601229,上海银行,daily_top3,1,73,51,22,1,1,0.5006989258993684,0.43527711724891793,0.9803921568627451,1.0
601288,农业银行,daily_top3,1,115,115,0,1,1,0.3166862054681048,0.2843270605314178,0.9826086956521739,1.0
601328,交通银行,daily_top3,1,248,236,12,1,1,0.11169268591776427,0.16701434011557534,0.9322033898305084,1.0
601398,工商银行,daily_top3,1,112,105,7,1,1,0.21927466806321383,0.1945508962238599,0.6952380952380952,1.0
601577,长沙银行,daily_top3,1,1,0,1,1,0,,,,
601658,邮储银行,daily_top3,1,5,1,4,1,1,-0.03509320735444321,-0.03509320735444321,0,1.0
601665,齐鲁银行,daily_top3,1,6,0,6,1,0,,,,
601818,光大银行,daily_top3,1,32,28,4,1,1,-0.029505478346009806,0.05029273728217582,0.5,1.0
601825,沪农商行,daily_top3,1,99,95,4,1,1,0.024556501518962826,0.037798498423180976,0.6210526315789474,1.0
601838,成都银行,daily_top3,1,124,60,64,1,1,0.1011347577025159,0.1278479475280701,0.8666666666666667,1.0
601857,中国石油,daily_top3,1,29,29,0,1,1,0.07086644170297896,0.0988312962798863,1,1.0
601916,浙商银行,daily_top3,1,19,19,0,1,1,0.06584372977160813,0.01126132657434279,0.5789473684210527,1.0
601939,建设银行,daily_top3,1,85,76,9,1,1,0.3331568404115869,0.2789486271182603,0.8947368421052632,1.0
601963,重庆银行,daily_top3,1,14,5,9,1,1,0.002109581910873626,0.139714019290426,0.6,1.0
601988,中国银行,daily_top3,1,108,101,7,1,1,0.20500203873598255,0.2183298494867738,0.9603960396039604,1.0
601997,贵阳银行,daily_top3,1,3,3,0,1,1,-0.03906697004776927,-0.03920043419806999,0,1.0
601998,中信银行,daily_top3,1,15,10,5,1,1,0.3028436926852377,0.3030146789883724,1,1.0
603156,养元饮品,daily_top3,1,13,13,0,1,1,0.22242139030905528,0.1636714565581152,0.9230769230769231,1.0
603259,药明康德,daily_top3,1,1,1,0,1,1,1.4192318373062784,1.4192318373062784,1,1.0
603369,今世缘,daily_top3,1,2,0,2,1,0,,,,
603529,爱玛科技,daily_top3,1,1,0,1,1,0,,,,
603993,洛阳钼业,daily_top3,1,12,12,0,1,1,1.6891877366736883,1.647130920347486,1,1.0
688516,奥特维,daily_top3,1,48,21,27,1,1,0.17648037962025476,0.26278814674640205,1,1.0
000001,平安银行,segment_starts,1,58,40,18,1,1,0.10143815215505159,0.09282096872577832,0.825,1.0
000022,深赤湾A,segment_starts,1,16,16,0,1,1,0.045119829173537296,0.17705172254622598,0.5,1.0
000063,中兴通讯,segment_starts,1,2,2,0,1,1,0.2426249567017532,0.2426249567017532,1,1.0
000333,美的集团,segment_starts,1,50,50,0,1,1,0.4713981912956873,0.5591924629683312,0.86,1.0
000338,潍柴动力,segment_starts,1,302,296,6,1,1,0.2992877329664113,0.27986789962718017,0.7635135135135135,1.0
000423,东阿阿胶,segment_starts,1,4,4,0,1,1,0.06756731330219379,0.07669740284490667,1,1.0
000568,泸州老窖,segment_starts,1,11,11,0,1,1,0.0714196216013041,0.1747743655323244,1,1.0
000651,格力电器,segment_starts,1,296,264,32,1,1,0.22127559402696717,0.2981703922571581,0.8106060606060606,1.0
000661,长春高新,segment_starts,1,9,9,0,1,1,-0.12838725913122617,-0.16936920630436758,0,1.0
000786,北新建材,segment_starts,1,1,1,0,1,1,-0.13825245621741777,-0.13825245621741777,0,1.0
000792,盐湖股份,segment_starts,1,115,102,13,1,1,-0.16843907010156528,-0.05577231564172187,0.27450980392156865,1.0
000858,五 粮 液,segment_starts,1,16,16,0,1,1,0.4095405137430589,0.41520204375272257,1,1.0
000869,张  裕Ａ,segment_starts,1,3,3,0,1,1,0.4170440079230493,0.4476307632295386,1,1.0
000933,神火股份,segment_starts,1,220,160,60,1,1,0.05041761234129638,0.11899839197207526,0.59375,1.0
000999,华润三九,segment_starts,1,1,1,0,1,1,0.5985549931247316,0.5985549931247316,1,1.0
001872,招商港口,segment_starts,1,2,2,0,1,1,0.8978572012737086,0.8978572012737086,1,1.0
002001,新 和 成,segment_starts,1,19,18,1,1,1,-0.12750731720700936,-0.10259960510012196,0.2222222222222222,1.0
002024,ST易购,segment_starts,1,8,8,0,1,1,0.2892571203145604,0.43592540660841494,0.875,1.0
002128,电投能源,segment_starts,1,321,301,20,1,1,0.28267979638808405,0.23692111092268267,0.6810631229235881,1.0
002152,广电运通,segment_starts,1,11,11,0,1,1,0.4016190103146633,0.3953485542266875,1,1.0
002158,汉钟精机,segment_starts,1,2,2,0,1,1,0.5987120665798417,0.5987120665798417,1,1.0
002236,大华股份,segment_starts,1,13,13,0,1,1,0.15404454963721181,0.18679607212030633,1,1.0
002304,洋河股份,segment_starts,1,52,52,0,1,1,0.5465783130585311,0.4977097534708934,1,1.0
002466,天齐锂业,segment_starts,1,100,93,7,1,1,0.5050724637681188,0.8286322389652704,0.8172043010752689,1.0
002532,天山铝业,segment_starts,1,34,21,13,1,1,0.6218791833035449,0.6673443291273975,1,1.0
002648,卫星化学,segment_starts,1,14,4,10,1,1,0.21802274383078069,0.21382623677673596,1,1.0
002714,牧原股份,segment_starts,1,3,3,0,1,1,0.7182744765381255,0.7379118159242574,1,1.0
002833,弘亚数控,segment_starts,1,18,18,0,1,1,0.21191924806958506,0.17229267681744015,1,1.0
002841,视源股份,segment_starts,1,9,9,0,1,1,0.24145380626085444,0.25113702977923297,1,1.0
002966,苏州银行,segment_starts,1,4,0,4,1,0,,,,
300059,东方财富,segment_starts,1,4,3,1,1,1,1.1375329668936298,1.069761958360553,1,1.0
300316,晶盛机电,segment_starts,1,2,2,0,1,1,0.46454529599087835,0.46454529599087835,1,1.0
600000,浦发银行,segment_starts,1,11,10,1,1,1,-0.08329222940899605,0.0032418654662744297,0.1,1.0
600009,上海机场,segment_starts,1,4,4,0,1,1,1.063492326799719,1.0702464489098824,1,1.0
600015,华夏银行,segment_starts,1,8,8,0,1,1,0.14895995506202386,0.13627483434650184,1,1.0
600016,民生银行,segment_starts,1,27,27,0,1,1,-0.1361111111111103,-0.12755772737436985,0.1111111111111111,1.0
600031,三一重工,segment_starts,1,42,41,1,1,1,0.1279494207506473,0.06929966540252165,0.7073170731707317,1.0
600036,招商银行,segment_starts,1,17,6,11,1,1,0.36110078325649897,0.283602315091716,0.8333333333333334,1.0
600066,宇通客车,segment_starts,1,89,82,7,1,1,0.16448217704274493,0.17986631117565238,0.7682926829268293,1.0
600176,中国巨石,segment_starts,1,48,48,0,1,1,-0.11275339175745003,-0.017106042933085694,0.3541666666666667,1.0
600188,兖矿能源,segment_starts,1,31,30,1,1,1,0.05721228286301416,0.14451916407947002,0.6,1.0
600309,万华化学,segment_starts,1,174,152,22,1,1,0.28440201076258464,0.4147468296245671,0.8092105263157895,1.0
600426,华鲁恒升,segment_starts,1,4,4,0,1,1,0.6609738624494537,0.6661574263077416,1,1.0
600519,贵州茅台,segment_starts,1,17,17,0,1,1,0.3798282603392922,0.40295854679682835,1,1.0
600566,济川药业,segment_starts,1,13,13,0,1,1,-0.18303868117379518,-0.18266700705849404,0,1.0
600585,海螺水泥,segment_starts,1,209,209,0,1,1,0.2706095986164718,0.1943656863417131,0.7081339712918661,1.0
600660,福耀玻璃,segment_starts,1,107,107,0,1,1,0.05701059726967106,0.187801277643485,0.6261682242990654,1.0
600690,海尔智家,segment_starts,1,7,7,0,1,1,0.6088697393045208,0.5998078517252516,1,1.0
600750,华润江中,segment_starts,1,9,9,0,1,1,0.21901208155226382,0.22790231116714504,1,1.0
600887,伊利股份,segment_starts,1,1,1,0,1,1,0.23440712816998044,0.23440712816998044,1,1.0
600897,厦门空港,segment_starts,1,66,66,0,1,1,0.001827459006726817,0.04197789971855251,0.5,1.0
600919,江苏银行,segment_starts,1,69,39,30,1,1,0.1784413407993748,0.22847386950529855,1,1.0
600926,杭州银行,segment_starts,1,1,0,1,1,0,,,,
600938,中国海油,segment_starts,1,112,90,22,1,1,0.45698969368144793,0.4372068076318033,0.9222222222222223,1.0
600970,中材国际,segment_starts,1,48,10,38,1,1,0.07510186476020941,0.04343477561295929,0.7,1.0
601009,南京银行,segment_starts,1,46,44,2,1,1,0.13894920995155313,0.14571725096442092,0.9772727272727273,1.0
601077,渝农商行,segment_starts,1,16,16,0,1,1,0.04002893590945589,0.13752097941549773,0.6875,1.0
601088,中国神华,segment_starts,1,283,280,3,1,1,0.328280359330959,0.2776940642645164,0.8071428571428572,1.0
601166,兴业银行,segment_starts,1,63,56,7,1,1,0.16350043999459696,0.2158656896322063,0.875,1.0
601169,北京银行,segment_starts,1,97,97,0,1,1,-0.011952556837734107,0.03485825891303131,0.41237113402061853,1.0
601187,厦门银行,segment_starts,1,22,22,0,1,1,0.34134522683219826,0.27337690767032524,0.9545454545454546,1.0
601225,陕西煤业,segment_starts,1,138,138,0,1,1,0.4369718889742287,0.40107218147363166,0.8043478260869565,1.0
601229,上海银行,segment_starts,1,47,34,13,1,1,0.51739908080807,0.43731086249793294,0.9705882352941176,1.0
601288,农业银行,segment_starts,1,67,67,0,1,1,0.32610366104483934,0.29382233691017123,0.9701492537313433,1.0
601328,交通银行,segment_starts,1,141,132,9,1,1,0.10756659032826321,0.16600868785637232,0.8863636363636364,1.0
601398,工商银行,segment_starts,1,73,69,4,1,1,0.23988290398126444,0.2140254321419436,0.7246376811594203,1.0
601577,长沙银行,segment_starts,1,1,0,1,1,0,,,,
601658,邮储银行,segment_starts,1,4,1,3,1,1,-0.03509320735444321,-0.03509320735444321,0,1.0
601665,齐鲁银行,segment_starts,1,4,0,4,1,0,,,,
601818,光大银行,segment_starts,1,30,27,3,1,1,0.001588793412102385,0.05788678143891237,0.5185185185185185,1.0
601825,沪农商行,segment_starts,1,55,52,3,1,1,0.01955734663467401,0.04144876543510754,0.5961538461538461,1.0
601838,成都银行,segment_starts,1,80,43,37,1,1,0.10217880908532884,0.12561177806829857,0.8604651162790697,1.0
601857,中国石油,segment_starts,1,15,15,0,1,1,0.08408602175751367,0.1404914866810968,1,1.0
601916,浙商银行,segment_starts,1,11,11,0,1,1,0.057394264829208286,0.0003460993518160144,0.5454545454545454,1.0
601939,建设银行,segment_starts,1,59,54,5,1,1,0.33945344916317244,0.28882756044768804,0.9259259259259259,1.0
601963,重庆银行,segment_starts,1,11,5,6,1,1,0.002109581910873626,0.139714019290426,0.6,1.0
601988,中国银行,segment_starts,1,77,73,4,1,1,0.2671201201201181,0.22844633955904586,0.9452054794520548,1.0
601997,贵阳银行,segment_starts,1,3,3,0,1,1,-0.03906697004776927,-0.03920043419806999,0,1.0
601998,中信银行,segment_starts,1,9,5,4,1,1,0.31393806513811984,0.3084089062378582,1,1.0
603156,养元饮品,segment_starts,1,10,10,0,1,1,0.23313698330558907,0.1653544770481788,0.9,1.0
603259,药明康德,segment_starts,1,1,1,0,1,1,1.4192318373062784,1.4192318373062784,1,1.0
603369,今世缘,segment_starts,1,1,0,1,1,0,,,,
603529,爱玛科技,segment_starts,1,1,0,1,1,0,,,,
603993,洛阳钼业,segment_starts,1,7,7,0,1,1,1.6978819521864361,1.6439990054524742,1,1.0
688516,奥特维,segment_starts,1,24,10,14,1,1,0.1973846176188887,0.29630279747059285,1,1.0
000001,平安银行,quarterly_top3,1,3,3,0,1,1,0.17753670399588506,0.15029560410783338,1,1.0
000022,深赤湾A,quarterly_top3,1,1,1,0,1,1,-0.06344015696533545,-0.06344015696533545,0,1.0
000333,美的集团,quarterly_top3,1,1,1,0,1,1,0.91520684044338,0.91520684044338,1,1.0
000338,潍柴动力,quarterly_top3,1,10,10,0,1,1,0.3318958998856203,0.2847757200457728,0.9,1.0
000651,格力电器,quarterly_top3,1,11,9,2,1,1,0.18165892625595337,0.2484327634569983,0.7777777777777778,1.0
000661,长春高新,quarterly_top3,1,1,1,0,1,1,-0.12340028953112858,-0.12340028953112858,0,1.0
000792,盐湖股份,quarterly_top3,1,1,1,0,1,1,0.26825127334465204,0.26825127334465204,1,1.0
000858,五 粮 液,quarterly_top3,1,1,1,0,1,1,0.4074836153025423,0.4074836153025423,1,1.0
000933,神火股份,quarterly_top3,1,8,6,2,1,1,-0.061829745706314054,-0.015057272374405664,0.3333333333333333,1.0
002128,电投能源,quarterly_top3,1,10,10,0,1,1,0.35260623351031894,0.27925120111837554,0.8,1.0
002152,广电运通,quarterly_top3,1,1,1,0,1,1,0.44821272885789054,0.44821272885789054,1,1.0
002236,大华股份,quarterly_top3,1,1,1,0,1,1,0.302546807945008,0.302546807945008,1,1.0
002466,天齐锂业,quarterly_top3,1,5,5,0,1,1,0.35702746365104976,0.4076693800489689,0.6,1.0
002532,天山铝业,quarterly_top3,1,1,1,0,1,1,0.27347326062732624,0.27347326062732624,1,1.0
600015,华夏银行,quarterly_top3,1,1,1,0,1,1,0.1188440603136498,0.1188440603136498,1,1.0
600016,民生银行,quarterly_top3,1,1,1,0,1,1,-0.08221275647985604,-0.08221275647985604,0,1.0
600031,三一重工,quarterly_top3,1,3,3,0,1,1,0.13784797025736406,-0.0022151126468088846,0.6666666666666666,1.0
600036,招商银行,quarterly_top3,1,1,0,1,1,0,,,,
600066,宇通客车,quarterly_top3,1,3,3,0,1,1,0.24668747789066026,0.12332559999080772,0.6666666666666666,1.0
600188,兖矿能源,quarterly_top3,1,1,1,0,1,1,-0.14601011468679037,-0.14601011468679037,0,1.0
600309,万华化学,quarterly_top3,1,6,5,1,1,1,0.20170237879232134,0.3115326514918528,1,1.0
600585,海螺水泥,quarterly_top3,1,11,11,0,1,1,0.3774490429798023,0.17164557658278723,0.5454545454545454,1.0
600660,福耀玻璃,quarterly_top3,1,1,1,0,1,1,1.1221648965472322,1.1221648965472322,1,1.0
600897,厦门空港,quarterly_top3,1,3,3,0,1,1,-0.09080241092188324,-0.047804921707232606,0.3333333333333333,1.0
600938,中国海油,quarterly_top3,1,5,4,1,1,1,0.4945070213120044,0.5114756377611046,1,1.0
600970,中材国际,quarterly_top3,1,1,0,1,1,0,,,,
601088,中国神华,quarterly_top3,1,10,10,0,1,1,0.3703185384830261,0.25299145145437635,0.8,1.0
601166,兴业银行,quarterly_top3,1,2,2,0,1,1,0.32326673023608266,0.32326673023608266,1,1.0
601169,北京银行,quarterly_top3,1,5,5,0,1,1,-0.011147942966124536,0.0007648812095554236,0.4,1.0
601225,陕西煤业,quarterly_top3,1,3,3,0,1,1,0.3021201413427568,0.39852073752687617,1,1.0
601229,上海银行,quarterly_top3,1,2,1,1,1,1,0.5530147969493509,0.5530147969493509,1,1.0
601288,农业银行,quarterly_top3,1,4,4,0,1,1,0.3628348644710542,0.313484933620505,1,1.0
601328,交通银行,quarterly_top3,1,6,6,0,1,1,0.11375334885754718,0.17226824381225644,0.8333333333333334,1.0
601398,工商银行,quarterly_top3,1,2,2,0,1,1,0.06593905008900175,0.06593905008900175,0.5,1.0
601825,沪农商行,quarterly_top3,1,2,2,0,1,1,-0.016116126691245847,-0.016116126691245847,0.5,1.0
601838,成都银行,quarterly_top3,1,2,1,1,1,1,0.0354062568472302,0.0354062568472302,1,1.0
601857,中国石油,quarterly_top3,1,1,1,0,1,1,0.08335434073588122,0.08335434073588122,1,1.0
601939,建设银行,quarterly_top3,1,1,1,0,1,1,0.33045663956639526,0.33045663956639526,1,1.0
601988,中国银行,quarterly_top3,1,2,2,0,1,1,0.213529649435531,0.213529649435531,1,1.0
000022,深赤湾A,annual_top3,1,1,1,0,1,1,-0.06344015696533545,-0.06344015696533545,0,1.0
000338,潍柴动力,annual_top3,1,1,1,0,1,1,-0.2791085036233074,-0.2791085036233074,0,1.0
000651,格力电器,annual_top3,1,2,1,1,1,1,0.18165892625595337,0.18165892625595337,1,1.0
000933,神火股份,annual_top3,1,2,1,1,1,1,-0.23417721518987178,-0.23417721518987178,0,1.0
002128,电投能源,annual_top3,1,3,3,0,1,1,0.36258072274204833,0.35874192386672027,1,1.0
002466,天齐锂业,annual_top3,1,3,3,0,1,1,0.35702746365104976,0.41580905460391976,0.6666666666666666,1.0
600066,宇通客车,annual_top3,1,2,2,0,1,1,0.2644395432203436,0.2644395432203436,1,1.0
600309,万华化学,annual_top3,1,1,1,0,1,1,0.23843342108979537,0.23843342108979537,1,1.0
600585,海螺水泥,annual_top3,1,2,2,0,1,1,-0.25229959703220173,-0.25229959703220173,0,1.0
600938,中国海油,annual_top3,1,1,1,0,1,1,0.43762789780760625,0.43762789780760625,1,1.0
600970,中材国际,annual_top3,1,1,0,1,1,0,,,,
601088,中国神华,annual_top3,1,1,1,0,1,1,-0.2892075108069774,-0.2892075108069774,0,1.0
601166,兴业银行,annual_top3,1,1,1,0,1,1,0.16350043999459696,0.16350043999459696,1,1.0
601169,北京银行,annual_top3,1,3,3,0,1,1,-0.011147942966124536,-0.0009718985980780767,0.3333333333333333,1.0
601225,陕西煤业,annual_top3,1,1,1,0,1,1,0.11429761400536864,0.11429761400536864,1,1.0
601288,农业银行,annual_top3,1,2,2,0,1,1,0.2156143777281313,0.2156143777281313,1,1.0
601328,交通银行,annual_top3,1,1,1,0,1,1,0.3136011356660511,0.3136011356660511,1,1.0
601825,沪农商行,annual_top3,1,1,1,0,1,1,0.046590825282104564,0.046590825282104564,1,1.0
601838,成都银行,annual_top3,1,1,1,0,1,1,0.0354062568472302,0.0354062568472302,1,1.0
601857,中国石油,annual_top3,1,1,1,0,1,1,0.08335434073588122,0.08335434073588122,1,1.0
000001,平安银行,ma60_episodes,1,10,6,4,1,1,0.10031752633176094,0.10215438085828676,0.6666666666666666,1.0
000022,深赤湾A,ma60_episodes,1,7,7,0,1,1,0.09366197183098746,0.15829359933580306,0.5714285714285714,1.0
000063,中兴通讯,ma60_episodes,1,1,1,0,1,1,0.22963694004958102,0.22963694004958102,1,1.0
000333,美的集团,ma60_episodes,1,5,5,0,1,1,0.4525303620072627,0.5122307292944027,1,1.0
000338,潍柴动力,ma60_episodes,1,50,49,1,1,1,0.2691943378135344,0.24331687168249078,0.7755102040816326,1.0
000423,东阿阿胶,ma60_episodes,1,2,2,0,1,1,0.09328901619510499,0.09328901619510499,1,1.0
000568,泸州老窖,ma60_episodes,1,3,3,0,1,1,0.44096051998074115,0.34979565594903766,1,1.0
000651,格力电器,ma60_episodes,1,35,26,9,1,1,0.26042898571200457,0.3141028502213085,0.7692307692307693,1.0
000661,长春高新,ma60_episodes,1,2,2,0,1,1,-0.2279504137863086,-0.2279504137863086,0,1.0
000786,北新建材,ma60_episodes,1,1,1,0,1,1,-0.13825245621741777,-0.13825245621741777,0,1.0
000792,盐湖股份,ma60_episodes,1,17,16,1,1,1,-0.009887762617954099,0.2586221375297589,0.375,1.0
000858,五 粮 液,ma60_episodes,1,2,2,0,1,1,0.48458169785866645,0.48458169785866645,1,1.0
000869,张  裕Ａ,ma60_episodes,1,2,2,0,1,1,0.4012934903003439,0.4012934903003439,1,1.0
000933,神火股份,ma60_episodes,1,18,18,0,1,1,0.1326890897873263,0.13925177515765383,0.7222222222222222,1.0
000999,华润三九,ma60_episodes,1,1,1,0,1,1,0.5985549931247316,0.5985549931247316,1,1.0
001872,招商港口,ma60_episodes,1,1,1,0,1,1,0.8965681456158059,0.8965681456158059,1,1.0
002001,新 和 成,ma60_episodes,1,4,3,1,1,1,-0.07621953942569548,-0.0663607116505565,0.3333333333333333,1.0
002024,ST易购,ma60_episodes,1,4,4,0,1,1,0.7391312802881219,0.6572062093204163,1,1.0
002128,电投能源,ma60_episodes,1,52,45,7,1,1,0.3135984015180959,0.3255954481277615,0.8,1.0
002152,广电运通,ma60_episodes,1,5,5,0,1,1,0.4016190103146633,0.39565217808500897,1,1.0
002158,汉钟精机,ma60_episodes,1,2,2,0,1,1,0.5987120665798417,0.5987120665798417,1,1.0
002236,大华股份,ma60_episodes,1,4,4,0,1,1,0.2282956787911099,0.2465772813768008,1,1.0
002304,洋河股份,ma60_episodes,1,8,8,0,1,1,0.47942339104451226,0.5129202073028902,1,1.0
002466,天齐锂业,ma60_episodes,1,10,10,0,1,1,0.6124138630437999,0.8537868965776733,0.6,1.0
002532,天山铝业,ma60_episodes,1,4,4,0,1,1,0.861347282046645,0.8867742648692771,1,1.0
002648,卫星化学,ma60_episodes,1,2,1,1,1,1,0.2196452401593596,0.2196452401593596,1,1.0
002714,牧原股份,ma60_episodes,1,1,1,0,1,1,0.6968667580301122,0.6968667580301122,1,1.0
002833,弘亚数控,ma60_episodes,1,4,4,0,1,1,0.21350193337279222,0.20827538848435828,1,1.0
002841,视源股份,ma60_episodes,1,1,1,0,1,1,0.275540865384617,0.275540865384617,1,1.0
002966,苏州银行,ma60_episodes,1,2,0,2,1,0,,,,
300059,东方财富,ma60_episodes,1,2,1,1,1,1,1.2180685947910348,1.2180685947910348,1,1.0
300316,晶盛机电,ma60_episodes,1,1,1,0,1,1,0.49914813969413596,0.49914813969413596,1,1.0
600000,浦发银行,ma60_episodes,1,6,5,1,1,1,-0.06750457648195396,0.1386387446906836,0.2,1.0
