date,security_code,action,shares,price,amount,pv_ratio,intrinsic_value,reason,security_name
2014-11-04,000933,买入,30800,4.870,149996,0.3477,13.461,首次建仓,神火股份
2014-11-04,600031,买入,22800,6.560,149568,0.5871,10.390,首次建仓,三一重工
2014-11-04,002128,买入,17300,8.670,149991,0.5983,14.323,首次建仓,电投能源
2014-11-04,600188,买入,16400,9.130,149732,0.7682,11.703,首次建仓,
2014-11-04,600309,买入,8300,17.870,148321,0.7747,23.223,首次建仓,万华化学
2014-11-04,600660,买入,13900,10.790,149981,0.8087,13.664,首次建仓,福耀玻璃
2014-11-04,600000,买入,14800,10.070,149036,0.9402,10.806,首次建仓,
2014-11-04,601818,买入,51500,2.910,149865,1.0404,2.816,首次建仓,
2014-11-05,000933,买入,31700,4.700,148990,0.3618,13.461,定投加仓,神火股份
2014-11-05,002128,买入,17600,8.430,148368,0.6053,14.323,定投加仓,电投能源
2014-11-05,600031,买入,23200,6.400,148480,0.6313,10.390,定投加仓,三一重工
2014-11-05,600309,买入,8100,18.220,147582,0.7695,23.223,定投加仓,万华化学
2014-11-05,600188,买入,16700,8.920,148964,0.7801,11.703,定投加仓,
2014-11-05,600660,买入,14000,10.610,148540,0.7897,13.664,定投加仓,福耀玻璃
2014-11-05,601398,买入,41600,3.580,148928,0.8495,4.285,首次建仓,工商银行
2014-11-05,600000,买入,14900,9.990,148851,0.9318,10.806,定投加仓,
2014-11-05,601818,买入,51900,2.870,148953,1.0333,2.816,定投加仓,
2014-11-06,000933,买入,31800,4.680,148824,0.3491,13.461,定投加仓,神火股份
2014-11-06,002128,买入,17800,8.340,148452,0.5885,14.323,定投加仓,电投能源
2014-11-06,600031,买入,23400,6.340,148356,0.6159,10.390,定投加仓,三一重工
2014-11-06,600188,买入,16800,8.820,148176,0.7622,11.703,定投加仓,
2014-11-06,600660,买入,13500,10.990,148365,0.7765,13.664,定投加仓,福耀玻璃
2014-11-06,600309,买入,8200,17.940,147108,0.7846,23.223,定投加仓,万华化学
2014-11-06,601398,买入,41600,3.570,148512,0.8355,4.285,定投加仓,工商银行
2014-11-06,600000,买入,14800,10.030,148444,0.9244,10.806,定投加仓,
2014-11-06,601818,买入,51800,2.870,148666,1.0191,2.816,定投加仓,
2014-11-06,600009,买入,9500,15.510,147345,1.0396,14.997,首次建仓,
2014-11-07,000933,买入,31900,4.650,148335,0.3477,13.461,定投加仓,神火股份
2014-11-07,002128,买入,18000,8.240,148320,0.5823,14.323,定投加仓,电投能源
2014-11-07,600031,买入,23700,6.250,148125,0.6102,10.390,定投加仓,三一重工
2014-11-07,600188,买入,16700,8.880,148296,0.7536,11.703,定投加仓,
2014-11-07,600309,买入,8200,17.960,147272,0.7725,23.223,定投加仓,万华化学
2014-11-07,600660,买入,13700,10.820,148234,0.8043,13.664,定投加仓,福耀玻璃
2014-11-07,601398,买入,20100,3.570,71757,0.8332,4.285,定投加仓,工商银行
2014-11-10,000933,买入,18400,4.750,87400,0.3454,13.461,定投加仓,神火股份
2014-11-12,000933,买入,11300,4.780,54014,0.3469,13.461,定投加仓,神火股份
2014-11-12,601288,买入,100,2.650,265,0.9282,2.898,首次建仓,农业银行
2014-11-21,601818,卖出,51600,2.930,151188,,,换仓·减一档：让位给000792,
2014-11-21,000933,买入,9600,4.600,44160,0.3395,13.461,定投加仓,神火股份
2014-11-24,000933,买入,11700,4.770,55809,0.3417,13.461,定投加仓,神火股份
2014-11-25,000933,买入,18400,4.960,91264,0.3543,13.461,定投加仓,神火股份
2014-11-25,601288,买入,100,2.610,261,0.8833,2.898,定投加仓,农业银行
2014-11-26,000933,买入,6200,4.980,30876,0.3685,13.461,定投加仓,神火股份
2014-11-26,601288,买入,100,2.660,266,0.9006,2.898,定投加仓,农业银行
2014-11-27,000933,买入,12500,5.060,63250,0.3699,13.461,定投加仓,神火股份
2014-11-27,601288,买入,100,2.690,269,0.9178,2.898,定投加仓,农业银行
2014-11-28,000933,买入,14200,5.050,71710,0.3759,13.461,定投加仓,神火股份
2014-11-28,601288,买入,100,2.850,285,0.9282,2.898,定投加仓,农业银行
2014-12-01,600309,卖出,10100,17.970,181497,,,换仓·减一档：让位给601088,万华化学
2014-12-01,000933,买入,35100,5.160,181116,0.3751,13.461,定投加仓,神火股份
2014-12-01,601088,买入,5300,16.350,86655,0.4659,34.319,首次建仓,中国神华
2014-12-02,000933,买入,18400,5.190,95496,0.3833,13.461,定投加仓,神火股份
2014-12-03,000933,买入,10100,5.400,54540,0.3855,13.461,定投加仓,神火股份
2014-12-04,000933,买入,35900,5.940,213246,0.4011,13.461,定投加仓,神火股份
2014-12-04,601088,买入,3400,18.580,63172,0.5003,34.319,定投加仓,中国神华
2014-12-08,000933,买入,16900,5.950,100555,0.4375,13.461,定投加仓,神火股份
2014-12-19,000933,买入,15500,5.930,91915,0.4257,13.461,定投加仓,神火股份
2014-12-19,601398,买入,100,4.410,441,0.9721,4.475,定投加仓,工商银行
2014-12-22,000933,买入,28400,6.150,174660,0.4405,13.461,定投加仓,神火股份
