year,member_price_days,with_pv_days,share
2012,60198,52390,0.870
2013,92980,80029,0.861
2014,94218,83870,0.890
2015,94215,81628,0.866
2016,95660,80159,0.838
2017,96285,78059,0.811
2018,96654,77274,0.799
2019,98182,79814,0.813
2020,99952,77249,0.773
2021,100557,76408,0.760
2022,99924,80222,0.803
2023,100313,79405,0.792
2024,101525,82987,0.817
2025,100145,85023,0.849
2026,67950,57389,0.845

rejected_reason,count
股数不可得（无稀释加权股数/期末股数标签）,185
正常化每股 NOPAT 非正,161
最新报告口径 NOPAT 不可得（息税前利润或税率缺失）,156
母公司权益非正，股数法无法折每股,113
结构断点 2019-12-31 之后财年仅 1 < 要求 3,111
结构断点 2016-12-31 之后财年仅 1 < 要求 3,100
结构断点 2020-12-31 之后财年仅 1 < 要求 3,99
结构断点 2023-12-31 之后财年仅 1 < 要求 3,97
结构断点 2021-12-31 之后财年仅 1 < 要求 3,96
结构断点 2022-12-31 之后财年仅 1 < 要求 3,95
结构断点 2018-12-31 之后财年仅 1 < 要求 3,83
结构断点 2015-12-31 之后财年仅 1 < 要求 3,81
结构断点 2017-12-31 之后财年仅 1 < 要求 3,78
结构断点 2024-12-31 之后财年仅 1 < 要求 3,72
结构断点 2025-12-31 之后财年仅 1 < 要求 3,55
结构断点 2019-12-31 之后财年仅 2 < 要求 3,45
结构断点 2014-12-31 之后财年仅 1 < 要求 3,42
结构断点 2020-12-31 之后财年仅 2 < 要求 3,42
结构断点 2018-12-31 之后财年仅 2 < 要求 3,34
结构断点 2011-12-31 之后财年仅 1 < 要求 3,32
结构断点 2017-12-31 之后财年仅 2 < 要求 3,32
最新报告口径 NOPAT=-0.01b ≤ 0：息税前利润非,31
结构断点 2016-12-31 之后财年仅 2 < 要求 3,29
结构断点 2013-12-31 之后财年仅 1 < 要求 3,29
结构断点 2021-12-31 之后财年仅 2 < 要求 3,28
结构断点 2022-12-31 之后财年仅 2 < 要求 3,26
结构断点 2011-12-31 之后财年仅 2 < 要求 3,25
结构断点 2012-12-31 之后财年仅 1 < 要求 3,25
最新报告口径 NOPAT=-0.04b ≤ 0：息税前利润非,24
结构断点 2014-12-31 之后财年仅 2 < 要求 3,20
结构断点 2008-12-31 之后财年仅 2 < 要求 3,20
结构断点 2010-12-31 之后财年仅 1 < 要求 3,20
结构断点 2023-12-31 之后财年仅 2 < 要求 3,20
最新报告口径 NOPAT=-0.06b ≤ 0：息税前利润非,18
最新报告口径 NOPAT=-0.02b ≤ 0：息税前利润非,18
最新报告口径 NOPAT=-0.07b ≤ 0：息税前利润非,18
三大报表年份仅 2 < 要求 3 年,18
最新报告口径 NOPAT=-0.03b ≤ 0：息税前利润非,17
结构断点 2012-12-31 之后财年仅 2 < 要求 3,16
最新报告口径 NOPAT=-0.30b ≤ 0：息税前利润非,15
最新报告口径 NOPAT=-0.17b ≤ 0：息税前利润非,14
最新报告口径 NOPAT=-0.16b ≤ 0：息税前利润非,14
最新报告口径 NOPAT=-0.11b ≤ 0：息税前利润非,14
结构断点 2015-12-31 之后财年仅 2 < 要求 3,13
结构断点 2022-09-30 之后财年仅 1 < 要求 3,13
最新报告口径 NOPAT=-0.18b ≤ 0：息税前利润非,12
最新报告口径 NOPAT=-0.20b ≤ 0：息税前利润非,12
结构断点 2009-12-31 之后财年仅 1 < 要求 3,12
最新报告口径 NOPAT=-0.14b ≤ 0：息税前利润非,12
三大报表年份仅 1 < 要求 3 年,12
最新报告口径 NOPAT=-0.23b ≤ 0：息税前利润非,11
最新报告口径 NOPAT=-0.12b ≤ 0：息税前利润非,11
最新报告口径 NOPAT=-0.19b ≤ 0：息税前利润非,11
最新报告口径 NOPAT=-0.22b ≤ 0：息税前利润非,11
结构断点 2021-09-30 之后财年仅 1 < 要求 3,11
最新报告口径 NOPAT=-0.21b ≤ 0：息税前利润非,10
最新报告口径 NOPAT=-0.09b ≤ 0：息税前利润非,10
最新报告口径 NOPAT=-0.05b ≤ 0：息税前利润非,10
最新报告口径 NOPAT=-0.57b ≤ 0：息税前利润非,10
最新报告口径 NOPAT=-0.10b ≤ 0：息税前利润非,9
最新报告口径 NOPAT=-0.15b ≤ 0：息税前利润非,9
最新报告口径 NOPAT=-0.26b ≤ 0：息税前利润非,9
最新报告口径 NOPAT=-0.24b ≤ 0：息税前利润非,9
最新报告口径 NOPAT=-0.08b ≤ 0：息税前利润非,9
最新报告口径 NOPAT=-0.44b ≤ 0：息税前利润非,8
最新报告口径 NOPAT=-0.37b ≤ 0：息税前利润非,8
最新报告口径 NOPAT=-0.25b ≤ 0：息税前利润非,8
结构断点 2010-12-31 之后财年仅 2 < 要求 3,8
最新报告口径 NOPAT=-0.41b ≤ 0：息税前利润非,8
结构断点 2024-12-29 之后财年仅 1 < 要求 3,8
最新报告口径 NOPAT=-0.39b ≤ 0：息税前利润非,8
最新报告口径 NOPAT=-0.54b ≤ 0：息税前利润非,8
结构断点 2024-02-02 之后财年仅 1 < 要求 3,8
结构断点 2025-01-31 之后财年仅 1 < 要求 3,8
最新报告口径 NOPAT=-0.40b ≤ 0：息税前利润非,8
最新报告口径 NOPAT=-0.82b ≤ 0：息税前利润非,8
结构断点 2023-06-30 之后财年仅 1 < 要求 3,8
结构断点 2020-01-31 之后财年仅 1 < 要求 3,8
结构断点 2020-01-31 之后财年仅 2 < 要求 3,8
结构断点 2023-09-30 之后财年仅 1 < 要求 3,8
结构断点 2024-09-30 之后财年仅 1 < 要求 3,8
结构断点 2025-09-30 之后财年仅 1 < 要求 3,8
结构断点 2023-03-31 之后财年仅 1 < 要求 3,8
结构断点 2020-09-30 之后财年仅 1 < 要求 3,8
结构断点 2015-03-28 之后财年仅 2 < 要求 3,8
最新报告口径 NOPAT=-0.31b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-0.38b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-0.13b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-0.49b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-1.20b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-0.45b ≤ 0：息税前利润非,7
最新报告口径 NOPAT=-1.90b ≤ 0：息税前利润非,6
最新报告口径 NOPAT=-0.53b ≤ 0：息税前利润非,6
最新报告口径 NOPAT=-0.43b ≤ 0：息税前利润非,6
最新报告口径 NOPAT=-0.81b ≤ 0：息税前利润非,6
结构断点 2023-02-03 之后财年仅 1 < 要求 3,6
最新报告口径 NOPAT=-0.27b ≤ 0：息税前利润非,6
最新报告口径 NOPAT=-0.00b ≤ 0：息税前利润非,6
最新报告口径 NOPAT=-4.31b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.76b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-1.79b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.29b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-1.01b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.48b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-1.69b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.59b ≤ 0：息税前利润非,5
结构断点 2019-10-31 之后财年仅 1 < 要求 3,5
结构断点 2026-01-30 之后财年仅 1 < 要求 3,5
最新报告口径 NOPAT=-1.14b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.84b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.83b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.34b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.51b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.75b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.46b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.47b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.36b ≤ 0：息税前利润非,5
结构断点 2023-10-01 之后财年仅 1 < 要求 3,5
最新报告口径 NOPAT=-0.28b ≤ 0：息税前利润非,5
最新报告口径 NOPAT=-0.85b ≤ 0：息税前利润非,4
结构断点 2012-12-29 之后财年仅 1 < 要求 3,4
结构断点 2012-12-29 之后财年仅 2 < 要求 3,4
结构断点 2015-12-26 之后财年仅 1 < 要求 3,4
最新报告口径 NOPAT=-2.17b ≤ 0：息税前利润非,4
结构断点 2017-04-30 之后财年仅 1 < 要求 3,4
结构断点 2017-04-30 之后财年仅 2 < 要求 3,4
结构断点 2021-10-30 之后财年仅 1 < 要求 3,4
结构断点 2021-10-30 之后财年仅 2 < 要求 3,4
最新报告口径 NOPAT=-1.52b ≤ 0：息税前利润非,4
结构断点 2009-06-30 之后财年仅 2 < 要求 3,4
结构断点 2011-06-30 之后财年仅 1 < 要求 3,4
结构断点 2012-06-30 之后财年仅 1 < 要求 3,4
结构断点 2012-06-30 之后财年仅 2 < 要求 3,4
最新报告口径 NOPAT=-0.58b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.74b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.89b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.35b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.52b ≤ 0：息税前利润非,4
结构断点 2016-10-31 之后财年仅 1 < 要求 3,4
结构断点 2017-10-31 之后财年仅 1 < 要求 3,4
结构断点 2018-10-31 之后财年仅 1 < 要求 3,4
结构断点 2020-10-31 之后财年仅 1 < 要求 3,4
结构断点 2021-10-31 之后财年仅 1 < 要求 3,4
结构断点 2022-10-31 之后财年仅 1 < 要求 3,4
结构断点 2023-10-31 之后财年仅 1 < 要求 3,4
结构断点 2024-10-31 之后财年仅 1 < 要求 3,4
结构断点 2025-10-31 之后财年仅 1 < 要求 3,4
结构断点 2022-01-28 之后财年仅 1 < 要求 3,4
最新报告口径 NOPAT=-0.42b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.87b ≤ 0：息税前利润非,4
最新报告口径 NOPAT=-0.78b ≤ 0：息税前利润非,4
