cik,filed,effective,status,reason,value,period,rf,shares,split_adj,split_note
0000827052,2015-07-30,2015-07-29,ok,,115.8353,2015-06-30,0.0228,328000000,1.000000,
0000827052,2015-10-27,2015-10-26,ok,,111.6029,2015-09-30,0.0205,328000000,1.000000,
0000827052,2016-02-23,2016-02-22,ok,,95.5771,2015-12-31,0.0174,329000000,1.000000,
0000827052,2016-05-02,2016-04-29,ok,,92.3601,2016-03-31,0.0188,328000000,1.000000,
0000827052,2016-07-28,2016-07-27,ok,,96.5299,2016-06-30,0.0152,329000000,1.000000,
0000827052,2016-11-01,2016-10-31,ok,,94.5713,2016-09-30,0.0183,329000000,1.000000,
0000827052,2017-02-21,2017-02-17,ok,,62.9742,2016-12-31,0.0243,330000000,1.000000,
0000827052,2017-05-01,2017-04-28,ok,,64.7474,2017-03-31,0.0233,329000000,1.000000,
0000827052,2017-07-27,2017-07-26,ok,,64.8364,2017-06-30,0.0232,329000000,1.000000,
0000827052,2017-10-30,2017-10-27,ok,,66.5107,2017-09-30,0.0237,328000000,1.000000,
0000827052,2018-02-22,2018-02-21,ok,,59.0529,2017-12-31,0.0292,328000000,1.000000,
0000827052,2018-05-01,2018-04-30,ok,,57.0807,2018-03-31,0.0297,327000000,1.000000,
0000827052,2018-07-26,2018-07-25,ok,,56.9380,2018-06-30,0.0298,327000000,1.000000,
0000827052,2018-10-30,2018-10-29,ok,,55.3177,2018-09-30,0.0312,327000000,1.000000,
0000827052,2019-02-28,2019-02-27,rejected,最新报告口径 NOPAT=-0.44b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2018-12-31,0.0273,326000000,,
0000827052,2019-04-30,2019-04-29,rejected,最新报告口径 NOPAT=-0.42b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2019-03-31,0.0251,327000000,,
0000827052,2019-07-25,2019-07-24,rejected,最新报告口径 NOPAT=-0.36b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2019-06-30,0.0208,327000000,,
0000827052,2019-10-29,2019-10-28,rejected,最新报告口径 NOPAT=-0.44b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2019-09-30,0.0184,349000000,,
0000827052,2020-02-27,2020-02-26,ok,,45.7976,2019-12-31,0.0130,341000000,1.000000,
0000827052,2020-04-30,2020-04-29,ok,,42.3594,2020-03-31,0.0064,364000000,1.000000,
0000827052,2020-07-28,2020-07-27,ok,,41.7676,2020-06-30,0.0059,376000000,1.000000,
0000827052,2020-07-30,2020-07-29,ok,,41.9892,2020-06-30,0.0055,376000000,1.000000,
0000827052,2020-10-27,2020-10-26,ok,,45.6503,2020-09-30,0.0079,378000000,1.000000,
0000827052,2021-02-25,2021-02-24,ok,,7.3014,2020-12-31,0.0154,374000000,1.000000,
0000827052,2021-04-27,2021-04-26,ok,,7.2286,2021-03-31,0.0163,380000000,1.000000,
0000827052,2021-07-29,2021-07-28,ok,,7.8689,2021-06-30,0.0128,380000000,1.000000,
0000827052,2021-11-02,2021-11-01,ok,,5.2007,2021-09-30,0.0156,380000000,1.000000,
0000827052,2022-02-24,2022-02-23,ok,,2.1723,2021-12-31,0.0196,380000000,1.000000,
0000827052,2022-05-03,2022-05-02,ok,,4.0729,2022-03-31,0.0297,382000000,1.000000,
0000827052,2022-07-28,2022-07-27,rejected,"P/V 130.6 超出 [0.02, 50] 量级守卫",,2022-06-30,0.0268,383000000,,
0000827052,2022-11-01,2022-10-31,rejected,零增长股权价值 -8.58 ≤ 0：净负债超过零增长企业价值,,2022-09-30,0.0407,383000000,,
0000827052,2023-02-23,2023-02-22,ok,,3.9273,2022-12-31,0.0388,383000000,1.000000,
0000827052,2023-05-02,2023-05-01,ok,,22.9072,2023-03-31,0.0344,384000000,1.000000,
0000827052,2023-07-27,2023-07-26,ok,,28.3341,2023-06-30,0.0401,385000000,1.000000,
0000827052,2023-11-01,2023-10-31,ok,,24.8788,2023-09-30,0.0477,385000000,1.000000,
0000827052,2024-02-22,2024-02-21,ok,,25.9160,2023-12-31,0.0433,385000000,1.000000,
0000827052,2024-04-30,2024-04-29,ok,,18.3433,2024-03-31,0.0469,385000000,1.000000,
0000827052,2024-07-25,2024-07-24,ok,,15.8578,2024-06-30,0.0427,388000000,1.000000,
0000827052,2024-10-29,2024-10-28,ok,,9.7820,2024-09-30,0.0428,390000000,1.000000,
0000827052,2025-02-27,2025-02-26,rejected,零增长股权价值 -1.40 ≤ 0：净负债超过零增长企业价值,,2024-12-31,0.0429,388000000,,
0000827052,2025-04-29,2025-04-28,rejected,零增长股权价值 -3.16 ≤ 0：净负债超过零增长企业价值,,2025-03-31,0.0419,386000000,,
0000827052,2025-07-31,2025-07-30,rejected,零增长股权价值 -7.24 ≤ 0：净负债超过零增长企业价值,,2025-06-30,0.0437,386000000,,
0000827052,2025-10-28,2025-10-27,rejected,零增长股权价值 -1.96 ≤ 0：净负债超过零增长企业价值,,2025-09-30,0.0399,386000000,,
0000827052,2026-02-18,2026-02-17,ok,,116.1461,2025-12-31,0.0409,386000000,1.000000,
0000827052,2026-04-28,2026-04-27,ok,,105.6747,2026-03-31,0.0436,387000000,1.000000,
0000868809,2009-08-06,2009-08-05,no_annual,无 filed≤F 的年报行,,,,,,
0000868809,2009-11-05,2009-11-04,no_annual,无 filed≤F 的年报行,,,,,,
0000868809,2010-02-25,2010-02-24,ok,,50.3586,2009-12-31,0.0364,583344525,1.000000,
0000868809,2010-05-06,2010-05-05,ok,,50.3547,2010-03-31,0.0341,584360301,1.000000,
0000857005,2010-08-12,,no_price,申报日前无行情,,,,,,
0000857005,2010-11-23,,no_price,申报日前无行情,,,,,,
0000857005,2011-02-09,,no_price,申报日前无行情,,,,,,
0000857005,2011-05-11,,no_price,申报日前无行情,,,,,,
0000857005,2011-08-10,,no_price,申报日前无行情,,,,,,
0000857005,2011-11-23,,no_price,申报日前无行情,,,,,,
0000857005,2012-02-08,,no_price,申报日前无行情,,,,,,
0000857005,2012-05-09,,no_price,申报日前无行情,,,,,,
0000857005,2012-07-30,,no_price,申报日前无行情,,,,,,
0000857005,2012-11-16,,no_price,申报日前无行情,,,,,,
0000857005,2013-02-06,,no_price,申报日前无行情,,,,,,
0000857005,2013-05-08,,no_price,申报日前无行情,,,,,,
0000857005,2013-08-07,,no_price,申报日前无行情,,,,,,
0000857005,2013-11-22,,no_price,申报日前无行情,,,,,,
0000857005,2014-02-04,,no_price,申报日前无行情,,,,,,
0000857005,2014-05-06,,no_price,申报日前无行情,,,,,,
0000857005,2014-08-05,,no_price,申报日前无行情,,,,,,
0000857005,2014-11-26,,no_price,申报日前无行情,,,,,,
0000857005,2015-02-10,,no_price,申报日前无行情,,,,,,
0000857005,2015-05-11,,no_price,申报日前无行情,,,,,,
0000857005,2015-08-11,,no_price,申报日前无行情,,,,,,
0000857005,2015-11-23,,no_price,申报日前无行情,,,,,,
0000857005,2016-02-10,,no_price,申报日前无行情,,,,,,
0000857005,2016-05-11,,no_price,申报日前无行情,,,,,,
0000857005,2016-08-11,,no_price,申报日前无行情,,,,,,
0000857005,2016-11-18,,no_price,申报日前无行情,,,,,,
0000857005,2017-02-09,,no_price,申报日前无行情,,,,,,
0000857005,2017-05-11,,no_price,申报日前无行情,,,,,,
0000857005,2017-08-08,,no_price,申报日前无行情,,,,,,
0000857005,2017-11-29,,no_price,申报日前无行情,,,,,,
0000857005,2018-02-06,,no_price,申报日前无行情,,,,,,
0000857005,2018-05-02,,no_price,申报日前无行情,,,,,,
0000857005,2018-08-01,,no_price,申报日前无行情,,,,,,
0000857005,2018-11-16,,no_price,申报日前无行情,,,,,,
0000857005,2019-02-07,,no_price,申报日前无行情,,,,,,
0000857005,2019-05-09,,no_price,申报日前无行情,,,,,,
0000857005,2019-08-08,,no_price,申报日前无行情,,,,,,
0000857005,2019-11-18,,no_price,申报日前无行情,,,,,,
0000857005,2020-01-27,,no_price,申报日前无行情,,,,,,
0000857005,2020-05-06,2020-05-05,ok,,6.0619,2020-03-28,0.0072,116017000,1.000000,
0000857005,2020-08-05,2020-08-04,ok,,7.3813,2020-06-27,0.0055,116229000,1.000000,
0000857005,2020-11-20,2020-11-19,ok,,10.0757,2020-09-30,0.0083,116267000,1.000000,
0000857005,2021-02-04,2021-02-03,ok,,18.3850,2020-12-31,0.0115,117605000,1.000000,
0000857005,2021-05-04,2021-05-03,rejected,股权价值 -2.66 ≤ 0：净负债 10.27 超过企业价值 7.61,,2021-03-31,0.0161,118331000,,
0000857005,2021-08-03,2021-08-02,rejected,股权价值 -1.52 ≤ 0：净负债 9.67 超过企业价值 8.15,,2021-06-30,0.0119,118611000,,
0000857005,2021-11-22,2021-11-19,ok,,11.2488,2021-09-30,0.0163,118367000,1.000000,
0000857005,2022-02-07,2022-02-04,ok,,10.9105,2021-12-31,0.0192,118598000,1.000000,
0000857005,2022-05-05,2022-05-04,ok,,10.6690,2022-03-31,0.0305,117811000,1.000000,
0000857005,2022-08-05,2022-08-04,ok,,10.7091,2022-06-30,0.0283,117968000,1.000000,
0000857005,2022-11-15,2022-11-14,ok,,39.1798,2022-09-30,0.0380,118233000,1.000000,
0000857005,2023-02-09,2023-02-08,ok,,40.8844,2022-12-31,0.0367,118788000,1.000000,
0000857005,2023-05-03,2023-05-02,ok,,41.7791,2023-03-31,0.0338,119041000,1.000000,
0000857005,2023-08-04,2023-08-03,ok,,37.7825,2023-06-30,0.0405,119392000,1.000000,
0000857005,2023-11-20,2023-11-17,ok,,42.6137,2023-09-30,0.0442,119334000,1.000000,
0000857005,2024-02-02,2024-02-01,ok,,43.8367,2023-12-31,0.0403,120250000,1.000000,
0000857005,2024-05-03,2024-05-02,ok,,43.7558,2024-03-31,0.0450,120712000,1.000000,
0000857005,2024-08-02,2024-08-01,ok,,48.5903,2024-06-30,0.0380,120822000,1.000000,
0000857005,2024-11-14,2024-11-13,ok,,47.6524,2024-09-30,0.0443,120742000,1.000000,
0000857005,2025-02-06,2025-02-05,ok,,48.4613,2024-12-31,0.0445,121145000,1.000000,
0000857005,2025-05-01,2025-04-30,ok,,53.4818,2025-03-31,0.0425,120854000,1.000000,
0000857005,2025-07-31,2025-07-30,ok,,55.8260,2025-06-30,0.0437,120461000,1.000000,
0000857005,2025-11-21,2025-11-20,ok,,74.9721,2025-09-30,0.0406,120777000,1.000000,
0000857005,2026-02-05,2026-02-04,ok,,74.4051,2025-12-31,0.0421,119989000,1.000000,
0000857005,2026-05-07,2026-05-06,ok,,75.1836,2026-03-31,0.0441,118553000,1.000000,
0000857005,2026-07-31,2026-07-30,ok,,76.2139,2026-06-30,0.0475,114978000,1.000000,
0000873364,,,no_price,,,,,,,
0000827054,2009-08-10,2009-08-07,no_annual,无 filed≤F 的年报行,,,,,,
0000827054,2009-11-06,2009-11-05,no_annual,无 filed≤F 的年报行,,,,,,
0000827054,2010-02-09,2010-02-08,no_annual,无 filed≤F 的年报行,,,,,,
0000827054,2010-06-02,2010-06-01,ok,,20.3590,2010-03-31,0.0335,187339000,1.000000,
0000827054,2010-08-09,2010-08-06,ok,,21.5637,2010-06-30,0.0286,190072000,1.000000,shares x1000
0000827054,2010-11-08,2010-11-05,ok,,22.3776,2010-09-30,0.0260,190704000,1.000000,shares x1000
0000827054,2011-02-08,2011-02-07,ok,,18.9667,2010-12-31,0.0375,196255000,1.000000,shares x1000
0000827054,2011-05-31,2011-05-27,ok,,22.9165,2011-03-31,0.0305,194715000,1.000000,
0000827054,2011-06-21,2011-06-20,ok,,23.0271,2011-03-31,0.0299,194715000,1.000000,
0000827054,2011-08-09,2011-08-08,ok,,20.1424,2011-06-30,0.0220,204567000,1.000000,
0000827054,2011-11-07,2011-11-04,ok,,24.1044,2011-09-30,0.0204,200199000,1.000000,
0000827054,2012-02-06,2012-02-03,ok,,22.7875,2011-12-31,0.0193,203291000,1.000000,
0000827054,2012-05-30,2012-05-29,ok,,23.6213,2012-03-31,0.0163,203519000,1.000000,
0000827054,2012-08-09,2012-08-08,ok,,24.2067,2012-06-30,0.0169,203700000,1.000000,
0000827054,2012-11-09,2012-11-08,ok,,22.5606,2012-09-30,0.0161,194060000,1.000000,
0000827054,2013-02-11,2013-02-08,ok,,22.1184,2012-12-31,0.0199,204405000,1.000000,
0000827054,2013-05-30,2013-05-29,ok,,21.6659,2013-03-31,0.0213,205776000,1.000000,
0000827054,2013-08-09,2013-08-08,ok,,17.8820,2013-06-30,0.0257,212266000,1.000000,
0000827054,2013-11-08,2013-11-07,ok,,18.4830,2013-09-30,0.0277,216475000,1.000000,
0000827054,2014-02-07,2014-02-06,ok,,19.2404,2013-12-31,0.0271,219089000,1.000000,
0000827054,2014-05-30,2014-05-29,ok,,24.1203,2014-03-31,0.0248,217630000,1.000000,
0000827054,2014-08-11,2014-08-08,ok,,25.6875,2014-06-30,0.0244,224527000,1.000000,
0000827054,2014-11-10,2014-11-07,ok,,23.1057,2014-09-30,0.0238,225284000,1.000000,
0000827054,2015-02-03,2015-02-02,ok,,23.0358,2014-12-31,0.0179,223487000,1.000000,
0000827054,2015-05-27,2015-05-26,ok,,25.9457,2015-03-31,0.0214,223561000,1.000000,
0000827054,2015-08-06,2015-08-05,ok,,25.9491,2015-06-30,0.0223,216767000,1.000000,
0000827054,2015-11-09,2015-11-06,ok,,27.3224,2015-09-30,0.0236,217099000,1.000000,
0000827054,2016-02-05,2016-02-04,ok,,22.4655,2015-12-31,0.0186,217975000,1.000000,
0000827054,2016-05-24,2016-05-23,ok,,30.4302,2016-03-31,0.0186,217388000,1.000000,
0000827054,2016-08-09,2016-08-08,ok,,25.9494,2016-06-30,0.0155,214345000,1.000000,
0000827054,2016-11-08,2016-11-07,ok,,17.9544,2016-09-30,0.0188,233960000,1.000000,
0000827054,2017-02-08,2017-02-07,ok,,18.4623,2016-12-31,0.0234,235424000,1.000000,
0000827054,2017-05-30,2017-05-26,rejected,结构断点 2017-03-31 之后财年仅 1 < 要求 3 年,,2017-03-31,0.0221,234806000,,
0000827054,2017-08-04,2017-08-03,rejected,结构断点 2017-03-31 之后财年仅 1 < 要求 3 年,,2017-06-30,0.0227,242902000,,
0000827054,2017-11-07,2017-11-06,rejected,结构断点 2017-03-31 之后财年仅 1 < 要求 3 年,,2017-09-30,0.0232,244767000,,
0000827054,2018-02-07,2018-02-06,rejected,结构断点 2017-03-31 之后财年仅 1 < 要求 3 年,,2017-12-31,0.0284,234106000,,
0000827054,2018-05-18,2018-05-17,rejected,结构断点 2018-03-31 之后财年仅 1 < 要求 3 年,,2018-03-31,0.0306,248900000,,
0000827054,2018-08-09,2018-08-08,rejected,结构断点 2018-03-31 之后财年仅 1 < 要求 3 年,,2018-06-30,0.0293,252200000,,
0000827054,2018-11-07,2018-11-06,rejected,结构断点 2018-03-31 之后财年仅 1 < 要求 3 年,,2018-09-30,0.0322,251800000,,
0000827054,2019-02-06,2019-02-05,rejected,结构断点 2018-03-31 之后财年仅 1 < 要求 3 年,,2018-12-31,0.0270,244600000,,
0000827054,2019-05-30,2019-05-29,rejected,结构断点 2018-03-31 之后财年仅 2 < 要求 3 年,,2019-03-31,0.0222,249900000,,
0000827054,2019-08-07,2019-08-06,rejected,结构断点 2018-03-31 之后财年仅 2 < 要求 3 年,,2019-06-30,0.0171,253900000,,
0000827054,2019-11-06,2019-11-05,rejected,结构断点 2018-03-31 之后财年仅 2 < 要求 3 年,,2019-09-30,0.0181,255300000,,
0000827054,2020-02-04,2020-02-03,rejected,结构断点 2018-03-31 之后财年仅 2 < 要求 3 年,,2019-12-31,0.0161,258300000,,
0000827054,2020-05-22,2020-05-21,ok,,13.3888,2020-03-31,0.0066,256200000,1.000000,
0000827054,2020-08-04,2020-08-03,ok,,14.3805,2020-06-30,0.0052,257800000,1.000000,
0000827054,2020-11-05,2020-11-04,ok,,13.7101,2020-09-30,0.0079,267700000,1.000000,
0000827054,2021-02-04,2021-02-03,ok,,12.2660,2020-12-31,0.0115,275400000,1.000000,
0000827054,2021-05-18,2021-05-17,ok,,12.2683,2021-03-31,0.0164,270600000,1.000000,
0000827054,2021-08-03,2021-08-02,ok,,22.7769,2021-06-30,0.0119,282600000,1.000000,
0000827054,2021-11-04,2021-11-03,ok,,13.9975,2021-09-30,0.0153,565900000,1.000000,2021-10-13:2:restated
0000827054,2022-02-03,2022-02-02,ok,,15.6556,2021-12-31,0.0182,567300000,1.000000,
0000827054,2022-05-20,2022-05-19,ok,,15.8296,2022-03-31,0.0278,565900000,1.000000,
0000827054,2022-08-02,2022-08-01,ok,,18.6324,2022-06-30,0.0275,561500000,1.000000,
0000827054,2022-11-03,2022-11-02,ok,,15.8867,2022-09-30,0.0414,558300000,1.000000,
0000827054,2023-02-02,2023-02-01,ok,,21.3141,2022-12-31,0.0340,555400000,1.000000,
0000827054,2023-05-25,2023-05-24,ok,,20.3082,2023-03-31,0.0383,557300000,1.000000,
0000827054,2023-08-03,2023-08-02,ok,,21.3025,2023-06-30,0.0420,551400000,1.000000,
0000827054,2023-11-02,2023-11-01,ok,,21.5702,2023-09-30,0.0467,549200000,1.000000,
0000827054,2024-02-01,2024-01-31,ok,,24.7567,2023-12-31,0.0387,546500000,1.000000,
0000827054,2024-05-23,2024-05-22,ok,,66.6135,2024-03-31,0.0447,548000000,1.000000,
0000827054,2024-08-01,2024-07-31,ok,,62.9809,2024-06-30,0.0399,542800000,1.000000,
0000827054,2024-11-05,2024-11-04,ok,,54.7531,2024-09-30,0.0426,542000000,1.000000,
0000827054,2025-02-06,2025-02-05,ok,,69.3991,2024-12-31,0.0445,537400000,1.000000,
0000827054,2025-05-23,2025-05-22,ok,,68.8649,2025-03-31,0.0451,537300000,1.000000,
0000827054,2025-08-07,2025-08-06,ok,,63.8642,2025-06-30,0.0423,539200000,1.000000,
0000827054,2025-11-06,2025-11-05,ok,,62.2991,2025-09-30,0.0411,545000000,1.000000,
0000827054,2026-02-05,2026-02-04,ok,,60.1277,2025-12-31,0.0421,545500000,1.000000,
0000827054,2026-05-21,2026-05-20,ok,,59.2035,2026-03-31,0.0457,545200000,1.000000,
0000827054,2026-08-06,2026-08-05,ok,,39.7123,2026-06-30,0.0469,550500000,1.000000,
0000860730,2011-05-11,,no_price,申报日前无行情,,,,,,
0000860730,2011-08-05,,no_price,申报日前无行情,,,,,,
0000860730,2011-11-09,,no_price,申报日前无行情,,,,,,
0000860730,2012-02-24,,no_price,申报日前无行情,,,,,,
0000860730,2012-05-09,,no_price,申报日前无行情,,,,,,
0000860730,2012-08-06,,no_price,申报日前无行情,,,,,,
0000860730,2012-11-06,,no_price,申报日前无行情,,,,,,
0000860730,2013-02-27,,no_price,申报日前无行情,,,,,,
0000860730,2013-05-07,,no_price,申报日前无行情,,,,,,
0000860730,2013-08-07,,no_price,申报日前无行情,,,,,,
0000860730,2013-11-06,,no_price,申报日前无行情,,,,,,
0000860730,2014-02-26,2014-02-25,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2014-05-06,2014-05-05,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2014-08-05,2014-08-04,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2014-11-04,2014-11-03,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2015-02-26,2015-02-25,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2015-05-05,2015-05-04,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2015-08-05,2015-08-04,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2015-10-29,2015-10-28,no_annual,无 filed≤F 的年报行,,,,,,
0000860730,2016-02-26,2016-02-25,rejected,结构断点 2015-12-31 之后财年仅 1 < 要求 3 年,,2015-12-31,0.0176,426721000,,
0000860730,2016-05-06,2016-05-05,rejected,结构断点 2015-12-31 之后财年仅 1 < 要求 3 年,,2015-12-31,0.0179,426721000,,
0000860730,2016-08-04,2016-08-03,rejected,结构断点 2015-12-31 之后财年仅 1 < 要求 3 年,,2015-12-31,0.0151,426721000,,
0000860730,2016-11-03,2016-11-02,rejected,结构断点 2015-12-31 之后财年仅 1 < 要求 3 年,,2015-12-31,0.0182,426721000,,
0000860730,2017-02-22,2017-02-21,rejected,结构断点 2016-12-31 之后财年仅 1 < 要求 3 年,,2016-12-31,0.0242,395851000,,
0000860730,2017-05-09,2017-05-08,rejected,结构断点 2016-12-31 之后财年仅 1 < 要求 3 年,,2016-12-31,0.0242,395851000,,
0000860730,2017-08-04,2017-08-03,rejected,结构断点 2016-12-31 之后财年仅 1 < 要求 3 年,,2016-12-31,0.0227,395851000,,
0000860730,2017-11-07,2017-11-06,rejected,结构断点 2016-12-31 之后财年仅 1 < 要求 3 年,,2016-12-31,0.0232,395851000,,
0000860730,2018-02-23,2018-02-22,rejected,结构断点 2017-12-31 之后财年仅 1 < 要求 3 年,,2017-12-31,0.0288,372221000,,
0000860730,2018-05-08,2018-05-07,rejected,结构断点 2017-12-31 之后财年仅 1 < 要求 3 年,,2017-12-31,0.0297,372221000,,
0000860730,2018-08-03,2018-08-02,rejected,结构断点 2017-12-31 之后财年仅 1 < 要求 3 年,,2017-12-31,0.0295,372221000,,
0000860730,2018-11-06,2018-11-05,rejected,结构断点 2017-12-31 之后财年仅 1 < 要求 3 年,,2017-12-31,0.0322,372221000,,
0000860730,2019-02-21,2019-02-20,rejected,结构断点 2018-12-31 之后财年仅 1 < 要求 3 年,,2018-12-31,0.0269,355303000,,
0000860730,2019-05-03,2019-05-02,rejected,结构断点 2018-12-31 之后财年仅 1 < 要求 3 年,,2019-03-31,0.0254,350316000,,
0000860730,2019-08-02,2019-08-01,rejected,结构断点 2018-12-31 之后财年仅 1 < 要求 3 年,,2019-06-30,0.0186,348373000,,
0000860730,2019-11-01,2019-10-31,rejected,结构断点 2018-12-31 之后财年仅 1 < 要求 3 年,,2019-09-30,0.0173,347487000,,
0000860730,2020-02-20,2020-02-19,rejected,结构断点 2019-12-31 之后财年仅 1 < 要求 3 年,,2019-12-31,0.0152,348226000,,
0000860730,2020-05-06,2020-05-05,rejected,结构断点 2019-12-31 之后财年仅 1 < 要求 3 年,,2020-03-31,0.0072,344096000,,
0000860730,2020-07-30,2020-07-29,rejected,结构断点 2019-12-31 之后财年仅 1 < 要求 3 年,,2020-06-30,0.0055,341599000,,
0000860730,2020-10-29,2020-10-28,rejected,结构断点 2019-12-31 之后财年仅 1 < 要求 3 年,,2020-09-30,0.0085,343346000,,
0000860730,2021-02-19,2021-02-18,rejected,结构断点 2019-12-31 之后财年仅 2 < 要求 3 年,,2020-12-31,0.0134,343605000,,
0000860730,2021-04-30,2021-04-29,rejected,结构断点 2019-12-31 之后财年仅 2 < 要求 3 年,,2021-03-31,0.0165,343321000,,
0000860730,2021-08-02,2021-07-30,rejected,结构断点 2019-12-31 之后财年仅 2 < 要求 3 年,,2021-06-30,0.0120,332613000,,
0000860730,2021-11-01,2021-10-29,rejected,结构断点 2019-12-31 之后财年仅 2 < 要求 3 年,,2021-09-30,0.0158,324029000,,
0000860730,2022-02-18,2022-02-17,rejected,结构断点 2021-12-31 之后财年仅 1 < 要求 3 年,,2021-12-31,0.0192,328752000,,
0000860730,2022-05-03,2022-05-02,rejected,结构断点 2021-12-31 之后财年仅 1 < 要求 3 年,,2022-03-31,0.0297,307374000,,
0000860730,2022-08-01,2022-07-29,rejected,结构断点 2021-12-31 之后财年仅 1 < 要求 3 年,,2022-06-30,0.0260,296061000,,
0000860730,2022-11-01,2022-10-31,rejected,结构断点 2021-12-31 之后财年仅 1 < 要求 3 年,,2022-09-30,0.0407,289852000,,
0000860730,2023-02-17,2023-02-16,rejected,结构断点 2022-12-31 之后财年仅 1 < 要求 3 年,,2022-12-31,0.0382,294666000,,
0000860730,2023-04-27,2023-04-26,rejected,结构断点 2022-12-31 之后财年仅 1 < 要求 3 年,,2023-03-31,0.0353,280961000,,
0000860730,2023-08-02,2023-08-01,rejected,结构断点 2022-12-31 之后财年仅 1 < 要求 3 年,,2023-06-30,0.0408,278198000,,
0000860730,2023-10-26,2023-10-25,rejected,结构断点 2022-12-31 之后财年仅 1 < 要求 3 年,,2023-09-30,0.0486,275424000,,
0000860730,2024-02-16,2024-02-15,rejected,结构断点 2023-12-31 之后财年仅 1 < 要求 3 年,,2023-12-31,0.0430,276412000,,
0000860730,2024-05-02,2024-05-01,rejected,结构断点 2023-12-31 之后财年仅 1 < 要求 3 年,,2024-03-31,0.0458,268016000,,
0000860730,2024-07-29,2024-07-26,rejected,结构断点 2023-12-31 之后财年仅 1 < 要求 3 年,,2024-06-30,0.0417,264071000,,
0000860730,2024-10-31,2024-10-30,rejected,结构断点 2023-12-31 之后财年仅 1 < 要求 3 年,,2024-09-30,0.0428,259917000,,
0000860730,2025-02-14,2025-02-13,rejected,结构断点 2024-12-31 之后财年仅 1 < 要求 3 年,,2024-12-31,0.0447,261806000,,
0000860730,2025-05-01,2025-04-30,rejected,结构断点 2024-12-31 之后财年仅 1 < 要求 3 年,,2025-03-31,0.0425,249440000,,
0000860730,2025-08-04,2025-08-01,rejected,结构断点 2024-12-31 之后财年仅 1 < 要求 3 年,,2025-06-30,0.0422,241911000,,
0000860730,2025-10-30,2025-10-29,rejected,结构断点 2024-12-31 之后财年仅 1 < 要求 3 年,,2025-09-30,0.0411,236181000,,
0000860730,2026-02-10,2026-02-09,rejected,结构断点 2025-12-31 之后财年仅 1 < 要求 3 年,,2025-12-31,0.0416,239495000,,
0000860730,2026-04-29,2026-04-28,rejected,结构断点 2025-12-31 之后财年仅 1 < 要求 3 年,,2026-03-31,0.0442,226652000,,
0000829224,2009-08-05,2009-08-04,no_annual,无 filed≤F 的年报行,,,,,,
0000829224,2009-11-20,2009-11-19,ok,,8.8702,2009-09-27,0.0336,745900000,1.000000,
0000829224,2010-02-02,2010-02-01,ok,,9.8413,2009-12-27,0.0367,762900000,1.000000,
0000829224,2010-05-04,2010-05-03,ok,,10.1367,2010-03-28,0.0363,766900000,1.000000,
0000829224,2010-08-02,2010-07-30,ok,,11.5057,2010-06-27,0.0299,766700000,1.000000,
0000829224,2010-11-22,2010-11-19,ok,,15.5796,2010-10-03,0.0280,764200000,1.000000,
0000829224,2011-02-04,2011-02-03,ok,,16.9683,2011-01-02,0.0368,766700000,1.000000,
0000829224,2011-05-06,2011-05-05,ok,,18.5062,2011-04-03,0.0319,771800000,1.000000,
0000829224,2011-08-05,2011-08-04,ok,,20.3408,2011-07-03,0.0258,771900000,1.000000,
0000829224,2011-11-18,2011-11-17,ok,,22.9816,2011-10-02,0.0201,769700000,1.000000,
0000829224,2012-01-31,2012-01-30,ok,,25.3190,2012-01-01,0.0183,768500000,1.000000,
0000829224,2012-05-02,2012-05-01,ok,,26.7328,2012-04-01,0.0196,773300000,1.000000,
0000829224,2012-08-02,2012-08-01,ok,,29.5667,2012-07-01,0.0151,776800000,1.000000,
0000829224,2012-11-16,2012-11-15,ok,,24.5823,2012-09-30,0.0158,773000000,1.000000,
0000829224,2013-01-29,2013-01-28,ok,,26.7063,2012-12-30,0.0203,761300000,1.000000,
0000829224,2013-04-30,2013-04-29,ok,,27.8656,2013-03-31,0.0170,761300000,1.000000,
0000829224,2013-07-30,2013-07-29,ok,,29.0720,2013-06-30,0.0263,761900000,1.000000,
0000829224,2013-11-18,2013-11-15,rejected,最新报告口径 NOPAT=-0.16b ≤ 0：息税前利润非正，按现金折现无意义（A 股同规，按 §6.5.2.4 判无法估值）,,2013-09-29,0.0267,762300000,,
0000829224,2014-01-28,2014-01-27,ok,,23.0412,2013-12-29,0.0277,766200000,1.000000,
0000829224,2014-04-29,2014-04-28,ok,,21.9989,2014-03-30,0.0271,764600000,1.000000,
