arm,observed_on,pe,pe_q,index_day,index_close,price_fresh,ma6,ma10,ma12,ma60,spread,cap,fallback
BASE,2005-04-29,13.99,,2005-04-29,932.4,True,,,,,0.030814628305932817,,False
BASE,2005-05-31,12.58,,2005-05-31,855.95,True,,,,,0.041022255961844195,,False
BASE,2005-06-30,12.76,,2005-06-30,878.69,True,934.0183333333334,,,,0.04183990595611286,,False
BASE,2005-07-29,12.94,,2005-07-29,888.16,True,922.8983333333334,,,,0.04340575270479134,,False
BASE,2005-08-31,12.88,,2005-08-31,927.92,True,904.2199999999999,,,,0.042031751552795024,,False
BASE,2005-09-30,12.63,,2005-09-30,917.39,True,900.085,,,,0.0467725637371338,,False
BASE,2005-10-31,11.78,,2005-10-31,876.28,True,890.7316666666667,921.3860000000001,,,0.05427664346349746,,False
BASE,2005-11-30,11.85,,2005-11-30,873.83,True,893.7116666666667,913.281,,,0.051133185654008435,,False
BASE,2005-12-30,12.61,,2005-12-30,923.45,True,901.1716666666666,901.6270000000001,917.5949999999999,,0.04706614115781127,,False
BASE,2006-01-25,13.56,,2006-01-25,1009.6,True,921.4116666666667,908.367,922.1550000000001,,0.04415731268436578,,False
BASE,2006-02-28,14.08,,2006-02-28,1053.01,True,942.2600000000001,920.4280000000001,923.2400000000001,,0.04175672727272728,,False
BASE,2006-03-31,14.03,,2006-03-31,1061.09,True,966.21,940.942,933.1475,,0.04187583749109053,,False
BASE,2006-04-28,15.8,1.0,2006-04-28,1172.35,True,1015.555,970.308,953.1433333333333,,0.03319113924050632,,False
BASE,2006-05-31,17.7,1.0,2006-05-31,1365.45,True,1097.4916666666666,1018.0369999999999,995.6016666666666,,0.026297175141242937,1.0,False
BASE,2006-06-30,17.79,1.0,2006-06-30,1393.96,True,1175.91,1064.641,1038.5408333333332,,0.02456135469364812,1.0,False
BASE,2006-07-31,18.52,1.0,2006-07-31,1294.33,True,1223.365,1102.335,1072.3883333333333,,0.021395680345572356,1.0,False
BASE,2006-08-31,18.61,1.0,2006-08-31,1338.69,True,1270.9783333333332,1148.576,1106.6191666666666,,0.02135455131649651,1.0,False
BASE,2006-09-29,19.39,1.0,2006-09-29,1403.27,True,1328.0083333333334,1201.52,1147.1091666666666,,0.021572975760701392,1.0,False
BASE,2006-10-31,18.3,0.8333333333333334,2006-10-31,1464.47,True,1376.695,1255.6219999999998,1196.125,,0.025132808743169397,1.0,False
BASE,2006-11-30,23.21,1.0,2006-11-30,1714.36,True,1434.8466666666666,1326.098,1266.1691666666668,,0.013303877208099956,1.0,False
BASE,2006-12-29,30.66,1.0,2006-12-29,2041.05,True,1542.695,1424.902,1359.3025,,0.002413786040443573,1.0,False
BASE,2007-01-31,34.95,1.0,2007-01-31,2385.34,True,1724.53,1557.327,1473.9475,,-0.0020586967095851255,1.0,False
BASE,2007-02-28,35.15,1.0,2007-02-28,2544.57,True,1925.51,1694.5490000000002,1598.2441666666666,,-0.0030164978662873404,1.0,False
BASE,2007-03-30,36.37,1.0,2007-03-30,2781.78,True,2155.2616666666668,1836.182,1741.635,,-0.006842811657959854,1.0,False
BASE,2007-04-30,34.88,0.875,2007-04-30,3558.71,True,2504.3016666666667,2052.657,1940.4983333333332,,-0.0072462752293578035,1.0,False
BASE,2007-05-31,39.27,1.0,2007-05-31,3927.95,True,2873.2333333333336,2316.019,2154.04,,-0.015135268652915711,1.0,False
BASE,2007-06-29,37.29,0.9615384615384616,2007-06-29,3764.08,True,3160.405,2558.558,2351.5499999999997,,-0.017683159023866992,1.0,False
BASE,2007-07-31,43.81,1.0,2007-07-31,4460.56,True,3506.275,2864.287,2615.4025,,-0.020575161150422273,1.0,False
BASE,2007-08-31,42.64,0.9642857142857143,2007-08-31,5296.81,True,3964.9816666666666,3247.5209999999997,2945.245833333334,,-0.019290842401500943,1.0,False
BASE,2007-09-28,45.73,1.0,2007-09-28,5580.81,True,4431.486666666667,3634.166,3293.3741666666665,,-0.02203251694729936,1.0,False
BASE,2007-10-31,47.84,1.0,2007-10-31,5688.54,True,4786.458333333333,3998.915,3645.3799999999997,,-0.024033989966555182,1.0,False
BASE,2007-11-30,40.32,0.8709677419354839,2007-11-30,4737.41,True,4921.368333333333,4234.122,3897.3008333333332,,-0.0202844126984127,1.0,False
BASE,2007-12-28,43.17,0.90625,2007-12-28,5338.27,True,5183.733333333334,4513.492,4172.069166666667,,-0.02119276557794765,1.0,False
BASE,2008-01-31,35.92,0.7272727272727273,2008-01-31,4620.4,True,5210.373333333334,4697.354,4358.324166666666,,-0.01409735634743875,1.0,False
BASE,2008-02-29,35.24,0.7058823529411765,2008-02-29,4674.55,True,5106.663333333333,4808.938,4535.8225,,-0.012906155505107833,1.0,False
BASE,2008-03-31,26.89,0.5714285714285714,2008-03-31,3790.53,True,4808.283333333334,4795.196,4619.885,,-0.0032714540721457824,1.0,False
BASE,2008-04-30,27.41,0.5833333333333334,2008-04-30,3959.12,True,4520.046666666666,4814.7,4653.2525,,-0.004241964611455672,1.0,False
BASE,2008-05-30,25.3,0.5405405405405406,2008-05-30,3611.33,True,4332.366666666667,4729.777,4626.8675,,-0.002063308300395257,1.0,False
BASE,2008-06-30,20.19,0.5,2008-06-30,2791.82,True,3907.9583333333335,4479.278,4545.845833333334,,0.004244470034670628,1.0,False
BASE,2008-07-31,20.38,0.5128205128205128,2008-07-31,2805.21,True,3605.4266666666667,4201.718,4407.900000000001,,0.00466671344455348,1.0,False
BASE,2008-08-29,16.98,0.325,2008-08-29,2391.64,True,3224.941666666667,3872.028,4165.8025,,0.016658815076560654,1.0,False
BASE,2008-09-26,16.15,0.3170731707317073,2008-09-26,2243.66,True,2967.1299999999997,3622.653,3887.706666666667,,0.024637504643962853,1.0,False
BASE,2008-10-31,12.07,0.047619047619047616,2008-10-31,1663.66,True,2584.5533333333333,3255.192,3552.2999999999997,,0.05209904142502071,,False
BASE,2008-11-28,12.96,0.20930232558139536,2008-11-28,1829.92,True,2287.6516666666666,2976.144,3310.0091666666667,,0.04725549382716049,,False
BASE,2008-12-31,12.42,0.06818181818181818,2008-12-31,1817.72,True,2125.3016666666667,2690.4610000000002,3016.6299999999997,,0.05299429790660225,,False
