group,arm,start,cagr_pct,cagr_delta_pp,mdd_pct,mdd_delta_pp
full,BASE,2009-11-01,37.34077335286739,0.0,46.286390955289356,0.0
full,BASE,2011-11-01,38.470390572052814,0.0,47.50019175083933,0.0
full,C100R35,2009-11-01,40.232046696312885,2.8912733434454996,51.152339965606885,4.865949010317527
full,C100R35,2011-11-01,39.086590234584094,0.6161996625312804,52.63633731278936,5.136145561950034
full,C100R40,2009-11-01,39.05104141368434,1.7102680608169551,51.6047666103351,5.318375655045737
full,C100R40,2011-11-01,39.086590234584094,0.6161996625312804,52.63633731278936,5.136145561950034
full,CONFIRM2,2009-11-01,32.77167956695004,-4.569093785917344,57.12990695737058,10.843516002081222
full,CONFIRM2,2011-11-01,39.086590234584094,0.6161996625312804,52.63633731278936,5.136145561950034
full,CONFIRM3,2009-11-01,32.36940230707823,-4.9713710457891525,56.72079798420757,10.434407028918214
full,CONFIRM3,2011-11-01,39.086590234584094,0.6161996625312804,52.63633731278936,5.136145561950034
full,TREND10,2009-11-01,36.083580899900205,-1.2571924529671819,55.63423524042834,9.347844285138985
full,TREND10,2011-11-01,37.88438342010825,-0.5860071519445675,52.63633731278936,5.136145561950034
full,TREND12,2009-11-01,36.083580899900205,-1.2571924529671819,55.63423524042834,9.347844285138985
full,TREND12,2011-11-01,37.88438342010825,-0.5860071519445675,52.63633731278936,5.136145561950034
full,C030R45,2009-11-01,32.37852369684666,-4.962249656020723,49.23671363650819,2.950322681218831
full,C030R45,2011-11-01,36.255122302542844,-2.2152682695099735,49.04063358507976,1.5404418342404358
A,BASE,2009-11-01,42.6033684018537,0.0,49.04962448591497,0.0
A,BASE,2011-11-01,49.61183684430932,0.0,49.10206159542475,0.0
A,C100R35,2009-11-01,38.72040590337438,-3.8829624984793254,61.85600076473219,12.806376278817222
A,C100R35,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
A,C100R40,2009-11-01,37.97846687068089,-4.624901531172809,57.00568117643348,7.956056690518509
A,C100R40,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
A,CONFIRM2,2009-11-01,37.37658984626919,-5.22677855558451,57.58856778614208,8.538943300227109
A,CONFIRM2,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
A,CONFIRM3,2009-11-01,37.75094842995686,-4.852419971896849,56.13355990183664,7.083935415921672
A,CONFIRM3,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
A,TREND10,2009-11-01,36.69074338134004,-5.912625020513662,56.13355990183664,7.083935415921672
A,TREND10,2011-11-01,45.10518845789506,-4.506648386414258,55.9468001217861,6.844738526361349
A,TREND12,2009-11-01,36.69074338134004,-5.912625020513662,56.13355990183664,7.083935415921672
A,TREND12,2011-11-01,45.10518845789506,-4.506648386414258,55.9468001217861,6.844738526361349
A,C030R45,2009-11-01,41.23437904227565,-1.3689893595780545,48.72078467784049,-0.328839808074477
A,C030R45,2011-11-01,48.82098459319752,-0.7908522511117955,48.726937691818804,-0.37512390360594505
U1,BASE,2009-11-01,42.6033684018537,0.0,49.04962448591497,0.0
U1,BASE,2011-11-01,49.61183684430932,0.0,49.10206159542475,0.0
U1,C100R35,2009-11-01,38.72040590337438,-3.8829624984793254,61.85600076473219,12.806376278817222
U1,C100R35,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
U1,C100R40,2009-11-01,37.97846687068089,-4.624901531172809,57.00568117643348,7.956056690518509
U1,C100R40,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
U1,CONFIRM2,2009-11-01,37.37658984626919,-5.22677855558451,57.58856778614208,8.538943300227109
U1,CONFIRM2,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
U1,CONFIRM3,2009-11-01,37.75094842995686,-4.852419971896849,56.13355990183664,7.083935415921672
U1,CONFIRM3,2011-11-01,45.05162934382274,-4.560207500486579,55.9468001217861,6.844738526361349
U1,TREND10,2009-11-01,36.69074338134004,-5.912625020513662,56.13355990183664,7.083935415921672
U1,TREND10,2011-11-01,45.10518845789506,-4.506648386414258,55.9468001217861,6.844738526361349
U1,TREND12,2009-11-01,36.69074338134004,-5.912625020513662,56.13355990183664,7.083935415921672
U1,TREND12,2011-11-01,45.10518845789506,-4.506648386414258,55.9468001217861,6.844738526361349
U1,C030R45,2009-11-01,41.23437904227565,-1.3689893595780545,48.72078467784049,-0.328839808074477
U1,C030R45,2011-11-01,48.82098459319752,-0.7908522511117955,48.726937691818804,-0.37512390360594505
